ARS,자치구,정류장이름,가격_원per면,경도,위도,승차_일평균,하차_일평균,승하차_일평균,경유노선수,공시지가_원per㎡,거리_시청_km,거리_강남_km,거리_여의도_km,거리_도심최근접_km,POI_total_100m,POI_total_300m,POI_음식_300m,POI_소매_300m,POI_과학·기술_300m,POI_수리·개인_300m,POI_교육_300m,POI_부동산_300m,POI_시설관리·임대_300m,POI_예술·스포츠_300m,POI_보건의료_300m,POI_숙박_300m,POI_total_500m,최근접지하철_거리_m,최근접역_승하차_일평균,교차로수_300m,가로망연장_300m,간선도로연장_300m,교차로수_500m,가로망연장_500m,간선도로연장_500m,간선도로거리_m
10195,도봉구,방학사거리 [10195],578200.0,127.0406167927,37.6627158579,773.7,300.2,1073.9,8.0,1442000.0,12.061,18.363,18.704,12.061,59.0,427.0,136.0,107.0,26.0,64.0,11.0,16.0,18.0,34.0,15.0,0.0,1081.0,619.8,20796.0,123.0,9996.0,2745.0,281.0,25057.0,5022.0,13.6
10200,강북구,쌍문동청한빌라 [10200],205800.0,127.0150062055,37.6574593323,801.8,75.2,877.0,4.0,2823000.0,10.65,17.777,17.053,10.65,13.0,214.0,63.0,62.0,12.0,29.0,8.0,7.0,6.0,15.0,10.0,2.0,314.0,219.9,5317.0,84.0,7445.0,939.0,162.0,15784.0,1763.0,15.4
10204,강북구,초당초등학교 [10204],279300.0,127.0230480688,37.6574025551,855.9,226.2,1082.0,4.0,1037000.0,10.883,17.74,17.39,10.883,14.0,33.0,8.0,4.0,1.0,2.0,14.0,3.0,0.0,1.0,0.0,0.0,239.0,876.0,5317.0,9.0,2307.0,609.0,50.0,6918.0,1227.0,12.1
10206,강북구,방학동우성아파트 [10206],379995.0,127.0242705926,37.6574046264,511.9,108.9,620.8,4.0,3182000.0,10.923,17.739,17.444,10.923,6.0,63.0,15.0,12.0,6.0,5.0,18.0,6.0,0.0,1.0,0.0,0.0,267.0,982.4,5317.0,10.0,2557.0,589.0,36.0,6620.0,1280.0,13.5
10210,강북구,쌍문동성원아파트 [10210],279300.0,127.0289334878,37.6576477672,572.2,198.4,770.5,3.0,3182000.0,11.108,17.764,17.678,11.108,39.0,216.0,45.0,42.0,13.0,33.0,55.0,13.0,1.0,13.0,1.0,0.0,442.0,1119.9,57935.0,11.0,2969.0,592.0,33.0,6601.0,1339.0,17.4
10213,도봉구,쌍문동현대.한양아파트 [10213],617400.0,127.0313205806,37.6580003804,321.5,942.5,1264.0,5.0,1174000.0,11.23,17.805,17.822,11.23,24.0,254.0,40.0,48.0,9.0,44.0,73.0,13.0,1.0,17.0,9.0,0.0,660.0,1078.4,57935.0,13.0,2825.0,606.0,47.0,8316.0,1772.0,12.0
10214,도봉구,쌍문동삼익금호1차아파트 [10214],617400.0,127.0347919771,37.658048383,1360.5,442.4,1802.9,4.0,2108000.0,11.366,17.819,17.99,11.366,89.0,342.0,77.0,59.0,14.0,54.0,72.0,18.0,4.0,25.0,19.0,0.0,916.0,1041.5,57935.0,44.0,4811.0,904.0,147.0,15263.0,2597.0,9.3
10216,도봉구,도봉구보건소앞 [10216],379995.0,127.0375306952,37.6572458182,465.9,357.2,823.0,3.0,3150000.0,11.395,17.74,18.047,11.395,90.0,545.0,175.0,107.0,24.0,67.0,62.0,15.0,15.0,50.0,27.0,3.0,1059.0,975.0,58134.0,83.0,7399.0,1691.0,161.0,17101.0,3274.0,13.7
10218,강북구,북서울교회 [10218],662970.0,127.0136533178,37.6572562221,187.6,559.8,747.4,7.0,1331000.0,10.593,17.762,16.978,10.593,31.0,239.0,68.0,69.0,15.0,30.0,10.0,9.0,5.0,16.0,15.0,2.0,315.0,139.6,5317.0,90.0,8164.0,905.0,164.0,15645.0,1586.0,12.0
10221,강북구,덕성여대입구 [10221],662970.0,127.013138,37.65106,645.0,1126.2,1771.2,7.0,5187000.0,9.923,17.078,16.348,9.923,86.0,228.0,99.0,48.0,18.0,15.0,18.0,4.0,10.0,11.0,3.0,2.0,492.0,178.8,8488.0,70.0,6502.0,638.0,172.0,15922.0,1096.0,14.4
10224,강북구,숭미초등학교 [10224],205800.0,127.027789,37.649556,274.8,232.7,507.5,3.0,1124000.0,10.248,16.863,16.862,10.248,25.0,188.0,36.0,37.0,17.0,36.0,31.0,14.0,5.0,8.0,4.0,0.0,477.0,619.3,57935.0,98.0,7944.0,641.0,225.0,19859.0,1039.0,11.2
10231,노원구,도봉등기소 [10231],279300.0,127.044525,37.651106,87.1,209.7,296.8,3.0,2517000.0,11.107,17.101,17.84,11.107,11.0,411.0,93.0,73.0,30.0,41.0,60.0,28.0,17.0,29.0,38.0,2.0,1139.0,326.9,58134.0,30.0,5221.0,1672.0,63.0,9487.0,3066.0,19.4
10232,노원구,도봉등기소 [10232],205800.0,127.0445412495,37.6514245604,86.9,92.6,179.4,2.0,2517000.0,11.138,17.136,17.869,11.138,10.0,453.0,128.0,81.0,34.0,40.0,55.0,24.0,18.0,31.0,40.0,2.0,1220.0,303.3,58134.0,36.0,5226.0,1491.0,66.0,9840.0,3106.0,18.3
10234,노원구,창동역서측 [10234],617400.0,127.0461227769,37.652335845,1363.4,628.7,1992.0,1.0,1279000.0,11.298,17.25,18.034,11.298,197.0,899.0,194.0,378.0,54.0,52.0,76.0,29.0,20.0,46.0,45.0,5.0,1521.0,131.3,58134.0,35.0,4977.0,1366.0,66.0,10775.0,3687.0,10.8
10235,노원구,창4동주민센터 [10235],205800.0,127.0523314066,37.6525121272,28.9,72.2,101.1,1.0,1184000.0,11.614,17.33,18.379,11.614,49.0,553.0,136.0,78.0,110.0,41.0,58.0,25.0,44.0,30.0,22.0,9.0,1078.0,450.9,58134.0,25.0,5141.0,4226.0,45.0,10041.0,7837.0,16.5
10241,노원구,창동주공4단지 [10241],205800.0,127.0482244126,37.6451010377,433.8,401.7,835.5,2.0,1181000.0,10.731,16.469,17.508,10.731,16.0,43.0,5.0,8.0,7.0,10.0,7.0,5.0,0.0,1.0,0.0,0.0,75.0,270.8,8424.0,24.0,3553.0,1204.0,34.0,6643.0,2420.0,15.4
10242,노원구,창동주공4단지 [10242],205800.0,127.0480754907,37.6453057413,643.0,389.0,1032.0,2.0,1181000.0,10.742,16.49,17.518,10.742,17.0,40.0,4.0,6.0,7.0,10.0,7.0,5.0,0.0,1.0,0.0,0.0,73.0,287.4,8424.0,24.0,3533.0,1203.0,35.0,6868.0,2540.0,13.9
10251,강북구,창동서울탁주앞 [10251],279300.0,127.036931039,37.6375883927,796.5,354.2,1150.7,5.0,1319000.0,9.481,15.554,16.237,9.481,67.0,448.0,124.0,173.0,23.0,54.0,9.0,9.0,10.0,24.0,22.0,0.0,882.0,989.7,71087.0,120.0,9258.0,599.0,310.0,23998.0,1916.0,11.3
10259,강북구,KT도봉지점 [10259],379995.0,127.0351240039,37.6461924766,24.6,93.4,118.0,1.0,5171000.0,10.214,16.503,16.913,10.214,71.0,786.0,274.0,165.0,42.0,124.0,34.0,32.0,13.0,47.0,49.0,6.0,1317.0,271.6,57935.0,91.0,8642.0,1042.0,251.0,23340.0,1872.0,139.2
10265,노원구,창동역동측 [10265],901600.0,127.0499897686,37.6539743778,2498.3,2143.5,4641.9,4.0,10600000.0,11.635,17.467,18.383,11.635,182.0,934.0,196.0,358.0,126.0,48.0,63.0,21.0,48.0,35.0,30.0,9.0,1500.0,258.9,58134.0,20.0,3909.0,2302.0,65.0,11565.0,7298.0,13.8
10313,강북구,금용아파트 [10313],279300.0,127.0351770744,37.637736706,96.8,36.6,133.4,2.0,1319000.0,9.411,15.563,16.156,9.411,9.0,288.0,79.0,93.0,19.0,41.0,17.0,6.0,10.0,16.0,7.0,0.0,962.0,834.3,71087.0,110.0,8815.0,998.0,318.0,24531.0,2076.0,145.6
10335,노원구,창동농협물류센터 [10335],279300.0,127.0500740655,37.6548140039,74.0,860.1,934.1,4.0,3495000.0,11.717,17.56,18.462,11.717,52.0,875.0,175.0,352.0,117.0,43.0,58.0,19.0,45.0,32.0,25.0,9.0,1337.0,312.2,58134.0,21.0,4114.0,2465.0,64.0,11938.0,7423.0,17.7
10342,강북구,한국사회봉사회 [10342],279300.0,127.0147587067,37.6618138354,183.0,46.5,229.5,4.0,790600.0,11.106,18.262,17.472,11.106,1.0,55.0,31.0,9.0,2.0,6.0,0.0,1.0,0.0,5.0,0.0,1.0,194.0,217.9,6777.0,27.0,4121.0,1142.0,87.0,10337.0,1920.0,6.4
10564,강북구,청구아파트 [10564],210210.0,127.0265443002,37.6577150088,67.5,234.7,302.2,3.0,1424000.0,11.031,17.771,17.576,11.031,22.0,201.0,43.0,40.0,11.0,27.0,52.0,12.0,1.0,13.0,2.0,0.0,314.0,1186.0,5317.0,13.0,3021.0,598.0,29.0,6566.0,1427.0,10.1
10706,노원구,창일중학교 [10706],279300.0,127.0473969976,37.6491535465,72.2,86.2,158.4,1.0,1181000.0,11.061,16.909,17.818,11.061,15.0,133.0,23.0,26.0,25.0,13.0,22.0,11.0,3.0,3.0,7.0,0.0,1139.0,435.0,58134.0,10.0,2409.0,1135.0,52.0,9170.0,4022.0,12.9
10747,강북구,청구아파트 [10747],210210.0,127.0264127549,37.6575159,191.2,121.1,312.3,4.0,3182000.0,11.006,17.749,17.551,11.006,22.0,187.0,41.0,35.0,11.0,26.0,49.0,10.0,1.0,13.0,1.0,0.0,310.0,1171.2,5317.0,13.0,2864.0,598.0,30.0,6593.0,1373.0,12.4
11101,중랑구,공릉시장 [11101],578200.0,127.0741781792,37.6227408373,555.7,413.0,968.7,6.0,7045000.0,10.552,14.476,17.313,10.552,99.0,700.0,209.0,194.0,70.0,103.0,30.0,18.0,23.0,29.0,17.0,7.0,1556.0,350.5,26988.0,94.0,9354.0,1913.0,206.0,22649.0,6684.0,13.6
11103,중랑구,태릉입구역4번출구 [11103],901600.0,127.0752002532,37.6195890997,534.2,588.5,1122.8,6.0,7722000.0,10.421,14.167,17.158,10.421,88.0,722.0,224.0,162.0,93.0,93.0,30.0,23.0,32.0,28.0,28.0,9.0,1342.0,144.2,31365.0,79.0,8817.0,3171.0,168.0,22988.0,10249.0,11.6
11104,중랑구,태릉입구역3번출구 [11104],901600.0,127.0748409839,37.6194253308,431.6,384.6,816.2,5.0,1192000.0,10.385,14.14,17.122,10.385,65.0,674.0,202.0,154.0,92.0,88.0,28.0,22.0,30.0,23.0,28.0,7.0,1287.0,134.3,31365.0,76.0,8972.0,3734.0,160.0,22823.0,10806.0,13.5
11114,중랑구,주유소앞다운복지관 [11114],379995.0,127.0797927204,37.6189463149,394.9,256.3,651.2,4.0,1263000.0,10.718,14.224,17.429,10.718,31.0,507.0,162.0,118.0,69.0,51.0,33.0,17.0,15.0,26.0,9.0,7.0,1349.0,394.6,31365.0,39.0,7305.0,2392.0,162.0,20722.0,5452.0,2.8
11117,중랑구,태릉입구역7번출구 [11117],901600.0,127.0766766891,37.6178559331,1191.5,195.3,1386.8,4.0,995000.0,10.421,14.022,17.138,10.421,94.0,626.0,201.0,138.0,81.0,68.0,25.0,22.0,23.0,27.0,29.0,12.0,1361.0,122.9,31365.0,62.0,8338.0,3764.0,148.0,21679.0,8711.0,6.9
11127,중랑구,원자력병원 [11127],662970.0,127.0820911679,37.628407354,516.0,538.6,1054.7,2.0,3714000.0,11.487,15.286,18.252,11.487,6.0,92.0,24.0,16.0,6.0,8.0,15.0,14.0,1.0,4.0,4.0,0.0,475.0,863.4,26988.0,10.0,1634.0,401.0,49.0,6048.0,886.0,218.1
11134,중랑구,효성화운트빌원자력병원후문 [11134],205800.0,127.0853188634,37.6271440983,216.7,520.6,737.3,3.0,536900.0,11.633,15.245,18.38,11.633,0.0,62.0,8.0,14.0,2.0,8.0,17.0,6.0,1.0,3.0,3.0,0.0,178.0,784.6,22634.0,6.0,1569.0,604.0,23.0,5270.0,1003.0,11.4
11135,중랑구,우방아파트 [11135],205800.0,127.086035,37.626095,546.6,611.3,1157.9,3.0,536900.0,11.618,15.157,18.355,11.618,9.0,81.0,12.0,15.0,2.0,12.0,25.0,7.0,1.0,5.0,2.0,0.0,203.0,677.2,22634.0,7.0,1840.0,584.0,36.0,6807.0,1615.0,16.8
11138,중랑구,청솔아파트 [11138],279300.0,127.0865288069,37.623300094,157.9,469.8,627.7,3.0,1353000.0,11.479,14.88,18.195,11.479,5.0,116.0,30.0,18.0,3.0,15.0,29.0,8.0,1.0,8.0,4.0,0.0,298.0,392.8,22634.0,16.0,3548.0,1702.0,70.0,11272.0,4823.0,17.5
11140,중랑구,화랑대사거리 [11140],205800.0,127.088121412,37.6218122867,171.9,226.5,398.4,3.0,176500.0,11.507,14.775,18.204,11.507,8.0,60.0,16.0,7.0,2.0,6.0,18.0,6.0,0.0,3.0,2.0,0.0,232.0,359.3,22634.0,19.0,4146.0,2953.0,64.0,12364.0,6011.0,11.5
11141,중랑구,화랑대사거리 [11141],205800.0,127.0878830552,37.6219733458,208.0,634.1,842.1,3.0,176500.0,11.499,14.784,18.198,11.499,8.0,66.0,18.0,8.0,2.0,7.0,18.0,7.0,1.0,3.0,2.0,0.0,242.0,352.2,22634.0,19.0,4149.0,2776.0,66.0,12440.0,5908.0,11.3
11142,중랑구,경춘선숲길.화랑대역공원 [11142],308700.0,127.0911284809,37.623843981,84.8,375.2,460.0,3.0,527200.0,11.852,15.082,18.551,11.852,1.0,62.0,22.0,7.0,1.0,8.0,15.0,6.0,1.0,2.0,0.0,0.0,156.0,705.4,22634.0,27.0,4188.0,1235.0,46.0,8828.0,2888.0,13.8
11144,중랑구,서울여대.육군사관학교행정안내소 [11144],578200.0,127.0947361313,37.6259021468,255.3,761.3,1016.6,3.0,527200.0,12.243,15.414,18.943,12.243,3.0,9.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,997.2,16708.0,12.0,3152.0,1175.0,30.0,6811.0,2001.0,12.5
11145,중랑구,서울여대.육군사관학교행정안내소 [11145],279300.0,127.0945526831,37.6261675083,1068.1,274.2,1342.3,3.0,166000.0,12.245,15.435,18.948,12.245,3.0,36.0,23.0,8.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,61.0,1020.7,16708.0,12.0,3053.0,1215.0,30.0,6782.0,2041.0,12.3
11146,중랑구,태릉국제사격장 [11146],205800.0,127.0962777688,37.6276474938,4.8,17.3,22.1,3.0,485900.0,12.462,15.646,19.169,12.462,0.0,7.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,1223.9,16708.0,5.0,1895.0,1198.0,15.0,4796.0,2053.0,15.3
11148,중랑구,태릉 [11148],205800.0,127.0985753415,37.6301893532,6.0,16.4,22.3,3.0,656000.0,12.787,15.985,19.502,12.787,4.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,1492.7,5334.0,2.0,1529.0,1197.0,4.0,2872.0,2028.0,17.4
11149,중랑구,태릉 [11149],205800.0,127.098258,37.63046,25.5,6.3,31.7,3.0,61900.0,12.78,16.002,19.499,12.78,4.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,1511.3,5334.0,2.0,1489.0,1197.0,4.0,2793.0,1988.0,17.9
11150,중랑구,태릉선수촌 [11150],205800.0,127.1032736039,37.633302178,3.9,20.8,24.7,3.0,165000.0,13.323,16.467,20.041,13.323,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1017.5,5334.0,3.0,1282.0,1282.0,6.0,2195.0,2195.0,17.8
11151,중랑구,태릉선수촌 [11151],205800.0,127.1035996118,37.6338984084,12.5,4.3,16.8,3.0,165000.0,13.384,16.54,20.105,13.384,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,985.0,5334.0,5.0,1377.0,1377.0,7.0,2295.0,2295.0,10.8
11153,중랑구,한국스포츠정책과학원 [11153],205800.0,127.1053040519,37.6351530701,52.0,7.9,59.9,3.0,165000.0,13.587,16.728,20.309,13.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,842.1,5334.0,7.0,1457.0,1457.0,13.0,2637.0,2637.0,15.1
11154,중랑구,삼육대앞 [11154],578200.0,127.1084328965,37.6384153875,218.7,368.0,586.8,3.0,165000.0,14.019,17.172,20.75,14.019,1.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,732.9,5334.0,9.0,1945.0,1945.0,21.0,3645.0,3645.0,13.1
11158,중랑구,예수사랑교회 [11158],279300.0,127.0871773715,37.6223048363,688.7,267.2,955.9,3.0,1353000.0,11.466,14.796,18.171,11.466,25.0,67.0,19.0,6.0,2.0,6.0,20.0,8.0,0.0,4.0,2.0,0.0,266.0,331.0,22634.0,17.0,4071.0,2688.0,73.0,12601.0,5705.0,16.3
11159,노원구,서울과학기술대입구 [11159],578200.0,127.071801265,37.6284740985,436.8,399.6,836.4,6.0,1045000.0,10.781,15.033,17.577,10.781,61.0,281.0,79.0,54.0,25.0,35.0,28.0,9.0,2.0,26.0,23.0,0.0,769.0,317.1,26988.0,38.0,5350.0,1911.0,94.0,14031.0,5601.0,12.1
11161,중랑구,공릉역1번출구 [11161],578200.0,127.0727039269,37.626690375,453.1,505.4,958.4,6.0,6955000.0,10.717,14.862,17.503,10.717,56.0,540.0,190.0,102.0,53.0,58.0,37.0,18.0,10.0,38.0,33.0,1.0,1106.0,106.2,26988.0,65.0,7332.0,2468.0,150.0,18016.0,5663.0,12.8
11162,중랑구,공릉역4번출구 [11162],578200.0,127.0723130282,37.6266095264,392.9,466.9,859.8,6.0,1045000.0,10.685,14.845,17.472,10.685,61.0,525.0,179.0,98.0,57.0,57.0,35.0,16.0,11.0,38.0,33.0,1.0,1052.0,108.8,26988.0,62.0,7185.0,2749.0,137.0,17349.0,6090.0,11.2
11165,중랑구,공릉대동2차아파트 [11165],279300.0,127.0707517862,37.6271292281,59.8,66.9,126.6,1.0,1037000.0,10.615,14.865,17.408,10.615,56.0,353.0,106.0,64.0,29.0,40.0,34.0,12.0,7.0,33.0,28.0,0.0,723.0,243.6,26988.0,38.0,5627.0,2914.0,98.0,14799.0,7109.0,117.9
11166,노원구,노원문화원 [11166],205800.0,127.0699476545,37.6283778949,53.5,28.1,81.6,1.0,3815000.0,10.65,14.981,17.449,10.65,62.0,226.0,54.0,47.0,20.0,31.0,27.0,9.0,1.0,20.0,17.0,0.0,504.0,390.7,26988.0,25.0,4779.0,2690.0,69.0,13263.0,7335.0,96.2
11167,노원구,노원문화원 [11167],279300.0,127.0698345772,37.6286113424,42.3,135.3,177.6,1.0,1045000.0,10.659,15.004,17.46,10.659,41.0,216.0,48.0,47.0,19.0,30.0,25.0,9.0,2.0,18.0,18.0,0.0,472.0,416.7,26988.0,27.0,4849.0,2723.0,72.0,13179.0,7391.0,98.4
11168,노원구,용원초등학교 [11168],279300.0,127.0687125746,37.6286591696,203.7,188.2,391.9,1.0,1026000.0,10.587,14.985,17.391,10.587,11.0,172.0,39.0,36.0,12.0,25.0,21.0,9.0,2.0,13.0,15.0,0.0,358.0,490.2,26988.0,18.0,3962.0,2622.0,66.0,13124.0,8210.0,11.1
11180,노원구,상계주공9단지 [11180],308700.0,127.0584559747,37.6629604016,188.2,351.8,540.0,7.0,4076000.0,12.879,18.554,19.63,12.879,1.0,191.0,30.0,36.0,5.0,23.0,51.0,14.0,3.0,12.0,17.0,0.0,492.0,229.4,26574.0,10.0,2652.0,2276.0,19.0,5937.0,4027.0,15.3
11181,노원구,노원고등학교 [11181],205800.0,127.0545329249,37.6613205166,134.5,201.0,335.4,6.0,2078000.0,12.538,18.326,19.277,12.538,0.0,48.0,16.0,8.0,3.0,5.0,9.0,2.0,1.0,4.0,0.0,0.0,148.0,486.8,26574.0,4.0,1839.0,1684.0,27.0,8986.0,7307.0,18.2
11183,노원구,상계주공7단지 [11183],308700.0,127.0591136049,37.6603667717,180.1,347.0,527.1,10.0,1283000.0,12.672,18.278,19.435,12.672,5.0,191.0,35.0,36.0,11.0,28.0,50.0,15.0,6.0,6.0,2.0,2.0,518.0,521.2,26574.0,13.0,2955.0,1934.0,38.0,7076.0,3502.0,9.5
11184,노원구,대림아파트상가 [11184],578200.0,127.0586794778,37.6603435605,868.1,654.0,1522.0,10.0,3783000.0,12.648,18.269,19.41,12.648,18.0,164.0,31.0,31.0,7.0,23.0,48.0,12.0,4.0,5.0,2.0,1.0,468.0,515.8,26574.0,12.0,2819.0,1953.0,33.0,6779.0,3680.0,15.8
11185,노원구,도봉면허시험장 [11185],901600.0,127.0599658724,37.6574468479,1511.3,989.4,2500.6,12.0,3870000.0,12.449,17.969,19.226,12.449,3.0,940.0,216.0,332.0,43.0,92.0,101.0,20.0,23.0,57.0,50.0,6.0,2198.0,291.9,88644.0,34.0,4331.0,1630.0,92.0,12458.0,5000.0,13.5
11186,노원구,도봉면허시험장 [11186],901600.0,127.0595396275,37.6573380333,845.4,1487.3,2332.8,10.0,2887000.0,12.417,17.951,19.193,12.417,3.0,916.0,210.0,327.0,44.0,88.0,99.0,18.0,22.0,50.0,48.0,10.0,2191.0,288.3,88644.0,27.0,3942.0,1632.0,89.0,12299.0,5157.0,15.5
11188,노원구,상계주공7단지.광림교회앞 [11188],205800.0,127.0626050014,37.6605619018,75.9,176.3,252.2,7.0,1201000.0,12.866,18.348,19.642,12.866,20.0,234.0,66.0,40.0,13.0,43.0,40.0,12.0,5.0,7.0,3.0,5.0,1039.0,478.1,88644.0,25.0,3278.0,631.0,107.0,12423.0,3285.0,11.7
11189,노원구,상계10동우체국 [11189],205800.0,127.0628214067,37.6607333963,210.6,112.5,323.1,5.0,1201000.0,12.892,18.37,19.669,12.892,1.0,205.0,47.0,38.0,14.0,38.0,42.0,12.0,5.0,5.0,2.0,2.0,1007.0,495.0,88644.0,25.0,3300.0,592.0,108.0,12684.0,3248.0,15.4
11192,노원구,온곡중학교노원정보도서관 [11192],205800.0,127.0645319222,37.6595872028,26.2,62.2,88.4,2.0,3094000.0,12.878,18.271,19.663,12.878,20.0,483.0,148.0,85.0,33.0,83.0,58.0,20.0,16.0,24.0,7.0,9.0,1716.0,383.1,88644.0,55.0,5724.0,607.0,173.0,16799.0,2854.0,19.1
11196,도봉구,수락산역3번출구 [11196],901600.0,127.0555614524,37.6771708775,1683.4,1098.7,2782.1,8.0,7582000.0,14.099,20.086,20.77,14.099,117.0,540.0,196.0,115.0,27.0,61.0,23.0,16.0,16.0,51.0,32.0,3.0,896.0,78.2,26047.0,66.0,6609.0,1428.0,147.0,16022.0,4550.0,14.8
11197,도봉구,수락산역 [11197],901600.0,127.0551013061,37.6773540117,620.6,995.4,1616.1,7.0,7609000.0,14.097,20.101,20.765,14.097,106.0,548.0,191.0,120.0,27.0,62.0,23.0,17.0,20.0,53.0,32.0,3.0,880.0,58.0,26047.0,73.0,6957.0,1471.0,146.0,16065.0,4827.0,15.3
11198,도봉구,노일초등학교 [11198],578200.0,127.0552560424,37.6735135543,1012.1,390.2,1402.3,9.0,3328000.0,13.731,19.679,20.419,13.731,30.0,369.0,134.0,78.0,25.0,42.0,33.0,8.0,11.0,29.0,8.0,1.0,785.0,479.4,26047.0,62.0,6819.0,1203.0,154.0,16818.0,2929.0,14.0
11199,도봉구,노원초등학교 [11199],578200.0,127.055749111,37.6729155315,536.0,867.2,1403.2,9.0,1491000.0,13.695,19.618,20.388,13.695,27.0,313.0,107.0,59.0,21.0,38.0,35.0,10.0,7.0,29.0,7.0,0.0,738.0,546.8,26047.0,53.0,6252.0,1179.0,140.0,15111.0,1985.0,6.4
11203,도봉구,수락리버시티아파트 [11203],205800.0,127.0556485232,37.6890118581,38.3,51.1,89.4,2.0,675500.0,15.267,21.394,21.881,15.267,0.0,13.0,2.0,5.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,49.0,807.0,34761.0,6.0,2916.0,1832.0,20.0,9524.0,6082.0,10.3
11204,도봉구,수락중고등학교 [11204],578200.0,127.0552708957,37.6828387764,303.1,138.1,441.1,5.0,1679000.0,14.641,20.708,21.283,14.641,0.0,177.0,33.0,28.0,26.0,30.0,27.0,13.0,13.0,4.0,3.0,0.0,289.0,551.5,26047.0,17.0,4071.0,2348.0,34.0,9018.0,4595.0,7.0
11206,도봉구,은빛아파트2단지 [11206],578200.0,127.0552746136,37.6802094382,347.1,291.5,638.6,5.0,1679000.0,14.383,20.418,21.038,14.383,117.0,358.0,79.0,70.0,40.0,52.0,34.0,19.0,18.0,23.0,21.0,2.0,589.0,260.8,26047.0,25.0,4332.0,1582.0,78.0,11554.0,5035.0,3.8
11207,도봉구,홍파복지원미주아파트 [11207],578200.0,127.0555052094,37.6802608778,218.2,274.9,493.1,5.0,1679000.0,14.398,20.426,21.054,14.398,118.0,348.0,77.0,68.0,40.0,49.0,34.0,19.0,18.0,21.0,21.0,1.0,586.0,267.0,26047.0,23.0,3986.0,1397.0,76.0,11236.0,4936.0,11.7
11214,노원구,중앙하이츠2차아파트 [11214],205800.0,127.067488,37.654692,388.7,661.3,1050.0,3.0,1141000.0,12.605,17.785,19.41,12.605,31.0,364.0,157.0,44.0,21.0,44.0,35.0,19.0,4.0,31.0,9.0,0.0,1542.0,410.6,88644.0,47.0,5023.0,1068.0,124.0,14490.0,3282.0,14.1
11215,노원구,상계중학교정문 [11215],279300.0,127.0681368524,37.6525896504,355.7,237.0,592.7,3.0,3187000.0,12.46,17.568,19.271,12.46,17.0,109.0,19.0,20.0,12.0,20.0,21.0,11.0,2.0,1.0,3.0,0.0,650.0,591.2,88644.0,21.0,3405.0,1154.0,66.0,10340.0,3185.0,17.9
11219,노원구,상계119안전센터 [11219],279300.0,127.0718383476,37.6542272425,235.1,216.2,451.3,3.0,853000.0,12.809,17.815,19.623,12.809,7.0,216.0,47.0,43.0,6.0,34.0,48.0,18.0,3.0,15.0,2.0,0.0,619.0,750.9,39791.0,28.0,4785.0,1066.0,73.0,11408.0,3084.0,14.0
11220,노원구,상계동주유소 [11220],279300.0,127.0716240844,37.6575214427,267.3,116.9,384.2,3.0,3779000.0,13.078,18.168,19.886,13.078,39.0,665.0,214.0,185.0,22.0,79.0,56.0,24.0,20.0,36.0,24.0,5.0,1620.0,408.9,39791.0,58.0,6680.0,1507.0,164.0,17908.0,3761.0,13.4
11225,노원구,흥안운수종점 [11225],279300.0,127.0805894157,37.6696689099,398.7,3.5,402.2,3.0,1466000.0,14.626,19.662,21.427,14.626,87.0,458.0,123.0,113.0,49.0,46.0,26.0,21.0,39.0,27.0,12.0,2.0,589.0,150.1,19028.0,125.0,8943.0,1342.0,244.0,18405.0,2030.0,4.3
11244,노원구,상계주공3단지 [11244],470400.0,127.0610352252,37.6519422405,2229.0,1016.4,3245.4,11.0,3347000.0,12.013,17.38,18.81,12.013,127.0,688.0,184.0,126.0,25.0,87.0,70.0,19.0,15.0,41.0,117.0,4.0,1860.0,323.9,88644.0,17.0,3761.0,1505.0,52.0,9598.0,4338.0,12.3
11245,노원구,상계주공2단지 [11245],470400.0,127.0617372427,37.6493744118,1015.3,704.4,1719.7,11.0,1483000.0,11.827,17.11,18.632,11.827,99.0,407.0,86.0,87.0,22.0,63.0,56.0,7.0,8.0,27.0,51.0,0.0,727.0,576.0,29466.0,8.0,2685.0,1795.0,25.0,7240.0,3712.0,13.4
11248,노원구,마들근린공원.노원에코센터 [11248],662970.0,127.0595368052,37.6452860969,403.1,188.9,592.0,3.0,4477000.0,11.352,16.629,18.161,11.352,3.0,72.0,17.0,16.0,3.0,13.0,14.0,6.0,0.0,3.0,0.0,0.0,290.0,427.8,29466.0,12.0,3338.0,1996.0,37.0,9828.0,6746.0,17.3
