ARS,자치구,정류장이름,가격_원per면,경도,위도,승차_일평균,하차_일평균,승하차_일평균,경유노선수,공시지가_원per㎡,거리_시청_km,거리_강남_km,거리_여의도_km,거리_도심최근접_km,POI_total_100m,POI_total_300m,POI_음식_300m,POI_소매_300m,POI_과학·기술_300m,POI_수리·개인_300m,POI_교육_300m,POI_부동산_300m,POI_시설관리·임대_300m,POI_예술·스포츠_300m,POI_보건의료_300m,POI_숙박_300m,POI_total_500m,최근접지하철_거리_m,최근접역_승하차_일평균,교차로수_300m,가로망연장_300m,간선도로연장_300m,교차로수_500m,가로망연장_500m,간선도로연장_500m,간선도로거리_m
01111,종로구,통인시장종로구보건소 [01111],578200.0,126.9713851083,37.5805132118,612.2,1234.6,1846.8,7.0,11130000.0,1.682,10.438,7.718,1.682,97.0,799.0,279.0,212.0,114.0,34.0,48.0,28.0,21.0,8.0,10.0,45.0,1522.0,558.3,57041.0,12.0,2701.0,594.0,31.0,6702.0,1255.0,22.9
01112,종로구,효자동 [01112],662970.0,126.9706209712,37.583091043,464.0,1127.7,1591.7,7.0,7007000.0,1.974,10.723,7.926,1.974,62.0,353.0,105.0,82.0,83.0,17.0,23.0,10.0,10.0,3.0,5.0,15.0,954.0,849.9,57041.0,16.0,3097.0,659.0,27.0,5827.0,1062.0,19.5
01113,종로구,사직단.어린이도서관 [01113],901600.0,126.9679907155,37.5751355316,1317.4,677.1,1994.5,7.0,2379000.0,1.315,10.069,7.053,1.315,42.0,424.0,179.0,60.0,77.0,16.0,31.0,17.0,15.0,7.0,7.0,15.0,1263.0,493.8,57041.0,33.0,5170.0,1508.0,69.0,10978.0,3162.0,8.8
01114,종로구,경복궁역1번출구 [01114],901600.0,126.9714158133,37.5761614873,3724.6,1837.7,5562.3,6.0,5374000.0,1.237,10.014,7.315,1.237,173.0,939.0,392.0,125.0,142.0,39.0,53.0,19.0,89.0,24.0,20.0,36.0,1881.0,191.7,57041.0,23.0,4128.0,1730.0,43.0,8818.0,2757.0,6.7
01123,종로구,서울역사박물관.경교장.강북삼성병원 [01123],470400.0,126.971248,37.570023,930.0,989.2,1919.3,7.0,11930000.0,0.718,9.434,6.754,0.718,53.0,491.0,170.0,60.0,121.0,22.0,33.0,13.0,42.0,8.0,22.0,0.0,1537.0,548.4,70692.0,16.0,2861.0,1175.0,31.0,7859.0,2078.0,13.7
01125,종로구,광화문 [01125],2195200.0,126.975837,37.570365,182.4,51.4,233.8,2.0,14210000.0,0.487,9.261,7.038,0.487,176.0,1032.0,386.0,111.0,247.0,23.0,41.0,20.0,152.0,12.0,37.0,3.0,3027.0,174.0,70692.0,37.0,5492.0,2913.0,87.0,13439.0,5708.0,11.3
01127,종로구,서울경찰청.경복궁역 [01127],1002540.0,126.9714842989,37.5757446636,1647.1,3079.5,4726.6,8.0,29290000.0,1.193,9.97,7.28,1.193,133.0,988.0,427.0,124.0,144.0,48.0,51.0,26.0,93.0,24.0,20.0,31.0,1914.0,180.6,57041.0,21.0,4093.0,1707.0,46.0,8959.0,2801.0,23.8
01128,종로구,사직단 [01128],662970.0,126.968188961,37.5748553458,677.7,2387.3,3065.0,8.0,3920000.0,1.28,10.033,7.036,1.28,36.0,424.0,180.0,59.0,74.0,15.0,31.0,18.0,16.0,8.0,8.0,15.0,1367.0,481.9,57041.0,32.0,4895.0,1508.0,64.0,10497.0,3204.0,18.0
01129,종로구,광화문광화문빌딩 [01129],2195200.0,126.9768637419,37.5695035518,192.2,301.8,494.0,3.0,21360000.0,0.368,9.133,7.024,0.368,62.0,1182.0,366.0,122.0,300.0,19.0,45.0,25.0,238.0,16.0,47.0,4.0,3217.0,225.1,70692.0,52.0,6682.0,3640.0,90.0,13666.0,6335.0,15.1
01131,종로구,안국역.종로경찰서.인사동 [01131],901600.0,126.9839957858,37.5760695565,1098.9,1108.7,2207.6,5.0,23120000.0,1.212,9.504,7.987,1.212,83.0,739.0,284.0,287.0,68.0,8.0,23.0,2.0,34.0,7.0,16.0,10.0,2647.0,135.4,60073.0,20.0,2756.0,1825.0,56.0,8874.0,3146.0,22.5
01132,은평구,국민은행세검정지점 [01132],578200.0,126.9608880061,37.6046629766,411.5,315.8,727.3,4.0,5712000.0,4.521,13.248,9.746,4.521,52.0,132.0,20.0,30.0,22.0,16.0,25.0,4.0,5.0,7.0,1.0,2.0,309.0,2256.2,29825.0,25.0,4455.0,1201.0,71.0,11872.0,1929.0,16.0
01133,은평구,세검정초등학교 [01133],205800.0,126.9612198463,37.6025022799,1352.8,734.1,2086.9,7.0,1149000.0,4.285,13.02,9.529,4.285,9.0,102.0,12.0,20.0,15.0,12.0,26.0,5.0,3.0,5.0,2.0,2.0,331.0,2141.7,37658.0,26.0,4529.0,1170.0,64.0,11230.0,3174.0,8.3
01134,은평구,세검정.상명대 [01134],205800.0,126.9582921267,37.6004770909,611.9,417.9,1029.8,3.0,1395000.0,4.175,12.94,9.231,4.175,17.0,115.0,37.0,20.0,23.0,11.0,5.0,3.0,6.0,3.0,1.0,6.0,238.0,1800.4,37658.0,25.0,4387.0,1461.0,49.0,9265.0,2655.0,12.3
01135,은평구,상명대입구.석파랑 [01135],578200.0,126.958570225,37.5994133537,220.4,135.4,355.8,3.0,4098000.0,4.057,12.824,9.127,4.057,23.0,109.0,31.0,21.0,19.0,10.0,3.0,1.0,13.0,3.0,1.0,7.0,216.0,1738.5,37658.0,19.0,3931.0,1640.0,53.0,11042.0,4368.0,18.6
01136,종로구,하림각 [01136],578200.0,126.9617068235,37.5981330665,732.7,326.1,1058.8,7.0,5604000.0,3.816,12.568,9.089,3.816,54.0,139.0,20.0,25.0,35.0,17.0,13.0,3.0,16.0,3.0,3.0,4.0,238.0,1876.2,37658.0,21.0,5063.0,2379.0,61.0,11989.0,5379.0,14.6
01137,종로구,자하문터널입구.석파정 [01137],205800.0,126.9636434993,37.5955935123,688.0,306.8,994.7,6.0,1651000.0,3.491,12.239,8.891,3.491,30.0,110.0,23.0,27.0,23.0,10.0,11.0,0.0,9.0,3.0,4.0,0.0,262.0,1883.7,8822.0,37.0,6349.0,2695.0,64.0,13296.0,4414.0,12.6
01144,은평구,세검정초등학교 [01144],205800.0,126.9614328894,37.6022680671,1130.4,1327.6,2457.9,8.0,843400.0,4.255,12.989,9.511,4.255,21.0,80.0,11.0,15.0,13.0,8.0,18.0,4.0,3.0,4.0,2.0,2.0,314.0,2137.6,37658.0,24.0,4532.0,1170.0,63.0,11359.0,3377.0,18.0
01150,은평구,구기터널.삼성출판박물관 [01150],617400.0,126.9562103294,37.6086098941,576.7,177.6,754.3,3.0,1578000.0,5.078,13.826,10.039,5.078,49.0,118.0,30.0,22.0,20.0,12.0,8.0,8.0,5.0,7.0,5.0,1.0,185.0,1995.0,29825.0,23.0,3786.0,1107.0,38.0,7359.0,1708.0,10.5
01152,은평구,구기동 [01152],205800.0,126.9585297928,37.6069644475,1113.1,422.0,1535.2,5.0,5669000.0,4.833,13.57,9.923,4.833,55.0,185.0,40.0,37.0,36.0,21.0,18.0,10.0,8.0,9.0,6.0,0.0,263.0,2117.8,29825.0,29.0,4067.0,873.0,55.0,9885.0,1911.0,21.3
01157,종로구,평창동주민센터 [01157],578200.0,126.9695663093,37.6066073749,1248.5,433.0,1681.4,6.0,1882000.0,4.542,13.126,10.222,4.542,40.0,169.0,42.0,39.0,21.0,13.0,24.0,10.0,4.0,11.0,5.0,0.0,273.0,2992.8,37658.0,15.0,3212.0,1394.0,46.0,9247.0,2691.0,11.4
01158,종로구,일성아파트 [01158],205800.0,126.9729237379,37.6088723554,485.3,230.6,716.0,6.0,1682000.0,4.754,13.248,10.571,4.754,4.0,62.0,13.0,8.0,12.0,6.0,8.0,6.0,2.0,5.0,1.0,1.0,164.0,3137.9,13112.0,15.0,3663.0,1300.0,43.0,9554.0,2633.0,21.3
01159,종로구,롯데아파트 [01159],578200.0,126.9763156152,37.6103897208,836.9,324.6,1161.5,6.0,5137000.0,4.905,13.3,10.848,4.905,10.0,84.0,19.0,22.0,15.0,6.0,5.0,6.0,5.0,5.0,0.0,1.0,125.0,2824.6,13112.0,23.0,4058.0,895.0,52.0,11424.0,2767.0,16.2
01161,종로구,벽산평창힐스아파트 [01161],205800.0,126.972797,37.60819,144.0,459.5,603.5,6.0,1716000.0,4.68,13.181,10.497,4.68,8.0,57.0,13.0,5.0,9.0,6.0,8.0,6.0,4.0,4.0,1.0,1.0,152.0,3158.3,13112.0,9.0,3164.0,1521.0,29.0,8048.0,2775.0,13.0
01162,종로구,예능교회 [01162],578200.0,126.97,37.606517,332.2,508.5,840.8,6.0,1882000.0,4.526,13.102,10.228,4.526,42.0,135.0,33.0,25.0,18.0,8.0,21.0,10.0,5.0,11.0,4.0,0.0,271.0,3015.7,37658.0,12.0,2928.0,1510.0,43.0,8702.0,2771.0,14.7
01167,종로구,독립문역.서대문형무소역사관 [01167],578200.0,126.959322,37.573395,527.9,662.1,1189.9,3.0,9123000.0,1.818,10.33,6.497,1.818,26.0,228.0,61.0,45.0,13.0,23.0,34.0,15.0,7.0,13.0,15.0,2.0,552.0,190.3,17700.0,55.0,6834.0,3610.0,123.0,16062.0,6498.0,11.0
01172,종로구,창덕궁.서울돈화문국악당 [01172],901600.0,126.9885394479,37.5775405746,1785.6,2884.8,4670.5,10.0,4544000.0,1.563,9.502,8.376,1.563,75.0,597.0,231.0,122.0,93.0,17.0,30.0,7.0,46.0,15.0,9.0,27.0,1839.0,297.5,60073.0,37.0,4684.0,1564.0,67.0,9720.0,2970.0,19.4
01173,종로구,서린동.SK서린빌딩 [01173],470400.0,126.9800947893,37.5692639006,298.9,220.1,519.0,1.0,15880000.0,0.382,8.973,7.195,0.382,102.0,2027.0,528.0,210.0,455.0,61.0,78.0,44.0,534.0,36.0,74.0,7.0,4235.0,268.6,78480.0,66.0,7849.0,4269.0,126.0,17010.0,9126.0,8.2
01174,종로구,청계1가.광교 [01174],470400.0,126.9849267193,37.568684389,42.8,70.1,112.9,1.0,10410000.0,0.674,8.724,7.446,0.674,268.0,1642.0,572.0,234.0,275.0,56.0,128.0,40.0,205.0,67.0,37.0,28.0,4467.0,240.7,78480.0,68.0,8124.0,4217.0,165.0,20232.0,9318.0,3.9
01177,중구,청계5가.광장시장 [01177],578200.0,126.9997973605,37.5694512793,93.7,103.6,197.3,1.0,6088000.0,1.962,8.325,8.487,1.962,223.0,1320.0,273.0,735.0,116.0,56.0,14.0,28.0,29.0,17.0,34.0,18.0,2793.0,243.6,49133.0,51.0,6637.0,3809.0,145.0,17976.0,8215.0,10.5
01199,종로구,창덕궁.우리소리박물관 [01199],1002540.0,126.9889538872,37.5772726542,2334.1,1617.4,3951.6,10.0,5429000.0,1.561,9.461,8.378,1.561,70.0,569.0,215.0,121.0,88.0,15.0,31.0,8.0,45.0,12.0,6.0,28.0,1891.0,322.1,60073.0,42.0,5026.0,1683.0,68.0,10063.0,3134.0,11.2
01202,종로구,조계사.종로경찰서 [01202],1002540.0,126.9828258888,37.5724858087,1166.4,1661.9,2828.3,6.0,30690000.0,0.813,9.185,7.621,0.813,366.0,1597.0,490.0,370.0,262.0,43.0,64.0,30.0,279.0,14.0,31.0,14.0,4206.0,257.1,78480.0,19.0,3338.0,1496.0,104.0,14161.0,7001.0,18.3
01218,중구,현대그룹빌딩 [01218],308700.0,127.0008065808,37.5759104142,695.7,969.0,1664.7,7.0,3438000.0,2.284,8.99,9.018,2.284,65.0,337.0,104.0,65.0,69.0,24.0,19.0,6.0,24.0,9.0,4.0,13.0,969.0,558.6,49133.0,27.0,3559.0,1206.0,99.0,11274.0,3354.0,13.4
01219,중구,방송통신대.이화장 [01219],1794870.0,127.002437,37.578043,2366.6,3061.4,5428.0,19.0,4078000.0,2.526,9.184,9.283,2.526,32.0,283.0,110.0,54.0,51.0,12.0,21.0,5.0,10.0,7.0,4.0,9.0,1021.0,477.4,79643.0,6.0,1294.0,981.0,45.0,6121.0,2353.0,21.6
01220,성북구,혜화역.마로니에공원 [01220],2195200.0,127.0022769364,37.5811194873,3180.6,3914.8,7095.5,19.0,9550000.0,2.708,9.519,9.506,2.708,29.0,826.0,412.0,123.0,124.0,26.0,50.0,8.0,20.0,33.0,11.0,19.0,1500.0,139.8,79643.0,2.0,942.0,594.0,21.0,3901.0,2366.0,21.4
01221,성북구,혜화역.서울대병원입구 [01221],1117200.0,127.0018481852,37.5809559696,3181.0,1120.6,4301.6,8.0,4078000.0,2.667,9.51,9.467,2.667,20.0,822.0,415.0,116.0,126.0,27.0,44.0,9.0,20.0,37.0,10.0,18.0,1537.0,152.5,79643.0,1.0,942.0,593.0,23.0,4751.0,2766.0,20.4
01222,중구,방송통신대.이화장 [01222],1794870.0,127.0019782952,37.5777889737,571.7,433.9,1005.6,5.0,11980000.0,2.477,9.166,9.234,2.477,29.0,299.0,105.0,55.0,57.0,17.0,24.0,5.0,15.0,7.0,5.0,9.0,982.0,502.8,79643.0,7.0,1415.0,1041.0,50.0,6936.0,2802.0,19.6
01224,중구,창경궁.서울대학교병원 [01224],1002540.0,126.9968717143,37.5788279947,1026.9,1683.3,2710.2,5.0,2648000.0,2.176,9.398,8.988,2.176,0.0,56.0,19.0,13.0,7.0,1.0,1.0,0.0,3.0,0.0,12.0,0.0,490.0,585.6,79643.0,5.0,2216.0,1722.0,34.0,6138.0,3770.0,11.2
01228,성북구,혜화역.서울연극센터 [01228],2195200.0,127.0014608831,37.5840306853,1111.4,1540.3,2651.7,5.0,7696000.0,2.863,9.851,9.683,2.863,178.0,992.0,480.0,158.0,94.0,46.0,54.0,23.0,17.0,67.0,26.0,27.0,1694.0,190.4,79643.0,31.0,3700.0,1759.0,90.0,9814.0,2857.0,8.4
01229,성북구,혜화역.동성중고 [01229],2195200.0,127.0015561579,37.5845329425,3702.2,1723.4,5425.6,16.0,4011000.0,2.908,9.903,9.729,2.908,128.0,860.0,385.0,135.0,93.0,45.0,57.0,22.0,16.0,58.0,29.0,20.0,1695.0,244.2,79643.0,35.0,3871.0,1724.0,105.0,10772.0,2840.0,6.8
01231,성북구,종로구민회관.창신동두산아파트 [01231],1002540.0,127.0155555279,37.5740926792,433.0,677.2,1110.3,2.0,4592000.0,3.43,8.539,9.906,3.43,101.0,717.0,161.0,218.0,97.0,58.0,27.0,22.0,30.0,23.0,53.0,28.0,1807.0,128.3,44186.0,105.0,8422.0,1742.0,271.0,24352.0,4169.0,13.8
01240,성북구,동묘역.롯데캐슬천지인 [01240],901600.0,127.0158023517,37.5741800523,2267.1,546.7,2813.8,3.0,5462000.0,3.453,8.546,9.929,3.453,104.0,705.0,158.0,215.0,88.0,57.0,29.0,23.0,31.0,24.0,54.0,26.0,1793.0,124.0,44186.0,105.0,8434.0,1725.0,269.0,24068.0,4083.0,11.2
01243,성북구,신설동로터리 [01243],901600.0,127.0228414296,37.5756947252,986.6,2212.1,3198.8,8.0,5388000.0,4.096,8.661,10.533,4.096,91.0,921.0,318.0,188.0,74.0,52.0,58.0,43.0,52.0,57.0,30.0,49.0,1924.0,56.6,42844.0,130.0,9719.0,3481.0,293.0,25041.0,6614.0,6.2
01250,종로구,서울역사박물관.김구집무실(경교장) [01250],2195200.0,126.9721318077,37.5699003386,146.0,339.1,485.1,2.0,40440000.0,0.647,9.382,6.791,0.647,82.0,653.0,247.0,71.0,140.0,22.0,38.0,14.0,87.0,9.0,25.0,0.0,1547.0,479.6,70692.0,17.0,3245.0,1226.0,44.0,8613.0,3378.0,14.6
01287,은평구,상명대입구.석파랑 [01287],205800.0,126.9581941404,37.5995718125,833.1,323.9,1157.0,4.0,1395000.0,4.087,12.855,9.133,4.087,21.0,101.0,32.0,19.0,19.0,10.0,3.0,1.0,6.0,3.0,1.0,7.0,214.0,1725.4,37658.0,21.0,4006.0,1560.0,50.0,10701.0,4157.0,6.7
01293,종로구,평창동삼성아파트 [01293],379995.0,126.9787981475,37.6111800895,187.2,577.4,764.7,6.0,5753000.0,4.991,13.311,11.021,4.991,10.0,44.0,14.0,12.0,8.0,3.0,1.0,2.0,3.0,0.0,1.0,0.0,109.0,2601.3,13112.0,21.0,3870.0,902.0,46.0,10818.0,2976.0,11.7
01683,종로구,✈️ 종로2가 YMCA [01683],955500.0,126.98508926,37.5703976388,572.7,416.9,989.5,2.0,55580000.0,0.78,8.89,7.59,0.78,238.0,1625.0,555.0,327.0,189.0,48.0,126.0,31.0,227.0,58.0,29.0,35.0,5206.0,193.0,78480.0,47.0,6793.0,3639.0,135.0,18118.0,7907.0,14.7
01762,종로구,✈️ 광화문 [01762],1171100.0,126.9755694982,37.5703374879,,,,,14210000.0,0.494,9.27,7.02,0.494,258.0,984.0,352.0,104.0,237.0,23.0,43.0,20.0,154.0,12.0,36.0,3.0,2887.0,192.8,70692.0,36.0,5514.0,2878.0,82.0,13221.0,5627.0,7.6
01763,종로구,✈️ 종로1가 [01763],955500.0,126.980129,37.57037,970.4,506.1,1476.5,3.0,22180000.0,0.493,9.081,7.287,0.493,508.0,1852.0,537.0,214.0,455.0,67.0,88.0,50.0,349.0,29.0,56.0,7.0,4155.0,247.7,78480.0,59.0,7148.0,3944.0,119.0,16177.0,8005.0,13.2
01767,중구,✈️ 종로3가 [01767],955500.0,126.9932082199,37.5706348964,,,,,12120000.0,1.433,8.638,8.128,1.433,186.0,1233.0,274.0,502.0,139.0,147.0,34.0,29.0,30.0,25.0,22.0,31.0,3062.0,122.8,110050.0,53.0,6728.0,2452.0,154.0,18328.0,6937.0,7.2
02101,용산구,만리동고개 [02101],578200.0,126.9626582054,37.551787064,1245.8,1032.2,2278.1,5.0,3758000.0,2.1,8.289,4.729,2.1,91.0,318.0,79.0,79.0,24.0,34.0,30.0,14.0,3.0,15.0,13.0,27.0,763.0,558.5,13744.0,86.0,7532.0,1221.0,239.0,19895.0,2124.0,6.5
02102,용산구,손기정체육공원입구 [02102],662970.0,126.9662339013,37.5544459527,635.3,789.8,1425.0,6.0,4392000.0,1.672,8.296,5.161,1.672,59.0,412.0,133.0,100.0,26.0,18.0,9.0,18.0,16.0,8.0,5.0,79.0,904.0,339.0,244600.0,66.0,6959.0,1881.0,146.0,15561.0,3305.0,11.2
02105,용산구,서울역서부 [02105],578200.0,126.969293,37.555855,514.4,1441.9,1956.3,7.0,14570000.0,1.387,8.244,5.464,1.387,1.0,417.0,138.0,153.0,33.0,15.0,6.0,13.0,17.0,8.0,5.0,29.0,1066.0,216.0,244600.0,41.0,5077.0,2120.0,129.0,16144.0,7039.0,15.4
02106,종로구,중림동교차로 [02106],323400.0,126.9691354395,37.5583836266,335.9,459.2,795.2,6.0,12070000.0,1.171,8.474,5.652,1.171,65.0,329.0,128.0,70.0,44.0,17.0,14.0,6.0,15.0,9.0,6.0,20.0,1340.0,210.2,244600.0,29.0,4911.0,2647.0,126.0,16494.0,8006.0,18.4
02107,종로구,종근당.충정로역 [02107],901600.0,126.964543,37.559648,157.3,338.5,495.8,4.0,3955000.0,1.39,8.835,5.485,1.39,105.0,509.0,190.0,83.0,91.0,27.0,23.0,19.0,44.0,15.0,11.0,6.0,1111.0,15.8,31481.0,54.0,6181.0,2278.0,177.0,18203.0,4958.0,9.9
02108,종로구,한국경제신문사 [02108],578200.0,126.9678680149,37.5602111497,327.7,375.7,703.4,4.0,10380000.0,1.114,8.704,5.724,1.114,64.0,426.0,152.0,68.0,75.0,20.0,21.0,23.0,40.0,11.0,8.0,8.0,1433.0,313.1,31481.0,39.0,5324.0,2774.0,116.0,16290.0,7136.0,22.9
02110,종로구,경찰청.동북아역사재단 [02110],2195200.0,126.9691267228,37.5630494858,1559.9,1493.2,3053.1,16.0,6560000.0,0.854,8.892,6.035,0.854,51.0,490.0,185.0,46.0,98.0,13.0,19.0,19.0,86.0,11.0,10.0,3.0,1661.0,372.5,38007.0,36.0,5043.0,2525.0,115.0,15019.0,6877.0,7.0
02116,종로구,염천교 [02116],1117200.0,126.97311408,37.5598696316,681.7,547.8,1229.4,10.0,30870000.0,0.83,8.4,6.016,0.83,35.0,695.0,239.0,266.0,77.0,21.0,14.0,6.0,37.0,8.0,21.0,6.0,3114.0,344.8,244600.0,53.0,6991.0,4018.0,119.0,16889.0,10074.0,17.5
02117,종로구,숭례문 [02117],1078000.0,126.97335794,37.5584010617,111.6,58.4,170.0,1.0,24670000.0,0.965,8.255,5.919,0.965,89.0,607.0,206.0,235.0,58.0,18.0,15.0,8.0,27.0,8.0,25.0,7.0,2523.0,242.8,244600.0,58.0,7887.0,4997.0,127.0,17542.0,9925.0,14.9
02118,종로구,숭례문.한국일보 [02118],1117200.0,126.9737375955,37.5587713091,742.8,390.3,1133.1,4.0,8111000.0,0.914,8.269,5.971,0.914,99.0,818.0,260.0,363.0,67.0,30.0,16.0,8.0,31.0,11.0,25.0,7.0,3151.0,293.4,244600.0,62.0,8044.0,5225.0,126.0,17486.0,9939.0,14.2
02122,종로구,숭례문 [02122],1078000.0,126.9740436876,37.5584195299,1461.7,1939.6,3401.3,19.0,17480000.0,0.94,8.221,5.964,0.94,125.0,903.0,279.0,415.0,68.0,28.0,18.0,10.0,36.0,12.0,29.0,8.0,2858.0,295.1,244600.0,61.0,8220.0,5268.0,131.0,17640.0,9736.0,12.8
02123,종로구,숭례문 [02123],1078000.0,126.9736279452,37.5580006528,1753.2,751.7,2504.9,10.0,17480000.0,0.997,8.204,5.906,0.997,162.0,733.0,235.0,282.0,88.0,24.0,18.0,9.0,34.0,9.0,26.0,8.0,2437.0,236.1,244600.0,54.0,7828.0,4877.0,127.0,17325.0,9616.0,9.4
02125,종로구,숭례문남산방향 [02125],1117200.0,126.9756720863,37.5585581643,878.3,69.9,948.2,2.0,16680000.0,0.883,8.152,6.08,0.883,123.0,1733.0,348.0,1114.0,75.0,46.0,19.0,16.0,45.0,17.0,36.0,17.0,3350.0,227.2,60722.0,56.0,7118.0,4202.0,132.0,17934.0,8896.0,21.7
02126,종로구,남대문시장 [02126],901600.0,126.9800597585,37.561191081,474.2,422.7,896.9,2.0,26160000.0,0.599,8.192,6.564,0.599,188.0,2210.0,349.0,1480.0,102.0,89.0,10.0,21.0,68.0,16.0,33.0,42.0,5134.0,336.4,60722.0,54.0,6405.0,3314.0,164.0,18374.0,8057.0,22.6
02128,종로구,시청앞 [02128],1117200.0,126.97644367,37.562197167,2743.8,3400.2,6144.0,19.0,15950000.0,0.474,8.454,6.407,0.474,154.0,1894.0,470.0,828.0,266.0,57.0,23.0,32.0,113.0,29.0,47.0,29.0,4077.0,178.7,104521.0,51.0,6096.0,3025.0,115.0,15002.0,7537.0,12.2
02132,종로구,시청앞 [02132],2195200.0,126.976148714,37.562764205,1325.0,1351.2,2676.1,11.0,50310000.0,0.422,8.521,6.433,0.422,269.0,1292.0,447.0,270.0,258.0,54.0,25.0,27.0,112.0,26.0,44.0,29.0,3892.0,111.9,104521.0,52.0,6213.0,2864.0,103.0,13843.0,6969.0,20.5
02146,종로구,남대문시장.회현역 [02146],2195200.0,126.9784645011,37.5584920257,1231.9,2190.9,3422.7,10.0,19660000.0,0.87,8.011,6.261,0.87,171.0,2327.0,328.0,1719.0,57.0,60.0,13.0,21.0,50.0,15.0,32.0,32.0,3477.0,19.4,60722.0,47.0,6469.0,2802.0,152.0,18409.0,9156.0,12.7
02147,종로구,남산3호터널 [02147],901600.0,126.9827404025,37.5583104538,675.4,729.9,1405.4,4.0,23470000.0,0.986,7.796,6.539,0.986,88.0,1027.0,201.0,436.0,93.0,63.0,13.0,12.0,72.0,6.0,13.0,118.0,3208.0,397.3,60722.0,70.0,7627.0,2451.0,137.0,16483.0,5628.0,16.7
02148,종로구,남산3호터널.서울애니메이션센터 [02148],1002540.0,126.9826359346,37.5595260891,730.2,1482.1,2212.3,5.0,14480000.0,0.861,7.917,6.617,0.861,58.0,1394.0,272.0,653.0,107.0,92.0,13.0,21.0,84.0,8.0,39.0,105.0,4011.0,363.5,83719.0,80.0,7908.0,2898.0,161.0,18279.0,5651.0,7.1
02150,종로구,퇴계로2가.명동역 [02150],2195200.0,126.9843582953,37.5609325805,768.6,634.8,1403.4,2.0,141600000.0,0.825,7.979,6.833,0.825,304.0,1631.0,353.0,690.0,119.0,156.0,22.0,33.0,76.0,16.0,62.0,104.0,3702.0,173.7,83719.0,85.0,7372.0,2396.0,183.0,20235.0,6786.0,19.5
02151,중구,퇴계로3가.한옥마을.한국의집 [02151],901600.0,126.9917771969,37.5612508237,1545.2,967.9,2513.2,9.0,5794000.0,1.346,7.72,7.371,1.346,183.0,1463.0,387.0,156.0,646.0,35.0,34.0,29.0,92.0,29.0,12.0,43.0,3483.0,203.3,68094.0,71.0,8885.0,3691.0,188.0,19993.0,6578.0,16.3
02152,중구,퇴계로3가.한옥마을.한국의집 [02152],901600.0,126.9924098253,37.5609019668,780.8,783.4,1564.2,6.0,16730000.0,1.413,7.662,7.393,1.413,195.0,1418.0,386.0,147.0,621.0,34.0,36.0,28.0,80.0,29.0,16.0,41.0,3301.0,151.2,68094.0,65.0,7950.0,3299.0,189.0,20314.0,6252.0,14.9
02153,중구,충무로역2번출구.대한극장앞 [02153],1117200.0,126.9947285429,37.5612375854,2376.0,1089.7,3465.7,7.0,6355000.0,1.587,7.616,7.581,1.587,229.0,1786.0,457.0,232.0,786.0,39.0,46.0,39.0,91.0,40.0,22.0,34.0,3543.0,57.3,68094.0,89.0,7796.0,1489.0,199.0,20227.0,5562.0,7.0
02156,종로구,✈️ 서울로얄호텔 [02156],1171100.0,126.9853902774,37.5658757422,1754.3,770.5,2524.8,8.0,64990000.0,0.662,8.425,7.262,0.662,14.0,1202.0,392.0,243.0,231.0,53.0,21.0,41.0,119.0,20.0,65.0,17.0,4534.0,245.1,106636.0,74.0,7814.0,3590.0,170.0,20161.0,8138.0,17.1
02157,종로구,을지로입구.시청입구 [02157],2195200.0,126.9811712097,37.5661382638,1093.5,956.5,2050.0,8.0,20800000.0,0.289,8.622,7.012,0.289,79.0,1994.0,467.0,617.0,226.0,59.0,36.0,26.0,454.0,25.0,66.0,18.0,3836.0,128.4,106636.0,61.0,6515.0,3208.0,162.0,19219.0,9208.0,13.7
02159,중구,✈️ 을지로2가 [02159],955500.0,126.988670826,37.5660727123,1711.9,463.4,2175.3,7.0,20140000.0,0.95,8.321,7.492,0.95,140.0,1384.0,446.0,182.0,489.0,27.0,37.0,37.0,107.0,22.0,23.0,14.0,4449.0,268.2,77878.0,66.0,7477.0,3565.0,182.0,21477.0,7858.0,8.5
02160,중구,을지로3가 [02160],2195200.0,126.9902600103,37.5663729806,579.0,1266.9,1845.9,6.0,11510000.0,1.089,8.295,7.62,1.089,221.0,1647.0,520.0,207.0,623.0,34.0,34.0,43.0,106.0,26.0,27.0,27.0,4325.0,127.0,77878.0,64.0,7371.0,3762.0,197.0,21789.0,8362.0,8.7
02165,중구,방산시장.을지로4가역6번출구 [02165],1002540.0,126.999258524,37.5668182855,350.8,538.1,888.9,5.0,6751000.0,1.883,8.061,8.27,1.883,97.0,737.0,176.0,263.0,172.0,22.0,10.0,25.0,24.0,10.0,15.0,20.0,2923.0,123.3,43686.0,71.0,8083.0,3417.0,195.0,20913.0,8839.0,7.2
02171,중구,광희동 [02171],901600.0,127.0077222561,37.5651725525,1141.4,2412.7,3554.1,7.0,7091000.0,2.631,7.683,8.774,2.631,132.0,1052.0,246.0,433.0,115.0,57.0,19.0,20.0,56.0,25.0,19.0,62.0,2802.0,15.0,81517.0,75.0,7749.0,3883.0,196.0,19927.0,6524.0,22.2
02172,중구,을지로6가.국립중앙의료원 [02172],901600.0,127.0058434821,37.5664631128,594.1,710.9,1305.0,5.0,9946000.0,2.463,7.862,8.717,2.463,125.0,1667.0,296.0,980.0,137.0,66.0,14.0,28.0,63.0,27.0,17.0,39.0,3275.0,203.4,81517.0,60.0,6547.0,3038.0,165.0,18652.0,8509.0,6.6
