노선명,정류장ID,서비스ID,정류장명,정류장 순번,위도,경도
1000번 (반석역~조형아파트),186004230,43980,반석역,1,36.39142,127.31514
1000번 (반석역~조형아파트),293011034,34054,발산리,2,36.45648,127.28418
1000번 (반석역~조형아파트),293011027,34010,금남면사무소,3,36.46423,127.28098
1000번 (반석역~조형아파트),293064514,64037,용포삼거리,4,36.46825,127.28234
1000번 (반석역~조형아파트),293064351,60018,대평동커뮤니티센터,5,36.4724194,127.2790898
1000번 (반석역~조형아파트),293064231,51123,대평동(해들마을),6,36.4723006,127.2763096
1000번 (반석역~조형아파트),293055058,51052,세종고속시외버스터미널,7,36.4689905,127.2735878
1000번 (반석역~조형아파트),293053010,51037,한솔동(첫마을),8,36.4812897,127.2618716
1000번 (반석역~조형아파트),293053006,51008,새롬동.나성동,9,36.4868848,127.2579693
1000번 (반석역~조형아파트),293064435,51137,한국산업인력공단(세종지사),10,36.490395,127.256809
1000번 (반석역~조형아파트),293053001,51016,다정동(대성고등학교),11,36.4938489,127.2565765
1000번 (반석역~조형아파트),293062003,52017,어진중학교(한뜰마을4단지),12,36.4989327,127.2549113
1000번 (반석역~조형아파트),293064138,53034,"가재마을5,8단지",13,36.5004747,127.2498627
1000번 (반석역~조형아파트),293064068,51088,가재마을7단지,14,36.5051417,127.2489733
1000번 (반석역~조형아파트),293064069,51089,"종촌고(가재마을3,4단지)",15,36.5052447,127.2443833
1000번 (반석역~조형아파트),293064158,53044,"가락마을7,8단지",16,36.5055858,127.2395189
1000번 (반석역~조형아파트),293064070,51090,가락마을8단지,17,36.5087662,127.2407144
1000번 (반석역~조형아파트),293064204,53048,"시립도서관,대법원등기정보센터",18,36.511388,127.241627
1000번 (반석역~조형아파트),293064233,53050,"가락마을20,21단지",19,36.5175074,127.2407913
1000번 (반석역~조형아파트),293064095,53007,"두루초,중학교",20,36.5191814,127.2394622
1000번 (반석역~조형아파트),293064097,53009,가락마을22단지,21,36.5200447,127.2405762
1000번 (반석역~조형아파트),293900056,64110,연기리,22,36.5523851,127.2776127
1000번 (반석역~조형아파트),293064249,36140,봉암리,23,36.5612298,127.2844356
1000번 (반석역~조형아파트),293016127,36105,월하리,24,36.57842,127.29276
1000번 (반석역~조형아파트),293001053,11058,자이아파트,25,36.59085,127.29192
1000번 (반석역~조형아파트),293064033,11094,신흥사거리,26,36.5944736,127.2912907
1000번 (반석역~조형아파트),293001075,11085,조치원역뒤편,27,36.60061,127.29509
1000번 (반석역~조형아파트),293001064,11004,세무서 출장민원실,28,36.60607,127.29412
1000번 (반석역~조형아파트),293001058,11002,고려대학교,29,36.61076,127.29344
1000번 (반석역~조형아파트),293001022,11033,신안리마을회관,30,36.61637,127.28719
1000번 (반석역~조형아파트),293001048,11088,홍익대학교,31,36.62178,127.29072
1000번 (반석역~조형아파트),293001039,11081,신안2리(안터),32,36.62633,127.28994
1000번 (반석역~조형아파트),293001031,11048,신안2리입구,33,36.62926,127.28909
1000번 (반석역~조형아파트),293001026,11073,조형아파트,34,36.63471,127.28878
1000번 (조형아파트~반석역),293001027,11074,조형아파트,1,36.63441,127.28884
1000번 (조형아파트~반석역),293001030,11047,신안2리입구,2,36.62874,127.28909
1000번 (조형아파트~반석역),293001034,11082,신안2리(안터),3,36.62652,127.28975
1000번 (조형아파트~반석역),293001043,11089,홍익대학교,4,36.62188,127.29056
1000번 (조형아파트~반석역),293001021,11049,신안리마을회관,5,36.61655,127.28695
1000번 (조형아파트~반석역),293001055,11001,고려대학교,6,36.6108381,127.2930928
1000번 (조형아파트~반석역),293064084,11098,세무서 출장민원실,7,36.6059319,127.2939937
1000번 (조형아파트~반석역),293001072,11055,조치원역뒤편,8,36.599727,127.2951059
1000번 (조형아파트~반석역),293064034,11095,신흥사거리,9,36.5944686,127.2909665
1000번 (조형아파트~반석역),293001052,11059,자이아파트,10,36.59083,127.29173
1000번 (조형아파트~반석역),293016126,36104,월하리,11,36.57825,127.29256
1000번 (조형아파트~반석역),293064250,36141,봉암리,12,36.5618059,127.2851678
1000번 (조형아파트~반석역),293900057,64111,연기리,13,36.553186,127.2781373
1000번 (조형아파트~반석역),293064098,53010,가락마을22단지,14,36.5201811,127.2411119
1000번 (조형아파트~반석역),293064096,53008,"두루초,중학교",15,36.5187165,127.2391789
1000번 (조형아파트~반석역),293064234,53051,"가락마을20,21단지",16,36.5172956,127.240792
1000번 (조형아파트~반석역),293064203,53047,"시립도서관,대법원등기정보센터",17,36.5114233,127.2412918
1000번 (조형아파트~반석역),293064060,51080,가락마을8단지,18,36.5089327,127.2405854
1000번 (조형아파트~반석역),293064205,53049,"가락마을7,8단지",19,36.5051871,127.240274
1000번 (조형아파트~반석역),293064061,51081,"종촌고(가재마을3,4단지)",20,36.5050718,127.2436524
1000번 (조형아파트~반석역),293064125,53033,가재마을7단지,21,36.5049528,127.248745
1000번 (조형아파트~반석역),293064139,53035,"가재마을5,8단지",22,36.5009207,127.2497831
1000번 (조형아파트~반석역),293062002,52019,어진중학교(한뜰마을4단지),23,36.4986553,127.2550362
1000번 (조형아파트~반석역),293054001,51017,다정동(대성고등학교),24,36.4938571,127.2561857
1000번 (조형아파트~반석역),293064436,51138,한국산업인력공단(세종지사),25,36.4903,127.256369
1000번 (조형아파트~반석역),293053003,51010,"새롬동,나성동(청소년센터)",26,36.4877395,127.2571293
1000번 (조형아파트~반석역),293053008,51036,한솔동(첫마을),27,36.4811358,127.2615539
1000번 (조형아파트~반석역),293055059,51053,세종고속시외버스터미널,28,36.46881,127.2735046
1000번 (조형아파트~반석역),293064232,51124,대평동(해들마을),29,36.4719176,127.2763944
1000번 (조형아파트~반석역),293064353,60019,대평동커뮤니티센터,30,36.4722476,127.2788336
1000번 (조형아파트~반석역),293064513,64036,용포삼거리,31,36.4683,127.2822
1000번 (조형아파트~반석역),293011028,34011,금남면사무소,32,36.46472,127.28097
1000번 (조형아파트~반석역),293011033,34053,발산리,33,36.45638,127.28405
1000번 (조형아파트~반석역),186004229,43970,반석역,34,36.39155,127.31487
1001번 (새나루마을10단지~시청환승지),293900015,64069,새나루마을10단지,1,36.4937474,127.3255569
1001번 (새나루마을10단지~시청환승지),293064480,57034,집현동,2,36.49818,127.32136
1001번 (새나루마을10단지~시청환승지),293064401,59031,반곡동(수루배마을),3,36.497847,127.312253
1001번 (새나루마을10단지~시청환승지),293064438,51140,국책연구단지동측,4,36.495015,127.306198
1001번 (새나루마을10단지~시청환승지),293064246,57014,국책연구단지남측,5,36.492314,127.3043101
1001번 (새나루마을10단지~시청환승지),293900034,64088,대전세종연구원,6,36.4894396,127.3023454
1001번 (새나루마을10단지~시청환승지),293060003,51002,한국개발연구원(KDI),7,36.48246,127.30716
1001번 (새나루마을10단지~시청환승지),186005274,47440,둔곡교차로,8,36.466638,127.36212
1001번 (새나루마을10단지~시청환승지),187001486,47000,씨에이치씨랩,9,36.46045,127.36052
1001번 (새나루마을10단지~시청환승지),187001488,47020,서한이다음1단지,10,36.455401,127.36396
1001번 (새나루마을10단지~시청환승지),187001504,47030,서한이다음2단지,11,36.452296,127.3632538
1001번 (새나루마을10단지~시청환승지),186004373,44790,송강마을아파트,12,36.43757,127.38576
1001번 (새나루마을10단지~시청환승지),187001490,44590,롯데마트대덕점,13,36.426872,127.38969
1001번 (새나루마을10단지~시청환승지),187001481,46280,현대아울렛남문,14,36.4222,127.39715
1001번 (새나루마을10단지~시청환승지),187001482,47070,용산고등학교,15,36.420492,127.397266
1001번 (새나루마을10단지~시청환승지),187001492,47090,테크노밸리12단지,16,36.41731,127.39282
1001번 (새나루마을10단지~시청환승지),187001494,47110,테크노밸리6단지,17,36.418797,127.387861
1001번 (새나루마을10단지~시청환승지),187001506,44520,테크노밸리2단지,18,36.4189403,127.3827643
1001번 (새나루마을10단지~시청환승지),187001496,43160,대덕고등학교,19,36.386525,127.378455
1001번 (새나루마을10단지~시청환승지),187001498,43210,국립중앙과학관입구,20,36.376727,127.379026
1001번 (새나루마을10단지~시청환승지),187001499,32970,통계센터,21,36.359018,127.37927
1001번 (새나루마을10단지~시청환승지),187001485,32230,둔산2동주민센터,22,36.353451,127.38074
1001번 (새나루마을10단지~시청환승지),187001500,32340,시청환승지,23,36.35251,127.38456
1001번 (새나루마을10단지~시청환승지),187001484,35850,둔산2동주민센터,24,36.353607,127.380898
1001번 (새나루마을10단지~시청환승지),187001501,32160,둔산경찰서,25,36.35855,127.379732
1001번 (새나루마을10단지~시청환승지),187001502,43220,신세계백화점,26,36.376863,127.379336
1001번 (새나루마을10단지~시청환승지),187001497,43200,대덕고등학교,27,36.38674,127.378791
1001번 (새나루마을10단지~시청환승지),187001507,44510,테크노밸리2단지,28,36.4185737,127.3828287
1001번 (새나루마을10단지~시청환승지),187001495,47100,테크노밸리6단지,29,36.418499,127.38796
1001번 (새나루마을10단지~시청환승지),187001493,47120,테크노밸리12단지,30,36.41709,127.392608
1001번 (새나루마을10단지~시청환승지),187001483,47080,용산고등학교,31,36.419925,127.397303
1001번 (새나루마을10단지~시청환승지),187001503,46680,현대아울렛북문,32,36.424775,127.399189
1001번 (새나루마을10단지~시청환승지),187001491,44600,롯데마트대덕점,33,36.427097,127.38989
1001번 (새나루마을10단지~시청환승지),186004322,44770,휴먼시아아파트,34,36.43802,127.38519
1001번 (새나루마을10단지~시청환승지),187001505,46860,서한이다음2단지,35,36.452055,127.363565
1001번 (새나루마을10단지~시청환승지),187001489,46870,우미린아파트,36,36.455377,127.36414
1001번 (새나루마을10단지~시청환승지),187001487,46930,씨에이치씨랩,37,36.46002,127.36069
1001번 (새나루마을10단지~시청환승지),186005275,47430,둔곡교차로,38,36.468024,127.362707
1001번 (새나루마을10단지~시청환승지),293060004,51001,한국개발연구원(KDI),39,36.4825782,127.3074549
1001번 (새나루마을10단지~시청환승지),293064243,57011,"법원.검찰청,경찰청",40,36.4869234,127.3019122
1001번 (새나루마을10단지~시청환승지),293064245,57013,국책연구단지남측,41,36.4910378,127.3040175
1001번 (새나루마을10단지~시청환승지),293064437,51139,국책연구단지동측,42,36.495008,127.30666
1001번 (새나루마을10단지~시청환승지),293064400,59030,반곡동(수루배마을),43,36.497338,127.310767
1001번 (새나루마을10단지~시청환승지),293064479,57033,집현동,44,36.49804,127.32304
1001번 (새나루마을10단지~시청환승지),293900016,64070,새나루마을10단지,45,36.4937495,127.3252565
1003번 (바이오폴리스B3지구~반석역),271010134,2768,바이오폴리스B3지구,1,36.6221878,127.3107945
1003번 (바이오폴리스B3지구~반석역),271010136,4046,오송역파라곤센트럴시티2차아파트,2,36.6201852,127.3142641
1003번 (바이오폴리스B3지구~반석역),271010123,2743,점촌어린이공원,3,36.6197767,127.3199546
1003번 (바이오폴리스B3지구~반석역),271010121,2193,바이오폴리스C15지구,4,36.6221712,127.323271
1003번 (바이오폴리스B3지구~반석역),274020049,3221,오송역북문삼거리,5,36.6224353,127.3273335
1003번 (바이오폴리스B3지구~반석역),270054840,1462,오송역8,6,36.6196717,127.3268072
1003번 (바이오폴리스B3지구~반석역),271000568,3318,오송2리,7,36.610493,127.326095
1003번 (바이오폴리스B3지구~반석역),293001096,11091,조치원버스터미널,8,36.6026983,127.3036683
1003번 (바이오폴리스B3지구~반석역),293064152,11099,조치원전통시장북측,9,36.6015602,127.2996293
1003번 (바이오폴리스B3지구~반석역),293001084,11071,조치원역,10,36.60099,127.29713
1003번 (바이오폴리스B3지구~반석역),293900120,64174,욱일아파트,11,36.6034944,127.292196
1003번 (바이오폴리스B3지구~반석역),293001036,11043,신봉초등학교,12,36.60283,127.28966
1003번 (바이오폴리스B3지구~반석역),293001042,11011,세종시문화예술회관,13,36.59869,127.29035
1003번 (바이오폴리스B3지구~반석역),293064034,11095,신흥사거리,14,36.5944686,127.2909665
1003번 (바이오폴리스B3지구~반석역),293001052,11059,자이아파트,15,36.59083,127.29173
1003번 (바이오폴리스B3지구~반석역),293016126,36104,월하리,16,36.57825,127.29256
1003번 (바이오폴리스B3지구~반석역),293064250,36141,봉암리,17,36.5618059,127.2851678
1003번 (바이오폴리스B3지구~반석역),293900057,64111,연기리,18,36.553186,127.2781373
1003번 (바이오폴리스B3지구~반석역),293064098,53010,가락마을22단지,19,36.5201811,127.2411119
1003번 (바이오폴리스B3지구~반석역),293064113,53021,"가락마을17,18단지",20,36.5197921,127.2346313
1003번 (바이오폴리스B3지구~반석역),293064117,53025,"가락마을10,13단지",21,36.5134794,127.2293797
1003번 (바이오폴리스B3지구~반석역),293064120,53028,"가락마을9,11단지",22,36.5105636,127.2296299
1003번 (바이오폴리스B3지구~반석역),293064124,53032,고운동커뮤니티센터남측,23,36.5043276,127.2347772
1003번 (바이오폴리스B3지구~반석역),293064354,58012,가락마을6단지,24,36.5024695,127.2384071
1003번 (바이오폴리스B3지구~반석역),293900085,64139,가득초등학교정문,25,36.4883202,127.2437707
1003번 (바이오폴리스B3지구~반석역),293064313,61034,"가득초등학교(새뜸마을3,4단지)",26,36.4853374,127.2452246
1003번 (바이오폴리스B3지구~반석역),293064389,61055,"새뜸마을1,2단지",27,36.4828552,127.2459137
1003번 (바이오폴리스B3지구~반석역),186004229,43970,반석역,28,36.39155,127.31487
1003번 (반석역~바이오폴리스B3지구),186004230,43980,반석역,1,36.39142,127.31514
1003번 (반석역~바이오폴리스B3지구),293064388,61054,"새뜸마을1,2단지",2,36.4828783,127.2461704
1003번 (반석역~바이오폴리스B3지구),293064312,61033,"가득초등학교(새뜸마을3,4단지)",3,36.4854282,127.2455481
1003번 (반석역~바이오폴리스B3지구),293900084,64138,가득초등학교정문,4,36.4883661,127.2441957
1003번 (반석역~바이오폴리스B3지구),293064352,58011,가락마을6단지,5,36.502547,127.238868
1003번 (반석역~바이오폴리스B3지구),293064123,53031,고운동커뮤니티센터남측,6,36.5042791,127.2352687
1003번 (반석역~바이오폴리스B3지구),293064119,53027,"가락마을9,11단지",7,36.5106813,127.229892
1003번 (반석역~바이오폴리스B3지구),293064118,53026,"가락마을10,13단지",8,36.513498,127.2296588
1003번 (반석역~바이오폴리스B3지구),293064114,53022,"가락마을17,18단지",9,36.5195051,127.2347603
1003번 (반석역~바이오폴리스B3지구),293064097,53009,가락마을22단지,10,36.5200447,127.2405762
1003번 (반석역~바이오폴리스B3지구),293900056,64110,연기리,11,36.5523851,127.2776127
1003번 (반석역~바이오폴리스B3지구),293064249,36140,봉암리,12,36.5612298,127.2844356
1003번 (반석역~바이오폴리스B3지구),293016127,36105,월하리,13,36.57842,127.29276
1003번 (반석역~바이오폴리스B3지구),293001053,11058,자이아파트,14,36.59085,127.29192
1003번 (반석역~바이오폴리스B3지구),293064033,11094,신흥사거리,15,36.5944736,127.2912907
1003번 (반석역~바이오폴리스B3지구),293001045,11010,세종시문화예술회관,16,36.598,127.29075
1003번 (반석역~바이오폴리스B3지구),293001040,11042,신봉초등학교,17,36.60169,127.29016
1003번 (반석역~바이오폴리스B3지구),293900119,64173,욱일아파트,18,36.6033347,127.2923462
1003번 (반석역~바이오폴리스B3지구),293001084,11071,조치원역,19,36.60099,127.29713
1003번 (반석역~바이오폴리스B3지구),293064527,2348,조치원전통시장북측,20,36.6013651,127.2996963
1003번 (반석역~바이오폴리스B3지구),293001094,11072,조치원버스터미널,21,36.6024592,127.3035236
1003번 (반석역~바이오폴리스B3지구),270050300,3319,오송3리,22,36.61035,127.32625
1003번 (반석역~바이오폴리스B3지구),270054838,1458,오송역6,23,36.6195554,127.3269306
1003번 (반석역~바이오폴리스B3지구),274020048,3220,오송역북문삼거리,24,36.6225774,127.3276446
1003번 (반석역~바이오폴리스B3지구),271010120,2195,바이오폴리스C15지구,25,36.6223512,127.3230785
1003번 (반석역~바이오폴리스B3지구),271010122,2745,점촌어린이공원,26,36.6199277,127.319746
1003번 (반석역~바이오폴리스B3지구),271010135,4047,오송역파라곤센트럴시티1차서측,27,36.6204438,127.3143773
1003번 (반석역~바이오폴리스B3지구),271010133,2767,바이오폴리스B3지구,28,36.6224163,127.3108809
1004번 (반석역~장기중학교후문),186004230,43980,반석역,1,36.39142,127.31514
1004번 (반석역~장기중학교후문),293055058,51052,세종고속시외버스터미널,2,36.4689905,127.2735878
1004번 (반석역~장기중학교후문),293064010,51038,첫마을3단지,3,36.47821,127.26117
1004번 (반석역~장기중학교후문),293064007,51046,한솔중학교(첫마을7단지),4,36.47538,127.25558
1004번 (반석역~장기중학교후문),293064005,51044,첫마을6단지,5,36.47542,127.25308
1004번 (반석역~장기중학교후문),293064002,51043,첫마을5단지,6,36.4777,127.25004
1004번 (반석역~장기중학교후문),293064004,51041,첫마을4단지,7,36.47998,127.25203
1004번 (반석역~장기중학교후문),293064241,51129,"새뜸마을5,8단지",8,36.4825015,127.2535174
1004번 (반석역~장기중학교후문),293064239,51127,새롬동커뮤니티센터,9,36.4858496,127.2508553
1004번 (반석역~장기중학교후문),293064430,51136,"새뜸마을7,10단지",10,36.48844,127.250695
1004번 (반석역~장기중학교후문),293064237,51125,"가온마을4,7단지",11,36.4912295,127.2498109
1004번 (반석역~장기중학교후문),293064263,61022,다정동커뮤니티센터,12,36.495506,127.249035
1004번 (반석역~장기중학교후문),293064307,61028,"가온마을6,9단지",13,36.4986116,127.2491786
1004번 (반석역~장기중학교후문),293064138,53034,"가재마을5,8단지",14,36.5004747,127.2498627
1004번 (반석역~장기중학교후문),293064151,53043,가재마을11단지,15,36.5043789,127.2501706
1004번 (반석역~장기중학교후문),293061004,52043,범지기마을4단지,16,36.5083875,127.2499679
1004번 (반석역~장기중학교후문),293001435,52072,"범지기마을6,11단지",17,36.5106244,127.2501763
1004번 (반석역~장기중학교후문),293064054,51074,"범지기마을8,12단지",18,36.5125038,127.2504125
1004번 (반석역~장기중학교후문),293064055,51075,아름초등학교,19,36.5153587,127.2511516
1004번 (반석역~장기중학교후문),293064056,51076,범지기마을10단지,20,36.5185438,127.2524761
1004번 (반석역~장기중학교후문),293064102,53014,범지기마을10단지북측,21,36.5190968,127.2483697
1004번 (반석역~장기중학교후문),293064100,53012,"범지기3,9단지(청소년센터)",22,36.5189667,127.2449384
1004번 (반석역~장기중학교후문),293064098,53010,가락마을22단지,23,36.5201811,127.2411119
1004번 (반석역~장기중학교후문),293064141,53037,고운동커뮤니티센터북측,24,36.5203767,127.2376669
1004번 (반석역~장기중학교후문),293064113,53021,"가락마을17,18단지",25,36.5197921,127.2346313
1004번 (반석역~장기중학교후문),293064115,53023,두루고등학교,26,36.5173734,127.2311308
1004번 (반석역~장기중학교후문),293064117,53025,"가락마을10,13단지",27,36.5134794,127.2293797
1004번 (반석역~장기중학교후문),293064120,53028,"가락마을9,11단지",28,36.5105636,127.2296299
1004번 (반석역~장기중학교후문),293064122,53030,으뜸초등학교,29,36.5070383,127.231468
1004번 (반석역~장기중학교후문),293064124,53032,고운동커뮤니티센터남측,30,36.5043276,127.2347772
1004번 (반석역~장기중학교후문),293064413,53053,고운동(만남로),31,36.500435,127.235985
1004번 (반석역~장기중학교후문),293064012,35072,봉안리(다름고개),32,36.4992393,127.2290775
1004번 (반석역~장기중학교후문),293017059,35015,봉안리,33,36.49892,127.22398
1004번 (반석역~장기중학교후문),293010007,35092,봉안리,34,36.49935893,127.2190046
1004번 (반석역~장기중학교후문),293017049,35018,봉안리(부일가든),35,36.50061,127.21556
1004번 (반석역~장기중학교후문),293017043,35012,대교리,36,36.50109,127.21121
1004번 (반석역~장기중학교후문),293064173,35082,장군면복지회관,37,36.4991636,127.2080709
1004번 (반석역~장기중학교후문),293017024,35046,장군면사무소,38,36.49714,127.20531
1004번 (반석역~장기중학교후문),293064428,35102,장기중학교후문,39,36.495592,127.203518
1004번 (장기중학교후문~반석역),293064429,35103,장기중학교후문,1,36.495617,127.203627
1004번 (장기중학교후문~반석역),293017023,35047,장군면사무소,2,36.49684,127.20511
1004번 (장기중학교후문~반석역),293064174,35083,장군면복지회관,3,36.4990494,127.2081953
1004번 (장기중학교후문~반석역),293017039,35011,대교리,4,36.50069,127.21053
1004번 (장기중학교후문~반석역),293017054,35017,봉안리(부일가든),5,36.50016,127.21592
1004번 (장기중학교후문~반석역),293010008,35093,봉안리,6,36.49926399,127.2190617
1004번 (장기중학교후문~반석역),293017064,35064,봉안리,7,36.4990546,127.2213088
1004번 (장기중학교후문~반석역),293011001,35016,봉안리(다름고개),8,36.4990185,127.2291006
1004번 (장기중학교후문~반석역),293064412,53052,고운동(만남로),9,36.501134,127.236316
1004번 (장기중학교후문~반석역),293064123,53031,고운동커뮤니티센터남측,10,36.5042791,127.2352687
1004번 (장기중학교후문~반석역),293064121,53029,으뜸초등학교,11,36.5071605,127.2317021
1004번 (장기중학교후문~반석역),293064119,53027,"가락마을9,11단지",12,36.5106813,127.229892
1004번 (장기중학교후문~반석역),293064118,53026,"가락마을10,13단지",13,36.513498,127.2296588
1004번 (장기중학교후문~반석역),293064116,53024,두루고등학교,14,36.5172342,127.2313602
1004번 (장기중학교후문~반석역),293064114,53022,"가락마을17,18단지",15,36.5195051,127.2347603
1004번 (장기중학교후문~반석역),293064140,53036,고운동커뮤니티센터북측,16,36.5200871,127.2377731
1004번 (장기중학교후문~반석역),293064097,53009,가락마을22단지,17,36.5200447,127.2405762
1004번 (장기중학교후문~반석역),293064099,53011,"범지기3,9단지(청소년센터)",18,36.518782,127.2444672
1004번 (장기중학교후문~반석역),293064101,53013,범지기마을10단지북측,19,36.5189898,127.2489006
1004번 (장기중학교후문~반석역),293061007,52020,범지기마을10단지,20,36.51879,127.25226
1004번 (장기중학교후문~반석역),293061006,52025,아름초등학교,21,36.5147,127.25062
1004번 (장기중학교후문~반석역),293061005,52047,"범지기마을6,11단지",22,36.51045,127.2498
1004번 (장기중학교후문~반석역),293056035,51057,"가재마을7,12단지",23,36.50648333,127.2496233
1004번 (장기중학교후문~반석역),293064139,53035,"가재마을5,8단지",24,36.5009207,127.2497831
1004번 (장기중학교후문~반석역),293064262,61021,"가온마을6,9단지",25,36.498607,127.24896
1004번 (장기중학교후문~반석역),293064264,61023,다정동커뮤니티센터,26,36.494341,127.248799
1004번 (장기중학교후문~반석역),293064370,61046,"가온마을4,7단지",27,36.4915533,127.2494805
1004번 (장기중학교후문~반석역),293064238,51126,"새뜸마을7,10단지",28,36.4898819,127.2499045
1004번 (장기중학교후문~반석역),293064240,51128,새롬동커뮤니티센터,29,36.4851331,127.2509413
1004번 (장기중학교후문~반석역),293064242,51130,"새뜸마을5,8단지",30,36.4823928,127.2532777
1004번 (장기중학교후문~반석역),293064003,51040,첫마을4단지,31,36.48019,127.2516
1004번 (장기중학교후문~반석역),293064001,51042,첫마을5단지,32,36.47762,127.24973
1004번 (장기중학교후문~반석역),293064006,51045,첫마을6단지,33,36.47503,127.25326
1004번 (장기중학교후문~반석역),293064008,51047,한솔중학교(첫마을7단지),34,36.47491,127.2557
1004번 (장기중학교후문~반석역),293064011,51039,첫마을3단지,35,36.478,127.26135
1004번 (장기중학교후문~반석역),293055059,51053,세종고속시외버스터미널,36,36.46881,127.2735046
1004번 (장기중학교후문~반석역),186004229,43970,반석역,37,36.39155,127.31487
1005번 (반석역~오송역),186004230,43980,반석역,1,36.39142,127.31514
1005번 (반석역~오송역),293055058,51052,세종고속시외버스터미널,2,36.4689905,127.2735878
1005번 (반석역~오송역),293053010,51037,한솔동(첫마을),3,36.4812897,127.2618716
1005번 (반석역~오송역),293053007,51034,첫마을1단지,4,36.48385,127.2592
1005번 (반석역~오송역),293064358,61039,새롬중학교(새뜸마을1단지),5,36.4804553,127.249332
1005번 (반석역~오송역),293064388,61054,"새뜸마을1,2단지",6,36.4828783,127.2461704
1005번 (반석역~오송역),293064312,61033,"가득초등학교(새뜸마을3,4단지)",7,36.4854282,127.2455481
1005번 (반석역~오송역),293064360,61040,새뜸마을4단지(가온마을1단지),8,36.4894565,127.2448371
1005번 (반석역~오송역),293064237,51125,"가온마을4,7단지",9,36.4912295,127.2498109
1005번 (반석역~오송역),293064263,61022,다정동커뮤니티센터,10,36.495506,127.249035
1005번 (반석역~오송역),293064307,61028,"가온마을6,9단지",11,36.4986116,127.2491786
1005번 (반석역~오송역),293064144,53039,다빛초등학교(가재마을1단지),12,36.4997313,127.2424127
1005번 (반석역~오송역),293064474,53061,종촌초등학교(가재마을3단지),13,36.5038057,127.2413842
1005번 (반석역~오송역),293064475,53059,가락마을8단지.가재마을4단지,14,36.5076286,127.2416171
1005번 (반석역~오송역),293064204,53048,"시립도서관,대법원등기정보센터",15,36.511388,127.241627
1005번 (반석역~오송역),293061003,52022,아름동커뮤니티센터,16,36.51163,127.24741
1005번 (반석역~오송역),293064054,51074,"범지기마을8,12단지",17,36.5125038,127.2504125
1005번 (반석역~오송역),293064055,51075,아름초등학교,18,36.5153587,127.2511516
1005번 (반석역~오송역),293064056,51076,범지기마을10단지,19,36.5185438,127.2524761
1005번 (반석역~오송역),293064102,53014,범지기마을10단지북측,20,36.5190968,127.2483697
1005번 (반석역~오송역),293064100,53012,"범지기3,9단지(청소년센터)",21,36.5189667,127.2449384
1005번 (반석역~오송역),293900056,64110,연기리,22,36.5523851,127.2776127
1005번 (반석역~오송역),293064249,36140,봉암리,23,36.5612298,127.2844356
1005번 (반석역~오송역),293016127,36105,월하리,24,36.57842,127.29276
1005번 (반석역~오송역),293001054,11019,번암아파트후문,25,36.58772,127.29233
1005번 (반석역~오송역),293001053,11058,자이아파트,26,36.59085,127.29192
1005번 (반석역~오송역),293064033,11094,신흥사거리,27,36.5944736,127.2912907
1005번 (반석역~오송역),293064147,11100,세종시보건소(대동초),28,36.5955851,127.2953796
1005번 (반석역~오송역),293001093,11090,효성세종병원,29,36.59705,127.29895
1005번 (반석역~오송역),293001090,11063,조치원전통시장,30,36.59898,127.29861
1005번 (반석역~오송역),293001084,11071,조치원역,31,36.60099,127.29713
1005번 (반석역~오송역),293001094,11072,조치원버스터미널,32,36.6024592,127.3035236
1005번 (반석역~오송역),271000569,3319,오송3리,33,36.610308,127.326085
1005번 (반석역~오송역),270054837,1499,오송역종점,34,36.6192124,127.3272959
1005번 (오송역~반석역),270054840,1462,오송역8,1,36.6196717,127.3268072
1005번 (오송역~반석역),271000568,3318,오송2리,2,36.610493,127.326095
1005번 (오송역~반석역),293001096,11091,조치원버스터미널,3,36.6026983,127.3036683
1005번 (오송역~반석역),293001084,11071,조치원역,4,36.60099,127.29713
1005번 (오송역~반석역),293001088,11062,조치원전통시장,5,36.599942,127.29819
1005번 (오송역~반석역),293064035,11096,효성세종병원,6,36.5972495,127.2987069
1005번 (오송역~반석역),293064146,11101,세종시보건소(대동초),7,36.5955999,127.2935516
1005번 (오송역~반석역),293064034,11095,신흥사거리,8,36.5944686,127.2909665
1005번 (오송역~반석역),293001052,11059,자이아파트,9,36.59083,127.29173
1005번 (오송역~반석역),293064083,11097,번암아파트후문,10,36.5876866,127.2920412
1005번 (오송역~반석역),293900004,64056,번암안동네,11,36.5845518,127.2925292
1005번 (오송역~반석역),293016126,36104,월하리,12,36.57825,127.29256
1005번 (오송역~반석역),293064250,36141,봉암리,13,36.5618059,127.2851678
1005번 (오송역~반석역),293900057,64111,연기리,14,36.553186,127.2781373
1005번 (오송역~반석역),293064099,53011,"범지기3,9단지(청소년센터)",15,36.518782,127.2444672
1005번 (오송역~반석역),293064101,53013,범지기마을10단지북측,16,36.5189898,127.2489006
1005번 (오송역~반석역),293061007,52020,범지기마을10단지,17,36.51879,127.25226
1005번 (오송역~반석역),293061006,52025,아름초등학교,18,36.5147,127.25062
1005번 (오송역~반석역),293061002,52023,아름동커뮤니티센터,19,36.51182,127.24733
1005번 (오송역~반석역),293064203,53047,"시립도서관,대법원등기정보센터",20,36.5114233,127.2412918
1005번 (오송역~반석역),293064472,53058,가락마을8단지.가재마을4단지,21,36.5076818,127.2411758
