자치구,정류장이름,ARS,가격_원,가격기준,가격_양면,가격_4면,상품유형,지원포맷,운영시간,야간조명,혼잡도,상세URL,수집일시,면수,가격_원per면
종로구,통인시장종로구보건소 [01111],01111,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1165,2026-05-31,2.0,578200.0
종로구,효자동 [01112],01112,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2566,2026-05-31,2.0,662970.0
종로구,사직단.어린이도서관 [01113],01113,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/943,2026-05-31,2.0,901600.0
종로구,경복궁역1번출구 [01114],01114,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/944,2026-05-31,2.0,901600.0
종로구,KT광화문지사 [01118],01118,1666000,,,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/401,2026-05-31,,
종로구,광화문역6번출구 [01120] 디지털,01120,1078000,,,,영상,"mp4,mov,wmv",04:00 ~ 03:00,X,원활,https://dukplace.com/ko/product/ad/114,2026-05-31,,
종로구,서울역사박물관.경교장.강북삼성병원 [01123],01123,940800,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/945,2026-05-31,2.0,470400.0
종로구,광화문 [01125],01125,4390400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/547,2026-05-31,2.0,2195200.0
종로구,서울경찰청.경복궁역 [01127],01127,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2482,2026-05-31,2.0,1002540.0
종로구,사직단 [01128],01128,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2594,2026-05-31,2.0,662970.0
종로구,광화문광화문빌딩 [01129],01129,4390400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/548,2026-05-31,2.0,2195200.0
종로구,안국역.종로경찰서.인사동 [01131],01131,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/946,2026-05-31,2.0,901600.0
은평구,국민은행세검정지점 [01132],01132,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1166,2026-05-31,2.0,578200.0
은평구,세검정초등학교 [01133],01133,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2242,2026-05-31,2.0,205800.0
은평구,세검정.상명대 [01134],01134,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2241,2026-05-31,2.0,205800.0
은평구,상명대입구.석파랑 [01135],01135,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1167,2026-05-31,2.0,578200.0
종로구,하림각 [01136],01136,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1168,2026-05-31,2.0,578200.0
종로구,자하문터널입구.석파정 [01137],01137,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2245,2026-05-31,2.0,205800.0
은평구,세검정초등학교 [01144],01144,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2243,2026-05-31,2.0,205800.0
은평구,구기터널.삼성출판박물관 [01150],01150,617400,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1169,2026-05-31,1.0,617400.0
은평구,구기동 [01152],01152,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2238,2026-05-31,2.0,205800.0
종로구,평창동주민센터 [01157],01157,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1170,2026-05-31,2.0,578200.0
종로구,일성아파트 [01158],01158,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2244,2026-05-31,2.0,205800.0
종로구,롯데아파트 [01159],01159,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1171,2026-05-31,2.0,578200.0
종로구,벽산평창힐스아파트 [01161],01161,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/2239,2026-05-31,2.0,205800.0
종로구,예능교회 [01162],01162,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1172,2026-05-31,2.0,578200.0
종로구,독립문역.서대문형무소역사관 [01167],01167,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1173,2026-05-31,2.0,578200.0
종로구,창덕궁.서울돈화문국악당 [01172],01172,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/947,2026-05-31,2.0,901600.0
종로구,서린동.SK서린빌딩 [01173],01173,940800,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/948,2026-05-31,2.0,470400.0
종로구,청계1가.광교 [01174],01174,940800,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/949,2026-05-31,2.0,470400.0
중구,청계5가.광장시장 [01177],01177,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/1174,2026-05-31,2.0,578200.0
종로구,창덕궁.우리소리박물관 [01199],01199,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2483,2026-05-31,2.0,1002540.0
종로구,조계사.종로경찰서 [01202],01202,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2484,2026-05-31,2.0,1002540.0
중구,현대그룹빌딩 [01218],01218,617400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/1175,2026-05-31,2.0,308700.0
중구,방송통신대.이화장 [01219],01219,3589740,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2481,2026-05-31,2.0,1794870.0
성북구,혜화역.마로니에공원 [01220],01220,4390400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/549,2026-05-31,2.0,2195200.0
성북구,혜화역.서울대병원입구 [01221],01221,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/685,2026-05-31,2.0,1117200.0
중구,방송통신대.이화장 [01222],01222,3589740,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2581,2026-05-31,2.0,1794870.0
중구,창경궁.서울대학교병원 [01224],01224,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2485,2026-05-31,2.0,1002540.0
성북구,혜화역.서울연극센터 [01228],01228,4390400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/550,2026-05-31,2.0,2195200.0
성북구,혜화역.동성중고 [01229],01229,4390400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/551,2026-05-31,2.0,2195200.0
성북구,종로구민회관.창신동두산아파트 [01231],01231,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2486,2026-05-31,2.0,1002540.0
성북구,동묘역.롯데캐슬천지인 [01240],01240,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/951,2026-05-31,2.0,901600.0
성북구,신설동로터리 [01243],01243,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/952,2026-05-31,2.0,901600.0
종로구,서울역사박물관.김구집무실(경교장) [01250],01250,4390400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/928,2026-05-31,2.0,2195200.0
은평구,상명대입구.석파랑 [01287],01287,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/2240,2026-05-31,2.0,205800.0
종로구,평창동삼성아파트 [01293],01293,759990,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2567,2026-05-31,2.0,379995.0
종로구,✈️ 종로2가 YMCA [01683],01683,1911000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/265,2026-05-31,2.0,955500.0
종로구,✈️ 광화문 [01762],01762,2342200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/266,2026-05-31,2.0,1171100.0
종로구,✈️ 종로1가 [01763],01763,1911000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/267,2026-05-31,2.0,955500.0
중구,✈️ 종로3가 [01767],01767,1911000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/268,2026-05-31,2.0,955500.0
용산구,만리동고개 [02101],02101,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1176,2026-05-31,2.0,578200.0
용산구,손기정체육공원입구 [02102],02102,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2568,2026-05-31,2.0,662970.0
용산구,서울역서부 [02105],02105,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1177,2026-05-31,2.0,578200.0
종로구,중림동교차로 [02106],02106,646800,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2837,2026-05-31,2.0,323400.0
종로구,종근당.충정로역 [02107],02107,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/953,2026-05-31,2.0,901600.0
종로구,한국경제신문사 [02108],02108,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1178,2026-05-31,2.0,578200.0
종로구,경찰청.동북아역사재단 [02110],02110,4390400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/552,2026-05-31,2.0,2195200.0
종로구,염천교 [02116],02116,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/592,2026-05-31,2.0,1117200.0
종로구,숭례문 [02117],02117,2156000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/593,2026-05-31,2.0,1078000.0
종로구,숭례문.한국일보 [02118],02118,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/594,2026-05-31,2.0,1117200.0
종로구,숭례문 [02122],02122,2156000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/595,2026-05-31,2.0,1078000.0
종로구,숭례문 [02123],02123,2156000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/596,2026-05-31,2.0,1078000.0
종로구,숭례문남산방향 [02125],02125,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/597,2026-05-31,2.0,1117200.0
종로구,남대문시장 [02126],02126,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/954,2026-05-31,2.0,901600.0
종로구,시청앞 [02128],02128,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/598,2026-05-31,2.0,1117200.0
종로구,시청앞 [02132],02132,4390400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/553,2026-05-31,2.0,2195200.0
종로구,남대문시장.회현역 [02146],02146,4390400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/554,2026-05-31,2.0,2195200.0
종로구,남산3호터널 [02147],02147,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/955,2026-05-31,2.0,901600.0
종로구,남산3호터널.서울애니메이션센터 [02148],02148,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2487,2026-05-31,2.0,1002540.0
종로구,퇴계로2가.명동역 [02150],02150,4390400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/555,2026-05-31,2.0,2195200.0
중구,퇴계로3가.한옥마을.한국의집 [02151],02151,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/956,2026-05-31,2.0,901600.0
중구,퇴계로3가.한옥마을.한국의집 [02152],02152,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/957,2026-05-31,2.0,901600.0
중구,충무로역2번출구.대한극장앞 [02153],02153,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/599,2026-05-31,2.0,1117200.0
종로구,✈️ 서울로얄호텔 [02156],02156,2342200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/270,2026-05-31,2.0,1171100.0
종로구,을지로입구.시청입구 [02157],02157,4390400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/556,2026-05-31,2.0,2195200.0
중구,✈️ 을지로2가 [02159],02159,1911000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/269,2026-05-31,2.0,955500.0
중구,을지로3가 [02160],02160,4390400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/557,2026-05-31,2.0,2195200.0
중구,방산시장.을지로4가역6번출구 [02165],02165,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2488,2026-05-31,2.0,1002540.0
중구,광희동 [02171],02171,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/958,2026-05-31,2.0,901600.0
중구,을지로6가.국립중앙의료원 [02172],02172,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/959,2026-05-31,2.0,901600.0
중구,성동공업고등학교(무궁화회관) [02179],02179,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/960,2026-05-31,2.0,901600.0
중구,신당동.청구역 [02189],02189,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/961,2026-05-31,2.0,901600.0
중구,신당동.청구역 [02190],02190,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/962,2026-05-31,2.0,901600.0
중구,약수역8번출구.신당사회복지관 [02195],02195,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/963,2026-05-31,2.0,901600.0
중구,약수역7번출구.약수동주민센터 [02196],02196,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/964,2026-05-31,2.0,901600.0
중구,송도병원앞 [02198],02198,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1179,2026-05-31,2.0,578200.0
중구,약수역1번출구 [02199],02199,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2489,2026-05-31,2.0,1002540.0
중구,장충체육관앞 [02201],02201,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/965,2026-05-31,2.0,901600.0
중구,장충체육관앞 [02202],02202,940800,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/966,2026-05-31,2.0,470400.0
중구,퇴계로6가 [02205],02205,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/967,2026-05-31,2.0,901600.0
중구,퇴계로6가 [02206],02206,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/968,2026-05-31,2.0,901600.0
중구,청구역 [02212],02212,940800,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/969,2026-05-31,1.0,940800.0
종로구,백범광장 [02215],02215,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1180,2026-05-31,2.0,578200.0
종로구,청계1가.광교 [02224],02224,940800,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/970,2026-05-31,2.0,470400.0
중구,청계3가.관수교 [02240],02240,2156000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/600,2026-05-31,2.0,1078000.0
성동구,신당파인힐하나유보라 [02252],02252,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2569,2026-05-31,2.0,662970.0
성동구,황학동주민센터 [02257],02257,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1181,2026-05-31,2.0,578200.0
성동구,신당초등학교앞 [02258],02258,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2246,2026-05-31,2.0,205800.0
성동구,금호베스트빌.삼성래미안아파트 [02259],02259,617400,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1182,2026-05-31,1.0,617400.0
성동구,황학동롯데캐슬 [02273],02273,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/2247,2026-05-31,2.0,205800.0
중구,광희문.광희동사거리 [02275],02275,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/1183,2026-05-31,2.0,578200.0
성동구,황학동롯데캐슬 [02277],02277,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1184,2026-05-31,2.0,578200.0
종로구,서대문역사거리.농협중앙회 [02281],02281,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/971,2026-05-31,2.0,901600.0
종로구,북창동.남대문시장 [02283],02283,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/972,2026-05-31,2.0,901600.0
종로구,시청앞.덕수궁 [02286],02286,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/973,2026-05-31,2.0,901600.0
종로구,✈️ 시청(덕수궁) [02662],02662,2342200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/272,2026-05-31,2.0,1171100.0
종로구,✈️ 서울역 [02665],02665,1911000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/271,2026-05-31,2.0,955500.0
중구,✈️ 호텔피제이(충무로역) [02679],02679,1911000,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/273,2026-05-31,2.0,955500.0
종로구,✈️ 시청.서울신문사 [02706],02706,2342200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/274,2026-05-31,2.0,1171100.0
용산구,한강대교북단.LG유플러스 [03001],03001,3665200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/476,2026-05-31,2.0,1832600.0
용산구,한강대교북단.LG유플러스 [03002],03002,3665200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/475,2026-05-31,2.0,1832600.0
용산구,신용산역3번출구 [03119],03119,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2499,2026-05-31,2.0,1002540.0
용산구,한강대교북단 [03122],03122,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/212,2026-05-31,2.0,901600.0
용산구,숙대입구역.청파동주민센터 [03129],03129,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/830,2026-05-31,2.0,901600.0
용산구,남영역 [03130],03130,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/1185,2026-05-31,2.0,578200.0
용산구,용산전자상가.전자랜드 [03136],03136,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1186,2026-05-31,2.0,578200.0
용산구,원효대교북단 [03138],03138,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2595,2026-05-31,2.0,662970.0
용산구,용산경찰서 [03140],03140,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1187,2026-05-31,2.0,578200.0
용산구,원효로3가 [03146],03146,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1188,2026-05-31,2.0,578200.0
중구,용암초등학교입구.이태원주공아파트 [03148],03148,617400,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/1189,2026-05-31,1.0,617400.0
용산구,용산한신아파트 [03150],03150,759990,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2570,2026-05-31,2.0,379995.0
용산구,해방촌 [03151],03151,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/831,2026-05-31,2.0,901600.0
용산구,용산구청.크라운호텔 [03153],03153,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/832,2026-05-31,2.0,901600.0
용산구,용산구청 [03154],03154,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2582,2026-05-31,2.0,1002540.0
용산구,한강중학교 [03155],03155,617400,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1190,2026-05-31,1.0,617400.0
용산구,한강중학교앞 [03156],03156,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1191,2026-05-31,2.0,578200.0
용산구,서빙고역1번출구 [03157],03157,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/1192,2026-05-31,2.0,578200.0
중구,장충단로입구 [03158],03158,646800,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2838,2026-05-31,2.0,323400.0
중구,남산예술원 [03159],03159,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1193,2026-05-31,2.0,578200.0
중구,서울중부기술교육원.블루스퀘어 [03160],03160,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2500,2026-05-31,2.0,1002540.0
중구,서울시중부기술교육원.블루스퀘어 [03161],03161,4390400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/558,2026-05-31,2.0,2195200.0
중구,순천향대학병원 [03162],03162,1078000,,,,영상,"mp4,mov,wmv",04:00 ~ 03:00,X,원활,https://dukplace.com/ko/product/ad/115,2026-05-31,,
중구,순천향대학병원 [03164],03164,1078000,,,,영상,"mp4,mov,wmv",04:00 ~ 03:00,X,원활,https://dukplace.com/ko/product/ad/116,2026-05-31,,
중구,순천향대학병원.한남오거리 [03165],03165,1078000,,,,영상,"mp4,mov,wmv",04:00 ~ 03:00,X,원활,https://dukplace.com/ko/product/ad/117,2026-05-31,,
중구,한남5거리 [03166],03166,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/601,2026-05-31,2.0,1117200.0
중구,보성여중고입구 [03171],03171,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2090,2026-05-31,2.0,205800.0
용산구,보성여중고입구 [03172],03172,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1194,2026-05-31,2.0,578200.0
중구,남산체육관 [03173],03173,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1215,2026-05-31,2.0,578200.0
중구,하얏트호텔 [03175],03175,759990,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2571,2026-05-31,2.0,379995.0
중구,하얏트호텔 [03176],03176,279300,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/2096,2026-05-31,1.0,279300.0
용산구,용마루고개.효창파크푸르지오아파트 [03178],03178,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1216,2026-05-31,2.0,578200.0
용산구,효창공원앞역 [03180],03180,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/833,2026-05-31,2.0,901600.0
용산구,전쟁기념관 [03184],03184,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/1217,2026-05-31,2.0,578200.0
용산구,전쟁기념관 [03185],03185,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1218,2026-05-31,2.0,578200.0
용산구,녹사평역 [03187],03187,646800,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2839,2026-05-31,2.0,323400.0
용산구,서울역 [03198],03198,2234400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/602,2026-05-31,2.0,1117200.0
용산구,용산중고 [03205],03205,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1219,2026-05-31,2.0,578200.0
용산구,남영동주민센터 [03206],03206,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/2078,2026-05-31,2.0,205800.0
