자치구,정류장이름,ARS,가격_원,가격기준,가격_양면,가격_4면,상품유형,지원포맷,운영시간,야간조명,혼잡도,상세URL,수집일시,면수,가격_원per면
동대문구,서울준법지원센터.동성빌라 [06140],06140,420420,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2844,2026-05-31,2.0,210210.0
동대문구,서울준법지원센터.동성빌라 [06141],06141,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/853,2026-05-31,2.0,205800.0
동대문구,휘경여중고휘경주공아파트앞 [06142],06142,617400,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/854,2026-05-31,1.0,617400.0
동대문구,휘경여중고휘경주공아파트 [06143],06143,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/865,2026-05-31,2.0,578200.0
동대문구,장안동현대아파트앞 [06144],06144,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/866,2026-05-31,2.0,578200.0
동대문구,전곡시장앞 [06145],06145,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/867,2026-05-31,2.0,205800.0
동대문구,답십리촬영소.우성그린아파트 [06147],06147,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/868,2026-05-31,2.0,205800.0
동대문구,촬영소사거리 [06148],06148,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/869,2026-05-31,2.0,205800.0
동대문구,풍안시장.동답초교 [06149],06149,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/870,2026-05-31,2.0,578200.0
동대문구,동답한신동아아파트 [06150],06150,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/871,2026-05-31,2.0,578200.0
동대문구,동아.위더스빌아파트 [06152],06152,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/872,2026-05-31,2.0,578200.0
동대문구,동아.위더스빌아파트 [06153],06153,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/873,2026-05-31,2.0,578200.0
동대문구,하나은행장안동지점 [06154],06154,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2618,2026-05-31,2.0,662970.0
동대문구,고미술상가 [06157],06157,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출 비조명 광고물 인도,X,보통,https://dukplace.com/ko/product/ad/2619,2026-05-31,2.0,662970.0
동대문구,답십리역.동부시장 [06158],06158,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출 비조명 광고물 인도,X,보통,https://dukplace.com/ko/product/ad/2511,2026-05-31,2.0,1002540.0
동대문구,신답역앞 [06159],06159,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2939,2026-05-31,2.0,1002540.0
동대문구,동대문구청.용두역4번출구 [06160],06160,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/874,2026-05-31,2.0,578200.0
동대문구,용두역 [06161],06161,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2620,2026-05-31,2.0,662970.0
동대문구,용두동신동아아파트 [06162],06162,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/855,2026-05-31,2.0,578200.0
동대문구,동대문우체국.서울풍물시장 [06163],06163,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/856,2026-05-31,2.0,578200.0
동대문구,동대문구청.용두역3번출구 [06164],06164,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/857,2026-05-31,2.0,578200.0
동대문구,동대문구청.용신동주민센터 [06165],06165,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/858,2026-05-31,2.0,578200.0
동대문구,동대문구청.용신동주민센터 [06166],06166,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/859,2026-05-31,2.0,901600.0
동대문구,경동시장앞 [06167],06167,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/860,2026-05-31,2.0,578200.0
동대문구,홍파초등학교 [06170],06170,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2621,2026-05-31,2.0,662970.0
동대문구,홍파초등학교 [06171],06171,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/861,2026-05-31,2.0,578200.0
동대문구,제기동한신아파트앞 [06172],06172,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/862,2026-05-31,2.0,578200.0
동대문구,고려대역.고대앞삼거리 [06173],06173,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2585,2026-05-31,2.0,1002540.0
동대문구,고려대역.고대앞삼거리 [06174],06174,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/863,2026-05-31,2.0,578200.0
동대문구,안암오거리 [06177],06177,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/864,2026-05-31,2.0,901600.0
동대문구,용두시장앞 [06180],06180,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/875,2026-05-31,2.0,578200.0
동대문구,용두시장앞 [06181],06181,646800,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2845,2026-05-31,2.0,323400.0
동대문구,서울시동부병원 [06182],06182,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출 비조명 광고물 인도,X,보통,https://dukplace.com/ko/product/ad/2622,2026-05-31,2.0,662970.0
동대문구,서울시동부병원 [06183],06183,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/876,2026-05-31,2.0,578200.0
동대문구,동아제약앞 [06184],06184,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/877,2026-05-31,2.0,578200.0
동대문구,동아제약앞 [06185],06185,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/878,2026-05-31,2.0,578200.0
동대문구,떡전교앞 [06186],06186,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/879,2026-05-31,2.0,578200.0
동대문구,떡전교앞 [06187],06187,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/880,2026-05-31,2.0,578200.0
동대문구,미드카운티아파트.청솔우성아파트 [06195],06195,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2623,2026-05-31,2.0,662970.0
동대문구,답십리초등학교.현대시장 [06198],06198,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/881,2026-05-31,2.0,578200.0
동대문구,동대문중학교 [06204],06204,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/882,2026-05-31,2.0,205800.0
동대문구,동대문중학교 [06205],06205,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2624,2026-05-31,2.0,662970.0
동대문구,전농래미안크레시티아파트 [06206],06206,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/883,2026-05-31,2.0,205800.0
동대문구,전농사거리 [06208],06208,759990,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2625,2026-05-31,2.0,379995.0
동대문구,"배봉초등학교,전농우성아파트 [06211]",06211,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/884,2026-05-31,2.0,578200.0
동대문구,장안2동주민센터 [06212],06212,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2512,2026-05-31,2.0,1002540.0
중랑구,장안교앞 [06214],06214,279300,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/885,2026-05-31,1.0,279300.0
중랑구,장안교은석초등학교 [06215],06215,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2626,2026-05-31,2.0,662970.0
동대문구,청량리역6번출구 [06216],06216,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/886,2026-05-31,2.0,578200.0
동대문구,청량리역6번출구 [06217],06217,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2627,2026-05-31,2.0,662970.0
동대문구,롯데캐슬노블레스 [06218],06218,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2628,2026-05-31,2.0,662970.0
동대문구,래미안크레시티.답십리도서관 [06220],06220,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/887,2026-05-31,2.0,901600.0
동대문구,답십리래미안위브아파트 [06222],06222,759990,양면(2면),,,인쇄,"ai,psd",24시간 노출 비조명 광고물 인도,X,보통,https://dukplace.com/ko/product/ad/2629,2026-05-31,2.0,379995.0
동대문구,답십리래미안미드카운티 [06223],06223,759990,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2630,2026-05-31,2.0,379995.0
동대문구,답십리종합상가 [06224],06224,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/888,2026-05-31,2.0,578200.0
동대문구,답십리2동한양아파트앞 [06227],06227,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/889,2026-05-31,2.0,205800.0
동대문구,답십리2동한양아파트앞 [06228],06228,617400,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/890,2026-05-31,1.0,617400.0
동대문구,동답한신.대림아파트동대문체육관 [06229],06229,279300,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/891,2026-05-31,1.0,279300.0
동대문구,촬영소사거리.세양청마루아파트앞 [06231],06231,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/892,2026-05-31,2.0,205800.0
동대문구,동대문구.성동구선거관린위원회 [06232],06232,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/893,2026-05-31,2.0,578200.0
동대문구,동대문구.성동구선거관린위원회 [06233],06233,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/894,2026-05-31,2.0,578200.0
동대문구,장안사거리 [06234],06234,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/895,2026-05-31,2.0,578200.0
동대문구,국민은행장안동지점 [06235],06235,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/896,2026-05-31,2.0,578200.0
동대문구,장안동근린공원 [06237],06237,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/897,2026-05-31,2.0,578200.0
동대문구,장안동근린공원 [06238],06238,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2631,2026-05-31,2.0,662970.0
동대문구,새서울병원 [06242],06242,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/898,2026-05-31,2.0,578200.0
동대문구,장안동삼성쉐르빌아파트 [06244],06244,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/899,2026-05-31,2.0,901600.0
동대문구,힐스테이트장안센트럴 [06245],06245,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2632,2026-05-31,2.0,662970.0
동대문구,현대벤처빌 [06246],06246,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/210,2026-05-31,2.0,578200.0
동대문구,현대벤처빌 [06247],06247,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/900,2026-05-31,2.0,578200.0
동대문구,우리은행장안지점앞 [06248],06248,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/901,2026-05-31,2.0,578200.0
동대문구,우리은행장안지점앞 [06249],06249,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/902,2026-05-31,2.0,578200.0
동대문구,북한연구소앞 [06250],06250,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/903,2026-05-31,2.0,578200.0
동대문구,장한평역 [06251],06251,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/904,2026-05-31,2.0,901600.0
동대문구,장한평역 [06252],06252,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/905,2026-05-31,2.0,901600.0
중랑구,신이문역 [06253],06253,617400,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/906,2026-05-31,1.0,617400.0
중랑구,이문동현대아파트앞 [06254],06254,759990,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2633,2026-05-31,2.0,379995.0
중랑구,이문동현대아파트 [06255],06255,759990,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2634,2026-05-31,2.0,379995.0
중랑구,휘경2동주민센터 [06256],06256,279300,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/907,2026-05-31,1.0,279300.0
중랑구,휘경2동주민센터 [06257],06257,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/908,2026-05-31,2.0,205800.0
중랑구,동부아동보호전문기관.동대부중고 [06258],06258,759990,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2635,2026-05-31,2.0,379995.0
중랑구,장안삼성래미안2차아파트 [06259],06259,279300,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/909,2026-05-31,1.0,279300.0
광진구,장안삼성래미안2차아파트.성복교회 [06260],06260,279300,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/910,2026-05-31,1.0,279300.0
광진구,구민회관앞 [06262],06262,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/911,2026-05-31,2.0,205800.0
동대문구,국방연구원 [06276],06276,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/912,2026-05-31,2.0,205800.0
동대문구,세종대왕기념관 [06278],06278,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/913,2026-05-31,2.0,205800.0
동대문구,세종대왕기념관 [06279],06279,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/914,2026-05-31,2.0,205800.0
동대문구,영휘원사거리.(구)홍릉사거리 [06280],06280,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/915,2026-05-31,2.0,578200.0
동대문구,현대코아 [06285],06285,759990,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2636,2026-05-31,2.0,379995.0
동대문구,제기시장 [06290],06290,759990,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2637,2026-05-31,2.0,379995.0
동대문구,청량리한신아파트.청량사입구 [06297],06297,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/916,2026-05-31,2.0,578200.0
동대문구,제기동천주교회 [06300],06300,420420,양면(2면),,,인쇄,"ai,psd",24시간 노출 비조명 광고물 인도,X,보통,https://dukplace.com/ko/product/ad/2846,2026-05-31,2.0,210210.0
중랑구,이문동쌍용아파트 [06301],06301,279300,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/917,2026-05-31,1.0,279300.0
동대문구,전농동SK아파트 [06304],06304,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/918,2026-05-31,2.0,578200.0
동대문구,휘경공고휘경주공아파트 [06309],06309,279300,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/919,2026-05-31,1.0,279300.0
성동구,e편한세상청계센트럴포레아파트 [06310],06310,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/920,2026-05-31,2.0,578200.0
동대문구,청량리미주상가앞 [06315],06315,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2940,2026-05-31,2.0,1002540.0
동대문구,동대문구청.용두역 [06316],06316,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출 비조명 광고물 인도,X,보통,https://dukplace.com/ko/product/ad/2638,2026-05-31,2.0,662970.0
동대문구,회기동현대아파트 [06320],06320,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2639,2026-05-31,2.0,662970.0
동대문구,우산빌딩앞 [06321],06321,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/921,2026-05-31,2.0,205800.0
동대문구,청량리한신아파트 [06349],06349,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/922,2026-05-31,2.0,205800.0
동대문구,동대문노인종합복지관 [06357],06357,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2941,2026-05-31,2.0,1002540.0
동대문구,동일스위트리버앞.휘봉고교 [06417],06417,279300,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/923,2026-05-31,1.0,279300.0
동대문구,청량리수산시장 [06418],06418,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출 비조명 광고물 인도,X,보통,https://dukplace.com/ko/product/ad/2586,2026-05-31,2.0,1002540.0
중랑구,휘봉초등학교 [06419],06419,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/924,2026-05-31,2.0,205800.0
동대문구,휘경미소지움아파트 [06422],06422,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/925,2026-05-31,2.0,205800.0
중랑구,서울반도체고교.휘경주공아파트 [06423],06423,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2640,2026-05-31,2.0,662970.0
동대문구,청량리수산시장 [06426],06426,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,매우혼잡,https://dukplace.com/ko/product/ad/926,2026-05-31,2.0,901600.0
동대문구,답십리역 [06500],06500,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2942,2026-05-31,2.0,1002540.0
중랑구,"서울가든아파트,한국산업인력공단 [06501]",06501,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2943,2026-05-31,2.0,1002540.0
동대문구,농협답십리지점 [06503],06503,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2944,2026-05-31,2.0,1002540.0
중랑구,"동일하이빌,현대베스트빌아파트 [06504]",06504,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2945,2026-05-31,2.0,1002540.0
동대문구,청계한신휴플러스 [06507],06507,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2641,2026-05-31,2.0,662970.0
동대문구,한신휴플러스정문 [06511],06511,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2946,2026-05-31,2.0,1002540.0
동대문구,휘경여중고.휘경주공아파트 [06524],06524,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2947,2026-05-31,2.0,1002540.0
동대문구,시립대입구 [06537],06537,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2948,2026-05-31,2.0,1002540.0
동대문구,외대앞 역 [06539],06539,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2949,2026-05-31,2.0,1002540.0
동대문구,회기역종점 [06546],06546,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2950,2026-05-31,2.0,1002540.0
성북구,신설동역1번출구 [06557],06557,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2951,2026-05-31,2.0,1002540.0
동대문구,서울시립대 [06575],06575,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2952,2026-05-31,2.0,1002540.0
동대문구,영광빌딩 [06576],06576,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2953,2026-05-31,2.0,1002540.0
동대문구,신성미소지움아파트 [06578],06578,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2954,2026-05-31,2.0,1002540.0
동대문구,동대문해병전우회 [06580],06580,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2955,2026-05-31,2.0,1002540.0
동대문구,신설동로터리.서울풍물시장 [06774],06774,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2513,2026-05-31,2.0,1002540.0
동대문구,경동시장사거리 [06776],06776,2005080,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2514,2026-05-31,2.0,1002540.0
동대문구,동답초교.대림아파트 [06779],06779,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/927,2026-05-31,2.0,578200.0
동대문구,정화여중.정화고등학교 [06781],06781,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2642,2026-05-31,2.0,662970.0
중랑구,극동늘푸른아파트 [07101],07101,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2250,2026-05-31,2.0,205800.0
중랑구,묵동자이.신도브래뉴아파트 [07102],07102,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1366,2026-05-31,2.0,578200.0
중랑구,묵동삼거리.먹골역 [07103],07103,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출 비조명 광고물 인도,X,보통,https://dukplace.com/ko/product/ad/2643,2026-05-31,2.0,662970.0
중랑구,먹골역. 묵동자이아파트 [07104],07104,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1368,2026-05-31,2.0,578200.0
중랑구,한국전력동부지사 [07105],07105,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2284,2026-05-31,2.0,205800.0
중랑구,지하철7호선중화역 [07107],07107,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1371,2026-05-31,2.0,578200.0
중랑구,지하철7호선중화역 [07108],07108,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2644,2026-05-31,2.0,662970.0
중랑구,국민은행중화동지점 [07109],07109,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,혼잡,https://dukplace.com/ko/product/ad/2249,2026-05-31,2.0,205800.0
중랑구,면목2동주민센터 [07113],07113,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출 비조명 광고물 인도,X,보통,https://dukplace.com/ko/product/ad/2645,2026-05-31,2.0,662970.0
중랑구,면목신우아파트 [07119],07119,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/39,2026-05-31,2.0,205800.0
중랑구,면목신우아파트 [07120],07120,759990,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2646,2026-05-31,2.0,379995.0
중랑구,경남아너스빌아파트앞 [07122],07122,411600,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2248,2026-05-31,2.0,205800.0
중랑구,지하철7호선상봉역 [07130],07130,617400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1373,2026-05-31,2.0,308700.0
중랑구,지하철7호선상봉역 [07132],07132,1156400,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/1374,2026-05-31,2.0,578200.0
중랑구,서울우유앞 [07144],07144,759990,양면(2면),,,인쇄,"ai,psd",24시간 노출 비조명 광고물 인도,X,보통,https://dukplace.com/ko/product/ad/2647,2026-05-31,2.0,379995.0
중랑구,동부시장남문입구 [07149],07149,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출 비조명 광고물 인도,X,보통,https://dukplace.com/ko/product/ad/2648,2026-05-31,2.0,662970.0
중랑구,지하철7호선사가정역 [07179],07179,1803200,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/989,2026-05-31,2.0,901600.0
중랑구,용마문화복지센터.서일대후문 [07196],07196,1325940,양면(2면),,,인쇄,"ai,psd",24시간 노출,O,보통,https://dukplace.com/ko/product/ad/2649,2026-05-31,2.0,662970.0
중랑구,중화중학교 [07197],07197,279300,단면(1면),,,인쇄,"ai,psd",24시간 노출,O,원활,https://dukplace.com/ko/product/ad/2283,2026-05-31,1.0,279300.0
