ARS,자치구,정류장이름,공시지가_원per㎡,PNU,지번,공시지가_주소,공시연도
01111,종로구,통인시장종로구보건소 [01111],11130000.0,1111010500100980006,98-6대,서울특별시 종로구 창성동 98-6,2025
01112,종로구,효자동 [01112],7007000.0,1111010400100680001,68-1 차,서울특별시 종로구 효자동 68-1,2025
01113,종로구,사직단.어린이도서관 [01113],2379000.0,1111011500100010038,1-38 사,서울특별시 종로구 사직동 1-38,2025
01114,종로구,경복궁역1번출구 [01114],5374000.0,1111011400100010001,1-1 도,서울특별시 종로구 내자동 1-1,2025
01123,종로구,서울역사박물관.경교장.강북삼성병원 [01123],11930000.0,1111012100100010015,1-15도,서울특별시 종로구 신문로2가 1-15,2025
01125,종로구,광화문 [01125],14210000.0,1111012000100050004,5-4도,서울특별시 종로구 신문로1가 5-4,2025
01127,종로구,서울경찰청.경복궁역 [01127],29290000.0,1111011400101130002,113-2 대,서울특별시 종로구 내자동 113-2,2025
01128,종로구,사직단 [01128],3920000.0,1111011500100090003,9-3 공,서울특별시 종로구 사직동 9-3,2025
01129,종로구,광화문광화문빌딩 [01129],21360000.0,1111011900100010080,1-80 도,서울특별시 종로구 세종로 1-80,2025
01131,종로구,안국역.종로경찰서.인사동 [01131],23120000.0,1111014100101750003,175-3대,서울특별시 종로구 안국동 175-3,2025
01132,은평구,국민은행세검정지점 [01132],5712000.0,1111018600102410007,241-7대,서울특별시 종로구 신영동 241-7,2025
01133,은평구,세검정초등학교 [01133],1149000.0,1111018600101240001,124-1도,서울특별시 종로구 신영동 124-1,2025
01134,은평구,세검정.상명대 [01134],1395000.0,1111018500100990007,99-7 도,서울특별시 종로구 홍지동 99-7,2025
01135,은평구,상명대입구.석파랑 [01135],4098000.0,1111018500101250000,125대,서울특별시 종로구 홍지동 125,2025
01136,종로구,하림각 [01136],5604000.0,1111018400101850001,185-1대,서울특별시 종로구 부암동 185-1,2025
01137,종로구,자하문터널입구.석파정 [01137],1651000.0,1111018400101620004,162-4 도,서울특별시 종로구 부암동 162-4,2025
01144,은평구,세검정초등학교 [01144],843400.0,1111018600101420001,142-1천,서울특별시 종로구 신영동 142-1,2025
01150,은평구,구기터널.삼성출판박물관 [01150],1578000.0,1111018200101200001,120-1천,서울특별시 종로구 구기동 120-1,2025
01152,은평구,구기동 [01152],5669000.0,1111018200100950027,95-27대,서울특별시 종로구 구기동 95-27,2025
01157,종로구,평창동주민센터 [01157],1882000.0,1111018300101570004,157-4도,서울특별시 종로구 평창동 157-4,2025
01158,종로구,일성아파트 [01158],1682000.0,1111018300101450015,145-15 도,서울특별시 종로구 평창동 145-15,2025
01159,종로구,롯데아파트 [01159],5137000.0,1111018300105770007,577-7 대,서울특별시 종로구 평창동 577-7,2025
01161,종로구,벽산평창힐스아파트 [01161],1716000.0,1111018300100850002,85-2도,서울특별시 종로구 평창동 85-2,2025
01162,종로구,예능교회 [01162],1882000.0,1111018300101570004,157-4도,서울특별시 종로구 평창동 157-4,2025
01167,종로구,독립문역.서대문형무소역사관 [01167],9123000.0,1111018700100890000,89 대,서울특별시 종로구 무악동 89,2025
01172,종로구,창덕궁.서울돈화문국악당 [01172],4544000.0,1111013200100980009,98-9대,서울특별시 종로구 운니동 98-9,2025
01173,종로구,서린동.SK서린빌딩 [01173],15880000.0,1111012300101180003,118-3 도,서울특별시 종로구 서린동 118-3,2025
01174,종로구,청계1가.광교 [01174],10410000.0,1111013500102680000,268 도,서울특별시 종로구 관철동 268,2025
01177,중구,청계5가.광장시장 [01177],6088000.0,1111015800102930001,293-1도,서울특별시 종로구 예지동 293-1,2025
01199,종로구,창덕궁.우리소리박물관 [01199],5429000.0,1111013200100990000,99 도,서울특별시 종로구 운니동 99,2025
01202,종로구,조계사.종로경찰서 [01202],30690000.0,1111012900101100000,110 대,서울특별시 종로구 견지동 110,2025
01218,중구,현대그룹빌딩 [01218],3438000.0,1111016000100010014,1-14도,서울특별시 종로구 연지동 1-14,2025
01219,중구,방송통신대.이화장 [01219],4078000.0,1111016800101990041,199-41도,서울특별시 종로구 동숭동 199-41,2025
01220,성북구,혜화역.마로니에공원 [01220],9550000.0,1111016800100010177,1-177 도,서울특별시 종로구 동숭동 1-177,2025
01221,성북구,혜화역.서울대병원입구 [01221],4078000.0,1111016600100010003,1-3도,서울특별시 종로구 연건동 1-3,2025
01222,중구,방송통신대.이화장 [01222],11980000.0,1111016600101280000,128대,서울특별시 종로구 연건동 128,2025
01224,중구,창경궁.서울대학교병원 [01224],2648000.0,1111016600100280037,28-37 대,서울특별시 종로구 연건동 28-37,2025
01228,성북구,혜화역.서울연극센터 [01228],7696000.0,1111016900101420001,142-1도,서울특별시 종로구 혜화동 142-1,2025
01229,성북구,혜화역.동성중고 [01229],4011000.0,1111016900100900014,90-14도,서울특별시 종로구 혜화동 90-14,2025
01231,성북구,종로구민회관.창신동두산아파트 [01231],4592000.0,1111017400100740007,74-7 도,서울특별시 종로구 창신동 74-7,2025
01240,성북구,동묘역.롯데캐슬천지인 [01240],5462000.0,1111017500100810039,81-39 도,서울특별시 종로구 숭인동 81-39,2025
01243,성북구,신설동로터리 [01243],5388000.0,1111017500113110000,1311도,서울특별시 종로구 숭인동 1311,2025
01250,종로구,서울역사박물관.김구집무실(경교장) [01250],40440000.0,1111012000102260000,226대,서울특별시 종로구 신문로1가 226,2025
01287,은평구,상명대입구.석파랑 [01287],1395000.0,1111018500100990007,99-7 도,서울특별시 종로구 홍지동 99-7,2025
01293,종로구,평창동삼성아파트 [01293],5753000.0,1111018300105960000,596대,서울특별시 종로구 평창동 596,2025
01683,종로구,✈️ 종로2가 YMCA [01683],55580000.0,1111013800100090000,9대,서울특별시 종로구 종로2가 9,2025
01762,종로구,✈️ 광화문 [01762],14210000.0,1111012000100050004,5-4도,서울특별시 종로구 신문로1가 5-4,2025
01763,종로구,✈️ 종로1가 [01763],22180000.0,1111012600100540000,54 도,서울특별시 종로구 종로1가 54,2025
01767,중구,✈️ 종로3가 [01767],12120000.0,1111015600100450004,45-4 도,서울특별시 종로구 종로3가 45-4,2025
02101,용산구,만리동고개 [02101],3758000.0,1114017400102260002,226-2도,서울특별시 중구 만리동2가 226-2,2025
02102,용산구,손기정체육공원입구 [02102],4392000.0,1114017400100330001,33-1도,서울특별시 중구 만리동2가 33-1,2025
02105,용산구,서울역서부 [02105],14570000.0,1114012000101220011,122-11철,서울특별시 중구 봉래동2가 122-11,2025
02106,종로구,중림동교차로 [02106],12070000.0,1114017100101280031,128-31대,서울특별시 중구 중림동 128-31,2025
02107,종로구,종근당.충정로역 [02107],3955000.0,1114017100101560151,156-151도,서울특별시 중구 중림동 156-151,2025
02108,종로구,한국경제신문사 [02108],10380000.0,1114017100104710000,471 대,서울특별시 중구 중림동 471,2025
02110,종로구,경찰청.동북아역사재단 [02110],6560000.0,1114016900101800001,180-1도,서울특별시 중구 의주로1가 180-1,2025
02116,종로구,염천교 [02116],30870000.0,1114011900100250000,25대,서울특별시 중구 봉래동1가 25,2025
02117,종로구,숭례문 [02117],24670000.0,1114011800100060003,6-3대,서울특별시 중구 남대문로5가 6-3,2025
02118,종로구,숭례문.한국일보 [02118],8111000.0,1114011800100030008,3-8도,서울특별시 중구 남대문로5가 3-8,2025
02122,종로구,숭례문 [02122],17480000.0,1114011800100840015,84-15도,서울특별시 중구 남대문로5가 84-15,2025
02123,종로구,숭례문 [02123],17480000.0,1114011800100840015,84-15도,서울특별시 중구 남대문로5가 84-15,2025
02125,종로구,숭례문남산방향 [02125],16680000.0,1114011800101200000,120대,서울특별시 중구 남대문로5가 120,2025
02126,종로구,남대문시장 [02126],26160000.0,1114012100102020024,202-24대,서울특별시 중구 회현동1가 202-24,2025
02128,종로구,시청앞 [02128],15950000.0,1114011400101130001,113-1도,서울특별시 중구 태평로2가 113-1,2025
02132,종로구,시청앞 [02132],50310000.0,1114011400103100000,310 대,서울특별시 중구 태평로2가 310,2025
02146,종로구,남대문시장.회현역 [02146],19660000.0,1114011200101230003,123-3대,서울특별시 중구 남창동 123-3,2025
02147,종로구,남산3호터널 [02147],23470000.0,1114012200100890000,89 대,서울특별시 중구 회현동2가 89,2025
02148,종로구,남산3호터널.서울애니메이션센터 [02148],14480000.0,1114012200100730000,73도,서울특별시 중구 회현동2가 73,2025
02150,종로구,퇴계로2가.명동역 [02150],141600000.0,1114012400100240001,24-1대,서울특별시 중구 충무로1가 24-1,2025
02151,중구,퇴계로3가.한옥마을.한국의집 [02151],5794000.0,1114013700100130002,13-2도,서울특별시 중구 필동1가 13-2,2025
02152,중구,퇴계로3가.한옥마을.한국의집 [02152],16730000.0,1114013700100370003,37-3대,서울특별시 중구 필동1가 37-3,2025
02153,중구,충무로역2번출구.대한극장앞 [02153],6355000.0,1114013800100160002,16-2도,서울특별시 중구 필동2가 16-2,2025
02156,종로구,✈️ 서울로얄호텔 [02156],64990000.0,1114010500101810000,181대,서울특별시 중구 을지로2가 181,2025
02157,종로구,을지로입구.시청입구 [02157],20800000.0,1114010400101000001,100-1도,서울특별시 중구 을지로1가 100-1,2025
02159,중구,✈️ 을지로2가 [02159],20140000.0,1114010500101490010,149-10도,서울특별시 중구 을지로2가 149-10,2025
02160,중구,을지로3가 [02160],11510000.0,1114015500103350001,335-1도,서울특별시 중구 을지로3가 335-1,2025
02165,중구,방산시장.을지로4가역6번출구 [02165],6751000.0,1114015000101250002,125-2도,서울특별시 중구 을지로4가 125-2,2025
02171,중구,광희동 [02171],7091000.0,1114014900101340002,134-2도,서울특별시 중구 을지로7가 134-2,2025
02172,중구,을지로6가.국립중앙의료원 [02172],9946000.0,1114014800100180020,18-20도,서울특별시 중구 을지로6가 18-20,2025
02179,중구,성동공업고등학교(무궁화회관) [02179],4217000.0,1114016300101610000,161도,서울특별시 중구 흥인동 161,2025
02189,중구,신당동.청구역 [02189],8104000.0,1114016200103300017,330-17차,서울특별시 중구 신당동 330-17,2025
02190,중구,신당동.청구역 [02190],3639000.0,1114016200103090013,309-13도,서울특별시 중구 신당동 309-13,2025
02195,중구,약수역8번출구.신당사회복지관 [02195],5249000.0,1114016200103690002,369-2도,서울특별시 중구 신당동 369-2,2025
02196,중구,약수역7번출구.약수동주민센터 [02196],9582000.0,1114016200103660045,366-45대,서울특별시 중구 신당동 366-45,2025
02198,중구,송도병원앞 [02198],2252000.0,1114016200104320706,432-706도,서울특별시 중구 신당동 432-706,2025
02199,중구,약수역1번출구 [02199],3824000.0,1114016200104220007,422-7도,서울특별시 중구 신당동 422-7,2025
02201,중구,장충체육관앞 [02201],4524000.0,1114014300101170001,117-1도,서울특별시 중구 장충동1가 117-1,2025
02202,중구,장충체육관앞 [02202],9504000.0,1114014400102000001,200-1 차,서울특별시 중구 장충동2가 200-1,2025
02205,중구,퇴계로6가 [02205],7662000.0,1114014700101460043,146-43도,서울특별시 중구 쌍림동 146-43,2025
02206,중구,퇴계로6가 [02206],7662000.0,1114014700101460043,146-43도,서울특별시 중구 쌍림동 146-43,2025
02212,중구,청구역 [02212],11180000.0,1114016200102940019,294-19대,서울특별시 중구 신당동 294-19,2025
02215,종로구,백범광장 [02215],1403000.0,1114012100101000176,100-176도,서울특별시 중구 회현동1가 100-176,2025
02224,종로구,청계1가.광교 [02224],13820000.0,1114010700100660003,66-3도,서울특별시 중구 삼각동 66-3,2025
02240,중구,청계3가.관수교 [02240],9563000.0,1114015600100290027,29-27 도,서울특별시 중구 입정동 29-27,2025
02252,성동구,신당파인힐하나유보라 [02252],5775000.0,1114016200104330000,433도,서울특별시 중구 신당동 433,2025
02257,성동구,황학동주민센터 [02257],13180000.0,1114016500109410000,941대,서울특별시 중구 황학동 941,2025
02258,성동구,신당초등학교앞 [02258],2019000.0,1114016200101700034,170-34도,서울특별시 중구 신당동 170-34,2025
02259,성동구,금호베스트빌.삼성래미안아파트 [02259],2255000.0,1114016200108510004,851-4 도,서울특별시 중구 신당동 851-4,2025
02273,성동구,황학동롯데캐슬 [02273],3531000.0,1114016500122500000,2250천,서울특별시 중구 황학동 2250,2025
02275,중구,광희문.광희동사거리 [02275],11400000.0,1114014600101720000,172대,서울특별시 중구 광희동2가 172,2025
02277,성동구,황학동롯데캐슬 [02277],3531000.0,1114016500107610000,761도,서울특별시 중구 황학동 761,2025
02281,종로구,서대문역사거리.농협중앙회 [02281],8065000.0,1114017000100750004,75-4도,서울특별시 중구 충정로1가 75-4,2025
02283,종로구,북창동.남대문시장 [02283],9490000.0,1114011700100240001,24-1도,서울특별시 중구 남대문로4가 24-1,2025
02286,종로구,시청앞.덕수궁 [02286],6580000.0,1114016700100050005,5-5도,서울특별시 중구 정동 5-5,2025
02662,종로구,✈️ 시청(덕수궁) [02662],6580000.0,1114016700100050005,5-5도,서울특별시 중구 정동 5-5,2025
02665,종로구,✈️ 서울역 [02665],6415000.0,1114011800100090002,9-2도,서울특별시 중구 남대문로5가 9-2,2025
02679,중구,✈️ 호텔피제이(충무로역) [02679],7279000.0,1114013200101250000,125도,서울특별시 중구 충무로4가 125,2025
02706,종로구,✈️ 시청.서울신문사 [02706],20440000.0,1114010300100840001,84-1도,서울특별시 중구 태평로1가 84-1,2025
03001,용산구,한강대교북단.LG유플러스 [03001],10620000.0,1117012800100650522,65-522도,서울특별시 용산구 한강로3가 65-522,2025
03002,용산구,한강대교북단.LG유플러스 [03002],10620000.0,1117012800100650522,65-522도,서울특별시 용산구 한강로3가 65-522,2025
03119,용산구,신용산역3번출구 [03119],13100000.0,1117012500103210005,321-5도,서울특별시 용산구 한강로2가 321-5,2025
03122,용산구,한강대교북단 [03122],33060000.0,1117012800100400149,40-149대,서울특별시 용산구 한강로3가 40-149,2025
03129,용산구,숙대입구역.청파동주민센터 [03129],3340000.0,1117011000101310000,131도,서울특별시 용산구 청파동2가 131,2025
03130,용산구,남영역 [03130],4851000.0,1117010400101000005,100-5철,서울특별시 용산구 갈월동 100-5,2025
03136,용산구,용산전자상가.전자랜드 [03136],5586000.0,1117012800100160008,16-8도,서울특별시 용산구 한강로3가 16-8,2025
03138,용산구,원효대교북단 [03138],16250000.0,1117012800100160049,16-49대,서울특별시 용산구 한강로3가 16-49,2025
03140,용산구,용산경찰서 [03140],18910000.0,1117011200100450001,45-1 대,서울특별시 용산구 원효로1가 45-1,2025
03146,용산구,원효로3가 [03146],4628000.0,1117011700100560001,56-1도,서울특별시 용산구 원효로3가 56-1,2025
03148,중구,용암초등학교입구.이태원주공아파트 [03148],1777000.0,1117010200100051537,5-1537공,서울특별시 용산구 용산동2가 5-1537,2025
03150,용산구,용산한신아파트 [03150],3895000.0,1117010200100480001,48-1도,서울특별시 용산구 용산동2가 48-1,2025
03151,용산구,해방촌 [03151],2035000.0,1117010200100070116,7-116대,서울특별시 용산구 용산동2가 7-116,2025
03153,용산구,용산구청.크라운호텔 [03153],6573000.0,1117013000100340110,34-110도,서울특별시 용산구 이태원동 34-110,2025
03154,용산구,용산구청 [03154],2042000.0,1117010300100190007,19-7대,서울특별시 용산구 용산동4가 19-7,2025
03155,용산구,한강중학교 [03155],3135000.0,1117013200100070029,7-29대,서울특별시 용산구 동빙고동 7-29,2025
03156,용산구,한강중학교앞 [03156],7607000.0,1117013300100040004,4-4잡,서울특별시 용산구 서빙고동 4-4,2025
03157,용산구,서빙고역1번출구 [03157],5628000.0,1117013300102410101,241-101 철,서울특별시 용산구 서빙고동 241-101,2025
03158,중구,장충단로입구 [03158],486800.0,1117013100200100022,산10-22임,서울특별시 용산구 한남동 산 10-22,2025
03159,중구,남산예술원 [03159],2403000.0,1117013100107260374,726-374대,서울특별시 용산구 한남동 726-374,2025
03160,중구,서울중부기술교육원.블루스퀘어 [03160],4131000.0,1117013100107260098,726-98 도,서울특별시 용산구 한남동 726-98,2025
03161,중구,서울시중부기술교육원.블루스퀘어 [03161],4131000.0,1117013100107270035,727-35 도,서울특별시 용산구 한남동 727-35,2025
03166,중구,한남5거리 [03166],2756000.0,1117013100101390000,139 도,서울특별시 용산구 한남동 139,2025
03171,중구,보성여중고입구 [03171],2034000.0,1117010200100011239,1-1239임,서울특별시 용산구 용산동2가 1-1239,2025
03172,용산구,보성여중고입구 [03172],5618000.0,1117010200100110000,11 차,서울특별시 용산구 용산동2가 11,2025
03173,중구,남산체육관 [03173],3066000.0,1117013000102600373,260-373 묘,서울특별시 용산구 이태원동 260-373,2025
03175,중구,하얏트호텔 [03175],1303000.0,1117013000102590015,259-15 임,서울특별시 용산구 이태원동 259-15,2025
03176,중구,하얏트호텔 [03176],3767000.0,1117013000102580466,258-466임,서울특별시 용산구 이태원동 258-466,2025
03178,용산구,용마루고개.효창파크푸르지오아파트 [03178],9919000.0,1117011900102740000,274 대,서울특별시 용산구 효창동 274,2025
03180,용산구,효창공원앞역 [03180],3326000.0,1117011900100120032,12-32 도,서울특별시 용산구 효창동 12-32,2025
03184,용산구,전쟁기념관 [03184],1136000.0,1117010600100080065,8-65도,서울특별시 용산구 용산동1가 8-65,2025
03185,용산구,전쟁기념관 [03185],4128000.0,1117012600100010006,1-6도,서울특별시 용산구 용산동3가 1-6,2025
03187,용산구,녹사평역 [03187],3444000.0,1117010300100040000,4대,서울특별시 용산구 용산동4가 4,2025
03198,용산구,서울역 [03198],10030000.0,1117010700100120001,12-1도,서울특별시 용산구 동자동 12-1,2025
03205,용산구,용산중고 [03205],3293000.0,1117010600100010004,1-4 도,서울특별시 용산구 용산동1가 1-4,2025
03206,용산구,남영동주민센터 [03206],3293000.0,1117010100101740007,174-7구,서울특별시 용산구 후암동 174-7,2025
03207,용산구,남영동주민센터 [03207],3293000.0,1117010600100010004,1-4 도,서울특별시 용산구 용산동1가 1-4,2025
03210,중구,한남시범아파트 [03210],15100000.0,1117013100100040001,4-1대,서울특별시 용산구 한남동 4-1,2025
03212,중구,한남동 [03212],7368000.0,1117013100100730005,73-5도,서울특별시 용산구 한남동 73-5,2025
03213,중구,한남동 [03213],22330000.0,1117013100102580000,258대,서울특별시 용산구 한남동 258,2025
03214,용산구,이촌동동부센트레빌 [03214],6838000.0,1117012900103010005,301-5도,서울특별시 용산구 이촌동 301-5,2025
03215,용산구,이촌동두산위브트레지움.한강대우아파트 [03215],6838000.0,1117012900103010005,301-5도,서울특별시 용산구 이촌동 301-5,2025
03220,용산구,신용산초등학교 [03220],6838000.0,1117012900103010005,301-5도,서울특별시 용산구 이촌동 301-5,2025
03221,용산구,중경고등학교.이촌동강촌아파트 [03221],14140000.0,1117012900104020000,402대,서울특별시 용산구 이촌동 402,2025
03223,용산구,이촌동현대아파트 [03223],13970000.0,1117012900104030000,403대,서울특별시 용산구 이촌동 403,2025
03225,용산구,서빙고신동아아파트 [03225],3930000.0,1117013500100690166,69-166대,서울특별시 용산구 용산동6가 69-166,2025
03228,용산구,손기정체육공원 [03228],12300000.0,1117010800102320036,232-36대,서울특별시 용산구 서계동 232-36,2025
03236,용산구,효창공원후문 [03236],7041000.0,1117011900100030288,3-288대,서울특별시 용산구 효창동 3-288,2025
03239,용산구,효창운동장.효창동주민센터 [03239],3418000.0,1117011900100050025,5-25도,서울특별시 용산구 효창동 5-25,2025
03243,용산구,도래삼성래미안아파트 [03243],2239000.0,1117012000100090298,9-298철,서울특별시 용산구 도원동 9-298,2025
03244,용산구,도원삼성래미안아파트 [03244],9548000.0,1117012000100280000,28대,서울특별시 용산구 도원동 28,2025
03252,용산구,신용산.지하차도 [03252],5184000.0,1117012800100130007,13-7천,서울특별시 용산구 한강로3가 13-7,2025
03253,용산구,신용산역 [03253],12330000.0,1117012500104220001,422-1 도,서울특별시 용산구 한강로2가 422-1,2025
03256,용산구,용산푸르지오써밋 [03256],10120000.0,1117012800100990001,99-1 도,서울특별시 용산구 한강로3가 99-1,2025
03258,용산구,용산역광장앞 [03258],10120000.0,1117012500104230005,423-5 도,서울특별시 용산구 한강로2가 423-5,2025
03259,용산구,용산역사박물관.용산철도고등학교 [03259],19076000.0,1117012800100650154,65-154철,서울특별시 용산구 한강로3가 65-154,2025
03260,용산구,용산역사박물관.용산철도고등학교 [03260],36550000.0,1117012800100640000,64도,서울특별시 용산구 한강로3가 64,2025
03261,용산구,용산세무서 [03261],6167000.0,1117012800100650504,65-504도,서울특별시 용산구 한강로3가 65-504,2025
03264,용산구,이촌역 [03264],2776000.0,1117012700100190551,19-551도,서울특별시 용산구 용산동5가 19-551,2025
03265,용산구,국립중앙박물관용산가족공원 [03265],2776000.0,1117013500100110376,11-376도,서울특별시 용산구 용산동6가 11-376,2025
03266,용산구,국립중앙박물관용산가족공원 [03266],3003000.0,1117013500104120006,412-6 대,서울특별시 용산구 용산동6가 412-6,2025
03267,용산구,서빙고역교차로 [03267],2596000.0,1117013300102350005,235-5도,서울특별시 용산구 서빙고동 235-5,2025
03272,용산구,서빙고동 [03272],3380000.0,1117013300102410014,241-14철,서울특별시 용산구 서빙고동 241-14,2025
03273,용산구,서빙고동주민센터 [03273],3722000.0,1117013300101350004,135-4도,서울특별시 용산구 서빙고동 135-4,2025
03274,용산구,동빙고동 [03274],539800.0,1117013200101700001,170-1철,서울특별시 용산구 동빙고동 170-1,2025
03275,용산구,동빙고동 [03275],10940000.0,1117013200100900018,90-18도,서울특별시 용산구 동빙고동 90-18,2025
03276,용산구,보광신동아아파트삼성리버빌아파트 [03276],4026000.0,1117013600101300006,130-6 도,서울특별시 용산구 보광동 130-6,2025
03277,용산구,보광동신동아아파트 [03277],4026000.0,1117013600100940008,94-8 도,서울특별시 용산구 보광동 94-8,2025
03281,용산구,한국폴리텍1대학 [03281],10731000.0,1117013600102380002,238-2 대,서울특별시 용산구 보광동 238-2,2025
03285,중구,한남역.용산노인종합복지관 [03285],4309000.0,1117013100101070013,107-13 도,서울특별시 용산구 한남동 107-13,2025
03286,중구,한남역.용산노인종합복지관 [03286],9461000.0,1117013100105200001,520-1대,서울특별시 용산구 한남동 520-1,2025
03287,용산구,이촌119안전센터.성촌공원 [03287],962100.0,1117012900101730001,173-1제,서울특별시 용산구 이촌동 173-1,2025
03288,용산구,성촌공원.포르쉐센터용산 [03288],3808000.0,1117012800100320001,32-1도,서울특별시 용산구 한강로3가 32-1,2025
03290,용산구,이촌2동주민센터 [03290],3808000.0,1117012800100360002,36-2도,서울특별시 용산구 한강로3가 36-2,2025
03292,용산구,이촌2동대림아파트.새남터성지 [03292],3808000.0,1117012900100010053,1-53도,서울특별시 용산구 이촌동 1-53,2025
03293,용산구,이촌2동대림아파트.새남터성지 [03293],18580000.0,1117012900102030006,203-6대,서울특별시 용산구 이촌동 203-6,2025
03297,용산구,청암동강변삼성아파트 [03297],3150000.0,1117011600100530003,53-3도,서울특별시 용산구 청암동 53-3,2025
03298,용산구,청암동강변삼성아파트 [03298],3150000.0,1117011800101690000,169 도,서울특별시 용산구 원효로4가 169,2025
03300,용산구,원효2동산호아파트 [03300],2999000.0,1117011800101510003,151-3도,서울특별시 용산구 원효로4가 151-3,2025
03301,용산구,원효로풍전아파트 [03301],3333000.0,1117011800101130033,113-33도,서울특별시 용산구 원효로4가 113-33,2025
03303,용산구,원효풍전아파트 [03303],4365000.0,1117011700102910002,291-2도,서울특별시 용산구 원효로3가 291-2,2025
03309,용산구,신창동세방아파트 [03309],2444000.0,1117011400100560001,56-1도,서울특별시 용산구 신창동 56-1,2025
03319,중구,순천향병원입구 [03319],4659000.0,1117013100100840003,84-3 도,서울특별시 용산구 한남동 84-3,2025
03324,중구,한남동하이페리온 [03324],4111000.0,1117013100105440010,544-10도,서울특별시 용산구 한남동 544-10,2025
03326,용산구,문배동이안아파트앞 [03326],4851000.0,1117012400100010004,1-4철,서울특별시 용산구 한강로1가 1-4,2025
03328,용산구,삼각지역11번출구 [03328],5811000.0,1117012400100420000,42 도,서울특별시 용산구 한강로1가 42,2025
03331,용산구,원효대교북단 [03331],4365000.0,1117011800101130051,113-51천,서울특별시 용산구 원효로4가 113-51,2025
03332,용산구,문배동이안아파트앞 [03332],4851000.0,1117012200100050002,5-2 도,서울특별시 용산구 문배동 5-2,2025
03335,용산구,숙명여대입구 [03335],3887000.0,1117011000100900038,90-38도,서울특별시 용산구 청파동2가 90-38,2025
03340,동작구,노들섬 [03340],1394000.0,1117012900103040016,304-16 도,서울특별시 용산구 이촌동 304-16,2025
03341,동작구,노들섬 [03341],4225000.0,1117012900103020006,302-6 대,서울특별시 용산구 이촌동 302-6,2025
03343,중구,용암초등학교.이태원2동주민센터 [03343],439400.0,1117013000200010010,산1-10 임,서울특별시 용산구 이태원동 산 1-10,2025
03345,용산구,서울역공항철도15번출구.국립극단 [03345],10410000.0,1117010800102250005,225-5대,서울특별시 용산구 서계동 225-5,2025
03347,중구,남산도서관 [03347],3814000.0,1117010100100300084,30-84대,서울특별시 용산구 후암동 30-84,2025
03561,용산구,신용산역 [03561],12330000.0,1117012500104220001,422-1 도,서울특별시 용산구 한강로2가 422-1,2025
04102,성동구,상왕십리역 [04102],4247000.0,1120010200108600001,860-1 도,서울특별시 성동구 하왕십리동 860-1,2025
04104,성동구,왕십리교회 [04104],3630000.0,1120010100102930004,293-4도,서울특별시 성동구 상왕십리동 293-4,2025
04106,성동구,청계벽산아파트.텐즈힐아파트 [04106],6844000.0,1120010200102580000,258대,서울특별시 성동구 하왕십리동 258,2025
04109,성동구,왕십리2동주민센터 [04109],14900000.0,1120010200109660014,966-14대,서울특별시 성동구 하왕십리동 966-14,2025
04116,동대문구,마장동주민센터 [04116],1455000.0,1120010500108040000,804도,서울특별시 성동구 마장동 804,2025
04118,성동구,성동노인복지관 [04118],6855000.0,1120010500107980001,798-1대,서울특별시 성동구 마장동 798-1,2025
04120,동대문구,마장축산물시장 [04120],2107000.0,1120010500104740028,474-28도,서울특별시 성동구 마장동 474-28,2025
04124,성동구,마장동금호아파트 [04124],1738000.0,1120010500103950002,395-2도,서울특별시 성동구 마장동 395-2,2025
04127,성동구,한양대앞.한양시장 [04127],1934000.0,1120010700100220007,22-7도,서울특별시 성동구 행당동 22-7,2025
04128,성동구,한양대앞 [04128],1934000.0,1120010700100190072,19-72 도,서울특별시 성동구 행당동 19-72,2025
04130,성동구,한양대정문앞 [04130],1935000.0,1120010700100330000,33도,서울특별시 성동구 행당동 33,2025
04135,성동구,왕십리역10번출구 [04135],8381000.0,1120010700102840000,284대,서울특별시 성동구 행당동 284,2025
04137,성동구,서울숲삼부아파트 [04137],2731000.0,1120010700101300001,130-1도,서울특별시 성동구 행당동 130-1,2025
04139,성동구,응봉동주민센터 [04139],2243000.0,1120010800101340121,134-121 도,서울특별시 성동구 응봉동 134-121,2025
04140,성동구,응봉사거리 [04140],6798000.0,1120010700103490000,349 대,서울특별시 성동구 행당동 349,2025
04142,성동구,응봉동현대아파트 [04142],6798000.0,1120010800100980000,98대,서울특별시 성동구 응봉동 98,2025
04146,성동구,신금호역 [04146],2042000.0,1120011000102230001,223-1도,서울특별시 성동구 금호동2가 223-1,2025
04150,성동구,래미안하이리버아파트 [04150],2045000.0,1120011000112200001,1220-1 도,서울특별시 성동구 금호동2가 1220-1,2025
04152,성동구,금호사거리 [04152],1467000.0,1120011000111880001,1188-1 도,서울특별시 성동구 금호동2가 1188-1,2025
04155,중구,금호역 [04155],1193000.0,1120011200114180022,1418-22도,서울특별시 성동구 금호동4가 1418-22,2025
04156,중구,금호역 [04156],1523000.0,1120011100115830000,1583도,서울특별시 성동구 금호동3가 1583,2025
04158,성동구,금옥초등학교앞 [04158],2200000.0,1120011200109900003,990-3 도,서울특별시 성동구 금호동4가 990-3,2025
04161,중구,옥수동삼성아파트 [04161],7249000.0,1120011300102850073,285-73대,서울특별시 성동구 옥수동 285-73,2025
04163,성동구,미타사입구 [04163],1781000.0,1120011300103320001,332-1도,서울특별시 성동구 옥수동 332-1,2025
04169,중구,옥정중학교입구 [04169],7216000.0,1120011300104500001,450-1 주,서울특별시 성동구 옥수동 450-1,2025
