ARS,자치구,정류장이름,공시지가_원per㎡,PNU,지번,공시지가_주소,공시연도
16140,강서구,강서구청 [16140],2448000.0,1150010300111060000,1106도,서울특별시 강서구 화곡동 1106,2025
16141,강서구,우장초등학교 [16141],2125000.0,1150010300110000002,1000-2도,서울특별시 강서구 화곡동 1000-2,2025
16142,강서구,우장초등학교 [16142],8400000.0,1150010300109820009,982-9대,서울특별시 강서구 화곡동 982-9,2025
16145,강서구,화곡본동시장 [16145],7589000.0,1150010300110600017,1060-17대,서울특별시 강서구 화곡동 1060-17,2025
16147,강서구,화곡역 [16147],9039000.0,1150010300110740007,1074-7대,서울특별시 강서구 화곡동 1074-7,2025
16148,강서구,화곡역 [16148],8926000.0,1150010300110660001,1066-1대,서울특별시 강서구 화곡동 1066-1,2025
16149,강서구,강서구청소년상담복지센터 [16149],2075000.0,1150010300110890060,1089-60도,서울특별시 강서구 화곡동 1089-60,2025
16150,강서구,화곡푸르지오 [16150],2075000.0,1150010300110890060,1089-60도,서울특별시 강서구 화곡동 1089-60,2025
16151,강서구,외발산신광명마을 [16151],886700.0,1150010700102350000,235 도,서울특별시 강서구 외발산동 235,2025
16152,강서구,외발산신광명마을 [16152],2384000.0,1150010700104280000,428 잡,서울특별시 강서구 외발산동 428,2025
16153,강서구,강서면허시험장.메이필드호텔 [16153],3143000.0,1150010700104250000,425잡,서울특별시 강서구 외발산동 425,2025
16159,강서구,공항동송정중학교 [16159],4426000.0,1150010800107680001,768-1 학,서울특별시 강서구 공항동 768-1,2025
16160,강서구,공항동천주교회 [16160],1184000.0,1150010800106870017,687-17도,서울특별시 강서구 공항동 687-17,2025
16161,강서구,국립항공박물관.공항동천주교회 [16161],695700.0,1150010800103040005,304-5 도,서울특별시 강서구 공항동 304-5,2025
16162,강서구,공항동지하도입구 [16162],1184000.0,1150010800100690003,69-3도,서울특별시 강서구 공항동 69-3,2025
16166,강서구,방화동도시개발11단지 [16166],432300.0,1150010900105220004,522-4도,서울특별시 강서구 방화동 522-4,2025
16168,강서구,개화2치안센터 [16168],185000.0,1150011000105640002,564-2도,서울특별시 강서구 개화동 564-2,2025
16169,강서구,개화검문소 [16169],185000.0,1150011000104490001,449-1도,서울특별시 강서구 개화동 449-1,2025
16171,강서구,상사마을 [16171],185000.0,1150011000104240002,424-2도,서울특별시 강서구 개화동 424-2,2025
16173,강서구,영일고등학교.강서도서관 [16173],2683000.0,1150010200106080002,608-2도,서울특별시 강서구 등촌동 608-2,2025
16175,강서구,등촌2동주민센터.등촌동대림아파트 [16175],5152000.0,1150010200105610003,561-3대,서울특별시 강서구 등촌동 561-3,2025
16176,강서구,대일고교.임광아파트.배광교회 [16176],1955000.0,1150010200105790000,579도,서울특별시 강서구 등촌동 579,2025
16179,양천구,목동사거리 [16179],10610000.0,1150010300107810006,781-6대,서울특별시 강서구 화곡동 781-6,2025
16192,강서구,까치산역4번출구 [16192],8340000.0,1150010300103430002,343-2대,서울특별시 강서구 화곡동 343-2,2025
16199,강서구,가로공원.나누리병원 [16199],1674000.0,1150010300106620019,662-19도,서울특별시 강서구 화곡동 662-19,2025
16205,강서구,화곡역5번출구 [16205],9058000.0,1150010300110750053,1075-53대,서울특별시 강서구 화곡동 1075-53,2025
16207,강서구,화곡역1번출구 [16207],2945000.0,1150010300110890040,1089-40도,서울특별시 강서구 화곡동 1089-40,2025
16208,강서구,화곡역 [16208],12500000.0,1150010300110510001,1051-1 대,서울특별시 강서구 화곡동 1051-1,2025
16209,강서구,대원시장 [16209],2495000.0,1150010300110890029,1089-29도,서울특별시 강서구 화곡동 1089-29,2025
16211,강서구,화곡중고등학교 [16211],2468000.0,1150010300110890006,1089-6도,서울특별시 강서구 화곡동 1089-6,2025
16213,강서구,우장산역 [16213],1880000.0,1150010300111590006,1159-6 도,서울특별시 강서구 화곡동 1159-6,2025
16214,강서구,우장산역 [16214],2189000.0,1150010600107240063,724-63도,서울특별시 강서구 내발산동 724-63,2025
16217,강서구,발산역.우장산힐스테이트 [16217],2356000.0,1150010600106570019,657-19 도,서울특별시 강서구 내발산동 657-19,2025
16219,강서구,발산역2번출구 [16219],3256000.0,1150010500107890011,789-11 도,서울특별시 강서구 마곡동 789-11,2025
16220,강서구,발산역3번출구 [16220],7094000.0,1150010200106780014,678-14 잡,서울특별시 강서구 등촌동 678-14,2025
16221,강서구,서울호서전문학교.등촌주공3단지아파트 [16221],2939000.0,1150010200107090000,709 도,서울특별시 강서구 등촌동 709,2025
16223,강서구,서울강서우체국 [16223],2939000.0,1150010200107090000,709 도,서울특별시 강서구 등촌동 709,2025
16225,강서구,양천향교역.휴먼빌아파트 [16225],3342000.0,1150010400101500034,150-34 도,서울특별시 강서구 가양동 150-34,2025
16226,강서구,양천향교입구 [16226],9613000.0,1150010400101870013,187-13 대,서울특별시 강서구 가양동 187-13,2025
16228,강서구,가양한강타운아파트 [16228],2258000.0,1150010400114580013,1458-13도,서울특별시 강서구 가양동 1458-13,2025
16229,강서구,가양2단지성지아파트.동양고등학교 [16229],2258000.0,1150010400114580014,1458-14도,서울특별시 강서구 가양동 1458-14,2025
16230,강서구,가양2단지성지아파트.동양고등학교 [16230],6294000.0,1150010400114610000,1461대,서울특별시 강서구 가양동 1461,2025
16231,강서구,한보구암마을아파트 [16231],2258000.0,1150010400114580015,1458-15도,서울특별시 강서구 가양동 1458-15,2025
16232,강서구,가양동천주교.영등포공업고등학교 [16232],1552000.0,1150010400200010004,산1-4 도,서울특별시 강서구 가양동 산 1-4,2025
16233,강서구,공진중학교 우체국앞 허준박물관 [16233],1863000.0,1150010400114750001,1475-1도,서울특별시 강서구 가양동 1475-1,2025
16235,강서구,가양도시개발4단지아파트 [16235],6219000.0,1150010400114780000,1478대,서울특별시 강서구 가양동 1478,2025
16236,강서구,대림경동아파트 [16236],2065000.0,1150010400114750002,1475-2도,서울특별시 강서구 가양동 1475-2,2025
16237,강서구,가양도시개발5단지아파트 [16237],2141000.0,1150010400114750003,1475-3도,서울특별시 강서구 가양동 1475-3,2025
16238,강서구,가양2동강변아파트 [16238],2141000.0,1150010400114750003,1475-3도,서울특별시 강서구 가양동 1475-3,2025
16239,강서구,가양6단지아파트 [16239],1927000.0,1150010400114840003,1484-3도,서울특별시 강서구 가양동 1484-3,2025
16240,강서구,가양초등학교 [16240],1431000.0,1150010400114840004,1484-4도,서울특별시 강서구 가양동 1484-4,2025
16241,강서구,강서구청별관 [16241],1284000.0,1150010400114840002,1484-2도,서울특별시 강서구 가양동 1484-2,2025
16242,강서구,가양3동주민센터 [16242],2141000.0,1150010400114840005,1484-5도,서울특별시 강서구 가양동 1484-5,2025
16243,강서구,가양3동도시개발9단지아파트 [16243],2141000.0,1150010400114840005,1484-5도,서울특별시 강서구 가양동 1484-5,2025
16244,강서구,가양도시개발9단지.세현고등학교 [16244],2141000.0,1150010400114840005,1484-5도,서울특별시 강서구 가양동 1484-5,2025
16245,강서구,염창동아3차아파트.나이아가라호텔 [16245],2533000.0,1150010100102840066,284-66도,서울특별시 강서구 염창동 284-66,2025
16247,강서구,염창동새마을금고 [16247],2668000.0,1150010100102840046,284-46도,서울특별시 강서구 염창동 284-46,2025
16249,강서구,염창동한마음.관음삼성아파트 [16249],2726000.0,1150010100102840027,284-27도,서울특별시 강서구 염창동 284-27,2025
16250,강서구,염창동관음삼성아파트 [16250],6577000.0,1150010100102680000,268대,서울특별시 강서구 염창동 268,2025
16251,강서구,태영.삼성한사랑아파트 [16251],7156000.0,1150010200106320010,632-10대,서울특별시 강서구 등촌동 632-10,2025
16252,강서구,금호.한솔아파트 [16252],2485000.0,1150010100102840012,284-12도,서울특별시 강서구 염창동 284-12,2025
16253,강서구,블루나인비지니스센터.이마트 [16253],9164000.0,1150010200106320001,632-1대,서울특별시 강서구 등촌동 632-1,2025
16255,강서구,이마트.강서소방서 [16255],2926000.0,1150010400104490030,449-30도,서울특별시 강서구 가양동 449-30,2025
16256,강서구,강서소방서.이마트.증미역 [16256],10000000.0,1150010200106310001,631-1 대,서울특별시 강서구 등촌동 631-1,2025
16258,강서구,가양역.현대아파트 [16258],2311000.0,1150010400104480035,448-35도,서울특별시 강서구 가양동 448-35,2025
16259,강서구,가양역.우성아파트 [16259],10170000.0,1150010200100750001,75-1 대,서울특별시 강서구 등촌동 75-1,2025
16260,강서구,가양역.우성아파트 [16260],2462000.0,1150010400100140026,14-26도,서울특별시 강서구 가양동 14-26,2025
16261,강서구,SBS공개홀 [16261],2462000.0,1150010400100170008,17-8도,서울특별시 강서구 가양동 17-8,2025
16265,강서구,등촌동대림아파트 [16265],7812000.0,1150010200100140035,14-35대,서울특별시 강서구 등촌동 14-35,2025
16266,강서구,강서한강자이아파트 [16266],1616000.0,1150010400100180011,18-11 도,서울특별시 강서구 가양동 18-11,2025
16267,강서구,가양동CJ주식회사 [16267],6246000.0,1150010400100890015,89-15 장,서울특별시 강서구 가양동 89-15,2025
16269,강서구,양천초등학교.겸재정선미술관 [16269],2152000.0,1150010400101790008,179-8 도,서울특별시 강서구 가양동 179-8,2025
16270,강서구,양천향교역8번출구. 양천초교 [16270],2152000.0,1150010400101790008,179-8 도,서울특별시 강서구 가양동 179-8,2025
16271,강서구,겸재정선미술관 [16271],2152000.0,1150010400102790011,279-11 도,서울특별시 강서구 가양동 279-11,2025
16273,강서구,마곡실내배드민턴장 [16273],234300.0,1150010500102300001,230-1 제,서울특별시 강서구 마곡동 230-1,2016
16274,강서구,마곡실내배드민턴장 [16274],,1150010500100550016,55-16 제,서울특별시 강서구 마곡동 55-16,
16275,강서구,서남물재생센터 [16275],360000.0,1150010500102230006,223-6 도,서울특별시 강서구 마곡동 223-6,2025
16277,강서구,서남환경공원 [16277],360000.0,1150010500102220030,222-30도,서울특별시 강서구 마곡동 222-30,2025
16278,강서구,서남환경공원 [16278],360000.0,1150010500102210004,221-4 도,서울특별시 강서구 마곡동 221-4,2025
16280,강서구,방화동도시개발2단지아파트 [16280],1522000.0,1150010900108390002,839-2 공,서울특별시 강서구 방화동 839-2,2025
16287,강서구,개화산역 [16287],314100.0,1150010900105340002,534-2도,서울특별시 강서구 방화동 534-2,2025
16295,강서구,등촌3동주공4단지아파트 [16295],2010000.0,1150010200107090007,709-7도,서울특별시 강서구 등촌동 709-7,2025
16296,강서구,등촌동부영아파트 [16296],6455000.0,1150010200106910003,691-3 대,서울특별시 강서구 등촌동 691-3,2025
16297,강서구,등촌3동주공10단지아파트 [16297],2130000.0,1150010200107020002,702-2 공,서울특별시 강서구 등촌동 702-2,2025
16298,강서구,등촌3동대림아파트 [16298],2049000.0,1150010200107090008,709-8도,서울특별시 강서구 등촌동 709-8,2025
16301,강서구,마곡13단지힐스테이트아파트 [16301],,1150010500107300812,730-812 답,서울특별시 강서구 마곡동 730-812,
16303,강서구,강서공업고등학교 [16303],1486000.0,1150010900108340004,834-4도,서울특별시 강서구 방화동 834-4,2025
16304,강서구,방화동도시개발1.2단지아파트 [16304],1486000.0,1150010900108340004,834-4도,서울특별시 강서구 방화동 834-4,2025
16305,강서구,서울항공비즈니스고등학교 [16305],1293000.0,1150010900102710004,271-4도,서울특별시 강서구 방화동 271-4,2025
16307,강서구,공항중학교 [16307],4804000.0,1150010800100030005,3-5대,서울특별시 강서구 공항동 3-5,2025
16309,강서구,양천향교역 [16309],3702000.0,1150010500107760011,776-11 도,서울특별시 강서구 마곡동 776-11,2025
16342,강서구,가양7단지상가 [16342],2141000.0,1150010400114840005,1484-5도,서울특별시 강서구 가양동 1484-5,2025
16348,강서구,가양7단지상가앞 [16348],2141000.0,1150010400114840005,1484-5도,서울특별시 강서구 가양동 1484-5,2025
16385,강서구,"마곡나루역4번출구,서울식물원 [16385]",1504000.0,1150010500107610005,761-5 도,서울특별시 강서구 마곡동 761-5,2025
16386,강서구,"마곡나루역4번출구,서울식물원 [16386]",1504000.0,1150010500107610005,761-5 도,서울특별시 강서구 마곡동 761-5,2025
16387,강서구,마곡역교차로 [16387],,1150010500107271111,727-1111 도,서울특별시 강서구 마곡동 727-1111,
16388,강서구,이대서울병원 [16388],,1150010500107271495,727-1495 도,서울특별시 강서구 마곡동 727-1495,
16393,강서구,발산역7번출구 [16393],2356000.0,1150010600107270003,727-3도,서울특별시 강서구 내발산동 727-3,2025
16394,강서구,신방화역5번출구 [16394],1790000.0,1150010500107360003,736-3 도,서울특별시 강서구 마곡동 736-3,2025
16395,강서구,마곡엠밸리6.7단지.마곡중학교 [16395],1790000.0,1150010500107360003,736-3 도,서울특별시 강서구 마곡동 736-3,2025
16396,강서구,마곡나루역 [16396],2940000.0,1150010500107600003,760-3 도,서울특별시 강서구 마곡동 760-3,2025
16397,강서구,마곡역 [16397],1504000.0,1150010500107610005,761-5 도,서울특별시 강서구 마곡동 761-5,2025
16399,강서구,마곡나루역1번출구 [16399],2940000.0,1150010500107600003,760-3 도,서울특별시 강서구 마곡동 760-3,2025
16400,강서구,마곡동로사거리 [16400],,1150010500107271471,727-1471 도,서울특별시 강서구 마곡동 727-1471,
16410,강서구,한국공항공사 [16410],2098000.0,1150011100106760000,676 잡,서울특별시 강서구 과해동 676,2025
16416,강서구,마곡수명산파크7단지 [16416],1585000.0,1150010600107540004,754-4 도,서울특별시 강서구 내발산동 754-4,2025
16417,강서구,마곡수명산파크5단지6단지 [16417],1585000.0,1150010600107510002,751-2 도,서울특별시 강서구 내발산동 751-2,2025
16418,강서구,마곡수명산파크2단지 [16418],1585000.0,1150010600107390012,739-12 도,서울특별시 강서구 내발산동 739-12,2025
16420,강서구,마곡수명산파크3단지4단지 [16420],1585000.0,1150010600107510002,751-2 도,서울특별시 강서구 내발산동 751-2,2025
16423,강서구,마곡역2번출구 [16423],,1150010500107271428,727-1428 도,서울특별시 강서구 마곡동 727-1428,
16427,강서구,마곡엠밸리14단지아파트 [16427],1585000.0,1150010500107210007,721-7 도,서울특별시 강서구 마곡동 721-7,2025
16428,강서구,마곡엠밸리15단지아파트 [16428],1585000.0,1150010500107210007,721-7 도,서울특별시 강서구 마곡동 721-7,2025
16429,강서구,발산역9번출구 [16429],,1150010500107271499,727-1499 도,서울특별시 강서구 마곡동 727-1499,
16432,강서구,신방화사거리 [16432],1293000.0,1150010900102710004,271-4도,서울특별시 강서구 방화동 271-4,2025
16453,강서구,송정중학교후문 [16453],616100.0,1150010800107960000,796도,서울특별시 강서구 공항동 796,2025
16493,강서구,방화중학교 [16493],1208000.0,1150010900106180009,618-9도,서울특별시 강서구 방화동 618-9,2025
16532,강서구,다솔마을 [16532],1228000.0,1150010800113690011,1369-11도,서울특별시 강서구 공항동 1369-11,2025
16606,강서구,마곡나루역 [16606],1504000.0,1150010500107610005,761-5 도,서울특별시 강서구 마곡동 761-5,2025
16608,강서구,롯데R&D센터 [16608],1504000.0,1150010500107610005,761-5 도,서울특별시 강서구 마곡동 761-5,2025
16700,강서구,롯데R&D센터 [16700],1504000.0,1150010500107610005,761-5 도,서울특별시 강서구 마곡동 761-5,2025
16702,강서구,마곡엠밸리7단지.712동 [16702],1790000.0,1150010500107360003,736-3 도,서울특별시 강서구 마곡동 736-3,2025
16703,강서구,신방화역4번출구.마곡중학교 [16703],1790000.0,1150010500107360003,736-3 도,서울특별시 강서구 마곡동 736-3,2025
16704,강서구,신방화역7번출구 [16704],975900.0,1150010900102170156,217-156 도,서울특별시 강서구 방화동 217-156,2025
16706,강서구,마곡엠밸리5단지 [16706],616100.0,1150010900102170031,217-31 도,서울특별시 강서구 방화동 217-31,2025
16844,양천구,✈️ 목동사거리 [16844],2854000.0,1150010300107820022,782-22도,서울특별시 강서구 화곡동 782-22,2025
16975,강서구,강서농수산물도매시장 [16975],616100.0,1150010700103020000,302 도,서울특별시 강서구 외발산동 302,2025
17101,구로구,신도림역 [17101],2176000.0,1153010200100500001,50-1 도,서울특별시 구로구 구로동 50-1,2025
17105,구로구,한국SGI [17105],8283000.0,1153010200100450000,45 종,서울특별시 구로구 구로동 45,2025
17107,구로구,거리공원 [17107],7464000.0,1153010200100490000,49대,서울특별시 구로구 구로동 49,2025
17108,구로구,구로도서관.대성스카이렉스 [17108],8466000.0,1153010200101070001,107-1대,서울특별시 구로구 구로동 107-1,2025
17111,구로구,구로구청 [17111],8760000.0,1153010200100830002,83-2대,서울특별시 구로구 구로동 83-2,2025
17113,구로구,고대구로병원후문 [17113],1805000.0,1153010200100650000,65도,서울특별시 구로구 구로동 65,2025
17116,구로구,영서중학교 [17116],2145000.0,1153010200101410025,141-25 도,서울특별시 구로구 구로동 141-25,2025
17122,구로구,한국산업단지공단.이마트구로점 [17122],2547000.0,1153010200101880015,188-15 도,서울특별시 구로구 구로동 188-15,2025
17147,구로구,구로역.구로기계공구상가 [17147],8137000.0,1153010200106060004,606-4대,서울특별시 구로구 구로동 606-4,2025
17155,구로구,구로역 [17155],2083000.0,1153010100104100008,410-8 도,서울특별시 구로구 신도림동 410-8,2025
17170,양천구,오류1동주민센터.오류문화센터 [17170],5025000.0,1153010800100060002,6-2도,서울특별시 구로구 오류동 6-2,2025
17171,양천구,오류동역 [17171],3491000.0,1153010800100440001,44-1도,서울특별시 구로구 오류동 44-1,2025
17172,양천구,오류동역 [17172],5025000.0,1153010800100060002,6-2도,서울특별시 구로구 오류동 6-2,2025
17173,양천구,씨티월드 [17173],11060000.0,1153010800100060304,6-304대,서울특별시 구로구 오류동 6-304,2025
17174,양천구,오류지구대.텃골 [17174],1933000.0,1153010800100800001,80-1도,서울특별시 구로구 오류동 80-1,2025
17175,양천구,서울가든빌라앞 [17175],1325000.0,1153010800100890005,89-5도,서울특별시 구로구 오류동 89-5,2025
17176,양천구,서울가든빌라앞 [17176],1269000.0,1153010800103260001,326-1 구,서울특별시 구로구 오류동 326-1,2025
17177,양천구,성공회대학교유한공고앞 [17177],1200000.0,1153011000100350002,35-2 도,서울특별시 구로구 온수동 35-2,2025
17178,양천구,영풍마드레빌아파트.소공원사거리 [17178],1592000.0,1153010800101640002,164-2 도,서울특별시 구로구 오류동 164-2,2025
17185,양천구,온수역 [17185],1795000.0,1153011000101190011,119-11철,서울특별시 구로구 온수동 119-11,2025
17201,양천구,구로우체국.이펜하우스5단지후문 [17201],1650000.0,1153011100102780003,278-3 도,서울특별시 구로구 천왕동 278-3,2025
17202,양천구,천왕역4번출구 [17202],,1153011100100140051,14-51전,서울특별시 구로구 천왕동 14-51,
17208,양천구,대원주유소 [17208],6043000.0,1153010700104030092,403-92대,서울특별시 구로구 개봉동 403-92,2025
17223,양천구,고척파크푸르지오아파트 [17223],4979000.0,1153010600103390000,339 대,서울특별시 구로구 고척동 339,2025
17225,양천구,고척시장 [17225],1956000.0,1153010600100500065,50-65도,서울특별시 구로구 고척동 50-65,2025
17227,양천구,고척중학교 [17227],2282000.0,1153010600100520333,52-333도,서울특별시 구로구 고척동 52-333,2025
17228,양천구,고척중학교 [17228],6916000.0,1153010600100520357,52-357대,서울특별시 구로구 고척동 52-357,2025
17229,구로구,구로디지털단지역 [17229],2696000.0,1153010200111250012,1125-12 도,서울특별시 구로구 구로동 1125-12,2025
17232,구로구,구일우성아파트 [17232],1281000.0,1153010200106850224,685-224 도,서울특별시 구로구 구로동 685-224,2025
17233,양천구,개봉역 [17233],1643000.0,1153010700102040012,204-12도,서울특별시 구로구 개봉동 204-12,2025
17234,양천구,개봉역 [17234],1562000.0,1153010700104070029,407-29 도,서울특별시 구로구 개봉동 407-29,2025
17237,구로구,구로1동우체국 [17237],4112000.0,1153010200106850219,685-219대,서울특별시 구로구 구로동 685-219,2025
17293,구로구,구로구청 [17293],1805000.0,1153010200100650000,65도,서울특별시 구로구 구로동 65,2025
17296,구로구,대림역 [17296],4363000.0,1153010200101200003,120-3 차,서울특별시 구로구 구로동 120-3,2025
17305,양천구,거성푸르뫼아파트 [17305],3845000.0,1153010700100600082,60-82대,서울특별시 구로구 개봉동 60-82,2025
17310,구로구,구로역.나인스애비뉴 [17310],1661000.0,1153010200104960128,496-128도,서울특별시 구로구 구로동 496-128,2025
17315,양천구,동부골든아파트후문 [17315],1090000.0,1153010800100180141,18-141 대,서울특별시 구로구 오류동 18-141,2025
17359,양천구,항동하버라인3단지 [17359],1087000.0,1153011200102420011,242-11 도,서울특별시 구로구 항동 242-11,2025
17360,양천구,항동하버라인3단지 [17360],1087000.0,1153011200102420011,242-11 도,서울특별시 구로구 항동 242-11,2025
17361,양천구,푸른수목원 [17361],380600.0,1153011200100800006,80-6 도,서울특별시 구로구 항동 80-6,2016
17362,양천구,항동복합행정센터 [17362],184800.0,1153011200101120003,112-3 도,서울특별시 구로구 항동 112-3,2016
17363,양천구,푸른수목원 [17363],382800.0,1153011200100890005,89-5 대,서울특별시 구로구 항동 89-5,2016
17364,양천구,항동복합행정센터 [17364],184800.0,1153011200101120003,112-3 도,서울특별시 구로구 항동 112-3,2016
17369,양천구,푸른수목원후문.저수지앞 [17369],1500000.0,1153011200102370001,237-1 공,서울특별시 구로구 항동 237-1,2025
17370,양천구,항동중흥S클래스 [17370],410300.0,1153011200101000011,100-11 답,서울특별시 구로구 항동 100-11,2016
17371,양천구,항동하버라인2단지 [17371],181400.0,1153011200101000014,100-14 제,서울특별시 구로구 항동 100-14,2016
17389,구로구,디지털단지오거리 [17389],6759000.0,1153010300101250016,125-16대,서울특별시 구로구 가리봉동 125-16,2025
17397,양천구,연지타운2단지 [17397],1650000.0,1153011100102780002,278-2 공,서울특별시 구로구 천왕동 278-2,2025
17399,양천구,연지타운2단지 [17399],998000.0,1153011100200130008,산13-8 임,서울특별시 구로구 천왕동 산 13-8,2011
17600,양천구,천왕역1번출구 [17600],,1153011100100140049,14-49도,서울특별시 구로구 천왕동 14-49,
17700,양천구,천왕이펜하우스2단지 [17700],1493000.0,1153011100102820010,282-10도,서울특별시 구로구 천왕동 282-10,2025
17701,양천구,구로우체국.이펜하우스3단지후문 [17701],1650000.0,1153011100102780003,278-3 도,서울특별시 구로구 천왕동 278-3,2025
17704,양천구,금강수목원아파트 [17704],906800.0,1153010800102550005,255-5도,서울특별시 구로구 오류동 255-5,2025
17717,구로구,구로중학교 [17717],6791000.0,1153010200100870001,87-1대,서울특별시 구로구 구로동 87-1,2025
17834,구로구,신도림역 [17834],951600.0,1153010100103300061,330-61도,서울특별시 구로구 신도림동 330-61,2025
17848,양천구,천왕이펜하우스3단지입구 [17848],1219000.0,1153011100102770004,277-4 도,서울특별시 구로구 천왕동 277-4,2025
17949,구로구,동아1차아파트102동 [17949],1721000.0,1153010100106450001,645-1도,서울특별시 구로구 신도림동 645-1,2025
17975,양천구,천왕이펜하우스3단지입구 [17975],1219000.0,1153011100102770004,277-4 도,서울특별시 구로구 천왕동 277-4,2025
17982,양천구,천왕역2번출구 [17982],1493000.0,1153011100102820010,282-10도,서울특별시 구로구 천왕동 282-10,2025
17984,양천구,천왕이펜하우스4단지 [17984],1219000.0,1153011100102770004,277-4 도,서울특별시 구로구 천왕동 277-4,2025
17985,양천구,천왕이펜하우스6단지 [17985],1219000.0,1153011100102770004,277-4 도,서울특별시 구로구 천왕동 277-4,2025
17986,양천구,천왕이펜하우스5단지 [17986],1219000.0,1153011100102770004,277-4 도,서울특별시 구로구 천왕동 277-4,2025
17987,양천구,천왕이펜하우스3.4단지 [17987],1219000.0,1153011100102770004,277-4 도,서울특별시 구로구 천왕동 277-4,2025
17999,양천구,유한공고.성공회대학교 [17999],1200000.0,1153011000100440008,44-8도,서울특별시 구로구 온수동 44-8,2025
18101,구로구,한일유엔아이아파트 [18101],1396000.0,1154510100105330003,533-3 장,서울특별시 금천구 가산동 533-3,2025
18106,구로구,가산디지털단지역 [18106],5212000.0,1154510100103710041,371-41장,서울특별시 금천구 가산동 371-41,2025
18108,구로구,디지털3단지.월드벤처센터 [18108],1545000.0,1154510100104500002,450-2도,서울특별시 금천구 가산동 450-2,2025
18110,구로구,디지털3단지사거리 [18110],1686000.0,1154510100103710027,371-27도,서울특별시 금천구 가산동 371-27,2025
18112,구로구,디지털3단지사거리 [18112],5395000.0,1154510100103450030,345-30장,서울특별시 금천구 가산동 345-30,2025
18114,구로구,금천패션아울렛사거리.W몰 [18114],6998000.0,1154510100100600027,60-27 대,서울특별시 금천구 가산동 60-27,2025
18115,구로구,금천패션아울렛사거리.현대아울렛 [18115],1733000.0,1154510100100600035,60-35 도,서울특별시 금천구 가산동 60-35,2025
18120,구로구,가산동주민센터.금천글로벌센터 [18120],4318000.0,1154510100107690000,769대,서울특별시 금천구 가산동 769,2025
18122,금천구,구립가산도서관.두산위브아파트 [18122],1424000.0,1154510100107700001,770-1도,서울특별시 금천구 가산동 770-1,2025
18124,금천구,독산사거리 [18124],5032000.0,1154510200102960008,296-8대,서울특별시 금천구 독산동 296-8,2025
18126,금천구,독산주공13단지 [18126],1032000.0,1154510200110920000,1092도,서울특별시 금천구 독산동 1092,2025
18127,금천구,독산1동한신코아 [18127],1266000.0,1154510200110930001,1093-1공,서울특별시 금천구 독산동 1093-1,2025
18128,금천구,독산주공14단지 [18128],1544000.0,4121010300102000010,200-10공,경기도 광명시 하안동 200-10,2025
18129,금천구,독산주공14단지 [18129],1544000.0,4121010300107160000,716도,경기도 광명시 하안동 716,2025
18130,금천구,독산근린공원 [18130],1032000.0,1154510200110840001,1084-1 도,서울특별시 금천구 독산동 1084-1,2025
18133,금천구,독산동우시장.금천50플러스센터 [18133],5786000.0,1154510200110070002,1007-2대,서울특별시 금천구 독산동 1007-2,2025
18135,금천구,시흥사거리.금천파출소 [18135],1807000.0,1154510300109950000,995 도,서울특별시 금천구 시흥동 995,2025
18136,금천구,벽산아파트1단지.호압사입구 [18136],43000.0,1154510300110100009,1010-9공,서울특별시 금천구 시흥동 1010-9,2025
18137,금천구,벽산아파트1단지.호압사입구 [18137],90300.0,1154510300110100014,1010-14도,서울특별시 금천구 시흥동 1010-14,2025
18139,금천구,벽산아파트5단지 [18139],1246000.0,1154510300110130012,1013-12 도,서울특별시 금천구 시흥동 1013-12,2025
18144,금천구,독산한신아파트 [18144],1266000.0,1154510200110980000,1098도,서울특별시 금천구 독산동 1098,2025
18145,금천구,금하마을 [18145],1190000.0,1154510200110940000,1094공,서울특별시 금천구 독산동 1094,2025
18146,금천구,독산고개 [18146],2084000.0,1154510200101460012,146-12도,서울특별시 금천구 독산동 146-12,2025
18148,금천구,독산사거리앞 [18148],1964000.0,1154510200101520012,152-12도,서울특별시 금천구 독산동 152-12,2025
18149,금천구,남문시장.청춘빌딩 [18149],7800000.0,1154510200109830015,983-15대,서울특별시 금천구 독산동 983-15,2025
18150,금천구,금천우체국.독산1동주민센터 [18150],2052000.0,1154510200102870008,287-8도,서울특별시 금천구 독산동 287-8,2025
18152,금천구,홈플러스금천점 [18152],2084000.0,1154510200102910004,291-4도,서울특별시 금천구 독산동 291-4,2025
18164,금천구,남서울힐스테이트.국립전통예술고 [18164],1914000.0,1154510300110010000,1001도,서울특별시 금천구 시흥동 1001,2025
18165,금천구,금천폭포공원.천주교시흥성당 [18165],1846000.0,1154510300110000092,1000-92도,서울특별시 금천구 시흥동 1000-92,2025
18166,금천구,박미마을 [18166],1914000.0,1154510300110010016,1001-16도,서울특별시 금천구 시흥동 1001-16,2025
18170,금천구,석수역 [18170],3651000.0,1154510300109670000,967대,서울특별시 금천구 시흥동 967,2025
18187,금천구,독산초등학교 [18187],1439000.0,1154510200110810014,1081-14도,서울특별시 금천구 독산동 1081-14,2025
18197,구로구,모두의학교.금천문화예술정보학교 [18197],7376000.0,1154510200108990001,899-1대,서울특별시 금천구 독산동 899-1,2025
18198,구로구,관악구보훈회관.신림푸르지오 [18198],6883000.0,1154510200109010006,901-6대,서울특별시 금천구 독산동 901-6,2025
18199,금천구,독산고등학교 [18199],3858000.0,1154510200109060041,906-41학,서울특별시 금천구 독산동 906-41,2025
