ARS,자치구,정류장이름,거리_시청_km,거리_강남_km,거리_여의도_km,거리_도심최근접_km
13113,서대문구,서대문우체국 [13113],4.136,11.168,4.608,4.136
13114,서대문구,연세대학교앞 [13114],3.823,10.66,4.323,3.823
13115,서대문구,연대앞 [13115],3.851,10.738,4.383,3.851
13116,서대문구,세브란스병원 [13116],3.603,10.494,4.383,3.603
13117,서대문구,세브란스병원 [13117],3.473,10.431,4.46,3.473
13118,서대문구,이대부중 [13118],3.11,10.335,4.77,3.11
13119,서대문구,이대부중 [13119],2.988,10.372,4.955,2.988
13120,서대문구,이대부고 [13120],2.775,10.382,5.223,2.775
13137,종로구,충정로역2호선 [13137],1.431,8.861,5.452,1.431
13141,서대문구,신촌기차역입구 [13141],3.182,9.872,4.24,3.182
13151,서대문구,연희3거리 [13151],4.084,11.502,5.157,4.084
13152,서대문구,한성화교중고교.서대문소방서 [13152],3.804,11.598,5.686,3.804
13153,서대문구,한성화교중고교.서대문소방서 [13153],3.825,11.625,5.703,3.825
13155,서대문구,서대문자연사박물관입구 [13155],3.888,11.843,6.005,3.888
13156,서대문구,서대문구청서대문보건소 [13156],3.919,12.04,6.348,3.919
13158,서대문구,동신병원 [13158],4.03,12.258,6.631,4.03
13159,서대문구,기업은행홍은동지점 [13159],4.094,12.396,6.836,4.094
13160,서대문구,정원여중 [13160],4.384,12.774,7.215,4.384
13161,서대문구,정원여중 [13161],4.445,12.88,7.374,4.445
13162,서대문구,홍은현대아파트 [13162],4.42,12.901,7.496,4.42
13171,서대문구,유원하나아파트 [13171],3.988,12.756,8.563,3.988
13172,서대문구,홍지문.옥천암 [13172],3.854,12.632,8.772,3.854
13173,서대문구,홍지문 [13173],3.901,12.679,8.798,3.901
13175,마포구,북가좌2동주민센터 [13175],6.059,13.741,6.595,6.059
13176,마포구,KT가좌지사 [13176],5.97,13.762,6.762,5.97
13182,마포구,모래내삼거리 [13182],5.717,12.934,5.525,5.525
13183,마포구,DMC래미안e.편한세상2.4단지 [13183],6.01,13.512,6.213,6.01
13185,마포구,북가좌삼호.가재울아이파크아파트 [13185],5.779,13.25,6.016,5.779
13195,서대문구,명지대 [13195],4.96,12.887,6.448,4.96
13203,서대문구,홍남교 [13203],4.589,12.433,6.093,4.589
13204,서대문구,연가교 [13204],4.96,12.463,5.637,4.96
13220,서대문구,명지전문대.충암중고등학교 [13220],5.203,13.311,6.98,5.203
13232,서대문구,연가초교삼성아파트앞 [13232],5.528,13.272,6.394,5.528
13241,마포구,북가좌한양아파트앞 [13241],6.219,13.661,6.231,6.219
13250,서대문구,독립문역 [13250],2.147,10.662,6.583,2.147
13253,종로구,✈️ 충정로역 [13253],1.411,8.86,5.472,1.411
13256,서대문구,연가교 [13256],4.967,12.484,5.666,4.967
13260,서대문구,서대문종합사회복지관 [13260],5.131,12.511,5.503,5.131
13261,서대문구,서대문종합사회복지관 [13261],5.117,12.481,5.469,5.117
13262,서대문구,홍남교백련시장입구 [13262],4.752,12.474,5.937,4.752
13264,마포구,북가좌초교사거리 [13264],6.104,13.673,6.402,6.104
13270,종로구,독립문공원.극동아파트 [13270],1.75,10.192,6.346,1.75
13331,마포구,DMC래미안e-편한세상3단지 [13331],6.319,13.659,6.107,6.107
14101,마포구,마포구청.성산자동차검사소 [14101],6.654,13.32,5.168,5.168
14103,마포구,마포농수산물시장.월드컵공원 [14103],7.09,13.756,5.463,5.463
14104,마포구,월드컵경기장남측.월드컵공원 [14104],7.19,13.873,5.563,5.563
14105,마포구,월드컵경기장서측.문화비축기지 [14105],7.273,14.095,5.853,5.853
14106,마포구,월드컵경기장서측.문화비축기지 [14106],7.374,14.149,5.848,5.848
14107,마포구,월드컵파크3단지.난지천공원 [14107],7.966,14.9,6.566,6.566
14108,마포구,월드컵파크3단지난지천공원 [14108],7.911,14.798,6.444,6.444
14109,마포구,서부면허시험장 [14109],8.686,15.731,7.338,7.338
14110,마포구,서부면허시험장 [14110],8.684,15.714,7.309,7.309
14111,마포구,DMC첨단산업센터 [14111],8.44,15.881,7.86,7.86
14115,마포구,월드컵공원입구.문화비축기지입구 [14115],7.509,14.25,5.892,5.892
14116,마포구,월드컵파크3단지정문 [14116],7.86,14.837,6.558,6.558
14117,마포구,월드컵파크2단지.에스플렉스센터 [14117],7.754,14.827,6.642,6.642
14119,마포구,합정역 [14119],5.942,11.472,3.101,3.101
14132,용산구,마포역 [14132],4.097,8.587,2.726,2.726
14134,용산구,공덕역10번출구 [14134],3.493,8.211,3.351,3.351
14142,용산구,공덕시장 [14142],3.216,8.285,3.615,3.216
14143,용산구,신덕성결교회 [14143],2.936,8.225,3.899,2.936
14149,용산구,공덕오거리 [14149],3.38,8.266,3.454,3.38
14150,용산구,공덕오거리 [14150],3.398,8.232,3.441,3.398
14153,용산구,공덕역 [14153],3.434,8.402,3.39,3.39
14158,마포구,성산2동주민센터 [14158],6.134,13.077,5.299,5.299
14161,마포구,성산119안전센터 [14161],6.55,13.531,5.624,5.624
14162,마포구,성산아파트 [14162],6.759,13.813,5.886,5.886
14163,마포구,성산아파트 [14163],6.766,13.81,5.875,5.875
14166,마포구,상암초등학교 [14166],7.529,14.702,6.65,6.65
14169,서대문구,신촌로터리 [14169],3.853,10.085,3.692,3.692
14170,서대문구,서강대학교 [14170],3.905,9.873,3.457,3.457
14172,용산구,광성중고등학교 [14172],3.938,9.708,3.299,3.299
14174,용산구,대흥역 [14174],3.831,9.461,3.257,3.257
14186,마포구,성산2교 [14186],5.709,12.472,4.771,4.771
14188,마포구,성미약수터 [14188],5.643,12.32,4.603,4.603
14195,마포구,마포구청역 [14195],6.662,13.164,4.91,4.91
14196,마포구,마포중앙도서관 [14196],6.28,12.927,4.902,4.902
14197,마포구,마포중앙도서관 [14197],6.213,12.91,4.943,4.943
14198,마포구,성산2교 [14198],5.672,12.566,4.962,4.962
14199,마포구,성산2교 [14199],5.752,12.632,4.98,4.98
14200,서대문구,광흥창역.서강동주민센터 [14200],4.522,10.129,3.005,3.005
14203,서대문구,창전현대홈타운 [14203],4.385,10.26,3.275,3.275
14204,서대문구,신촌로터리 [14204],4.062,10.299,3.666,3.666
14205,서대문구,신촌로터리 [14205],3.963,10.232,3.709,3.709
14207,서대문구,이화여대입구 [14207],3.116,9.786,4.242,3.116
14211,용산구,대흥교회 [14211],3.133,9.504,4.023,3.133
14212,용산구,서강대후문.마포아트센터 [14212],3.471,9.414,3.613,3.471
14218,마포구,홀트아동복지회 [14218],6.104,11.658,3.204,3.204
14219,마포구,합정역 [14219],5.746,11.51,3.336,3.336
14224,마포구,홍대입구역 [14224],4.955,11.294,3.856,3.856
14225,마포구,홍대입구역 [14225] 디지털,4.887,11.245,3.865,3.865
14239,용산구,한국출판콘텐츠센터 [14239],4.452,9.651,2.707,2.707
14241,용산구,용강동주민센터 [14241],4.237,9.046,2.649,2.649
14244,마포구,메세나폴리스 [14244],5.976,11.707,3.387,3.387
14245,마포구,마포한강푸르지오 [14245],6.01,11.724,3.379,3.379
14248,마포구,기업은행서교동지점(최규하대통령가옥) [14248],5.994,12.038,3.834,3.834
14251,마포구,망원시장.망원동월드컵시장입구 [14251],6.155,12.391,4.199,4.199
14252,마포구,마포구청역입구 [14252],6.339,12.753,4.573,4.573
14253,마포구,마포구청역입구 [14253],6.393,12.81,4.61,4.61
14271,마포구,월드컵파크7단지 [14271],8.921,16.084,7.74,7.74
14273,마포구,월드컵경기장북측 [14273],6.951,14.04,6.081,6.081
14286,마포구,상암DMC홍보관.YTN [14286],7.74,14.956,6.888,6.888
14287,마포구,✈️ 상암 DMC [14287],7.734,14.924,6.837,6.837
14289,마포구,월드컵파크5단지 [14289],8.203,15.452,7.31,7.31
14290,마포구,상암DMC입구 [14290],8.611,15.933,7.775,7.775
14291,마포구,상암고등학교 [14291],8.439,15.721,7.561,7.561
14292,마포구,월드컵파크3단지후문 [14292],7.788,14.637,6.283,6.283
14295,마포구,월드컵파크4단지후문.JTBC [14295],7.853,15.016,6.88,6.88
14296,마포구,디지털미디어시티역2번출구 [14296],6.965,14.182,6.319,6.319
14307,마포구,누리꿈스퀘어.MBC [14307],7.906,15.142,7.053,7.053
14311,마포구,한강밤섬자이아파트 [14311],4.988,10.279,2.645,2.645
14312,서대문구,서강해모로아파트 [14312],4.843,10.153,2.681,2.681
14316,마포구,월드컵경기장북측 [14316],7.091,14.204,6.222,6.222
14332,마포구,월드컵공원입구.문화비축기지입구 [14332],7.508,14.229,5.858,5.858
14334,마포구,월드컵파크9.10.11.12단지 [14334],8.983,16.326,8.121,8.121
14335,마포구,월드컵파크9.10.11.12단지 [14335],8.862,16.184,7.981,7.981
14336,용산구,용마루고개.브라운스톤공덕아파트 [14336],3.359,7.878,3.564,3.359
14337,마포구,하늘초등학교 [14337],8.912,16.268,8.085,8.085
14339,마포구,월드컵파크11.12단지 [14339],8.832,16.243,8.124,8.124
14340,마포구,수색교 [14340],8.597,16.092,8.093,8.093
14344,마포구,디지털미디어시티역3번출구A [14344],6.874,14.126,6.319,6.319
14349,마포구,중동현대아파트 [14349],6.25,13.396,5.716,5.716
14350,마포구,가좌행복주택.건영월드컵아파트 [14350],5.81,12.924,5.399,5.399
14352,마포구,월드컵아이파크 [14352],5.667,12.634,5.077,5.077
14355,마포구,DMC첨단산업센터 [14355],8.271,15.664,7.632,7.632
14358,마포구,공항철도디지털미디어시티역 [14358],7.049,14.329,6.495,6.495
14537,마포구,청원빌딩 [14537],5.338,11.765,4.099,4.099
14563,마포구,마포구청.마포구청역 [14563],6.783,13.478,5.3,5.3
14601,마포구,MBC [14601],7.737,15.036,7.039,7.039
14628,마포구,YTN뉴스퀘어.CJENT [14628],7.738,15.006,6.982,6.982
14803,용산구,✈️ 마포역 [14803],3.93,8.549,2.892,2.892
14828,마포구,✈️ 월드컵아파트5단지 [14828],8.218,15.489,7.362,7.362
14829,마포구,✈️ 월드컵5단지 [14829],8.216,15.469,7.328,7.328
14835,마포구,합정역 [14835],5.856,11.504,3.223,3.223
14863,마포구,홍대입구역 [14863],4.937,11.29,3.87,3.87
14895,마포구,합정역 [14895],5.817,11.533,3.299,3.299
14951,마포구,KBS미디어센터 [14951],7.715,14.846,6.716,6.716
14989,서대문구,신촌역 [14989],3.936,10.233,3.739,3.739
14990,서대문구,신촌역 [14990],3.951,10.266,3.754,3.754
14991,서대문구,신촌농협.하나로마트 [14991],4.097,10.55,3.889,3.889
14992,서대문구,기업은행.신촌연세병원 [14992],4.178,10.327,3.566,3.566
15103,양천구,목동3단지 [15103],10.162,14.486,5.008,5.008
15104,양천구,영도초등학교 [15104],10.065,14.473,4.997,4.997
15105,양천구,신목중학교.목동2단지후문 [15105],9.716,14.305,4.843,4.843
15106,영등포구,목동2단지 [15106],9.407,13.879,4.415,4.415
15107,양천구,목동3단지 [15107],9.665,14.006,4.531,4.531
15111,양천구,목동사거리 [15111],10.705,14.97,5.497,5.497
15112,양천구,영도중.강서고입구.기아양서대리점 [15112],10.617,15.076,5.598,5.598
15117,영등포구,신목동역2번출구 [15117],8.786,13.792,4.447,4.447
15118,영등포구,신목동역1번출구 [15118],8.807,13.817,4.472,4.472
15126,강서구,목동2차성원아파트 [15126],10.46,15.318,5.864,5.864
15127,강서구,목3동주민센터.현대아이파크.실로암안과 [15127],10.457,15.476,6.04,6.04
15128,강서구,목3동시장.강서도서관 [15128],10.214,15.54,6.17,6.17
15140,영등포구,월촌초등학교 [15140],9.317,14.121,4.7,4.7
15141,양천구,월촌초등학교 [15141],9.483,14.237,4.801,4.801
15142,영등포구,목원초등학교.서울지방식품의약품안전청 [15142],8.93,13.838,4.459,4.459
15143,양천구,용왕산 [15143],9.625,14.282,4.829,4.829
15148,영등포구,월촌중학교 [15148],9.051,13.618,4.175,4.175
15151,양천구,목동5단지C상가.목동운동장북문 [15151],9.603,13.797,4.319,4.319
15152,영등포구,파리공원 [15152],9.459,13.784,4.311,4.311
15153,영등포구,목동5단지B상가.목5동주민센터 [15153],9.167,13.572,4.109,4.109
15154,영등포구,목동이대병원.목동6단지앞 [15154],8.867,13.349,3.905,3.905
15157,양천구,오목교역 [15157],10.056,13.676,4.258,4.258
15160,양천구,목동역.홍익병원 [15160],10.899,14.76,5.332,5.332
15161,양천구,CBS방송국 [15161],10.085,13.945,4.493,4.493
15164,양천구,목운초등학교.목운중학교 [15164],10.239,13.959,4.531,4.531
15166,양천구,목동7단지.종로학원 [15166],10.63,14.346,4.933,4.933
15167,양천구,목동대학학원 [15167],10.303,13.937,4.527,4.527
15168,양천구,오목교역.동신한방병원 [15168],10.053,13.623,4.214,4.214
15169,양천구,갈산초등학교정문 [15169],11.184,13.958,4.87,4.87
15175,양천구,목동14단지상가 [15175],10.967,13.862,4.708,4.708
15177,양천구,현대아파트정문 [15177],10.14,13.418,4.082,4.082
15181,양천구,목동14단지C상가앞 [15181],10.835,13.652,4.524,4.524
15182,양천구,목일중학교 [15182],10.855,13.673,4.546,4.546
15183,양천구,목동13단지 [15183],11.18,14.073,4.933,4.933
15184,양천구,목동14단지 [15184],11.139,14.064,4.908,4.908
15187,양천구,목동12.13단지사잇길 [15187],11.703,14.595,5.486,5.486
15191,양천구,목동14단지관리사무소앞 [15191],10.977,13.88,4.724,4.724
15192,양천구,양천구청역 [15192],11.585,14.407,5.321,5.321
15193,양천구,양천공원 [15193],10.959,14.109,4.859,4.859
15194,양천구,양천구청 [15194],11.232,14.315,5.103,5.103
15195,양천구,양천구민체육센터.양천일자리센터 [15195],11.501,14.543,5.362,5.362
15196,양천구,목동12단지 [15196],11.876,14.866,5.724,5.724
15197,양천구,갈산초등학교정문 [15197],11.211,13.991,4.902,4.902
15198,양천구,갈산초등학교후문 [15198],11.418,14.093,5.065,5.065
15201,양천구,은정초등학교 [15201],11.597,14.222,5.229,5.229
15203,양천구,목동우성아파트 [15203],11.911,14.461,5.524,5.524
15206,양천구,봉영여중.목동고 [15206],12.181,14.697,5.792,5.792
15211,양천구,신정사거리 [15211],12.188,15.759,6.437,6.437
15212,양천구,신정네거리.신정119안전센터 [15212],12.245,15.83,6.506,6.506
15213,양천구,동방아파트 [15213],12.608,16.21,6.894,6.894
15214,양천구,동방아파트.신월종합사회복지관 [15214],12.631,16.205,6.898,6.898
15216,양천구,신곡시장.금빛새마을금고 [15216],12.926,16.384,7.121,7.121
15217,양천구,신한은행신월동지점 [15217],13.162,16.558,7.324,7.324
15218,양천구,신한은행신월동지점 [15218],13.149,16.533,7.302,7.302
15221,양천구,강서초등학교 [15221],12.965,16.593,7.282,7.282
15223,양천구,신월동남부주유소 [15223],13.344,16.843,7.582,7.582
15224,양천구,신월2동우체국 [15224],12.156,15.805,6.461,6.461
15225,양천구,신트리공원앞교차로 [15225],12.271,15.236,6.124,6.124
15226,양천구,신트리아파트 [15226],12.423,15.392,6.286,6.286
15227,양천구,정랑고개.양천벤처타운 [15227],12.784,15.706,6.637,6.637
15228,양천구,신정학마을아파트 [15228],13.503,16.234,7.283,7.283
15229,양천구,양천고등학교 [15229],13.238,16.105,7.08,7.08
15230,양천구,계남초등학교 [15230],12.268,14.981,5.982,5.982
15231,양천구,목동아파트11단지(1117동) [15231],12.299,14.83,5.924,5.924
15232,양천구,신정1동주민센터 [15232],12.183,15.43,6.207,6.207
15233,양천구,양명초교.신서중 [15233],12.227,15.272,6.126,6.126
15236,양천구,양천문화회관.양천일자리센터 [15236],11.57,14.727,5.506,5.506
15237,양천구,목동10단지농협 [15237],11.995,15.264,6.025,6.025
15242,양천구,신정1동우체국 [15242],11.372,14.878,5.541,5.541
15247,양천구,우리은행신정동지점 [15247],11.566,15.072,5.743,5.743
15251,양천구,신정네거리역 [15251],12.15,15.552,6.277,6.277
15252,양천구,길훈로즈빌아파트 [15252],10.6,14.066,4.705,4.705
15253,양천구,하이스트학원.종로학원 [15253],10.62,14.271,4.87,4.87
15255,양천구,목동8단지지하도 [15255],11.055,14.386,5.083,5.083
15256,양천구,양천구청.양천보건소 [15256],11.212,14.417,5.162,5.162
15257,양천구,목동8단지 [15257],10.937,14.266,4.958,4.958
15258,양천구,진명여고 [15258],11.004,14.622,5.243,5.243
15260,양천구,남부법원.검찰청교차로 [15260],11.04,14.506,5.165,5.165
15261,양천구,오목교역.청학스포츠타운 [15261],10.213,13.733,4.342,4.342
15262,양천구,현대아이파크아파트 [15262],10.51,13.855,4.52,4.52
15265,양천구,목동7단지 [15265],10.764,14.485,5.076,5.076
15268,양천구,서울남부지방법원.서울남부지방검찰청 [15268],11.226,14.736,5.391,5.391
15269,양천구,목동중학교 [15269],10.84,14.069,4.786,4.786
15270,양천구,진명여고 [15270],11.019,14.681,5.293,5.293
15271,양천구,우리은행신정동지점 [15271],11.61,15.134,5.802,5.802
15280,양천구,신정네거리역 [15280],12.062,15.581,6.268,6.268
15283,양천구,신정4동경서농협 [15283],11.911,15.434,6.114,6.114
15284,양천구,목동역.홍익병원 [15284],10.912,14.821,5.386,5.386
15295,양천구,신월문화체육센터 [15295],13.507,17.062,7.79,7.79
