ARS,자치구,정류장이름,승차_일평균,하차_일평균,승하차_일평균,경유노선수
22631,서초구,신논현역2번출구 [22631],50.0,113.0,163.1,1.0
22653,서초구,강남역우리은행 [22653],,,,
22694,서초구,2호선 교대역 7번출구 [22694],101.6,101.6,203.2,2.0
22711,서초구,✈️ 교대역 [22711],,,,
22742,서초구,서초경찰서 [22742],30.0,131.4,161.4,2.0
22759,서초구,남부터미널 [22759],33.9,64.1,98.0,1.0
22763,관악구,✈️ 사당역 [22763],,,,
22793,서초구,✈️ 고속터미널 [22793],,,,
22812,서초구,✈️ 서초3동사거리 [22812],,,,
22816,서초구,✈️ 남부터미널역 [22816],,,,
22822,강남구,✈️ 신사동(더리버사이드호텔) [22822],,,,
22823,서초구,✈️ 삼호아파트 [22823],,,,
22826,서초구,✈️ 진흥아파트 [22826],,,,
22827,서초구,✈️ 유원아파트(진홍) [22827],,,,
22828,서초구,✈️ 서초 아크로비스타 [22828],,,,
22842,서초구,서울시인재개발원 [22842],80.0,95.0,175.1,1.0
22849,관악구,사당역 [22849],325.7,599.3,925.0,1.0
22850,서초구,강남역. 서초초교앞 [22850],94.6,220.9,315.5,1.0
22855,서초구,"호남고속,신세계 [22855]",496.2,381.1,877.3,2.0
22859,서초구,"강남역,삼성전자 [22859]",655.7,175.3,831.0,2.0
22863,서초구,서초구청 [22863],446.9,522.5,969.3,1.0
22864,서초구,반포우체국 [22864],138.8,131.4,270.1,2.0
22865,서초구,제약회관 [22865],73.0,110.4,183.4,2.0
22869,서초구,우성아파트사거리 [22869],143.0,253.7,396.7,2.0
22870,서초구,서초역 4번출구 [22870],74.9,258.2,333.1,1.0
22872,서초구,반포2동주민센터 [22872],53.1,73.9,126.9,2.0
22873,서초구,방배역 [22873],447.7,159.3,607.0,1.0
22875,서초구,서초동유원아파트 [22875],157.8,60.2,218.0,1.0
22878,서초구,현대렉시온오피스텔.파이낸셜뉴스 [22878],156.8,444.4,601.2,2.0
22879,서초구,서초역3번출구 [22879],1012.0,627.6,1639.6,3.0
22885,서초구,"강남역, 뉴욕제과 [22885]",317.5,77.9,395.4,1.0
22887,서초구,뱅뱅사거리 [22887],49.9,148.9,198.8,1.0
22890,서초구,남부터미널 [22890],75.0,115.8,190.8,2.0
22891,서초구,경남아파트 [22891],39.7,172.7,212.3,1.0
22895,서초구,예술의전당 [22895],123.8,569.9,693.7,2.0
22899,서초구,서초동예술의전당/신중초등학교 [22899],133.1,198.0,331.1,2.0
22900,서초구,동덕여중고 [22900],423.5,441.9,865.4,2.0
22904,서초구,국립국악원 [22904],58.7,148.0,206.6,2.0
22905,서초구,래미안아파트.파이낸셜뉴스 [22905],1.0,72.6,73.6,1.0
22908,서초구,남부터미널.BC카드앞 [22908],202.2,118.5,320.7,1.0
22909,서초구,양재역엘타워빌딩 [22909],,,,
22913,관악구,서래초등학교 [22913],69.4,81.9,151.3,1.0
22928,서초구,방배열린문화센터.가야치과병원 [22928],82.3,116.5,198.8,1.0
22931,서초구,신한은행 [22931],22.6,104.5,127.0,1.0
22933,서초구,뉴코아백화점 [22933],47.2,248.0,295.2,1.0
22937,관악구,이수역2번출구 [22937],1858.2,633.8,2492.0,2.0
22945,서초구,서초1동주민센터 [22945],44.4,64.9,109.3,1.0
22979,관악구,서울메트로 [22979],162.2,43.7,205.9,3.0
22980,서초구,서초구청 맞은편 [22980],421.0,120.4,541.4,2.0
22981,서초구,방배역3번출구 [22981],437.0,463.7,900.8,2.0
22983,서초구,대검찰청.서초경찰서 [22983],84.8,149.6,234.4,2.0
22984,서초구,불교TV.서초어린이집 [22984],93.4,186.9,280.3,2.0
22989,관악구,사당역 12번출구 [22989],1935.5,2060.7,3996.2,6.0
22990,서초구,삼성래미안.이수역방향 [22990],774.7,616.1,1390.9,2.0
22993,서초구,서울성모병원.서울지방조달청 [22993],268.2,683.0,951.1,3.0
22994,서초구,아크로비스타 [22994],20.7,396.1,416.8,2.0
23101,강남구,신사중학교 [23101],1261.4,2427.1,3688.5,8.0
23102,강남구,✈️ 미성아파트 [23102],2098.8,819.1,2917.9,8.0
23103,강남구,광림교회.현대고등학교(new) [23103],1156.2,1331.9,2488.0,7.0
23104,강남구,광림교회.현대고등학교 [23104],1400.4,752.0,2152.3,7.0
23108,강남구,신사역8번출구.가로수길 [23108],1232.2,2019.9,3252.1,5.0
23109,강남구,신사역사거리 [23109],377.4,454.3,831.7,5.0
23110,강남구,신사역3번출구 [23110],1587.7,1160.5,2748.2,6.0
23112,강남구,신사동고개 [23112],687.0,1427.0,2114.0,5.0
23114,강남구,학동역 [23114],1691.7,1208.1,2899.8,4.0
23115,강남구,학동역6번출구 [23115],478.9,385.0,863.9,4.0
23116,강남구,영동시장 [23116],215.0,319.0,534.0,4.0
23117,강남구,영동시장 [23117],590.9,692.6,1283.5,5.0
23118,강남구,학동역5번출구 [23118],1022.0,787.8,1809.8,5.0
23120,강남구,삼정호텔 [23120],199.4,262.1,461.5,2.0
23121,서초구,신논현역 [23121],189.5,431.6,621.1,2.0
23124,강남구,언북중학교입구 [23124],550.7,1064.5,1615.3,3.0
23125,강남구,제일은행.호림아트센터앞 [23125],929.2,1376.5,2305.8,4.0
23126,강남구,영동119안전센터 [23126],798.4,667.0,1465.4,2.0
23128,강남구,강남구청역 [23128],711.2,281.0,992.2,3.0
23129,강남구,세관앞 [23129],226.6,292.7,519.3,2.0
23130,강남구,서울세관 [23130],201.7,156.6,358.3,1.0
23131,강남구,서울세관 [23131],169.8,282.1,451.9,1.0
23132,강남구,학동역 [23132],1594.0,1643.5,3237.5,4.0
23135,강남구,강남구청역 [23135],107.9,448.5,556.4,3.0
23136,강남구,한국토지주택공사앞 [23136],307.4,450.0,757.4,5.0
23138,강남구,아크로힐스논현 [23138],99.4,115.9,215.3,2.0
23139,강남구,논현아이파크 [23139],403.8,310.8,714.6,4.0
23140,강남구,임페리얼팰리스호텔.워터게이트빌딩 [23140],180.3,288.8,469.1,2.0
23141,강남구,임피리얼팰리스호텔워터게이트 [23141],487.6,568.6,1056.2,4.0
23142,강남구,논현아이파크 [23142],246.1,511.5,757.6,4.0
23143,강남구,국민은행논현동지점 [23143],212.1,170.0,382.0,2.0
23147,강남구,서울세관사거리 [23147],128.8,156.0,284.7,3.0
23148,강남구,현대아파트 [23148],1852.4,2732.9,4585.3,11.0
23149,강남구,✈️ 압구정역 [23149],3766.4,2141.3,5907.7,11.0
23151,강남구,신사동교회 [23151],900.5,584.5,1485.0,3.0
23152,강남구,도산공원.호림아트센터앞 [23152],304.3,330.5,634.8,1.0
23156,강남구,압구정파출소 [23156],1526.2,1346.1,2872.2,9.0
23157,강남구,압구정파출소 [23157],1576.6,2095.6,3672.2,10.0
23158,강남구,✈️ 갤러리아백화점 [23158],2649.7,2040.6,4690.4,9.0
23159,강남구,✈️ 갤러리아 백화점 [23159],2249.1,2088.2,4337.3,10.0
23162,강남구,도산공원 [23162],457.4,563.9,1021.3,3.0
23163,강남구,신구중학교 [23163],379.3,454.7,834.0,3.0
23165,강남구,청담초등학교 [23165],641.7,583.9,1225.7,4.0
23166,강남구,청담동주민센터 [23166],2431.8,2697.0,5128.9,7.0
23167,강남구,✈️ 프리마호텔 [23167],2820.1,1945.1,4765.2,8.0
23168,강남구,✈️ 리베라호텔 [23168],395.6,440.3,835.9,5.0
23169,강남구,영동교입구 [23169],1023.6,1057.8,2081.4,9.0
23170,강남구,청담역.경기고교 [23170],1019.0,1083.6,2102.6,8.0
23171,강남구,우리은행청담지점.청담삼익아파트 [23171],847.8,667.6,1515.4,8.0
23173,강남구,진흥아파트 [23173],918.1,720.1,1638.2,6.0
23174,강남구,청담천주교회 [23174],467.7,364.4,832.0,4.0
23175,강남구,청담2치안센터 [23175],284.4,462.1,746.5,3.0
23176,강남구,강남구청.강남세무서 [23176],2005.0,1056.1,3061.1,7.0
23177,강남구,청담동래미안아파트 [23177],725.9,887.1,1613.0,7.0
23178,강남구,강남구청역 [23178],1997.3,876.4,2873.7,5.0
23179,강남구,✈️ 프리마호텔 [23179],,,,
23180,강남구,농협앞 [23180],743.8,815.9,1559.7,2.0
23182,강남구,청담초등학교앞 [23182],750.2,1039.5,1789.7,5.0
23183,강남구,청담2치안센터 [23183],521.7,319.3,840.9,3.0
23186,강남구,진흥아파트청담역 [23186],1303.0,1134.1,2437.1,6.0
23187,강남구,청담역.경기고교 [23187],1256.5,695.8,1952.2,6.0
23190,강남구,봉은사.코엑스북문 [23190],376.3,139.0,515.3,2.0
23193,강남구,봉은사역5번출구.광동한방병원 [23193],219.6,253.7,473.3,2.0
23194,강남구,노블발렌티웨딩홀 [23194],170.4,130.1,300.5,1.0
23196,강남구,강남경찰서면허시험장 [23196],927.0,1384.8,2311.8,15.0
23197,강남구,삼성역7번출구 [23197],3177.9,1086.1,4264.0,16.0
23199,강남구,무역센터 [23199],958.8,792.9,1751.7,6.0
23200,강남구,강남보건소.강남구립국제교육원 [23200],683.3,414.6,1097.9,5.0
23202,강남구,포스코사거리 [23202],1295.3,442.0,1737.3,5.0
23204,강남구,센트럴아이파크.강남구도시관리공단 [23204],289.4,823.5,1112.9,4.0
23205,강남구,삼성동서광아파트 [23205],1508.7,921.2,2429.9,7.0
23206,강남구,강남구청.강남세무서 [23206],1133.4,1322.8,2456.2,7.0
23207,강남구,✈️ 청담역7번출구 [23207],912.0,246.1,1158.1,3.0
23208,강남구,센트럴아이파크.강남구도시관리공단 [23208],399.0,378.6,777.6,3.0
23209,강남구,한별구립어린이집 [23209],320.4,663.4,983.8,4.0
23210,강남구,삼성중앙역.플래티넘아파트 [23210],689.6,222.0,911.6,3.0
23211,강남구,삼성중앙역.플래티넘아파트 [23211],227.0,470.6,697.5,3.0
23214,강남구,선릉역8번출구.선정릉 [23214],1434.0,777.1,2211.2,6.0
23216,강남구,한국토지주택공사앞 [23216],457.3,497.3,954.6,5.0
23218,강남구,선릉역 [23218],1690.5,1293.4,2983.9,8.0
23219,서초구,✈️ 도곡역2번출구.동부센트레빌[23219],316.4,429.5,745.9,5.0
23220,서초구,중대부고 [23220],1045.7,513.8,1559.5,8.0
23221,강남구,단대부고.대치아이파크아파트 [23221],419.4,769.0,1188.5,8.0
23222,강남구,한티역2번출구.한티역3번출구.서울강남고용노동지청 [23222],2252.7,1365.5,3618.2,7.0
23223,강남구,삼성아파트입구 [23223],1621.5,2329.6,3951.1,7.0
23224,강남구,농협대치지점 [23224],1907.6,1325.3,3232.9,9.0
23226,강남구,대치역1번출구 [23226],1231.6,998.4,2230.0,8.0
23227,강남구,래미안.대치.팰리스 [23227],656.6,422.7,1079.3,8.0
23228,서초구,도곡역 [23228],414.8,474.1,888.9,6.0
23229,강남구,대치동우성아파트 [23229],379.1,573.8,952.9,7.0
23230,강남구,대치역8번출구 [23230],775.3,706.6,1481.9,6.0
23231,강남구,대치역7번출구 [23231],538.1,463.8,1001.9,8.0
23233,강남구,은마아파트 [23233],1840.3,880.9,2721.2,8.0
23234,강남구,은마파출소 [23234],875.9,843.4,1719.3,4.0
23235,강남구,은마아파트 [23235],697.3,597.6,1294.9,2.0
23236,강남구,대치동은마아파트 [23236],772.9,927.1,1700.1,6.0
23237,강남구,은마아파트 [23237],621.0,558.0,1179.0,6.0
23238,강남구,대치동미도아파트 [23238],521.3,578.5,1099.8,6.0
23239,강남구,대치역6번출구.강남구민회관 [23239],556.7,563.9,1120.7,8.0
23240,강남구,쌍용아파트 [23240],951.0,651.6,1602.6,6.0
23243,강남구,강남경찰서.강남운전면허시험장 [23243],598.4,502.0,1100.4,8.0
23244,강남구,삼성역 [23244],1984.1,558.5,2542.6,7.0
23245,강남구,휘문고.대치2동주민센터 [23245],323.7,694.0,1017.7,5.0
23246,강남구,래미안하이스턴.대치순복음교회 [23246],943.7,742.3,1686.0,3.0
23247,강남구,대치현대아파트 [23247],1056.8,1061.1,2117.9,5.0
23249,강남구,휘문중고등학교 [23249],588.2,1279.2,1867.4,7.0
23252,강남구,한티역 [23252],1406.7,1111.5,2518.2,8.0
23253,강남구,도성초등학교 [23253],967.2,779.3,1746.5,7.0
23257,강남구,도성초교사거리 [23257],208.4,156.5,364.9,2.0
23259,강남구,선릉역 [23259],2728.5,2255.8,4984.3,9.0
23260,강남구,포스코빌딩 [23260],789.3,2542.5,3331.8,9.0
23261,강남구,대치사거리 [23261],309.6,538.3,847.9,2.0
23262,강남구,대치동현대아파트 [23262],894.3,929.3,1823.6,5.0
23263,강남구,은마아파트입구사거리 [23263],2502.1,1693.7,4195.8,7.0
23264,강남구,도곡초등학교 [23264],862.6,819.8,1682.4,7.0
23265,강남구,한티역2번출구.서울강남고용노동지청 [23265],1223.6,1372.4,2596.0,7.0
23267,강남구,삼정호텔앞 [23267],58.4,197.8,256.2,1.0
23268,강남구,차병원 [23268],710.1,824.3,1534.4,4.0
23271,강남구,스포월드.라움아트센터 [23271],240.5,780.0,1020.4,3.0
23273,강남구,아크로힐스논현 [23273],152.5,177.2,329.7,3.0
23278,강남구,KT강남지사 [23278],1274.8,455.8,1730.6,4.0
23279,강남구,KT강남지사 [23279],393.3,1174.4,1567.7,3.0
23280,강남구,아가방빌딩.하나은행 [23280],1320.6,1178.7,2499.3,10.0
23281,서초구,역삼역.GS타워 [23281],2185.7,1975.5,4161.2,3.0
23290,강남구,강남보건소.강남구립국제교육원 [23290],437.7,735.7,1173.4,5.0
23291,서초구,역삼럭키아파트.역삼월드메르디앙아파트 [23291],1134.3,865.0,1999.3,4.0
23294,서초구,뱅뱅사거리.역삼동 [23294],589.3,934.1,1523.4,4.0
23298,강남구,역삼자이아파트 [23298],542.0,364.8,906.8,3.0
23301,강남구,역삼동개나리아파트 [23301],351.4,410.5,761.9,3.0
23305,강남구,대한사회복지회 [23305],904.2,2081.3,2985.6,11.0
23306,강남구,한국자산신탁.르네상스호텔 [23306],915.2,1249.8,2165.0,8.0
23307,강남구,진선여자중고등학교 [23307],1527.7,897.9,2425.6,7.0
23308,강남구,역삼e-편한세상아파트 [23308],1118.1,1136.8,2254.9,9.0
23309,강남구,한티역 [23309],1171.8,789.5,1961.2,7.0
23310,강남구,한티역7번출구 [23310],2871.6,891.8,3763.4,8.0
23311,서초구,역삼중학교.강남세브란스병원 [23311],1284.4,1252.2,2536.6,7.0
23312,서초구,도곡1차IPARK.모커리한방병원 [23312],1477.7,1265.2,2742.9,5.0
23314,서초구,도곡1동주민센터.역삼럭키아파트 [23314],1309.5,1251.3,2560.8,5.0
23316,서초구,✈️ 도곡동 [23316],606.5,627.4,1233.9,6.0
23317,서초구,매봉역양재최의원 [23317],768.0,1076.7,1844.8,8.0
23323,서초구,매봉역 [23323],2314.2,816.4,3130.6,8.0
23324,서초구,도곡개포한신아파트 [23324],302.7,472.6,775.3,5.0
23325,서초구,도곡동개포한신아파트 [23325],241.8,417.2,659.0,5.0
23326,서초구,우성캐릭터빌아파트 [23326],510.6,184.4,695.0,7.0
23327,서초구,군인공제회관 [23327],972.7,522.8,1495.5,8.0
23329,서초구,숙명여고 [23329],511.0,383.7,894.7,5.0
23330,서초구,도곡렉슬아파트.강남세브란스병원 [23330],1103.9,1225.8,2329.7,5.0
23331,강남구,한티역6번출구 [23331],364.9,1880.8,2245.6,6.0
23332,강남구,도곡렉슬아파트정문 [23332],386.9,344.6,731.5,7.0
23333,서초구,중대부고앞 [23333],84.1,469.9,554.0,7.0
23334,서초구,구룡중학교앞 [23334],129.2,798.1,927.3,7.0
23335,서초구,개포고등학교앞 [23335],479.8,1111.0,1590.7,9.0
23336,서초구,개포1단지 [23336],143.4,860.8,1004.2,8.0
23338,서초구,개포파크빌리지 [23338],616.9,326.5,943.4,9.0
23339,서초구,하나은행사거리 [23339],883.8,373.8,1257.6,10.0
23340,서초구,현대아파트경남아파트 [23340],666.4,102.0,768.4,8.0
23341,서초구,우성3차아파트 [23341],386.1,178.9,565.0,3.0
23343,서초구,개포고등학교 [23343],635.8,212.2,848.0,6.0
23344,서초구,개포1단지연금매장 [23344],1177.2,389.0,1566.2,6.0
23345,서초구,래미안블레스티지아파트 [23345],1945.6,732.3,2677.9,5.0
23346,서초구,시립개포도서관 [23346],242.4,122.3,364.7,3.0
23347,서초구,개포3단지.수도전기공고후문 [23347],243.1,149.6,392.7,3.0
23348,서초구,개포3단지.수도전기공고후문 [23348],76.5,183.3,259.8,3.0
23349,서초구,디에이치아너힐즈 [23349],269.5,716.1,985.5,5.0
23350,서초구,주공4단지 [23350],1112.7,238.0,1350.7,5.0
23351,서초구,경기여고 [23351],506.6,935.3,1442.0,8.0
23353,서초구,개포주공5단지경기여고 [23353],1151.3,760.4,1911.7,9.0
23354,서초구,개포동역.개포시장 [23354],957.2,1022.1,1979.2,9.0
23355,강남구,개포시장.개포5단지상가 [23355],105.7,191.6,297.3,2.0
23359,강남구,공무원아파트 [23359],508.4,893.8,1402.2,4.0
23360,강남구,개원중학교 [23360],335.4,1229.0,1564.4,7.0
23361,강남구,개포주공7단지앞 [23361],439.8,779.6,1219.3,6.0
23362,강남구,✈️ 개포동(연금매장) [23362],1008.6,607.4,1616.0,7.0
23363,서초구,현대아파트 [23363],30.0,624.5,654.5,5.0
23364,서초구,개포래미안포레스트 [23364],162.6,956.4,1119.0,8.0
23367,서초구,능인선원앞 [23367],115.3,117.0,232.3,4.0
23368,서초구,구룡사입구 [23368],806.8,185.9,992.6,8.0
23369,서초구,국악고교사거리 [23369],1420.1,372.2,1792.3,7.0
23370,서초구,삼호물산 [23370],2741.7,320.5,3062.2,7.0
23379,서초구,구룡초등학교 [23379],355.0,286.3,641.4,3.0
23380,송파구,수서삼성아파트앞 [23380],662.8,477.7,1140.5,9.0
23381,송파구,일원본동주민센터 [23381],899.5,1333.0,2232.5,9.0
23384,송파구,일원본동주민센터 [23384],681.8,519.3,1201.1,9.0
23385,송파구,수서119.안전센터앞 [23385],538.4,560.7,1099.1,9.0
23386,송파구,삼성서울병원정문 [23386],167.2,305.0,472.2,2.0
23388,송파구,일원역 [23388],145.4,132.2,277.6,2.0
23389,송파구,삼성서울병원후문 [23389],1139.4,374.0,1513.4,3.0
23392,송파구,삼성서울병원사거리 [23392],304.4,207.7,512.1,3.0
23393,송파구,강남한양수자인아파트 [23393],284.8,177.5,462.3,3.0
23395,강남구,대치아파트 [23395],1582.0,568.0,2150.0,9.0
23397,송파구,대청역 [23397],242.3,186.4,428.7,2.0
23401,송파구,✈️ 수서역(현대벤처빌) [23401],113.7,189.5,303.1,1.0
23402,송파구,수서역 [23402],847.9,165.0,1012.9,3.0
23403,송파구,수서역KT수서지점 [23403],58.2,542.6,600.8,2.0
23404,송파구,수서역KT수서지점 [23404],1899.9,2669.9,4569.8,10.0
23405,송파구,세곡동주민센터 [23405],58.8,33.6,92.4,4.0
23406,송파구,궁마을 [23406],282.2,310.0,592.2,10.0
23407,송파구,궁마을 [23407],329.8,429.9,759.7,10.0
23408,송파구,수서역6번출구 [23408],7861.7,2092.4,9954.1,10.0
23409,송파구,수서역5번.출구 [23409],438.5,1528.9,1967.5,3.0
23410,송파구,수서역.로즈데일빌딩 [23410],2510.6,866.7,3377.3,7.0
23411,송파구,세곡문화복지회관 [23411],22.8,118.7,141.6,4.0
23412,송파구,은곡마을.LH이편한세상 [23412],749.5,435.4,1184.9,7.0
23422,송파구,세곡동사거리 [23422],135.9,25.4,161.3,3.0
23423,송파구,방죽마을 [23423],500.0,91.1,591.1,5.0
23424,송파구,래미안포레아파트 [23424],970.8,118.8,1089.6,5.0
23425,송파구,쟁골마을 [23425],74.2,347.9,422.1,11.0
23426,송파구,쟁골마을 [23426],128.7,420.9,549.6,10.0
23427,송파구,래미안포레아파트 [23427],137.9,988.7,1126.6,5.0
23432,강남구,영동고교앞 [23432],664.7,1510.9,2175.6,5.0
23434,송파구,은곡마을진입로 [23434],219.7,47.8,267.5,6.0
23435,강남구,탄천교 [23435],247.2,586.6,833.8,3.0
23436,강남구,우성아파트 [23436],709.7,340.1,1049.8,2.0
23437,송파구,세곡푸르지오.은곡삼거리 [23437],269.3,75.5,344.8,4.0
23438,강남구,삼성역 [23438],1353.1,719.0,2072.1,5.0
23439,송파구,세곡푸르지오 [23439],32.6,218.1,250.7,4.0
23442,송파구,"세곡2지구3,4단지 [23442]",532.9,219.3,752.1,3.0
23445,서초구,개포우성아파트 [23445],36.0,270.1,306.1,5.0
23446,송파구,래미안강남힐즈 [23446],1164.8,396.8,1561.5,5.0
23447,송파구,세곡중학교.세명초등학교 [23447],589.1,1292.7,1881.8,4.0
23449,송파구,일원동한솔아파트 [23449],558.6,926.7,1485.3,8.0
23450,송파구,시립수서청소년센터 [23450],320.4,375.1,695.5,9.0
23453,강남구,포스코사거리 [23453],245.4,776.9,1022.3,2.0
23456,서초구,그랑프리백화점 [23456],2467.7,727.7,3195.4,7.0
23457,서초구,개포중학교 [23457],325.6,1220.5,1546.1,8.0
23459,서초구,개포주공1단지아파트 [23459],910.3,226.7,1137.0,9.0
23462,송파구,영희초등학교 [23462],127.1,162.7,289.9,2.0
23463,송파구,못골마을.LH강남아이파크 [23463],463.4,1127.3,1590.7,4.0
23464,송파구,못골마을 [23464],1189.0,340.1,1529.1,5.0
23465,송파구,태화기독교.사회복지관 [23465],552.4,536.0,1088.5,9.0
23468,서초구,도곡교회.인바디빌딩 [23468],111.5,138.8,250.4,4.0
23469,서초구,강남세브란스병원 [23469],269.8,310.5,580.3,4.0
23470,서초구,도곡교회.인바디빌딩.건너 [23470],39.0,83.2,122.1,4.0
23471,송파구,래미안강남힐즈 [23471],409.6,1251.7,1661.2,4.0
23473,강남구,강남경찰서.강남운전면허시험장 [23473],926.2,819.7,1745.9,10.0
23479,서초구,개포동역 [23479],11.1,57.4,68.5,1.0
23482,송파구,세곡푸르지오 [23482],635.9,391.4,1027.2,5.0
23488,서초구,럭키아파트 [23488],285.1,461.5,746.6,3.0
23492,강남구,개포4단지6단지 [23492],7.4,0.5,7.9,1.0
23493,서초구,개포4단지5단지 [23493],13.2,2.9,16.1,1.0
23494,서초구,강남역12번출구(A) [23494],,,,
23500,강남구,학여울역 [23500],41.0,114.5,155.5,1.0
23501,강남구,학여울역 [23501],96.8,28.1,124.9,1.0
23505,서초구,현대1차우성아파트 [23505],91.8,289.5,381.3,3.0
23508,강남구,개포4단지7단지 [23508],95.9,0.4,96.3,1.0
23509,강남구,총회회관.휘문고입구 [23509],209.1,687.5,896.6,6.0
23510,서초구,예림당아트홀.신한은행전산센터 [23510],341.5,587.5,929.0,3.0
23511,강남구,새마을운동중앙회 [23511],926.7,510.8,1437.5,6.0
23512,서초구,총지사 [23512],190.9,647.7,838.6,2.0
23515,서초구,우성3차아파트 [23515],244.1,239.1,483.2,3.0
23516,서초구,우성6차아파트 [23516],203.7,410.7,614.3,2.0
23521,송파구,코원에너지서비스 [23521],14.4,64.1,78.5,1.0
23525,서초구,삼익아파트앞 [23525],251.5,124.0,375.5,2.0
23526,송파구,래미안포레아파트 [23526],367.3,855.8,1223.0,3.0
23528,송파구,세곡2지구3.4단지 [23528],291.1,575.6,866.7,3.0
23529,서초구,도곡한신아파트 [23529],146.3,55.0,201.3,2.0
23537,송파구,은곡마을입구.리엔파크2단지 [23537],1082.0,706.6,1788.6,8.0
23827,서초구,✈️ 양재동 [23827],,,,
23828,서초구,✈️ 도곡동 [23828],,,,
23829,서초구,✈️ 타워팰리스 [23829],,,,
23830,강남구,✈️ 대치동 [23830],,,,
23831,강남구,✈️ 학여울역 [23831],,,,
23832,강남구,✈️ 개포동 [23832],,,,
23838,강남구,✈️ 학여울역 [23838],,,,
23839,강남구,✈️ 대치동(하나은행) [23839],,,,
23840,서초구,✈️ 타워펠리스 [23840],,,,
23841,서초구,✈️ 양재동 [23841],,,,
23842,강남구,✈️ 신사동 [23842],,,,
23843,강남구,✈️ 신사동미성아파트 [23843],,,,
23844,강남구,✈️ 리베라호텔 [23844],,,,
23848,강남구,✈️ 압구정역 [23848],,,,
23920,서초구,양재역.종합복지관 [23920],2426.9,581.6,3008.5,4.0
23921,서초구,양재역5번출구 [23921],939.0,224.2,1163.2,2.0
24005,송파구,석촌역 [24005],2121.4,2552.4,4673.8,16.0
24007,송파구,송파역 [24007],2315.4,1617.5,3932.9,14.0
24009,송파구,가락시장.가락시장역 [24009],2943.6,1918.8,4862.4,13.0
24011,송파구,문정로데오거리입구 [24011],2019.8,858.8,2878.6,13.0
24012,송파구,문정로데오거리입구 [24012],693.0,2012.3,2705.4,13.0
24013,송파구,문정법조단지.건영아파트 [24013],2813.1,869.7,3682.8,13.0
24014,송파구,문정법조단지.건영아파트 [24014],946.9,2483.0,3429.9,13.0
24015,송파구,장지역.가든파이브 [24015],1870.0,725.9,2595.9,9.0
24016,송파구,장지역.가든파이브 [24016],2365.8,1881.2,4246.9,14.0
24101,강동구,천호역.풍납시장 [24101],3066.5,1157.0,4223.5,10.0
24102,강동구,풍납1치안센터입구 [24102],69.2,112.9,182.1,3.0
24103,강동구,파크데일아파트2단지앞 [24103],224.1,433.3,657.4,2.0
24104,강동구,파크데일아파트1단지앞 [24104],478.8,24.8,503.6,2.0
24105,강동구,풍납1동동아한가람아파트 [24105],289.3,192.6,482.0,2.0
24106,강동구,풍납동신성노바빌 [24106],175.8,80.2,256.0,2.0
24108,강동구,풍납토성 [24108],428.6,1640.1,2068.7,2.0
24109,강동구,영파여고.강동구청역 [24109],1025.2,1110.6,2135.8,9.0
24110,강동구,풍납동극동.쌍용아파트 [24110],1087.4,608.1,1695.5,11.0
24111,강동구,풍납중학교 [24111],196.7,91.2,287.9,1.0
24112,강동구,풍성중학교후문앞 [24112],51.2,111.0,162.2,1.0
24113,송파구,서울아산병원앞 [24113],293.8,380.1,673.9,1.0
24116,강동구,풍납토성서성벽 [24116],119.7,194.7,314.4,1.0
24117,강동구,송파두산위브.송파소방서 [24117],379.9,71.2,451.1,2.0
24120,강동구,풍납동영어체험마을 [24120],208.8,114.7,323.5,1.0
24123,송파구,잠실파크리오아파트상가.올림픽회관 [24123],933.1,688.5,1621.7,8.0
24125,송파구,잠실나루역 [24125],203.1,613.7,816.9,4.0
24126,송파구,잠실진주아파트 [24126],210.2,289.1,499.4,5.0
24127,송파구,몽촌토성역 [24127],162.4,252.5,414.9,4.0
24128,송파구,신천동진주아파트 [24128],804.1,1263.9,2068.0,6.0
24129,송파구,잠실나루역 [24129],568.6,244.4,812.9,5.0
24130,송파구,잠실중학교.장미종합상가 [24130],717.4,838.0,1555.4,4.0
24131,송파구,잠실중학교 [24131],769.6,509.9,1279.4,5.0
24132,송파구,잠실역8번출구 [24132],1685.8,5642.0,7327.8,11.0
24135,송파구,잠실역9번출구 [24135],736.3,1275.1,2011.4,6.0
24139,송파구,잠실5단지 [24139],896.8,963.9,1860.7,14.0
24140,송파구,잠실리센츠아파트앞 [24140],86.7,180.9,267.7,3.0
24141,송파구,잠실새내역.잠실2동주민센터 [24141],635.9,2064.7,2700.6,15.0
24142,송파구,잠실엘스아파트앞 [24142],1632.6,1816.9,3449.5,17.0
24145,송파구,잠실트리지움아파트앞 [24145],881.3,1075.7,1957.0,16.0
24147,송파구,갤러리아팰리스 [24147],367.7,532.6,900.2,3.0
24148,송파구,잠실트리지움 [24148],244.5,287.1,531.6,4.0
24149,송파구,영동일고레이크팰리스앞 [24149],612.1,252.6,864.7,4.0
24150,송파구,영동일고.트리지움동문앞 [24150],190.9,438.4,629.2,4.0
24152,송파구,잠실트리지움 [24152],646.3,630.0,1276.3,3.0
24153,송파구,잠실119안전센터 [24153],637.2,213.6,850.8,3.0
24155,광진구,아시아선수촌아파트 [24155],731.5,573.9,1305.4,5.0
24156,송파구,아주중학교 [24156],452.7,462.2,915.0,3.0
24160,송파구,잠실우성4차현대아파트 [24160],651.1,662.2,1313.4,4.0
