ARS,자치구,정류장이름,POI_total_100m,POI_total_300m,POI_음식_300m,POI_소매_300m,POI_과학·기술_300m,POI_수리·개인_300m,POI_교육_300m,POI_부동산_300m,POI_시설관리·임대_300m,POI_예술·스포츠_300m,POI_보건의료_300m,POI_숙박_300m,POI_total_500m
19133,영등포구,국회의사당역 [19133],31,655,238,68,204,19,27,22,49,7,17,4,1276
19134,영등포구,영평동한솔아파트 [19134],1,65,11,18,13,9,5,1,6,2,0,0,174
19136,동작구,여의도순복음교회 [19136],51,309,118,40,97,8,11,7,15,6,6,1,1069
19137,동작구,여의도순복음교회 [19137],11,514,181,48,167,14,30,22,30,10,8,4,1152
19138,동작구,여의도공원 [19138],0,195,66,29,53,8,8,6,9,1,3,12,627
19139,동작구,여의나루역 [19139],2,117,60,20,5,6,2,7,5,0,0,12,645
19140,동작구,여의나루역 [19140],7,126,65,24,5,6,2,7,5,0,0,12,504
19142,동작구,여의도중학교 [19142],1,68,27,23,2,3,5,4,1,3,0,0,290
19143,동작구,63빌딩.가톨릭대학교여의도성모병원 [19143],53,168,93,23,15,10,1,13,5,5,1,2,353
19144,동작구,63빌딩.가톨릭대학교여의도성모병원 [19144],49,168,93,23,15,10,1,13,5,5,1,2,775
19145,동작구,시범아파트 [19145],41,184,54,36,19,13,22,15,13,8,4,0,1652
19147,동작구,여의동주민센터 [19147],67,574,191,75,94,48,68,22,35,22,18,1,1797
19151,동작구,샛강역.앙카라공원 [19151],58,1515,418,104,584,73,105,51,99,39,39,3,2657
19154,동작구,샛강역4번출구.여의도자이 [19154],9,1119,237,105,512,49,51,41,84,17,22,1,2955
19155,동작구,여의도역 [19155],182,1151,342,146,385,48,46,37,70,16,60,1,2755
19157,동작구,한국거래소 [19157],178,2012,522,360,777,60,59,53,92,18,69,2,3795
19158,동작구,한국거래소 [19158],170,1491,431,273,573,30,40,35,49,7,51,2,3556
19159,동작구,삼부아파트 [19159],273,603,173,177,161,21,14,23,19,4,10,1,1947
19161,동작구,전경련회관 [19161],73,93,46,13,21,5,2,1,1,0,3,1,426
19163,영등포구,당산동진로아파트 [19163],140,656,184,105,159,69,29,25,31,20,17,17,1869
19166,영등포구,교보앞 [19166],67,832,202,159,159,92,71,27,45,34,32,11,1985
19169,영등포구,영등포구청 [19169],198,1626,373,171,540,155,86,67,138,55,26,15,2869
19171,영등포구,당산동삼익아파트 [19171],26,1138,277,128,360,95,81,36,89,42,26,4,2421
19173,영등포구,당산역 [19173],161,845,256,99,202,60,47,25,58,49,36,13,1798
19174,영등포구,당산역삼성래미안아파트 [19174],127,746,196,101,95,81,100,35,31,39,59,9,1193
19178,영등포구,당산역 [19178],48,761,200,97,118,67,101,37,29,43,63,6,1705
19194,영등포구,문래동대림아파트 [19194],117,720,135,86,248,52,65,22,66,30,13,3,1502
19202,영등포구,양평1동주민센터 [19202],49,598,166,85,164,55,40,23,25,20,13,7,2190
19203,영등포구,양평신동아아파트 [19203],25,546,165,81,129,54,35,29,18,19,10,6,1969
19205,영등포구,관악고등학교 [19205],172,618,141,95,199,59,30,25,36,17,11,5,1265
19207,영등포구,당중초등학교 [19207],104,840,158,87,361,51,49,39,73,18,2,2,1644
19210,영등포구,한신아파트.선유도역 [19210],108,816,207,105,266,57,52,29,52,26,16,6,1162
19214,영등포구,양평한신아파트.선유도공원입구 [19214],1,153,34,16,46,22,9,3,21,0,1,1,710
19215,영등포구,영등포아리수정수센터 [19215],0,5,0,2,0,2,0,0,1,0,0,0,28
19216,영등포구,양평한신아파트.선유도공원입구 [19216],0,105,20,7,41,12,5,1,15,2,1,1,616
19217,영등포구,안양천입구 [19217],0,11,1,3,0,4,1,0,2,0,0,0,36
19218,영등포구,양평동한솔아파트 [19218],9,68,11,18,14,10,6,1,6,2,0,0,185
19220,영등포구,당산초등학교앞 [19220],116,689,208,97,164,55,50,21,38,26,23,7,1169
19221,영등포구,선유고등학교 [19221],51,560,150,76,174,36,32,16,33,25,14,4,1715
19223,영등포구,선유중학교 [19223],8,203,37,33,36,26,29,13,17,11,0,1,910
19226,동작구,신길새마을금고 [19226],68,461,141,82,39,51,29,25,25,31,13,25,859
19228,동작구,대신시장 [19228],125,447,123,114,39,45,38,17,17,21,22,11,959
19231,영등포구,영등포농협.신길2동새마을금고 [19231],57,320,78,79,33,40,15,13,19,23,6,14,863
19233,구로구,신길한화꿈에그린아파트 [19233],50,184,47,36,12,22,18,21,1,5,21,1,910
19234,구로구,성락교회 [19234],34,282,56,81,23,30,25,21,9,20,14,3,791
19238,영등포구,우신초등학교 [19238],30,324,79,81,28,46,21,12,21,19,7,10,954
19241,구로구,신풍역.백악관웨딩문화원앞 [19241],16,359,122,79,19,45,23,34,3,15,15,4,644
19247,구로구,태양의집.KT대방지사 [19247],35,304,71,77,19,40,47,15,5,11,15,4,791
19255,동작구,공군회관 [19255],24,215,46,44,25,33,29,9,6,10,4,9,650
19258,구로구,태양의집 [19258],84,280,60,92,23,40,14,11,7,14,14,5,932
19261,구로구,흰돌교회 [19261],54,520,150,144,24,83,20,19,13,50,7,10,1515
19269,구로구,대림동우성아파트 [19269],55,414,104,108,44,46,20,19,18,38,16,1,1282
19273,구로구,YDP미래평생학습관 [19273],18,178,35,35,19,25,23,10,15,9,6,1,801
19279,영등포구,신길역 [19279],15,97,26,25,14,7,8,7,5,2,0,3,428
19280,영등포구,국회의사당 [19280],148,899,318,69,332,21,41,31,53,11,16,7,1316
19281,동작구,산업은행본점 [19281],163,1020,367,91,359,25,49,33,60,11,18,7,1842
19282,동작구,현대백화점 [19282],419,1078,283,238,416,23,24,36,35,4,17,2,2613
19283,동작구,✈️ 유진투자증권.파이낸셜뉴스신문 [19283],159,1052,274,233,424,17,22,29,29,4,18,2,1917
19284,동작구,LG트윈타워 [19284],0,780,184,219,286,14,13,19,19,3,9,14,1492
19290,동작구,여의도지하차도입구 [19290],109,1088,377,138,408,17,30,33,29,6,48,2,2153
19301,동작구,신길보라매SK뷰아파트 [19301],7,251,54,52,13,25,57,9,9,14,13,5,723
19304,구로구,래미안에스티움 [19304],34,338,97,78,26,49,30,31,3,11,10,3,820
19305,영등포구,문래자이아파트 [19305],4,394,189,74,38,24,17,5,13,19,13,2,1407
19307,동작구,대방역 [19307],53,207,46,32,25,18,30,13,13,15,4,11,491
19312,구로구,대림코오롱아파트 [19312],5,158,44,26,22,14,9,9,11,15,6,2,1351
19318,영등포구,문래역 [19318],11,397,195,72,40,24,16,5,13,18,13,1,1434
19321,구로구,신동아아파트 [19321],13,278,58,55,60,32,16,16,26,7,6,2,1135
19357,구로구,대림동코오롱아파트 [19357],11,153,31,25,28,20,12,8,9,8,6,6,1317
19365,영등포구,우신사거리 [19365],44,302,74,72,29,46,18,13,18,17,4,11,1008
19402,구로구,현대2차아파트후문 [19402],3,239,83,38,14,25,25,11,5,24,6,8,783
19427,영등포구,두산위브진주아파트 [19427],11,511,61,57,229,35,43,20,50,10,5,1,993
19458,구로구,대림3동주민센터 [19458],72,395,101,83,50,52,23,17,23,36,9,1,1084
19619,영등포구,문래힐스테이트 [19619],106,904,187,100,251,67,117,27,61,49,43,2,1544
19827,구로구,대영고등학교.신길센트럴아이파크 [19827],48,282,56,92,21,34,23,23,12,12,5,4,805
19996,영등포구,당산역 [19996],160,868,262,102,205,62,48,26,59,54,37,13,1793
20106,동작구,서울지방병무청앞 [20106],21,278,49,65,22,34,56,13,8,21,7,3,577
20107,동작구,공군회관 [20107],24,214,50,42,23,28,30,10,6,10,6,9,631
20117,동작구,사육신공원 [20117],72,655,216,138,29,23,53,22,14,58,12,90,1030
20119,동작구,사육신공원 [20119],48,288,79,17,22,12,37,10,5,36,2,68,910
20121,동작구,노들역 [20121],27,123,21,18,13,10,13,14,3,9,5,17,367
20123,동작구,흑석동효사정앞 [20123],0,25,8,5,2,1,3,6,0,0,0,0,454
20127,동작구,흑석역.명수대현대아파트 [20127],100,387,129,80,18,39,45,24,5,18,26,3,780
20129,동작구,비계 [20129],15,210,34,43,16,33,38,24,7,8,7,0,499
20130,동작구,비계 [20130],26,140,14,29,11,20,34,17,6,5,4,0,323
20132,동작구,흑석동한강현대아파트 [20132],1,39,1,10,5,7,7,4,5,0,0,0,83
20133,관악구,동작역.국립현충원 [20133],0,4,0,4,0,0,0,0,0,0,0,0,13
20142,관악구,예술인마을 [20142],36,149,14,32,36,16,24,5,10,5,0,7,639
20143,동작구,서울공업고등학교 [20143],38,561,154,80,83,56,74,28,25,32,23,6,1267
20149,동작구,상도초등학교입구 [20149],58,485,141,107,39,60,26,20,22,27,33,10,910
20156,동작구,상도터널노량진동 [20156],48,142,29,26,18,20,9,16,9,4,4,7,218
20157,동작구,상도터널노량진동 [20157],41,165,31,33,20,20,19,18,9,4,4,7,225
20158,동작구,상도터널상도동 [20158],51,431,121,63,31,53,44,31,8,31,29,20,950
20160,동작구,상도시장 [20160],83,383,116,62,32,54,40,20,9,21,18,11,973
20162,동작구,상도동중앙하이츠빌.상도전통시장 [20162],102,418,113,73,25,50,62,24,8,18,33,12,759
20163,동작구,상도동중앙하이츠빌.상도전통시장 [20163],117,429,115,75,26,49,70,24,8,19,31,12,771
20164,관악구,숭실대입구역 [20164],120,446,125,76,24,46,76,26,8,22,33,10,817
20166,관악구,숭실대입구역 [20166],107,473,141,80,26,51,71,26,9,24,31,14,803
20167,관악구,봉현초등학교 [20167],37,183,22,31,19,25,46,19,8,8,4,1,615
20168,관악구,봉천고개.관악현대아파트 [20168],46,187,22,33,18,25,47,19,9,8,4,2,621
20170,관악구,숭실대정문앞 [20170],99,319,124,47,23,29,24,9,16,25,6,16,633
20174,관악구,총신대 [20174],5,149,27,23,21,21,33,14,7,0,3,0,312
20176,관악구,사당중학교 [20176],69,293,65,64,40,44,25,21,17,8,7,2,657
20178,관악구,남성역 [20178],46,573,137,139,43,91,38,41,17,25,36,6,1005
20180,관악구,사당시장 [20180],213,689,187,159,40,99,59,37,21,30,51,6,1191
20188,동작구,보라매병원입구 [20188],62,177,31,42,27,29,16,12,5,9,5,1,1100
20202,동작구,중앙대후문 [20202],77,190,64,20,27,17,19,11,9,4,6,13,484
20207,구로구,신대방역 [20207],67,505,133,108,39,93,30,27,18,29,18,10,1184
20217,동작구,서울특별시.보라매병원 [20217],53,546,224,169,33,37,24,8,17,22,12,0,1041
20241,동작구,상도SH빌아파트상도팰리스후문 [20241],8,167,52,21,22,20,22,12,6,3,1,8,677
20242,동작구,상도SH빌아파트상도팰리스후문 [20242],6,166,55,22,19,17,25,10,6,3,1,8,576
20248,동작구,대방역1번출구앞 [20248],36,199,43,30,25,11,36,17,13,13,4,7,429
20252,관악구,사당동대아신협앞 [20252],116,551,140,117,55,73,58,32,19,19,31,7,1572
20254,관악구,사당롯데캐슬골든포레.사당해그린 [20254],5,30,5,6,4,5,5,5,0,0,0,0,151
20500,관악구,사당역10번출구 [20500],120,1280,498,163,205,89,93,52,54,66,46,14,2546
20511,관악구,이수역 [20511],170,1018,387,155,87,111,51,36,21,55,104,11,2272
20552,관악구,"이수시너스,이수역7번출구 [20552]",113,948,307,142,118,102,71,46,33,47,74,8,2335
20578,관악구,이수역 [20578],140,850,319,127,89,93,53,31,22,41,65,10,2328
20588,동작구,중대후문입구 [20588],64,373,115,52,25,50,38,25,5,23,21,19,951
20697,관악구,경문고등학교 [20697],91,719,163,207,58,69,82,37,24,24,45,10,1907
20701,관악구,정금마을 [20701],47,361,81,87,62,44,40,20,12,7,4,4,1045
20705,관악구,총신대역 [20705],243,1189,417,264,60,118,66,45,27,53,127,12,2197
20746,관악구,이수역 [20746],163,1300,454,267,86,123,72,38,32,65,152,11,2183
20834,동작구,대방역2번출구앞 [20834],29,197,42,30,25,11,36,17,12,13,4,7,412
20837,동작구,노량진역앞 [20837],66,555,181,84,39,16,59,37,19,45,17,58,1713
20844,동작구,노량진역5번출구 [20844],96,986,204,478,48,25,57,37,22,45,17,53,1705
20890,동작구,상도역 [20890],84,496,147,79,37,66,46,33,11,30,29,18,1027
20901,동작구,중앙대병원 [20901],149,675,302,132,27,59,40,34,12,32,30,7,875
20904,동작구,중앙대병원후문.흑석시장 [20904],96,636,278,132,29,58,37,28,10,30,29,5,903
20909,동작구,신대방역삼거리.성대시장 [20909],111,751,239,116,54,93,69,44,16,54,56,10,1361
20911,구로구,신대방1동경남아파트 [20911],94,495,150,127,29,64,16,15,9,35,32,18,1036
20928,구로구,교수아파트 [20928],21,262,51,50,16,23,86,16,1,11,8,0,729
20932,동작구,동작경희병원 [20932],62,465,135,97,40,65,33,17,17,25,23,13,976
20985,동작구,상도역 1번출구 [20985],94,476,146,74,41,68,51,27,11,25,22,11,890
21102,관악구,낙성대입구 [21102],159,714,198,110,89,95,63,38,31,49,30,11,1460
21103,관악구,행운동주민센터 [21103],151,931,423,130,88,116,61,23,20,34,21,15,2152
21104,관악구,서울대입구역5번출구 [21104],188,1086,289,184,126,125,93,48,37,82,80,22,2437
21107,관악구,KT&G관악지점 [21107],83,610,196,123,71,81,40,24,22,35,13,5,1292
21108,관악구,신림사거리.신림역 [21108],277,1801,638,399,137,173,67,56,48,137,84,62,2862
21109,관악구,남부초등학교 [21109],79,358,84,62,44,61,39,20,25,9,5,9,1074
21110,구로구,호림박물관 [21110],36,393,90,92,29,61,37,22,20,28,11,3,1050
21111,구로구,난곡입구 [21111],109,477,145,94,45,49,25,22,17,52,21,7,1254
21112,구로구,관악구보훈회관.신림푸르지오 [21112],55,503,138,123,47,59,30,33,21,26,20,6,1219
21113,구로구,천주교성령봉사회관.등불교회 [21113],38,467,123,107,37,80,30,25,29,20,9,7,1139
21114,구로구,KT구로지사 [21114],109,518,175,140,37,63,19,19,21,24,15,5,1344
21116,관악구,남서울중학교.성보중고등학교 [21116],72,286,56,62,31,51,35,16,20,7,2,6,858
21117,관악구,신림사거리.신림역 [21117],294,1837,652,401,148,183,68,57,50,139,83,56,2849
21119,관악구,봉천역.관악초등학교 [21119],246,969,305,197,84,113,72,63,35,47,47,6,1739
21121,관악구,봉천사거리 [21121],179,1317,533,209,106,147,70,40,30,77,80,25,2533
21124,관악구,인헌중고.서울미술고 [21124],130,675,174,160,49,91,59,34,17,45,42,4,1164
21125,관악구,예술인마을.사당초등학교 [21125],52,284,45,58,53,36,38,14,15,9,9,7,730
21126,관악구,남서울농협남현동지점 [21126],175,747,234,109,100,75,71,38,31,35,40,14,1710
21127,관악구,서울대학교 [21127],76,84,60,12,2,4,2,0,4,0,0,0,93
21130,관악구,관악구청 [21130],95,695,291,72,80,75,55,25,23,41,16,17,1925
21132,관악구,봉원중학교.행운동우성아파트 [21132],158,708,202,170,49,104,54,36,16,23,50,4,1411
21133,관악구,관악푸르지오아파트 [21133],54,415,113,57,36,71,65,23,15,18,14,3,851
21136,관악구,성현동동아아파트 [21136],58,372,97,53,31,61,67,20,15,17,8,3,766
21138,관악구,봉천사거리.봉천중앙시장 [21138],194,947,304,229,55,113,59,40,21,40,77,9,2301
21142,관악구,신림중.삼성고.관악문화관도서관 [21142],0,62,12,10,5,7,6,4,8,0,0,10,306
21143,관악구,서울산업정보학교.삼성교 [21143],51,331,94,36,27,31,26,19,21,29,1,47,911
21145,관악구,영광메디컬센터 [21145],75,530,111,142,44,45,59,22,22,28,35,22,1229
21149,관악구,패션문화의거리입구 [21149],282,1641,589,333,127,160,54,64,37,127,70,80,2961
21150,동작구,보라매공원.보라매병원 [21150],151,805,287,234,51,78,54,26,12,35,22,6,1665
21152,관악구,패션문화의거리입구 [21152],242,1374,485,232,118,148,42,64,37,102,65,81,2929
21157,관악구,대학동고시촌입구 [21157],116,774,289,104,43,71,61,35,24,87,10,50,1585
21159,관악구,관악산입구.관악문화관도서관 [21159],0,92,65,13,2,5,3,0,4,0,0,0,130
21161,관악구,사당역4번출구 [21161],214,923,331,114,170,65,57,33,47,53,36,17,1991
21169,관악구,삼성산성지 [21169],1,2,0,1,1,0,0,0,0,0,0,0,23
21170,관악구,산장아파트 [21170],1,19,3,2,2,4,3,0,3,2,0,0,35
21172,금천구,산복터널.관악산휴먼시아2단지 [21172],0,51,5,9,1,7,15,6,2,2,4,0,78
21173,금천구,산복터널.관악산휴먼시아2단지 [21173],0,27,5,4,1,3,7,3,1,1,2,0,86
21174,금천구,삼성산주공아파트 [21174],9,26,5,2,3,4,5,0,4,3,0,0,65
21175,관악구,산장아파트 [21175],1,19,3,2,2,4,3,0,3,2,0,0,34
21177,관악구,신우초등학교 [21177],2,23,3,6,1,5,1,5,1,1,0,0,115
21181,관악구,쑥고개 [21181],13,185,50,30,27,31,11,15,6,6,4,5,949
21184,관악구,생모리츠타운 [21184],84,504,137,77,65,76,43,32,16,34,10,14,1768
21187,관악구,영락고교.영락의료과학고 [21187],92,593,188,120,44,91,40,48,9,29,14,10,1520
21190,관악구,은천교 [21190],68,543,167,104,72,74,33,27,19,30,8,9,1242
21194,관악구,현대시장앞 [21194],132,496,123,87,25,54,101,29,5,26,41,5,934
21196,관악구,중앙동성당앞 [21196],56,638,176,159,47,93,45,37,17,18,43,3,1285
21200,관악구,벽산.두산아파트.서울관광고등학교 [21200],73,402,102,73,21,41,80,16,5,22,36,6,1116
21211,금천구,신림복지관앞 [21211],42,130,39,32,7,24,9,4,2,8,5,0,259
21219,금천구,신림청소년독서실.신림체육센터 [21219],63,452,122,101,48,39,33,16,19,46,22,6,1054
21230,동작구,롯데관악점.건강보험관악지사 [21230],207,929,356,234,65,91,59,25,24,42,25,8,1500
21236,관악구,봉현초등학교 [21236],0,150,25,26,10,25,39,14,5,4,2,0,546
21242,관악구,관악드림타운북문 [21242],0,31,7,4,5,7,6,0,0,2,0,0,280
21252,관악구,서울대입구역 [21252],175,1347,479,196,141,152,96,57,35,88,78,25,2496
21261,관악구,관악우체국(양지병원) [21261],100,871,175,227,109,97,51,53,34,48,37,40,2405
21263,동작구,보라매삼성아파트.모자원고개 [21263],56,165,33,38,26,26,14,9,5,9,4,1,1229
21264,구로구,조원동기점 [21264],26,346,103,66,28,58,22,21,18,16,10,4,1417
21300,동작구,우방아파트 [21300],9,135,13,32,25,23,7,14,10,3,0,8,656
21350,관악구,신림사거리.신림역 [21350],277,1867,666,414,142,182,65,59,47,143,83,66,2897
21358,구로구,신사시장.선한이웃교회 [21358],70,742,225,156,57,111,26,36,23,67,30,11,1495
21364,구로구,조원아파트 [21364],33,233,50,34,21,58,25,16,14,10,1,4,1169
21368,관악구,봉천사거리.위버폴리스 [21368],184,1054,335,240,60,142,64,41,25,49,87,11,2398
21369,관악구,서원동승리교앞 [21369],139,1156,425,282,91,116,48,28,21,85,33,27,2423
21371,관악구,은천길입구 [21371],41,547,153,84,62,82,28,43,24,25,10,36,1880
21376,관악구,서울대학교 [21376],0,76,54,11,2,4,1,0,4,0,0,0,90
21604,관악구,신림사거리.신원시장 [21604],178,1649,568,393,146,162,58,54,46,120,61,41,2814
21829,관악구,✈️ 신림역 [21829],77,873,173,223,102,101,55,53,33,51,39,43,2393
21846,관악구,사당역4번출구B [21846],200,597,207,89,74,58,35,19,27,45,29,14,1752
22101,서초구,지하철3호선교대역 [22101],332,2484,412,133,1406,69,115,102,83,58,83,23,6429
22102,서초구,서울교대사거리 [22102],677,2186,274,166,1004,83,165,129,169,55,47,94,3816
22107,서초구,서울교대정문앞 [22107],87,1448,142,113,750,54,135,73,112,34,24,11,4269
22110,서초구,서울시인재개발원입구 [22110],20,347,52,53,132,20,21,18,38,7,1,5,1028
22112,서초구,서일초등학교 [22112],138,501,84,82,155,38,43,25,48,14,7,5,1476
22115,서초구,롯데칠성 [22115],30,1468,209,127,649,70,204,67,71,17,51,3,4420
22116,서초구,서초포레스타2단지앞 [22116],17,50,7,10,9,1,11,7,2,2,1,0,145
22117,서초구,래미안에스티지에스 [22117],196,1749,169,236,664,105,241,124,94,39,73,4,4437
22118,서초구,래미안에스티지 [22118],1,1416,219,194,408,102,238,93,57,30,71,4,4223
22120,서초구,구립서초어린이도서관 [22120],444,2926,346,351,1213,151,334,195,166,52,109,9,5423
22122,서초구,서초2동주민센터서이초등학교 [22122],161,490,39,100,65,62,119,54,11,11,29,0,3184
22123,서초구,래미안리더스원아파트 [22123],7,1580,144,235,524,130,231,132,96,34,49,5,3711
22125,서초구,뱅뱅사거리 [22125],71,1518,169,193,620,83,159,120,113,26,30,5,3942
22126,서초구,뱅뱅사거리 [22126],148,1572,183,204,639,80,168,117,121,28,25,7,3841
22127,서초구,서초그랑자이아파트 [22127],53,312,43,59,54,41,46,26,11,7,22,3,2186
22128,서초구,서초그랑자이아파트 [22128],79,321,45,59,55,43,48,26,11,8,23,3,2116
