ARS,자치구,정류장이름,경도,위도
08243,강북구,남대문중학교 [08243],127.0546974877,37.6180556213
08259,강북구,정릉초교 [08259],127.00634,37.619058
08260,성북구,정릉동풍림상가앞 [08260],127.0077085694,37.6167005028
08262,성북구,정릉동풍림아파트.청소년문화의집 [08262],127.0086761598,37.6164772363
08264,성북구,정릉입구.정릉역 [08264],127.0135073176,37.6028763481
08265,성북구,아리랑고개.아리랑시네미디어센터 [08265],127.0137784395,37.6006317832
08284,성북구,월곡1동주민센터 [08284],127.0356202126,37.6103304009
08296,성북구,보문역 [08296],127.0200803771,37.5856511849
08299,성북구,고려대이공대.고대병원 [08299],127.0259867888,37.58617438
08300,성북구,고려대이공대.고대병원 [08300],127.0258793196,37.5864334391
08327,성북구,성북우체국현대백화점 [08327],127.0293808251,37.6078214049
08336,성북구,길음역 [08336],127.0243191825,37.6022078826
08367,성북구,구민회관입구 [08367],127.0064556975,37.596703351
08400,성북구,길음뉴타운10단지.라온유아파트 [08400],127.0181336142,37.6029875372
08408,성북구,북한산보국문역2번출구 [08408],127.0079858233,37.612293899
08409,성북구,북한산보국문역1번출구 [08409],127.008329146,37.6120835499
08718,성북구,삼선교역2번출구 [08718],127.0067963836,37.5885307766
08800,성북구,서경대정문앞 [08800],127.0130249816,37.613125159
09104,강북구,우이동성원아파트 [09104],127.013357,37.662045
09116,강북구,인수중학교 [09116],127.010828591,37.6425036675
09117,강북구,인수중학교 [09117],127.0110529305,37.6423108154
09142,강북구,강북노인종합복지관 [09142],127.0189955726,37.6344334502
09143,강북구,강북노인종합복지관 [09143],127.0191414322,37.634217125
09150,강북구,북부시장입구 [09150],127.0318782573,37.6354345171
09154,강북구,북부수도사업소 [09154],127.0361604414,37.6342350364
09163,강북구,삼양초등학교 [09163],127.019088,37.623407
09166,강북구,삼양동사거리 [09166],127.0213079919,37.6180883036
09168,강북구,송천초등학교.미아뉴타운입구 [09168],127.0221103696,37.6154596915
09175,강북구,삼양동사거리입구 [09175],127.028487,37.61706
09176,강북구,강북보건소 [09176],127.0390339762,37.6322518875
09177,강북구,신창교.강북소방서 [09177],127.0385729384,37.633285201
09179,강북구,강북보건소 [09179],127.039233,37.632478
09181,강북구,초안교 [09181],127.04109,37.63111
09182,강북구,번동주공3단지 [09182],127.0434628856,37.6290195783
09183,강북구,번동주공3단지 [09183],127.044375,37.628652
09185,강북구,번동주공1단지 [09185],127.047227,37.627015
09186,강북구,오현초등학교 [09186],127.0479843518,37.6234130879
09187,강북구,북서울꿈의숲 [09187],127.0442546555,37.6191713406
09203,강북구,수유중앙시장 [09203],127.0227228438,37.6403601066
09205,강북구,대한병원 [09205],127.0231692841,37.6367337539
09218,강북구,솔샘중고등학교.팔팔·미송경로당 [09218],127.0130269844,37.6232608308
09225,강북구,SK아파트벽산아파트상가 [09225],127.0111968544,37.6197323732
09228,강북구,번동주공아파트3단지4단지 [09228],127.0399359248,37.6293796927
09233,강북구,번동해모로아파트 [09233],127.0368164778,37.6263750938
09239,강북구,북서울꿈의숲 [09239],127.0375263014,37.6225842756
09240,강북구,꿈의숲롯데캐슬아파트 [09240],127.0358153703,37.6179925377
09243,강북구,경남아너스빌.꿈의숲해링턴아파트 [09243],127.0345744355,37.6167487855
09261,성북구,미아사거리역 [09261],127.0305298034,37.6105034099
09271,강북구,북서울꿈의숲 [09271],127.0378333766,37.6227175379
09275,강북구,삼각산동삼각산아이원아파트후문 [09275],127.0188312494,37.616347829
09286,강북구,우이동도선사입구 [09286],127.0129571525,37.6627897127
09295,강북구,삼각산동삼각산아이원아파트정문 [09295],127.0166880013,37.6161778465
09302,강북구,삼각산고.래미안트리베라 [09302],127.0218143938,37.6144302952
09303,성북구,삼각산고.래미안트리베라 [09303],127.0212027862,37.6144686987
10107,도봉구,서울북부지방법원.검찰청.도봉역성황당 [10107],127.0451325639,37.6771834389
10109,도봉구,도봉견인차량보관소 [10109],127.0446001847,37.6741632354
10116,도봉구,방학사거리 [10116],127.0421039333,37.6622176747
10117,도봉구,도봉보건소 [10117],127.0402286427,37.6575128224
10120,강북구,함석헌기념관.정의여중고 [10120],127.0365880712,37.6521851028
10121,도봉구,도봉구민회관 [10121],127.0382221679,37.6541047846
10122,도봉구,도봉구민회관 [10122],127.0381420661,37.6548202673
10124,강북구,쌍문역.쌍문시장 [10124],127.0340974005,37.6480246628
10126,강북구,쌍문역 [10126],127.0342799955,37.6475318122
10133,도봉구,도봉구청 [10133],127.0463337031,37.6689552465
10139,노원구,자운고등학교앞 [10139],127.0500065597,37.658932863
10141,노원구,창동동아청솔아파트 [10141],127.0498048344,37.6566813833
10144,노원구,창동농협물류센터 [10144],127.0512466785,37.6542124806
10149,노원구,창동주공19단지 [10149],127.0523899949,37.6490406835
10150,노원구,창동주공19단지 [10150],127.0520286111,37.6492264659
10151,노원구,창동주공18단지 [10151],127.0530436187,37.6470625209
10152,노원구,창동주공18단지 [10152],127.0527729177,37.6472653853
10156,도봉구,도봉역 [10156],127.0466814888,37.6803220296
10158,도봉구,노원교 [10158],127.0490169573,37.6794237641
10159,도봉구,노원교 [10159],127.0491191453,37.6796543968
10178,도봉구,쌍문동청구아파트 [10178],127.0348107133,37.6596243231
10184,강북구,연산군.정의공주묘 [10184],127.02332141,37.6617317184
10186,도봉구,방학동신동아타워 [10186],127.028111025,37.6616802914
10189,도봉구,방학동신동아아파트 [10189],127.0313834612,37.6619831294
10190,도봉구,방학동신동아아파트 [10190],127.03202,37.662362
10191,도봉구,국민은행방학지점 [10191],127.0342414798,37.6623619933
10193,도봉구,신한은행방학동지점 [10193],127.037002395,37.6626546059
10194,도봉구,신한은행방학동지점 [10194],127.036807,37.662933
10195,도봉구,방학사거리 [10195],127.0406167927,37.6627158579
10200,강북구,쌍문동청한빌라 [10200],127.0150062055,37.6574593323
10204,강북구,초당초등학교 [10204],127.0230480688,37.6574025551
10206,강북구,방학동우성아파트 [10206],127.0242705926,37.6574046264
10210,강북구,쌍문동성원아파트 [10210],127.0289334878,37.6576477672
10213,도봉구,쌍문동현대.한양아파트 [10213],127.0313205806,37.6580003804
10214,도봉구,쌍문동삼익금호1차아파트 [10214],127.0347919771,37.658048383
10216,도봉구,도봉구보건소앞 [10216],127.0375306952,37.6572458182
10218,강북구,북서울교회 [10218],127.0136533178,37.6572562221
10221,강북구,덕성여대입구 [10221],127.013138,37.65106
10224,강북구,숭미초등학교 [10224],127.027789,37.649556
10231,노원구,도봉등기소 [10231],127.044525,37.651106
10232,노원구,도봉등기소 [10232],127.0445412495,37.6514245604
10234,노원구,창동역서측 [10234],127.0461227769,37.652335845
10235,노원구,창4동주민센터 [10235],127.0523314066,37.6525121272
10241,노원구,창동주공4단지 [10241],127.0482244126,37.6451010377
10242,노원구,창동주공4단지 [10242],127.0480754907,37.6453057413
10251,강북구,창동서울탁주앞 [10251],127.036931039,37.6375883927
10259,강북구,KT도봉지점 [10259],127.0351240039,37.6461924766
10265,노원구,창동역동측 [10265],127.0499897686,37.6539743778
10313,강북구,금용아파트 [10313],127.0351770744,37.637736706
10335,노원구,창동농협물류센터 [10335],127.0500740655,37.6548140039
10342,강북구,한국사회봉사회 [10342],127.0147587067,37.6618138354
10564,강북구,청구아파트 [10564],127.0265443002,37.6577150088
10706,노원구,창일중학교 [10706],127.0473969976,37.6491535465
10747,강북구,청구아파트 [10747],127.0264127549,37.6575159
11101,중랑구,공릉시장 [11101],127.0741781792,37.6227408373
11103,중랑구,태릉입구역4번출구 [11103],127.0752002532,37.6195890997
11104,중랑구,태릉입구역3번출구 [11104],127.0748409839,37.6194253308
11114,중랑구,주유소앞다운복지관 [11114],127.0797927204,37.6189463149
11117,중랑구,태릉입구역7번출구 [11117],127.0766766891,37.6178559331
11127,중랑구,원자력병원 [11127],127.0820911679,37.628407354
11134,중랑구,효성화운트빌원자력병원후문 [11134],127.0853188634,37.6271440983
11135,중랑구,우방아파트 [11135],127.086035,37.626095
11138,중랑구,청솔아파트 [11138],127.0865288069,37.623300094
11140,중랑구,화랑대사거리 [11140],127.088121412,37.6218122867
11141,중랑구,화랑대사거리 [11141],127.0878830552,37.6219733458
11142,중랑구,경춘선숲길.화랑대역공원 [11142],127.0911284809,37.623843981
11144,중랑구,서울여대.육군사관학교행정안내소 [11144],127.0947361313,37.6259021468
11145,중랑구,서울여대.육군사관학교행정안내소 [11145],127.0945526831,37.6261675083
11146,중랑구,태릉국제사격장 [11146],127.0962777688,37.6276474938
11148,중랑구,태릉 [11148],127.0985753415,37.6301893532
11149,중랑구,태릉 [11149],127.098258,37.63046
11150,중랑구,태릉선수촌 [11150],127.1032736039,37.633302178
11151,중랑구,태릉선수촌 [11151],127.1035996118,37.6338984084
11153,중랑구,한국스포츠정책과학원 [11153],127.1053040519,37.6351530701
11154,중랑구,삼육대앞 [11154],127.1084328965,37.6384153875
11158,중랑구,예수사랑교회 [11158],127.0871773715,37.6223048363
11159,노원구,서울과학기술대입구 [11159],127.071801265,37.6284740985
11161,중랑구,공릉역1번출구 [11161],127.0727039269,37.626690375
11162,중랑구,공릉역4번출구 [11162],127.0723130282,37.6266095264
11165,중랑구,공릉대동2차아파트 [11165],127.0707517862,37.6271292281
11166,노원구,노원문화원 [11166],127.0699476545,37.6283778949
11167,노원구,노원문화원 [11167],127.0698345772,37.6286113424
11168,노원구,용원초등학교 [11168],127.0687125746,37.6286591696
11180,노원구,상계주공9단지 [11180],127.0584559747,37.6629604016
11181,노원구,노원고등학교 [11181],127.0545329249,37.6613205166
11183,노원구,상계주공7단지 [11183],127.0591136049,37.6603667717
11184,노원구,대림아파트상가 [11184],127.0586794778,37.6603435605
11185,노원구,도봉면허시험장 [11185],127.0599658724,37.6574468479
11186,노원구,도봉면허시험장 [11186],127.0595396275,37.6573380333
11188,노원구,상계주공7단지.광림교회앞 [11188],127.0626050014,37.6605619018
11189,노원구,상계10동우체국 [11189],127.0628214067,37.6607333963
11192,노원구,온곡중학교노원정보도서관 [11192],127.0645319222,37.6595872028
11196,도봉구,수락산역3번출구 [11196],127.0555614524,37.6771708775
11197,도봉구,수락산역 [11197],127.0551013061,37.6773540117
11198,도봉구,노일초등학교 [11198],127.0552560424,37.6735135543
11199,도봉구,노원초등학교 [11199],127.055749111,37.6729155315
11203,도봉구,수락리버시티아파트 [11203],127.0556485232,37.6890118581
11204,도봉구,수락중고등학교 [11204],127.0552708957,37.6828387764
11206,도봉구,은빛아파트2단지 [11206],127.0552746136,37.6802094382
11207,도봉구,홍파복지원미주아파트 [11207],127.0555052094,37.6802608778
11214,노원구,중앙하이츠2차아파트 [11214],127.067488,37.654692
11215,노원구,상계중학교정문 [11215],127.0681368524,37.6525896504
11219,노원구,상계119안전센터 [11219],127.0718383476,37.6542272425
11220,노원구,상계동주유소 [11220],127.0716240844,37.6575214427
11225,노원구,흥안운수종점 [11225],127.0805894157,37.6696689099
11244,노원구,상계주공3단지 [11244],127.0610352252,37.6519422405
11245,노원구,상계주공2단지 [11245],127.0617372427,37.6493744118
11248,노원구,마들근린공원.노원에코센터 [11248],127.0595368052,37.6452860969
11251,노원구,노원구청 [11251],127.0572410143,37.6542764042
11255,노원구,상계주공6단지 [11255],127.0611445117,37.65318414
11256,노원구,상계주공4단지 [11256],127.0617647168,37.6507752318
11257,노원구,백병원 [11257],127.06288209,37.6480182386
11267,도봉구,상계주공15단지 [11267],127.0565591686,37.6682902974
11268,도봉구,상계주공11단지 [11268],127.05742,37.665283
11269,노원구,상계주공10단지 [11269],127.0582161724,37.6621441437
11270,노원구,노원고등학교 [11270],127.0544628693,37.6616899164
11272,도봉구,상계주공14단지 [11272],127.056828,37.669103
11273,도봉구,상계주공12단지 [11273],127.057562,37.666492
11279,노원구,광운대역 [11279],127.0618283741,37.6226060942
11280,중랑구,월계현대아파트 [11280],127.0633583399,37.6198348679
11281,중랑구,월계현대아파트 [11281],127.063400106,37.6193189084
11299,강북구,신창중학교후문 [11299],127.0472744107,37.6279194677
11301,강북구,염광고등학교 [11301],127.0502378296,37.627301235
11302,노원구,월계주공1단지상가 [11302],127.051625114,37.6266902177
11307,노원구,월계주공1단지 [11307],127.0541042987,37.6282861056
11310,노원구,월계주공108동앞롯데캐슬루나아파트 [11310],127.0525926058,37.6261891646
11311,노원구,인덕대학 [11311],127.0552744331,37.6279837976
11312,중랑구,한진한화그랑빌아파트 [11312],127.0692324274,37.6158054934
11315,중랑구,한천초등학교 [11315],127.0699692449,37.619986091
11319,중랑구,월계미륭아파트 [11319],127.068603,37.623325
11321,노원구,월계삼호아파트 [11321],127.0675294239,37.6253210274
11323,노원구,월계삼호4차아파트 [11323],127.0659819208,37.6266627148
11329,노원구,월계역1번출구 [11329],127.0590505789,37.6337353806
11331,노원구,월계119안전센터 [11331],127.0574774566,37.6284624555
11332,노원구,신도브래뉴.한전노원변전소 [11332],127.0591991542,37.6281868034
11335,노원구,광운대학교 [11335],127.0581457879,37.6198429291
11340,노원구,월계보건지소 [11340],127.0617141548,37.631739905
11347,노원구,상명고등학교.성원아파트 [11347],127.0691542558,37.6499131394
11349,노원구,은행사거리 [11349],127.0764225838,37.6488502006
11350,노원구,양지근린공원 [11350],127.0763720835,37.6467214594
11354,노원구,중계주공10단지 [11354],127.0736280814,37.6477075282
11355,노원구,롯데우성아파트 [11355],127.0738318466,37.647506932
11357,노원구,중계구민체육센터 [11357],127.0712792746,37.6477683703
11359,노원구,을지중학교 [11359],127.0718008004,37.6505399939
11361,노원구,청암중.고등학교 [11361],127.0739504972,37.6528902309
11364,노원구,중계주공5단지514동 [11364],127.0749325352,37.6508108548
11366,노원구,중계역 [11366],127.0643729214,37.6440707149
11367,노원구,노원구민회관 [11367],127.0664180981,37.6393911575
11368,노원구,건영옴니백화점 [11368],127.0641135366,37.6389014586
11369,노원구,브라운스톤중계.우리은행앞 [11369],127.0640918612,37.6394555843
11370,노원구,서울아이티고등학교 [11370],127.0624369874,37.6426301809
11371,노원구,서울아이티고등학교 [11371],127.063103394,37.6416979423
11372,노원구,어린이교통공원 [11372],127.0628698469,37.6453576799
11373,노원구,중계역 [11373],127.0650888491,37.6432188922
11375,노원구,중계건영2차아파트 [11375],127.0652453816,37.6460992901
11376,노원구,중계역2번출구 [11376],127.0649391251,37.6456175479
11377,노원구,상명초등학교 [11377],127.0677841912,37.6478506148
11378,노원구,중계3단지목련아파트 [11378],127.0679665353,37.6475000013
11379,노원구,상명고등학교 [11379],127.0690664892,37.6494835403
11380,노원구,목련아파트상가 [11380],127.0698765896,37.6468582175
11381,노원구,중계목화아파트4단지 [11381],127.0714066755,37.6435314138
11382,노원구,용동초등학교 [11382],127.069131057,37.6421162703
11386,노원구,홈플러스중계점 [11386],127.0686266493,37.6407225926
11395,노원구,중계주공2단지 [11395],127.0778332524,37.6570502707
11398,노원구,중계1동주민센터 [11398],127.0775628848,37.651867022
11403,노원구,노원문화예술회관.불암초등학교 [11403],127.0809177871,37.6500481925
11404,노원구,영신여자고등학교입구 [11404],127.081117547,37.6498199266
11408,노원구,노원우체국 [11408],127.0819108069,37.6461584467
11415,노원구,대림벽산아파트 [11415],127.0767460489,37.646757256
11416,노원구,하계역 [11416],127.0677830754,37.6373880054
11417,노원구,하계미성아파트 [11417],127.0688261293,37.6350943944
11418,중랑구,서울과학기술대앞 [11418],127.0760825727,37.6305565211
11419,노원구,중계주공9단지후문 [11419],127.0766005742,37.6430227729
11420,노원구,중계주공9단지후문 [11420],127.0762238387,37.6430297743
11421,노원구,삼익선경아파트후문.시립과학관 [11421],127.0763594384,37.6399032712
11425,노원구,하계미성아파트.을지병원 [11425],127.0694328255,37.6365847976
11426,노원구,하계역 [11426],127.0694876352,37.6368537465
11429,노원구,한성여객종점 [11429],127.070816008,37.6372710586
11433,노원구,대진고등학교 [11433],127.0736490566,37.6379362241
11434,노원구,골마을근린공원 [11434],127.0742334891,37.6383459245
11440,노원구,동천학교 [11440],127.0737689624,37.6440742238
11442,노원구,하계현대아파트 [11442],127.0711485363,37.6449579802
11446,노원구,한천중학교 [11446],127.0734430848,37.6309420546
11447,노원구,하계역 [11447],127.067615433,37.6368047138
11448,노원구,하계장미아파트 [11448],127.0688040917,37.634078815
11451,노원구,중평초등학교 [11451],127.0653719794,37.6365987516
11452,노원구,하계극동아파트 [11452],127.064587841,37.6338331586
11453,노원구,하계시영아파트 [11453],127.0654518866,37.6340534239
11455,노원구,하계장미아파트 [11455],127.0669625244,37.6349277927
11456,노원구,중평초등학교 [11456],127.0650012481,37.6369593504
11458,노원구,중계1동신안아파트 [11458],127.0722915838,37.6512469657
11464,중랑구,월계미성아파트 [11464],127.0691617763,37.6214670481
11469,노원구,하계1치안센터 [11469],127.0724127941,37.6331123322
11470,노원구,하계1치안센터 [11470],127.0722633137,37.6329494935
11503,도봉구,수락리버시티3.4단지 [11503],127.0526873942,37.6872109624
12106,은평구,연신내역 [12106],126.9221617234,37.6181925106
12107,은평구,선일하이츠빌라 [12107],126.919942637,37.6227910995
12109,은평구,세명컴퓨터고등학교 [12109],126.9202811322,37.6257486454
12111,은평구,구파발역2번출구 [12111],126.9189889746,37.6367680033
12113,은평구,구파발역.롯데몰 [12113],126.9185307406,37.6372464535
12119,은평구,연신내역 [12119],126.9225592814,37.617346376
12128,은평구,서부병원 [12128],126.9237965161,37.6008996231
12129,은평구,신진과학기술고교.이마트은평점 [12129],126.918510745,37.5998598128
12133,은평구,서부병원 [12133],126.9235787889,37.6005501772
12134,은평구,은평세무서 [12134],126.9266529623,37.6012216354
12138,은평구,역촌역역촌오거리 [12138],126.9224758463,37.606957085
12139,은평구,삼성타운 [12139],126.9209709958,37.6087032927
12140,은평구,구산역1번출구.예일여고 [12140],126.918180036,37.6108522823
12141,은평구,역촌중앙시장 [12141],126.9147150471,37.612815754
12145,은평구,806의무경찰대.우남아파트 [12145],126.906434,37.618049
12146,은평구,806의무경찰대.우남아파트 [12146],126.9058308185,37.6185284274
12147,은평구,선정중고등학교 [12147],126.9080800916,37.6157164599
12148,은평구,선진운수종점 [12148],126.910860076,37.6138985962
12150,은평구,역촌중앙시장 [12150],126.9146767259,37.6125210285
12151,은평구,구산역2번출구.예일여고 [12151],126.9177586143,37.6107737973
12152,은평구,하나은행역촌동지점 [12152],126.9200382135,37.6092676452
12154,은평구,녹번초등학교.은평세무서 [12154],126.9250309695,37.603666166
12155,은평구,응암초등학교 [12155],126.9211239608,37.5870793679
12157,은평구,응암오거리 [12157],126.9165521769,37.5907361763
12158,은평구,신사초등학교 [12158],126.9135451755,37.5931399182
12159,은평구,신사동고개사거리 [12159],126.9098622734,37.5960379684
12160,은평구,신사동고개사거리 [12160],126.9099682771,37.5956071263
12163,은평구,은평문화예술정보학교 [12163],126.9186175094,37.5888296386
12165,은평구,대림시장 [12165],126.9165435736,37.5878268986
12166,은평구,대림시장 [12166],126.9170368506,37.5886847389
12172,마포구,증산종합시장.증산중학교입구 [12172],126.9061474532,37.5808308281
12173,마포구,증산종합시장.증산중학교입구 [12173],126.9063881275,37.5805912987
12175,은평구,와산교 [12175],126.9130844852,37.5880943849
12177,은평구,신흥시장 [12177],126.9148958447,37.5954017296
12181,은평구,구산역2번출구.예일여고 [12181],126.9169033629,37.6099512058
12182,은평구,구산역1번출구 [12182],126.91753691,37.6116583062
12184,은평구,연신내역.로데오거리 [12184],126.9199962033,37.6178207167
12185,은평구,연서시장 [12185],126.9225910997,37.6192425563
12186,은평구,종로약국 [12186],126.9246380909,37.6203765441
12187,은평구,불광지구대 [12187],126.9267891079,37.6217745784
12189,은평구,은평경찰서 [12189],126.9294752418,37.6276323558
12190,은평구,폭포동 [12190],126.931032,37.630715
12192,은평구,신도중학교 [12192],126.9315290754,37.6333482679
12195,은평구,은평노인종합복지관.신도중학교 [12195],126.931533,37.632495
12197,은평구,폭포동.은평노인종합복지관 [12197],126.9310069167,37.6313826666
12198,은평구,은평경찰서 [12198],126.9292714833,37.6281128817
12199,은평구,연신초등학교 [12199],126.9287702008,37.6256234179
12200,은평구,불광지구대 [12200],126.926505814,37.6218554999
12202,은평구,연서시장 [12202],126.9225340914,37.619596645
12204,은평구,은평연세병원 [12204],126.9177313127,37.6147392532
12205,은평구,구산역4번출구 [12205],126.9171879732,37.6118940018
12207,은평구,역말사거리 [12207],126.9151429014,37.6062104465
12208,은평구,역촌초등학교 [12208],126.9155726294,37.6027929337
12209,은평구,응암역2번출구 [12209],126.9158607077,37.6004214787
12225,은평구,불광롯데캐슬아파트 [12225],126.9320721326,37.6130745033
12227,은평구,진관초교입구 [12227],126.9258465241,37.6469051663
12229,은평구,푸르지오625동앞.관음사입구 [12229],126.9286737884,37.6489838336
12230,은평구,삼천리골입구56사단북한산부대 [12230],126.9351054314,37.6504258786
12232,은평구,흥국사 [12232],126.9420101744,37.656762115
12234,은평구,북한산성입구 [12234],126.9453412916,37.6581874095
12235,은평구,흥국사 [12235],126.9421886946,37.6572667556
12236,은평구,백화사 [12236],126.9390034965,37.6537446878
12237,은평구,삼천리골입구56사단북한산부대 [12237],126.9333102284,37.6500812402
12238,은평구,진관초교관음사입구 [12238],126.926868987,37.6477735446
12239,은평구,푸르지오618동앞.관음사입구 [12239],126.9292312003,37.6496846837
12240,은평구,진관중고교약수사입구 [12240],126.9233824457,37.6456049544
12243,은평구,이마트.은평점 [12243],126.918585473,37.6000492124
12247,은평구,대조시장앞 [12247],126.9265165396,37.6086555139
12249,은평구,불광역.불광1동주민센터 [12249],126.9322904306,37.6090959943
12250,은평구,독박골.북한산래미안APT앞 [12250],126.9397954573,37.610512964
12251,은평구,구기터널입구 [12251],126.9449374785,37.6104100652
12257,은평구,역촌오거리 [12257],126.9239679445,37.6076554963
12258,은평구,역촌역1번출구 [12258],126.9221735304,37.6052406679
12260,은평구,이마트.은평점 [12260],126.9181379622,37.6002403634
12264,은평구,백련산힐스테이트4차 [12264],126.9226750731,37.5900103713
12266,서대문구,충암고교앞.대주피오레아파트 [12266],126.9228521457,37.5869567896
12267,은평구,백련산힐스테이트2차 [12267],126.9228701963,37.5903133577
12280,은평구,불광대호아파트 [12280],126.9324705005,37.6144800026
12285,은평구,불광중학교 [12285],126.9309500937,37.6228723855
12289,은평구,북한산수자인아파트 [12289],126.9316569055,37.6210460453
12294,은평구,불광초등학교 [12294],126.9304574428,37.6115701913
12295,은평구,신사동고개사거리 [12295],126.910343,37.595676
12296,은평구,백련산SK뷰아이파크아파트 [12296],126.9191562245,37.5958464822
12304,은평구,신진과학기술고등학교 [12304],126.9203231697,37.5979105453
12305,은평구,응암시장 [12305],126.9179795859,37.5943144974
12307,은평구,서서울농협본점 [12307],126.918083,37.593496
12308,은평구,신진과학기술고등학교 [12308],126.9206733351,37.5978224711
12309,은평구,서부경찰서 [12309],126.922648,37.602673
12310,마포구,디지털미디어시티역 [12310],126.900601,37.579265
12314,마포구,덕은교.은평차고지앞 [12314],126.885614161,37.5885782748
12315,마포구,덕은교.은평차고지앞 [12315],126.8834469451,37.589961128
12316,마포구,수색교 [12316],126.888691653,37.5855616396
12318,마포구,수색역 [12318],126.8972983814,37.5807252119
12319,마포구,디지털미디어시티역 [12319],126.9012938809,37.5782704462
12337,은평구,현대아파트앞 [12337],126.9077166053,37.5936396734
12350,은평구,제각말5단지.은편뉴타운도서관 [12350],126.93551,37.638398
12351,은평구,제가말5단지.은펑뉴타운도서관 [12351],126.9344374778,37.636736149
12361,은평구,연신초등학교 [12361],126.9291886235,37.6258964052
12364,마포구,증산역.증산동주민센터 [12364],126.9093224341,37.5837546123
12365,은평구,연신초등학교.연신내성당 [12365],126.9290432643,37.6268716359
12366,은평구,신사동고개 [12366],126.9108258962,37.5981632618
12368,은평구,신사동고개 [12368],126.9099169775,37.5977669942
12381,은평구,녹번역 [12381],126.9342261424,37.6008721092
12422,마포구,연서중학교입구 [12422],126.9122781788,37.5862294351
12423,마포구,연서중학교입구 [12423],126.9117539841,37.5861713747
12424,은평구,지축교앞 [12424],126.9174939449,37.645043752
12425,은평구,지축교앞 [12425],126.9196866859,37.6448493012
12426,은평구,진관중고교약수사입구 [12426],126.9229619673,37.6451606289
12427,은평구,응암3동주민센터 [12427],126.9173132277,37.5911611009
12429,은평구,롯데캐슬823동앞 [12429],126.9217560692,37.6420727334
12430,은평구,진관중고교.약수사앞 [12430],126.92309,37.643408
12431,은평구,아이파크701동앞 [12431],126.9280934321,37.6460451246
12432,은평구,푸르지오621동앞 [12432],126.930478843,37.6484353114
12436,은평구,래미안909동앞 [12436],126.921548,37.641157
12437,은평구,하나고.삼천사.진관사입구 [12437],126.938408,37.641815
12441,은평구,입곡삼거리 [12441],126.9373769489,37.6516917235
12442,은평구,아이파크709동앞 [12442],126.9266769344,37.64485753
12445,은평구,은진초교입구 [12445],126.9208007398,37.6307586517
12446,은평구,은진초교입구 [12446],126.9209179115,37.6310195075
12447,은평구,은평구민체육센터앞 [12447],126.922569,37.631421
12448,은평구,은평구민체육센터앞 [12448],126.9232490659,37.6316559976
12449,은평구,신도초중교입구.한국고전번역원 [12449],126.9253371709,37.6314891556
12450,은평구,신도초중교입구.한국고전번역원 [12450],126.9269041367,37.6315631161
12453,은평구,아이파크714동앞 [12453],126.926199185,37.6447747188
12455,은평구,푸르지오604동앞 [12455],126.9300942037,37.6477638516
12456,은평구,푸르지오614동앞 [12456],126.931495,37.649745
12457,은평구,아이파크708동앞 [12457],126.9271303103,37.6456334846
12458,은평구,진관동주민센터 [12458],126.9197809696,37.6345427048
12459,은평구,진관동주민센터 [12459],126.91982,37.634698
12460,은평구,동부센트레빌324동앞 [12460],126.9246490829,37.6341556356
12461,은평구,두산위브253동앞 [12461],126.9231676603,37.6342740607
12462,은평구,동부센트레빌320동앞 [12462],126.9278043408,37.6340945394
12463,은평구,신도초교.은평메디텍고등학교 [12463],126.9292486123,37.6343139033
12464,은평구,하나고.삼천사.진관사입구 [12464],126.9381067653,37.6417643622
12465,은평구,두산위브205동앞 [12465],126.9262624499,37.6342668645
12466,은평구,래미안922동앞 [12466],126.9213361406,37.6440800714
12467,은평구,롯데캐슬820동앞 [12467],126.921569335,37.6440018231
12471,은평구,기자촌11단지앞 [12471],126.93258,37.634757
12472,은평구,수국사입구 [12472],126.9067818944,37.61677185
12474,은평구,신도초교.은평메디텍고등학교 [12474],126.93053931,37.6340923943
12498,은평구,덕산중학교.씨티아파트 [12498],126.9045107403,37.6001887986
12499,은평구,덕산중학교.두산위브아파트 [12499],126.9045804777,37.6003715553
13019,서대문구,동교동삼거리 [13019],126.92951964,37.5577646946
13023,서대문구,신촌오거리신촌역 [13023],126.9386937609,37.5557324618
13025,서대문구,이대역 [13025],126.9472705221,37.5568755655
13042,용산구,웨딩타운 [13042],126.9525537641,37.5572390055
13044,용산구,아현역 [13044],126.9568854911,37.5573893313
13109,마포구,사천교 [13109],126.9175934441,37.5680820886
13113,서대문구,서대문우체국 [13113],126.9311628502,37.5630010161
13114,서대문구,연세대학교앞 [13114],126.9353063323,37.5598189289
13115,서대문구,연대앞 [13115],126.9348360825,37.560453873
13116,서대문구,세브란스병원 [13116],126.9378406593,37.5598680153
13117,서대문구,세브란스병원 [13117],126.9392418031,37.5602647606
13118,서대문구,이대부중 [13118],126.9429924976,37.5622161608
13119,서대문구,이대부중 [13119],126.9441630049,37.5636440514
13120,서대문구,이대부고 [13120],126.9464306606,37.5655323127
13137,종로구,충정로역2호선 [13137],126.9640265994,37.5596112723
13141,서대문구,신촌기차역입구 [13141],126.9438432587,37.5568082054
13151,서대문구,연희3거리 [13151],126.9316095114,37.5679329873
13152,서대문구,한성화교중고교.서대문소방서 [13152],126.9354132782,37.572300887
13153,서대문구,한성화교중고교.서대문소방서 [13153],126.935209346,37.5724773892
13155,서대문구,서대문자연사박물관입구 [13155],126.9352420646,37.5752259192
13156,서대문구,서대문구청서대문보건소 [13156],126.9360659508,37.5782448388
