ARS,자치구,정류장이름,경도,위도
16147,강서구,화곡역 [16147],126.8387505747,37.5410376002
16148,강서구,화곡역 [16148],126.8370055717,37.5408730247
16149,강서구,강서구청소년상담복지센터 [16149],126.8355643823,37.5401952775
16150,강서구,화곡푸르지오 [16150],126.8344789776,37.5401506396
16151,강서구,외발산신광명마을 [16151],126.8215259396,37.5460645834
16152,강서구,외발산신광명마을 [16152],126.821132,37.545958
16153,강서구,강서면허시험장.메이필드호텔 [16153],126.8194959796,37.5496838966
16159,강서구,공항동송정중학교 [16159],126.815368,37.55313
16160,강서구,공항동천주교회 [16160],126.811917,37.555638
16161,강서구,국립항공박물관.공항동천주교회 [16161],126.811943,37.555152
16162,강서구,공항동지하도입구 [16162],126.808185,37.559087
16166,강서구,방화동도시개발11단지 [16166],126.804202,37.570852
16168,강서구,개화2치안센터 [16168],126.802225,37.575128
16169,강서구,개화검문소 [16169],126.800345,37.578455
16171,강서구,상사마을 [16171],126.7985641294,37.5824925499
16173,강서구,영일고등학교.강서도서관 [16173],126.8633553696,37.5489885793
16175,강서구,등촌2동주민센터.등촌동대림아파트 [16175],126.8629698908,37.5419424703
16176,강서구,대일고교.임광아파트.배광교회 [16176],126.8635679255,37.539791346
16179,양천구,목동사거리 [16179],126.863608811,37.5316337661
16192,강서구,까치산역4번출구 [16192],126.8461927843,37.5322386315
16199,강서구,가로공원.나누리병원 [16199],126.8366700411,37.5369060331
16205,강서구,화곡역5번출구 [16205],126.8409451288,37.5406479194
16207,강서구,화곡역1번출구 [16207],126.8395162317,37.5427978434
16208,강서구,화곡역 [16208],126.8388885788,37.5429294084
16209,강서구,대원시장 [16209],126.8382263704,37.5440629818
16211,강서구,화곡중고등학교 [16211],126.8362222507,37.5472239799
16213,강서구,우장산역 [16213],126.8365028309,37.549241001
16214,강서구,우장산역 [16214],126.8362284945,37.5497942598
16217,강서구,발산역.우장산힐스테이트 [16217],126.8376254994,37.5560385988
16219,강서구,발산역2번출구 [16219],126.838558,37.56009
16220,강서구,발산역3번출구 [16220],126.8389703128,37.5601701491
16221,강서구,서울호서전문학교.등촌주공3단지아파트 [16221],126.839465,37.562868
16223,강서구,서울강서우체국 [16223],126.8403693809,37.5645670875
16225,강서구,양천향교역.휴먼빌아파트 [16225],126.8416017657,37.5692156291
16226,강서구,양천향교입구 [16226],126.841425,37.57003
16228,강서구,가양한강타운아파트 [16228],126.8438103417,37.5705058666
16229,강서구,가양2단지성지아파트.동양고등학교 [16229],126.8465390121,37.5696275978
16230,강서구,가양2단지성지아파트.동양고등학교 [16230],126.84734832,37.5696444144
16231,강서구,한보구암마을아파트 [16231],126.8490281961,37.5687703572
16232,강서구,가양동천주교.영등포공업고등학교 [16232],126.8496502756,37.5684832895
16233,강서구,공진중학교 우체국앞 허준박물관 [16233],126.8513309956,37.5668487184
16235,강서구,가양도시개발4단지아파트 [16235],126.8532911497,37.5652618508
16236,강서구,대림경동아파트 [16236],126.8532162499,37.5655880638
16237,강서구,가양도시개발5단지아파트 [16237],126.85513,37.564242
16238,강서구,가양2동강변아파트 [16238],126.8556380616,37.5641799397
16239,강서구,가양6단지아파트 [16239],126.8579043717,37.5629463904
16240,강서구,가양초등학교 [16240],126.85982,37.561717
16241,강서구,강서구청별관 [16241],126.8597589765,37.5611994625
16242,강서구,가양3동주민센터 [16242],126.8607529864,37.5614125205
16243,강서구,가양3동도시개발9단지아파트 [16243],126.863307,37.559812
16244,강서구,가양도시개발9단지.세현고등학교 [16244],126.8636096929,37.5598119345
16245,강서구,염창동아3차아파트.나이아가라호텔 [16245],126.877626568,37.5491222747
16247,강서구,염창동새마을금고 [16247],126.8733240118,37.5502350947
16249,강서구,염창동한마음.관음삼성아파트 [16249],126.8697189477,37.5530470916
16250,강서구,염창동관음삼성아파트 [16250],126.8693581039,37.5529295507
16251,강서구,태영.삼성한사랑아파트 [16251],126.8654574304,37.5550652684
16252,강서구,금호.한솔아파트 [16252],126.8654850398,37.5554473635
16253,강서구,블루나인비지니스센터.이마트 [16253],126.8637439355,37.5562428349
16255,강서구,이마트.강서소방서 [16255],126.861434589,37.5578632495
16256,강서구,강서소방서.이마트.증미역 [16256],126.8617194697,37.557230783
16258,강서구,가양역.현대아파트 [16258],126.8567272077,37.5604119558
16259,강서구,가양역.우성아파트 [16259],126.8539737105,37.5614520887
16260,강서구,가양역.우성아파트 [16260],126.853228,37.562223
16261,강서구,SBS공개홀 [16261],126.85080021,37.5634890953
16265,강서구,등촌동대림아파트 [16265],126.8483940429,37.5644051441
16266,강서구,강서한강자이아파트 [16266],126.8478709578,37.5650145106
16267,강서구,가양동CJ주식회사 [16267],126.844935221,37.5666541126
16269,강서구,양천초등학교.겸재정선미술관 [16269],126.840356,37.569105
16270,강서구,양천향교역8번출구. 양천초교 [16270],126.840489,37.568749
16271,강서구,겸재정선미술관 [16271],126.8385690451,37.5697783342
16273,강서구,마곡실내배드민턴장 [16273],126.82984731,37.5726185461
16274,강서구,마곡실내배드민턴장 [16274],126.8319558638,37.5726747685
16275,강서구,서남물재생센터 [16275],126.8273192464,37.5730045551
16277,강서구,서남환경공원 [16277],126.8233293081,37.5732822116
16278,강서구,서남환경공원 [16278],126.8222079622,37.573136622
16280,강서구,방화동도시개발2단지아파트 [16280],126.818829,37.573514
16287,강서구,개화산역 [16287],126.806172,37.572521
16295,강서구,등촌3동주공4단지아파트 [16295],126.8431809018,37.5624287385
16296,강서구,등촌동부영아파트 [16296],126.84275,37.562722
16297,강서구,등촌3동주공10단지아파트 [16297],126.8474153204,37.5619664289
16298,강서구,등촌3동대림아파트 [16298],126.8474900471,37.5625898053
16301,강서구,마곡13단지힐스테이트아파트 [16301],126.8179661823,37.5566960084
16303,강서구,강서공업고등학교 [16303],126.8166269967,37.5755292328
16304,강서구,방화동도시개발1.2단지아파트 [16304],126.8168824539,37.5752232916
16305,강서구,서울항공비즈니스고등학교 [16305],126.8168322544,37.5695169119
16307,강서구,공항중학교 [16307],126.8162655595,37.5631891761
16309,강서구,양천향교역 [16309],126.8407487895,37.5670001354
16342,강서구,가양7단지상가 [16342],126.861713,37.560708
16348,강서구,가양7단지상가앞 [16348],126.8618310381,37.560749155
16385,강서구,"마곡나루역4번출구,서울식물원 [16385]",126.8277729117,37.5652544127
16386,강서구,"마곡나루역4번출구,서울식물원 [16386]",126.8275009964,37.5653688926
16387,강서구,마곡역교차로 [16387],126.828573099,37.5593495514
16388,강서구,이대서울병원 [16388],126.8348300457,37.5587395873
16393,강서구,발산역7번출구 [16393],126.837903,37.557738
16394,강서구,신방화역5번출구 [16394],126.8174477684,37.567394529
16395,강서구,마곡엠밸리6.7단지.마곡중학교 [16395],126.8214497647,37.5671078261
16396,강서구,마곡나루역 [16396],126.8257999476,37.5667539271
16397,강서구,마곡역 [16397],126.826863,37.56108
16399,강서구,마곡나루역1번출구 [16399],126.8265562889,37.5669558738
16400,강서구,마곡동로사거리 [16400],126.8314960803,37.5594674923
16410,강서구,한국공항공사 [16410],126.798872,37.562433
16416,강서구,마곡수명산파크7단지 [16416],126.8230654224,37.5492187282
16417,강서구,마곡수명산파크5단지6단지 [16417],126.8253549438,37.5513079456
16418,강서구,마곡수명산파크2단지 [16418],126.8264227097,37.5549071083
16420,강서구,마곡수명산파크3단지4단지 [16420],126.8252225589,37.55168483
16423,강서구,마곡역2번출구 [16423],126.825875,37.559992
16427,강서구,마곡엠밸리14단지아파트 [16427],126.826412,37.557467
16428,강서구,마곡엠밸리15단지아파트 [16428],126.8267496101,37.5574387588
16429,강서구,발산역9번출구 [16429],126.8365135554,37.5589193253
16432,강서구,신방화사거리 [16432],126.8165346746,37.5727855639
16453,강서구,송정중학교후문 [16453],126.8162290783,37.5543372118
16493,강서구,방화중학교 [16493],126.8065584409,37.5642674199
16532,강서구,다솔마을 [16532],126.816664,37.555154
16606,강서구,마곡나루역 [16606],126.8277919292,37.5672228992
16608,강서구,롯데R&D센터 [16608],126.8284268111,37.5713190587
16700,강서구,롯데R&D센터 [16700],126.828545146,37.5703123695
16702,강서구,마곡엠밸리7단지.712동 [16702],126.8235218525,37.5671761267
16703,강서구,신방화역4번출구.마곡중학교 [16703],126.8199236939,37.5674501387
16704,강서구,신방화역7번출구 [16704],126.816377,37.56661
16706,강서구,마곡엠밸리5단지 [16706],126.816778,37.566192
16844,양천구,✈️ 목동사거리 [16844],126.8636807084,37.5306750816
16975,강서구,강서농수산물도매시장 [16975],126.818103,37.553498
17101,구로구,신도림역 [17101],126.8919715718,37.5064851674
17105,구로구,한국SGI [17105],126.889782059,37.5024770437
17107,구로구,거리공원 [17107],126.8918354857,37.4999741464
17108,구로구,구로도서관.대성스카이렉스 [17108],126.8910758305,37.4995635433
17111,구로구,구로구청 [17111],126.8879268367,37.4945619511
17113,구로구,고대구로병원후문 [17113],126.8845657252,37.4932322453
17116,구로구,영서중학교 [17116],126.8922034695,37.4898314022
17122,구로구,한국산업단지공단.이마트구로점 [17122],126.8967540585,37.4841410978
17147,구로구,구로역.구로기계공구상가 [17147],126.8789985402,37.5034172875
17155,구로구,구로역 [17155],126.8821395273,37.5048451046
17170,양천구,오류1동주민센터.오류문화센터 [17170],126.844651036,37.4965314426
17171,양천구,오류동역 [17171],126.8433601337,37.4956918469
17172,양천구,오류동역 [17172],126.842536958,37.4956023105
17173,양천구,씨티월드 [17173],126.8406826769,37.4944628984
17174,양천구,오류지구대.텃골 [17174],126.8394647757,37.4942645442
17175,양천구,서울가든빌라앞 [17175],126.8311075695,37.4912029363
17176,양천구,서울가든빌라앞 [17176],126.8316708345,37.4915630038
17177,양천구,성공회대학교유한공고앞 [17177],126.8250439465,37.4894469463
17178,양천구,영풍마드레빌아파트.소공원사거리 [17178],126.8395380549,37.4911309317
17185,양천구,온수역 [17185],126.8244009171,37.492777021
17201,양천구,구로우체국.이펜하우스5단지후문 [17201],126.8422808239,37.48194555
17202,양천구,천왕역4번출구 [17202],126.8393714866,37.4859413996
17208,양천구,대원주유소 [17208],126.8561852068,37.4873583985
17223,양천구,고척파크푸르지오아파트 [17223],126.8593137054,37.5075421206
17225,양천구,고척시장 [17225],126.8619416162,37.5038511025
17227,양천구,고척중학교 [17227],126.8638647293,37.5004655551
17228,양천구,고척중학교 [17228],126.8632418182,37.5009671461
17229,구로구,구로디지털단지역 [17229],126.9016459933,37.4834896886
17232,구로구,구일우성아파트 [17232],126.875812,37.49013
17233,양천구,개봉역 [17233],126.8567241653,37.4939788787
17234,양천구,개봉역 [17234],126.8575703808,37.4934843485
17237,구로구,구로1동우체국 [17237],126.8745025992,37.4915682929
17293,구로구,구로구청 [17293],126.8884812232,37.4959285478
17296,구로구,대림역 [17296],126.8943735141,37.4935009845
17305,양천구,거성푸르뫼아파트 [17305],126.8433197716,37.5003224419
17310,구로구,구로역.나인스애비뉴 [17310],126.8834797536,37.4998227914
17315,양천구,동부골든아파트후문 [17315],126.8419150635,37.4995684704
17359,양천구,항동하버라인3단지 [17359],126.8229434162,37.4787466063
17360,양천구,항동하버라인3단지 [17360],126.8230450799,37.4791611089
17361,양천구,푸른수목원 [17361],126.8244378246,37.4814946582
17362,양천구,항동복합행정센터 [17362],126.8220933898,37.47963057
17363,양천구,푸른수목원 [17363],126.8245517616,37.4811903562
17364,양천구,항동복합행정센터 [17364],126.8222801975,37.4795204776
17369,양천구,푸른수목원후문.저수지앞 [17369],126.8222927163,37.4837822633
17370,양천구,항동중흥S클래스 [17370],126.8216009197,37.4810835927
17371,양천구,항동하버라인2단지 [17371],126.8216570282,37.4812765042
17389,구로구,디지털단지오거리 [17389],126.8887534687,37.4801153252
17397,양천구,연지타운2단지 [17397],126.8408329321,37.4837306939
17399,양천구,연지타운2단지 [17399],126.8412297964,37.4838000329
17600,양천구,천왕역1번출구 [17600],126.839174728,37.4857661404
17700,양천구,천왕이펜하우스2단지 [17700],126.8379747224,37.4856524684
17701,양천구,구로우체국.이펜하우스3단지후문 [17701],126.8421452538,37.4818958135
17704,양천구,금강수목원아파트 [17704],126.8343982965,37.4892937423
17717,구로구,구로중학교 [17717],126.8901809694,37.4932861016
17834,구로구,신도림역 [17834],126.8897750974,37.5105577543
17848,양천구,천왕이펜하우스3단지입구 [17848],126.838209,37.482418
17949,구로구,동아1차아파트102동 [17949],126.884131,37.510818
17975,양천구,천왕이펜하우스3단지입구 [17975],126.838419099,37.4827070928
17982,양천구,천왕역2번출구 [17982],126.8383395625,37.4863641705
17984,양천구,천왕이펜하우스4단지 [17984],126.838628024,37.4810441145
17985,양천구,천왕이펜하우스6단지 [17985],126.8406703019,37.4793763374
17986,양천구,천왕이펜하우스5단지 [17986],126.8403094283,37.4798931085
17987,양천구,천왕이펜하우스3.4단지 [17987],126.838693244,37.4812334148
17999,양천구,유한공고.성공회대학교 [17999],126.8247409544,37.4895452697
18101,구로구,한일유엔아이아파트 [18101],126.8762259351,37.4854590227
18106,구로구,가산디지털단지역 [18106],126.8810424482,37.4812926525
18108,구로구,디지털3단지.월드벤처센터 [18108],126.8794436456,37.4789011065
18110,구로구,디지털3단지사거리 [18110],126.880577117,37.4766714335
18112,구로구,디지털3단지사거리 [18112],126.8813405986,37.4757765035
18114,구로구,금천패션아울렛사거리.W몰 [18114],126.8878763257,37.4776616914
18115,구로구,금천패션아울렛사거리.현대아울렛 [18115],126.8884894345,37.4781148494
18120,구로구,가산동주민센터.금천글로벌센터 [18120],126.8920986539,37.4766122299
18122,금천구,구립가산도서관.두산위브아파트 [18122],126.8938871725,37.4746216515
18124,금천구,독산사거리 [18124],126.895962451,37.4720150736
18126,금천구,독산주공13단지 [18126],126.8876203011,37.4568440695
18127,금천구,독산1동한신코아 [18127],126.8882116765,37.4567130685
18128,금천구,독산주공14단지 [18128],126.886862144,37.4611353257
18129,금천구,독산주공14단지 [18129],126.8870890048,37.461371633
18130,금천구,독산근린공원 [18130],126.8844154205,37.4641790663
18133,금천구,독산동우시장.금천50플러스센터 [18133],126.8954897932,37.4664171291
18135,금천구,시흥사거리.금천파출소 [18135],126.8996880795,37.4542966797
18136,금천구,벽산아파트1단지.호압사입구 [18136],126.9207601084,37.4527573711
18137,금천구,벽산아파트1단지.호압사입구 [18137],126.9211862504,37.4530773052
18139,금천구,벽산아파트5단지 [18139],126.918687341,37.4463472934
18144,금천구,독산한신아파트 [18144],126.889949441,37.4569220085
18145,금천구,금하마을 [18145],126.891508805,37.454121488
18146,금천구,독산고개 [18146],126.898464542,37.4755154205
18148,금천구,독산사거리앞 [18148],126.8981017909,37.4720755034
18149,금천구,남문시장.청춘빌딩 [18149],126.8986308908,37.47296493
18150,금천구,금천우체국.독산1동주민센터 [18150],126.8977849964,37.4701921186
18152,금천구,홈플러스금천점 [18152],126.897692832,37.468925363
18164,금천구,남서울힐스테이트.국립전통예술고 [18164],126.9033768834,37.4468088009
18165,금천구,금천폭포공원.천주교시흥성당 [18165],126.9035170378,37.4477127549
18166,금천구,박미마을 [18166],126.903205922,37.4413530192
18170,금천구,석수역 [18170],126.9033111984,37.4355241561
18187,금천구,독산초등학교 [18187],126.899878,37.466401
18197,구로구,모두의학교.금천문화예술정보학교 [18197],126.9055934267,37.4799497631
18198,구로구,관악구보훈회관.신림푸르지오 [18198],126.9091389897,37.4806395906
18199,금천구,독산고등학교 [18199],126.9114634643,37.4773256419
18200,금천구,독산고등학교 [18200],126.9115032647,37.4771297022
18202,금천구,금천진로진학지원센터독산센터 [18202],126.9073310231,37.4765368492
18204,금천구,진도아파트 [18204],126.8924286434,37.4704156228
18207,구로구,마리오아울렛 [18207],126.8843811699,37.4785459121
18208,구로구,국민연금공단구로금천지사앞 [18208],126.8840197169,37.4806919368
18212,금천구,제일모직아울렛 [18212],126.8859059252,37.4745060933
18213,금천구,진도아파트 [18213],126.8923170276,37.4701992555
18214,금천구,현대지식산업센터 [18214],126.895544287,37.469904088
18219,금천구,범일운수종점 [18219],126.9117325247,37.4504126336
18222,구로구,디지털3단지.영창실업 [18222],126.8789631022,37.4833271564
18224,구로구,디지털3단지운동장 [18224],126.8780188781,37.4825262036
18232,금천구,금빛공원앞 [18232],126.9042968029,37.4531074327
18234,금천구,경동택배 [18234],126.9040103136,37.4502786838
18236,금천구,대우당약국 [18236],126.9065092253,37.4507504041
18239,금천구,시흥대교 [18239],126.8972682538,37.4532803888
18240,구로구,가산디지털단지역1호선 [18240],126.8811520763,37.4816756914
18643,금천구,독산역 [18643],126.8876524834,37.4663102404
18671,구로구,산업단지백양사 [18671],126.8829204538,37.4770089899
18740,금천구,한울중학교 [18740],126.907201,37.462674
18998,금천구,구로세관 [18998],126.8849399744,37.4724874213
19018,영등포구,당산역광역환승센터(1번) [19018],126.9030904155,37.5364586522
19103,영등포구,영등포공원 [19103],126.9119431216,37.5149507944
19114,영등포구,영등포역 [19114],126.9090467727,37.5170626873
19118,영등포구,김안과병원 [19118],126.9030257176,37.5200710672
19120,영등포구,영등포시장 [19120],126.904785,37.521318
19121,영등포구,신화병원 [19121],126.9051548683,37.5245305326
19125,영등포구,삼환아파트 [19125],126.905597,37.529082
19126,영등포구,당산푸르지오아파트 [19126],126.905958,37.529032
19127,영등포구,하이서울유스호스텔 [19127],126.903657754,37.525637672
19129,영등포구,국회의사당 [19129],126.9180241528,37.5298980961
19130,영등포구,KBS [19130],126.9181131549,37.5246535111
19132,영등포구,국회의사당역.국민은행 [19132],126.9180683792,37.5284793584
19133,영등포구,국회의사당역 [19133],126.9175806125,37.5279936051
19134,영등포구,영평동한솔아파트 [19134],126.89024,37.544408
19136,동작구,여의도순복음교회 [19136],126.924753069,37.5309108798
19137,동작구,여의도순복음교회 [19137],126.9229307724,37.5316913231
19138,동작구,여의도공원 [19138],126.9278920215,37.5295296763
19139,동작구,여의나루역 [19139],126.9314780831,37.5274578013
19140,동작구,여의나루역 [19140],126.9320237959,37.527387513
19142,동작구,여의도중학교 [19142],126.9359647299,37.5244595611
19143,동작구,63빌딩.가톨릭대학교여의도성모병원 [19143],126.9376069307,37.5194039511
19144,동작구,63빌딩.가톨릭대학교여의도성모병원 [19144],126.9377092728,37.5191618125
19145,동작구,시범아파트 [19145],126.9351904947,37.5210428541
19147,동작구,여의동주민센터 [19147],126.9342191488,37.5187056997
19151,동작구,샛강역.앙카라공원 [19151],126.9303001713,37.51810879
19154,동작구,샛강역4번출구.여의도자이 [19154],126.9267431365,37.5186769123
19155,동작구,여의도역 [19155],126.9249200821,37.5206144242
19157,동작구,한국거래소 [19157],126.927068407,37.5233529273
19158,동작구,한국거래소 [19158],126.9270706296,37.5236693289
19159,동작구,삼부아파트 [19159],126.9301171862,37.5251264453
19161,동작구,전경련회관 [19161],126.9188836862,37.5218906273
19163,영등포구,당산동진로아파트 [19163],126.8969911224,37.5210022006
19166,영등포구,교보앞 [19166],126.8920699266,37.5217213888
19169,영등포구,영등포구청 [19169],126.8963808906,37.5254134463
19171,영등포구,당산동삼익아파트 [19171],126.8959624246,37.5281841492
19173,영등포구,당산역 [19173],126.8994545764,37.534925387
19174,영등포구,당산역삼성래미안아파트 [19174],126.903388,37.533022
19178,영등포구,당산역 [19178],126.9013030592,37.5328262574
19194,영등포구,문래동대림아파트 [19194],126.8896944058,37.5169082251
19202,영등포구,양평1동주민센터 [19202],126.8882760563,37.5226964057
19203,영등포구,양평신동아아파트 [19203],126.8873567458,37.5224802186
19205,영등포구,관악고등학교 [19205],126.8848486189,37.523161734
19207,영등포구,당중초등학교 [19207],126.8912931843,37.5269046476
19210,영등포구,한신아파트.선유도역 [19210],126.8932341248,37.5383576111
19214,영등포구,양평한신아파트.선유도공원입구 [19214],126.8944278421,37.5416485864
19215,영등포구,영등포아리수정수센터 [19215],126.8841131456,37.547524111
19216,영등포구,양평한신아파트.선유도공원입구 [19216],126.894662988,37.5420309939
19217,영등포구,안양천입구 [19217],126.8834636891,37.547469263
19218,영등포구,양평동한솔아파트 [19218],126.89034721,37.5439165302
19220,영등포구,당산초등학교앞 [19220],126.8945006101,37.5388210381
19221,영등포구,선유고등학교 [19221],126.8962877577,37.5342386203
19223,영등포구,선유중학교 [19223],126.8945217072,37.532051991
19226,동작구,신길새마을금고 [19226],126.9200351486,37.5136409433
19228,동작구,대신시장 [19228],126.9164620153,37.5118665222
19231,영등포구,영등포농협.신길2동새마을금고 [19231],126.9131764145,37.5113759569
19233,구로구,신길한화꿈에그린아파트 [19233],126.9101490426,37.5034133163
19234,구로구,성락교회 [19234],126.902587137,37.5045853868
19238,영등포구,우신초등학교 [19238],126.910838,37.50958
19241,구로구,신풍역.백악관웨딩문화원앞 [19241],126.9097782155,37.5014308216
19247,구로구,태양의집.KT대방지사 [19247],126.9088076812,37.4950914986
19255,동작구,공군회관 [19255],126.9240536702,37.5098706868
19258,구로구,태양의집 [19258],126.9082409755,37.4961497424
19261,구로구,흰돌교회 [19261],126.9029549092,37.4913161222
19269,구로구,대림동우성아파트 [19269],126.9020385312,37.495996096
19273,구로구,YDP미래평생학습관 [19273],126.8955055827,37.5037864503
19279,영등포구,신길역 [19279],126.9148309222,37.51855816
19280,영등포구,국회의사당 [19280],126.919153684,37.5306422804
19281,동작구,산업은행본점 [19281],126.9208525949,37.5279671701
19282,동작구,현대백화점 [19282],126.9281836353,37.5250045778
19283,동작구,✈️ 유진투자증권.파이낸셜뉴스신문 [19283],126.9269899252,37.5255310516
19284,동작구,LG트윈타워 [19284],126.9272061799,37.5270921709
19290,동작구,여의도지하차도입구 [19290],126.923253,37.523355
19301,동작구,신길보라매SK뷰아파트 [19301],126.919256,37.504066
19304,구로구,래미안에스티움 [19304],126.912773792,37.5001649059
19305,영등포구,문래자이아파트 [19305],126.8945855945,37.5166249423
19307,동작구,대방역 [19307],126.9259750871,37.5135876259
19312,구로구,대림코오롱아파트 [19312],126.8942967179,37.5069073568
19318,영등포구,문래역 [19318],126.8942560751,37.5166312538
19321,구로구,신동아아파트 [19321],126.8946317256,37.4980725102
19357,구로구,대림동코오롱아파트 [19357],126.8945682049,37.5076981532
19365,영등포구,우신사거리 [19365],126.9100169726,37.5108880833
19402,구로구,현대2차아파트후문 [19402],126.8940864024,37.5030100625
19427,영등포구,두산위브진주아파트 [19427],126.885309553,37.5164206155
19458,구로구,대림3동주민센터 [19458],126.89831,37.4981672477
19619,영등포구,문래힐스테이트 [19619],126.8893961124,37.518962453
19827,구로구,대영고등학교.신길센트럴아이파크 [19827],126.904922203,37.5048823685
19996,영등포구,당산역 [19996],126.8998731174,37.53502216
20106,동작구,서울지방병무청앞 [20106],126.923275,37.506935
20107,동작구,공군회관 [20107],126.9245410607,37.5100106698
20117,동작구,사육신공원 [20117],126.9463011308,37.5133666069
20119,동작구,사육신공원 [20119],126.947977,37.513315
20121,동작구,노들역 [20121],126.9510505061,37.5128653113
20123,동작구,흑석동효사정앞 [20123],126.9607461983,37.5115545148
20127,동작구,흑석역.명수대현대아파트 [20127],126.9655921789,37.5075850724
20129,동작구,비계 [20129],126.967675,37.50651
20130,동작구,비계 [20130],126.9685844969,37.5064370015
20132,동작구,흑석동한강현대아파트 [20132],126.971971,37.505609
20133,관악구,동작역.국립현충원 [20133],126.976865,37.502586
20142,관악구,예술인마을 [20142],126.972845088,37.4760492272
20143,동작구,서울공업고등학교 [20143],126.9223387688,37.4997751387
20149,동작구,상도초등학교입구 [20149],126.9367360642,37.5033778878
20156,동작구,상도터널노량진동 [20156],126.9541121628,37.5120566862
20157,동작구,상도터널노량진동 [20157],126.9536978866,37.5120063166
20158,동작구,상도터널상도동 [20158],126.9495037012,37.5045988081
20160,동작구,상도시장 [20160],126.9486225374,37.5016271328
20162,동작구,상도동중앙하이츠빌.상도전통시장 [20162],126.9511850423,37.4988131751
20163,동작구,상도동중앙하이츠빌.상도전통시장 [20163],126.9517743709,37.4986899661
20164,관악구,숭실대입구역 [20164],126.9528039826,37.4969260383
20166,관악구,숭실대입구역 [20166],126.9537334982,37.4964614208
20167,관악구,봉현초등학교 [20167],126.9562148589,37.4916784048
20168,관악구,봉천고개.관악현대아파트 [20168],126.9565953054,37.4917326146
20170,관악구,숭실대정문앞 [20170],126.9572808442,37.4953183557
20174,관악구,총신대 [20174],126.9661798164,37.4887422791
20176,관악구,사당중학교 [20176],126.9682728248,37.4863556315
20178,관악구,남성역 [20178],126.9707465249,37.4849291221
20180,관악구,사당시장 [20180],126.9730147719,37.4838042897
20188,동작구,보라매병원입구 [20188],126.927191,37.494757
20202,동작구,중앙대후문 [20202],126.9536355983,37.5048082949
20207,구로구,신대방역 [20207],126.911921,37.487296
20217,동작구,서울특별시.보라매병원 [20217],126.92448039760001,37.4927554341
20241,동작구,상도SH빌아파트상도팰리스후문 [20241],126.9539708958,37.5026546449
20242,동작구,상도SH빌아파트상도팰리스후문 [20242],126.9542926452,37.5031415122
20248,동작구,대방역1번출구앞 [20248],126.9274742701,37.5130975089
20252,관악구,사당동대아신협앞 [20252],126.9762903614,37.4833774271
20254,관악구,사당롯데캐슬골든포레.사당해그린 [20254],126.9630718231,37.4924365852
20500,관악구,사당역10번출구 [20500],126.9815810731,37.4786874149
20511,관악구,이수역 [20511],126.9806261973,37.4850014413
20552,관악구,"이수시너스,이수역7번출구 [20552]",126.9818671422,37.4839100097
20578,관악구,이수역 [20578],126.9799858332,37.4845151722
20588,동작구,중대후문입구 [20588],126.9501363221,37.5043455055
20697,관악구,경문고등학교 [20697],126.9824479616,37.4901811137
20701,관악구,정금마을 [20701],126.9825628967,37.4943392794
20705,관악구,총신대역 [20705],126.9820415707,37.487347383
20746,관악구,이수역 [20746],126.9820869839,37.4865725229
20834,동작구,대방역2번출구앞 [20834],126.9275880089,37.5127789562
20837,동작구,노량진역앞 [20837],126.941453612,37.5137237868
20844,동작구,노량진역5번출구 [20844],126.940088794,37.5130148375
20890,동작구,상도역 [20890],126.9489458159,37.5035799614
20901,동작구,중앙대병원 [20901],126.9613764833,37.5075405164
20904,동작구,중앙대병원후문.흑석시장 [20904],126.9612695829,37.5064627639
20909,동작구,신대방역삼거리.성대시장 [20909],126.9279311823,37.4982254734
20911,구로구,신대방1동경남아파트 [20911],126.9075610052,37.489931954
20928,구로구,교수아파트 [20928],126.913422836,37.496296383
20932,동작구,동작경희병원 [20932],126.9360217143,37.5028527874
20985,동작구,상도역 1번출구 [20985],126.9478369293,37.5025855614
21102,관악구,낙성대입구 [21102],126.9618756708,37.4779096847
21103,관악구,행운동주민센터 [21103],126.9568690307,37.4798444396
21104,관악구,서울대입구역5번출구 [21104],126.951014176,37.4816281486
21107,관악구,KT&G관악지점 [21107],126.9373129096,37.4844754738
21108,관악구,신림사거리.신림역 [21108],126.9278542438,37.4841492836
21109,관악구,남부초등학교 [21109],126.922044754,37.4834020208
21110,구로구,호림박물관 [21110],126.9183765847,37.4827231582
21111,구로구,난곡입구 [21111],126.915722964,37.4822370031
21112,구로구,관악구보훈회관.신림푸르지오 [21112],126.9112396639,37.481361666
21113,구로구,천주교성령봉사회관.등불교회 [21113],126.9079578883,37.4807554146
21114,구로구,KT구로지사 [21114],126.9049986272,37.4802646679
21116,관악구,남서울중학교.성보중고등학교 [21116],126.9210108639,37.4828195546
21117,관악구,신림사거리.신림역 [21117],126.9280626243,37.483817804
21119,관악구,봉천역.관악초등학교 [21119],126.9431153969,37.4820551447
21121,관악구,봉천사거리 [21121],126.9545837877,37.4803684653
21124,관악구,인헌중고.서울미술고 [21124],126.9666239506,37.4756534429
21125,관악구,예술인마을.사당초등학교 [21125],126.9738846758,37.4759368363
21126,관악구,남서울농협남현동지점 [21126],126.9773008972,37.476370961
21127,관악구,서울대학교 [21127],126.9479522861,37.4667414611
21130,관악구,관악구청 [21130],126.9524977507,37.4779819797
21132,관악구,봉원중학교.행운동우성아파트 [21132],126.9559128703,37.4849010896
21133,관악구,관악푸르지오아파트 [21133],126.9581660971,37.4877034434
