ARS,자치구,정류장이름,최근접지하철_거리_m,최근접역명,최근접역호선,최근접역_승하차_일평균
06148,동대문구,촬영소사거리 [06148],1349.6,장한평,5호선,40497.0
06149,동대문구,풍안시장.동답초교 [06149],1063.9,장한평,5호선,40497.0
06150,동대문구,동답한신동아아파트 [06150],905.6,장한평,5호선,40497.0
06152,동대문구,동아.위더스빌아파트 [06152],623.3,장한평,5호선,40497.0
06153,동대문구,동아.위더스빌아파트 [06153],622.4,장한평,5호선,40497.0
06154,동대문구,하나은행장안동지점 [06154],577.7,장한평,5호선,40497.0
06157,동대문구,고미술상가 [06157],533.5,답십리,5호선,31602.0
06158,동대문구,답십리역.동부시장 [06158],58.6,답십리,5호선,31602.0
06159,동대문구,신답역앞 [06159],103.8,신답,2호선,3794.0
06160,동대문구,동대문구청.용두역4번출구 [06160],157.5,용두(동대문구청),2호선,4729.0
06161,동대문구,용두역 [06161],72.9,용두(동대문구청),2호선,4729.0
06162,동대문구,용두동신동아아파트 [06162],551.6,제기동,1호선,33867.0
06163,동대문구,동대문우체국.서울풍물시장 [06163],32.4,신설동,2호선,42844.0
06164,동대문구,동대문구청.용두역3번출구 [06164],168.4,용두(동대문구청),2호선,4729.0
06165,동대문구,동대문구청.용신동주민센터 [06165],283.6,용두(동대문구청),2호선,4729.0
06166,동대문구,동대문구청.용신동주민센터 [06166],142.0,용두(동대문구청),2호선,4729.0
06167,동대문구,경동시장앞 [06167],549.3,제기동,1호선,33867.0
06170,동대문구,홍파초등학교 [06170],587.7,고려대(종암),6호선,19309.0
06171,동대문구,홍파초등학교 [06171],572.0,고려대(종암),6호선,19309.0
06172,동대문구,제기동한신아파트앞 [06172],350.5,고려대(종암),6호선,19309.0
06173,동대문구,고려대역.고대앞삼거리 [06173],123.6,고려대(종암),6호선,19309.0
06174,동대문구,고려대역.고대앞삼거리 [06174],197.1,고려대(종암),6호선,19309.0
06177,동대문구,안암오거리 [06177],428.5,안암(고대병원앞),6호선,30735.0
06180,동대문구,용두시장앞 [06180],417.5,제기동,1호선,33867.0
06181,동대문구,용두시장앞 [06181],430.2,제기동,1호선,33867.0
06182,동대문구,서울시동부병원 [06182],463.3,제기동,1호선,33867.0
06183,동대문구,서울시동부병원 [06183],426.6,제기동,1호선,33867.0
06184,동대문구,동아제약앞 [06184],541.2,신설동,2호선,42844.0
06185,동대문구,동아제약앞 [06185],558.9,신설동,2호선,42844.0
06186,동대문구,떡전교앞 [06186],600.3,청량리(서울시립대입구),경원선,87273.0
06187,동대문구,떡전교앞 [06187],569.6,청량리(서울시립대입구),경원선,87273.0
06195,동대문구,미드카운티아파트.청솔우성아파트 [06195],913.0,답십리,5호선,31602.0
06198,동대문구,답십리초등학교.현대시장 [06198],439.5,답십리,5호선,31602.0
06204,동대문구,동대문중학교 [06204],797.0,청량리(서울시립대입구),경원선,87273.0
06205,동대문구,동대문중학교 [06205],754.2,신답,2호선,3794.0
06206,동대문구,전농래미안크레시티아파트 [06206],812.0,청량리(서울시립대입구),경원선,87273.0
06208,동대문구,전농사거리 [06208],1002.0,청량리(서울시립대입구),경원선,87273.0
06211,동대문구,"배봉초등학교,전농우성아파트 [06211]",1495.6,회기,중앙선,58965.0
06212,동대문구,장안2동주민센터 [06212],1550.8,용마산,7호선,11880.0
06214,중랑구,장안교앞 [06214],1287.6,사가정,7호선,33588.0
06215,중랑구,장안교은석초등학교 [06215],1225.0,사가정,7호선,33588.0
06216,동대문구,청량리역6번출구 [06216],218.2,청량리(서울시립대입구),1호선,87273.0
06217,동대문구,청량리역6번출구 [06217],233.2,청량리(서울시립대입구),1호선,87273.0
06218,동대문구,롯데캐슬노블레스 [06218],575.4,청량리(서울시립대입구),경원선,87273.0
06220,동대문구,래미안크레시티.답십리도서관 [06220],600.1,신답,2호선,3794.0
06222,동대문구,답십리래미안위브아파트 [06222],691.6,답십리,5호선,31602.0
06223,동대문구,답십리래미안미드카운티 [06223],733.6,답십리,5호선,31602.0
06224,동대문구,답십리종합상가 [06224],750.0,답십리,5호선,31602.0
06227,동대문구,답십리2동한양아파트앞 [06227],1009.3,답십리,5호선,31602.0
06228,동대문구,답십리2동한양아파트앞 [06228],1011.6,답십리,5호선,31602.0
06229,동대문구,동답한신.대림아파트동대문체육관 [06229],1175.2,답십리,5호선,31602.0
06231,동대문구,촬영소사거리.세양청마루아파트앞 [06231],1267.3,장한평,5호선,40497.0
06232,동대문구,동대문구.성동구선거관린위원회 [06232],1261.4,장한평,5호선,40497.0
06233,동대문구,동대문구.성동구선거관린위원회 [06233],1285.2,장한평,5호선,40497.0
06234,동대문구,장안사거리 [06234],1331.2,장한평,5호선,40497.0
06235,동대문구,국민은행장안동지점 [06235],1176.0,용마산,7호선,11880.0
06237,동대문구,장안동근린공원 [06237],1365.7,용마산,7호선,11880.0
06238,동대문구,장안동근린공원 [06238],1366.6,용마산,7호선,11880.0
06242,동대문구,새서울병원 [06242],1300.7,용마산,7호선,11880.0
06244,동대문구,장안동삼성쉐르빌아파트 [06244],1214.2,장한평,5호선,40497.0
06245,동대문구,힐스테이트장안센트럴 [06245],1027.3,장한평,5호선,40497.0
06246,동대문구,현대벤처빌 [06246],928.2,장한평,5호선,40497.0
06247,동대문구,현대벤처빌 [06247],856.9,장한평,5호선,40497.0
06248,동대문구,우리은행장안지점앞 [06248],612.2,장한평,5호선,40497.0
06249,동대문구,우리은행장안지점앞 [06249],531.2,장한평,5호선,40497.0
06250,동대문구,북한연구소앞 [06250],261.0,장한평,5호선,40497.0
06251,동대문구,장한평역 [06251],98.4,장한평,5호선,40497.0
06252,동대문구,장한평역 [06252],131.5,장한평,5호선,40497.0
06253,중랑구,신이문역 [06253],98.5,신이문,경원선,17048.0
06254,중랑구,이문동현대아파트앞 [06254],310.0,신이문,경원선,17048.0
06255,중랑구,이문동현대아파트 [06255],341.2,신이문,경원선,17048.0
06256,중랑구,휘경2동주민센터 [06256],711.1,외대앞,경원선,27561.0
06257,중랑구,휘경2동주민센터 [06257],734.3,외대앞,경원선,27561.0
06258,중랑구,동부아동보호전문기관.동대부중고 [06258],978.5,용마산,7호선,11880.0
06259,중랑구,장안삼성래미안2차아파트 [06259],899.1,용마산,7호선,11880.0
06260,광진구,장안삼성래미안2차아파트.성복교회 [06260],879.3,용마산,7호선,11880.0
06262,광진구,구민회관앞 [06262],917.4,중곡,7호선,21719.0
06276,동대문구,국방연구원 [06276],442.5,고려대(종암),6호선,19309.0
06278,동대문구,세종대왕기념관 [06278],541.8,고려대(종암),6호선,19309.0
06279,동대문구,세종대왕기념관 [06279],553.5,고려대(종암),6호선,19309.0
06280,동대문구,영휘원사거리.(구)홍릉사거리 [06280],679.7,청량리(서울시립대입구),1호선,87273.0
06285,동대문구,현대코아 [06285],169.2,청량리(서울시립대입구),1호선,87273.0
06290,동대문구,제기시장 [06290],465.4,고려대(종암),6호선,19309.0
06297,동대문구,청량리한신아파트.청량사입구 [06297],666.0,청량리(서울시립대입구),경원선,87273.0
06300,동대문구,제기동천주교회 [06300],538.3,제기동,1호선,33867.0
06301,중랑구,이문동쌍용아파트 [06301],355.6,신이문,경원선,17048.0
06304,동대문구,전농동SK아파트 [06304],1200.5,청량리(서울시립대입구),경원선,87273.0
06309,동대문구,휘경공고휘경주공아파트 [06309],1184.5,회기,중앙선,58965.0
06310,성동구,e편한세상청계센트럴포레아파트 [06310],642.5,신설동,2호선,42844.0
06315,동대문구,청량리미주상가앞 [06315],161.4,청량리(서울시립대입구),경원선,87273.0
06316,동대문구,동대문구청.용두역 [06316],224.6,용두(동대문구청),2호선,4729.0
06320,동대문구,회기동현대아파트 [06320],278.2,회기,중앙선,58965.0
06321,동대문구,우산빌딩앞 [06321],264.3,회기,중앙선,58965.0
06349,동대문구,청량리한신아파트 [06349],638.6,청량리(서울시립대입구),경원선,87273.0
06357,동대문구,동대문노인종합복지관 [06357],586.8,청량리(서울시립대입구),경원선,87273.0
06417,동대문구,동일스위트리버앞.휘봉고교 [06417],924.3,회기,중앙선,58965.0
06418,동대문구,청량리수산시장 [06418],358.4,청량리(서울시립대입구),1호선,87273.0
06419,중랑구,휘봉초등학교 [06419],978.5,중랑,중앙선,11210.0
06422,동대문구,휘경미소지움아파트 [06422],575.7,외대앞,경원선,27561.0
06423,중랑구,서울반도체고교.휘경주공아파트 [06423],1204.4,회기,중앙선,58965.0
06426,동대문구,청량리수산시장 [06426],262.1,청량리(서울시립대입구),1호선,87273.0
06500,동대문구,답십리역 [06500],43.1,답십리,5호선,31602.0
06501,중랑구,"서울가든아파트,한국산업인력공단 [06501]",1200.3,중랑,중앙선,11210.0
06503,동대문구,농협답십리지점 [06503],262.4,답십리,5호선,31602.0
06504,중랑구,"동일하이빌,현대베스트빌아파트 [06504]",1289.8,사가정,7호선,33588.0
06507,동대문구,청계한신휴플러스 [06507],233.4,신답,2호선,3794.0
06511,동대문구,한신휴플러스정문 [06511],322.6,신답,2호선,3794.0
06524,동대문구,휘경여중고.휘경주공아파트 [06524],1240.4,회기,중앙선,58965.0
06537,동대문구,시립대입구 [06537],569.9,청량리(서울시립대입구),경원선,87273.0
06539,동대문구,외대앞 역 [06539],103.6,외대앞,경원선,27561.0
06546,동대문구,회기역종점 [06546],110.9,회기,중앙선,58965.0
06557,성북구,신설동역1번출구 [06557],33.7,신설동,우이신설선,42844.0
06575,동대문구,서울시립대 [06575],503.4,청량리(서울시립대입구),경원선,87273.0
06576,동대문구,영광빌딩 [06576],369.7,청량리(서울시립대입구),경원선,87273.0
06578,동대문구,신성미소지움아파트 [06578],258.1,청량리(서울시립대입구),경원선,87273.0
06580,동대문구,동대문해병전우회 [06580],404.8,청량리(서울시립대입구),1호선,87273.0
06774,동대문구,신설동로터리.서울풍물시장 [06774],143.5,신설동,2호선,42844.0
06776,동대문구,경동시장사거리 [06776],299.8,제기동,1호선,33867.0
06779,동대문구,동답초교.대림아파트 [06779],1081.0,장한평,5호선,40497.0
06781,동대문구,정화여중.정화고등학교 [06781],652.1,고려대(종암),6호선,19309.0
07101,중랑구,극동늘푸른아파트 [07101],326.4,태릉입구,6호선,31365.0
07102,중랑구,묵동자이.신도브래뉴아파트 [07102],281.1,태릉입구,6호선,31365.0
07103,중랑구,묵동삼거리.먹골역 [07103],218.8,먹골,7호선,21034.0
07104,중랑구,먹골역. 묵동자이아파트 [07104],358.0,먹골,7호선,21034.0
07105,중랑구,한국전력동부지사 [07105],409.4,먹골,7호선,21034.0
07107,중랑구,지하철7호선중화역 [07107],14.9,중화,7호선,22848.0
07108,중랑구,지하철7호선중화역 [07108],36.9,중화,7호선,22848.0
07109,중랑구,국민은행중화동지점 [07109],401.8,중화,7호선,22848.0
07113,중랑구,면목2동주민센터 [07113],680.5,면목,7호선,30673.0
07119,중랑구,면목신우아파트 [07119],800.6,사가정,7호선,33588.0
07120,중랑구,면목신우아파트 [07120],765.4,사가정,7호선,33588.0
07122,중랑구,경남아너스빌아파트앞 [07122],592.7,용마산,7호선,11880.0
07130,중랑구,지하철7호선상봉역 [07130],177.8,상봉(시외버스터미널),7호선,49369.0
07132,중랑구,지하철7호선상봉역 [07132],324.1,상봉(시외버스터미널),7호선,49369.0
07144,중랑구,서울우유앞 [07144],425.7,중랑,중앙선,11210.0
07149,중랑구,동부시장남문입구 [07149],495.9,중랑,중앙선,11210.0
07179,중랑구,지하철7호선사가정역 [07179],36.7,사가정,7호선,33588.0
07196,중랑구,용마문화복지센터.서일대후문 [07196],707.2,면목,7호선,30673.0
07197,중랑구,중화중학교 [07197],599.6,사가정,7호선,33588.0
07201,중랑구,한양수자인사가정파크 [07201],399.8,사가정,7호선,33588.0
07206,중랑구,용마폭포공원 [07206],287.6,용마산,7호선,11880.0
07208,중랑구,용마산역 [07208],29.8,용마산,7호선,11880.0
07214,중랑구,묵1동주민센터입구.먹골역 [07214],137.0,먹골,7호선,21034.0
07218,중랑구,면목2동한신아파트 [07218],857.9,중랑,중앙선,11210.0
07219,중랑구,면목2동한신아파트 [07219],917.0,중랑,중앙선,11210.0
07221,중랑구,면목5동 [07221],995.9,중랑,중앙선,11210.0
07222,중랑구,동서그랜드맨션 [07222],886.0,면목,7호선,30673.0
07226,중랑구,면목복개천 [07226],148.4,면목,7호선,30673.0
07234,중랑구,면목마젤란아파트 [07234],384.6,면목,7호선,30673.0
07237,중랑구,녹색병원입구 [07237],546.4,면목,7호선,30673.0
07239,중랑구,면목두산1차.사가정아이파크 [07239],452.5,사가정,7호선,33588.0
07242,중랑구,사가정센트럴아이파크아파트 [07242],575.2,사가정,7호선,33588.0
07243,중랑구,홈플러스면목동점 [07243],597.2,사가정,7호선,33588.0
07247,중랑구,사가정역 [07247],107.3,사가정,7호선,33588.0
07253,중랑구,지하철7호선중화역3번출구 [07253],103.8,중화,7호선,22848.0
07262,중랑구,쌍용아파트신내테크노타운앞 [07262],520.7,망우,중앙선,15859.0
07263,중랑구,엘지아파트앞 [07263],534.7,망우,중앙선,15859.0
07267,중랑구,중랑구청 [07267],809.4,망우,중앙선,15859.0
07268,중랑구,중랑구청 [07268],751.3,망우,중앙선,15859.0
07273,중랑구,중랑구청사거리 [07273],731.6,망우,중앙선,15859.0
07275,중랑구,신내동성3차아파트 [07275],868.1,신내,6호선,5866.0
07276,중랑구,신내동성1.2차아파트 [07276],663.3,신내,6호선,5866.0
07280,중랑구,신내9단지아파트.서울의료원 [07280],498.7,신내,6호선,5866.0
07294,중랑구,지하철6호선화랑대역 [07294],114.5,화랑대(서울여대입구),6호선,22634.0
07296,중랑구,봉화산역2번출구 [07296],169.2,봉화산(서울의료원),6호선,16708.0
07299,중랑구,새우개마을 [07299],569.2,신내,6호선,5866.0
07303,중랑구,신내교회.신내데시앙아파트 [07303],310.5,신내,6호선,5866.0
07309,중랑구,상봉터미널 [07309],376.8,망우,중앙선,15859.0
07311,중랑구,망우3동주민센터.혜원여중고후문 [07311],663.9,면목,7호선,30673.0
07332,중랑구,양원역입구 [07332],176.7,양원,중앙선,6656.0
07346,중랑구,면목아남아파트 [07346],286.9,면목,7호선,30673.0
07355,중랑구,송곡여고양원역 [07355],209.1,양원,중앙선,6656.0
07372,중랑구,묵동교 [07372],359.9,태릉입구,7호선,31365.0
07421,중랑구,양원역 [07421],51.3,양원,중앙선,6656.0
07426,중랑구,먹골역 [07426],146.4,먹골,7호선,21034.0
07433,중랑구,서울의료원후문 [07433],342.7,신내,6호선,5866.0
07435,중랑구,신내데시앙아파트후문 [07435],174.0,신내,6호선,5866.0
