ARS,자치구,정류장이름,교차로수_300m,가로망연장_300m,간선도로연장_300m,교차로수_500m,가로망연장_500m,간선도로연장_500m,간선도로거리_m
09185,강북구,번동주공1단지 [09185],13,2950.0,590.0,38,7335.0,1832.0,13.3
09186,강북구,오현초등학교 [09186],48,4721.0,1227.0,91,10578.0,2107.0,12.9
09187,강북구,북서울꿈의숲 [09187],58,4907.0,881.0,158,13046.0,1497.0,9.7
09203,강북구,수유중앙시장 [09203],130,10127.0,1061.0,359,29002.0,3255.0,15.2
09205,강북구,대한병원 [09205],133,10446.0,2328.0,374,28830.0,4252.0,17.2
09218,강북구,솔샘중고등학교.팔팔·미송경로당 [09218],88,6572.0,818.0,236,18656.0,2201.0,12.8
09225,강북구,SK아파트벽산아파트상가 [09225],13,3225.0,934.0,85,11145.0,1638.0,9.4
09228,강북구,번동주공아파트3단지4단지 [09228],39,4877.0,734.0,93,11976.0,1189.0,14.6
09233,강북구,번동해모로아파트 [09233],48,5698.0,0.0,105,11089.0,161.0,356.7
09239,강북구,북서울꿈의숲 [09239],1,744.0,0.0,40,6094.0,0.0,703.7
09240,강북구,꿈의숲롯데캐슬아파트 [09240],29,3290.0,0.0,158,13467.0,417.0,444.2
09243,강북구,경남아너스빌.꿈의숲해링턴아파트 [09243],75,6155.0,0.0,226,18598.0,1718.0,406.6
09261,성북구,미아사거리역 [09261],94,8472.0,2107.0,249,21226.0,3655.0,12.3
09271,강북구,북서울꿈의숲 [09271],1,744.0,0.0,38,5255.0,0.0,690.7
09275,강북구,삼각산동삼각산아이원아파트후문 [09275],10,2285.0,244.0,102,11407.0,1668.0,272.4
09286,강북구,우이동도선사입구 [09286],44,5060.0,947.0,73,9968.0,1472.0,14.4
09295,강북구,삼각산동삼각산아이원아파트정문 [09295],6,1883.0,0.0,61,9230.0,970.0,423.4
09302,강북구,삼각산고.래미안트리베라 [09302],37,4402.0,608.0,148,14822.0,1178.0,29.2
09303,성북구,삼각산고.래미안트리베라 [09303],22,3547.0,589.0,126,13476.0,1003.0,83.2
10107,도봉구,서울북부지방법원.검찰청.도봉역성황당 [10107],27,4809.0,1214.0,99,13796.0,2519.0,10.5
10109,도봉구,도봉견인차량보관소 [10109],46,6300.0,1211.0,88,13109.0,2584.0,9.0
10116,도봉구,방학사거리 [10116],93,9150.0,3187.0,242,23192.0,4828.0,12.6
10117,도봉구,도봉보건소 [10117],70,6703.0,1685.0,168,17442.0,3061.0,11.4
10120,강북구,함석헌기념관.정의여중고 [10120],80,8228.0,1922.0,191,18809.0,3720.0,13.1
10121,도봉구,도봉구민회관 [10121],54,6951.0,1702.0,146,16609.0,4073.0,9.4
10122,도봉구,도봉구민회관 [10122],58,6791.0,1847.0,154,16922.0,4044.0,12.2
10124,강북구,쌍문역.쌍문시장 [10124],114,9671.0,1187.0,285,25294.0,2882.0,13.6
10126,강북구,쌍문역 [10126],103,9355.0,1203.0,280,25023.0,2747.0,10.6
10133,도봉구,도봉구청 [10133],20,4360.0,836.0,75,14257.0,4382.0,236.4
10139,노원구,자운고등학교앞 [10139],15,4042.0,2537.0,35,10931.0,5619.0,15.3
10141,노원구,창동동아청솔아파트 [10141],6,3252.0,2121.0,52,11394.0,6051.0,8.2
10144,노원구,창동농협물류센터 [10144],27,5158.0,3652.0,48,10778.0,7970.0,10.8
10149,노원구,창동주공19단지 [10149],1,1766.0,1766.0,37,9343.0,7097.0,15.1
10150,노원구,창동주공19단지 [10150],0,1571.0,1571.0,43,9685.0,7032.0,12.3
10151,노원구,창동주공18단지 [10151],8,3174.0,2173.0,48,10374.0,7236.0,12.4
10152,노원구,창동주공18단지 [10152],9,3107.0,2173.0,47,10156.0,7114.0,14.1
10156,도봉구,도봉역 [10156],26,5110.0,1534.0,96,15072.0,4150.0,12.3
10158,도봉구,노원교 [10158],18,4162.0,2079.0,93,14822.0,5244.0,15.7
10159,도봉구,노원교 [10159],20,4308.0,2100.0,89,14647.0,5267.0,13.2
10178,도봉구,쌍문동청구아파트 [10178],56,5673.0,918.0,174,16537.0,2323.0,15.7
10184,강북구,연산군.정의공주묘 [10184],7,1646.0,616.0,24,4654.0,1387.0,6.6
10186,도봉구,방학동신동아타워 [10186],21,3226.0,600.0,61,9175.0,1524.0,17.2
10189,도봉구,방학동신동아아파트 [10189],35,4624.0,649.0,106,12987.0,2179.0,21.0
10190,도봉구,방학동신동아아파트 [10190],41,5277.0,939.0,129,14569.0,2043.0,13.3
10191,도봉구,국민은행방학지점 [10191],61,6460.0,1223.0,201,19292.0,2256.0,16.0
10193,도봉구,신한은행방학동지점 [10193],110,9278.0,1204.0,285,24010.0,3453.0,19.0
10194,도봉구,신한은행방학동지점 [10194],109,9251.0,1223.0,279,23466.0,2802.0,17.0
10195,도봉구,방학사거리 [10195],123,9996.0,2745.0,281,25057.0,5022.0,13.6
10200,강북구,쌍문동청한빌라 [10200],84,7445.0,939.0,162,15784.0,1763.0,15.4
10204,강북구,초당초등학교 [10204],9,2307.0,609.0,50,6918.0,1227.0,12.1
10206,강북구,방학동우성아파트 [10206],10,2557.0,589.0,36,6620.0,1280.0,13.5
10210,강북구,쌍문동성원아파트 [10210],11,2969.0,592.0,33,6601.0,1339.0,17.4
10213,도봉구,쌍문동현대.한양아파트 [10213],13,2825.0,606.0,47,8316.0,1772.0,12.0
10214,도봉구,쌍문동삼익금호1차아파트 [10214],44,4811.0,904.0,147,15263.0,2597.0,9.3
10216,도봉구,도봉구보건소앞 [10216],83,7399.0,1691.0,161,17101.0,3274.0,13.7
10218,강북구,북서울교회 [10218],90,8164.0,905.0,164,15645.0,1586.0,12.0
10221,강북구,덕성여대입구 [10221],70,6502.0,638.0,172,15922.0,1096.0,14.4
10224,강북구,숭미초등학교 [10224],98,7944.0,641.0,225,19859.0,1039.0,11.2
10231,노원구,도봉등기소 [10231],30,5221.0,1672.0,63,9487.0,3066.0,19.4
10232,노원구,도봉등기소 [10232],36,5226.0,1491.0,66,9840.0,3106.0,18.3
10234,노원구,창동역서측 [10234],35,4977.0,1366.0,66,10775.0,3687.0,10.8
10235,노원구,창4동주민센터 [10235],25,5141.0,4226.0,45,10041.0,7837.0,16.5
10241,노원구,창동주공4단지 [10241],24,3553.0,1204.0,34,6643.0,2420.0,15.4
10242,노원구,창동주공4단지 [10242],24,3533.0,1203.0,35,6868.0,2540.0,13.9
10251,강북구,창동서울탁주앞 [10251],120,9258.0,599.0,310,23998.0,1916.0,11.3
10259,강북구,KT도봉지점 [10259],91,8642.0,1042.0,251,23340.0,1872.0,139.2
10265,노원구,창동역동측 [10265],20,3909.0,2302.0,65,11565.0,7298.0,13.8
10313,강북구,금용아파트 [10313],110,8815.0,998.0,318,24531.0,2076.0,145.6
10335,노원구,창동농협물류센터 [10335],21,4114.0,2465.0,64,11938.0,7423.0,17.7
10342,강북구,한국사회봉사회 [10342],27,4121.0,1142.0,87,10337.0,1920.0,6.4
10564,강북구,청구아파트 [10564],13,3021.0,598.0,29,6566.0,1427.0,10.1
10706,노원구,창일중학교 [10706],10,2409.0,1135.0,52,9170.0,4022.0,12.9
10747,강북구,청구아파트 [10747],13,2864.0,598.0,30,6593.0,1373.0,12.4
11101,중랑구,공릉시장 [11101],94,9354.0,1913.0,206,22649.0,6684.0,13.6
11103,중랑구,태릉입구역4번출구 [11103],79,8817.0,3171.0,168,22988.0,10249.0,11.6
11104,중랑구,태릉입구역3번출구 [11104],76,8972.0,3734.0,160,22823.0,10806.0,13.5
11114,중랑구,주유소앞다운복지관 [11114],39,7305.0,2392.0,162,20722.0,5452.0,2.8
11117,중랑구,태릉입구역7번출구 [11117],62,8338.0,3764.0,148,21679.0,8711.0,6.9
11127,중랑구,원자력병원 [11127],10,1634.0,401.0,49,6048.0,886.0,218.1
11134,중랑구,효성화운트빌원자력병원후문 [11134],6,1569.0,604.0,23,5270.0,1003.0,11.4
11135,중랑구,우방아파트 [11135],7,1840.0,584.0,36,6807.0,1615.0,16.8
11138,중랑구,청솔아파트 [11138],16,3548.0,1702.0,70,11272.0,4823.0,17.5
11140,중랑구,화랑대사거리 [11140],19,4146.0,2953.0,64,12364.0,6011.0,11.5
11141,중랑구,화랑대사거리 [11141],19,4149.0,2776.0,66,12440.0,5908.0,11.3
11142,중랑구,경춘선숲길.화랑대역공원 [11142],27,4188.0,1235.0,46,8828.0,2888.0,13.8
11144,중랑구,서울여대.육군사관학교행정안내소 [11144],12,3152.0,1175.0,30,6811.0,2001.0,12.5
11145,중랑구,서울여대.육군사관학교행정안내소 [11145],12,3053.0,1215.0,30,6782.0,2041.0,12.3
11146,중랑구,태릉국제사격장 [11146],5,1895.0,1198.0,15,4796.0,2053.0,15.3
11148,중랑구,태릉 [11148],2,1529.0,1197.0,4,2872.0,2028.0,17.4
11149,중랑구,태릉 [11149],2,1489.0,1197.0,4,2793.0,1988.0,17.9
11150,중랑구,태릉선수촌 [11150],3,1282.0,1282.0,6,2195.0,2195.0,17.8
11151,중랑구,태릉선수촌 [11151],5,1377.0,1377.0,7,2295.0,2295.0,10.8
11153,중랑구,한국스포츠정책과학원 [11153],7,1457.0,1457.0,13,2637.0,2637.0,15.1
11154,중랑구,삼육대앞 [11154],9,1945.0,1945.0,21,3645.0,3645.0,13.1
11158,중랑구,예수사랑교회 [11158],17,4071.0,2688.0,73,12601.0,5705.0,16.3
11159,노원구,서울과학기술대입구 [11159],38,5350.0,1911.0,94,14031.0,5601.0,12.1
11161,중랑구,공릉역1번출구 [11161],65,7332.0,2468.0,150,18016.0,5663.0,12.8
11162,중랑구,공릉역4번출구 [11162],62,7185.0,2749.0,137,17349.0,6090.0,11.2
11165,중랑구,공릉대동2차아파트 [11165],38,5627.0,2914.0,98,14799.0,7109.0,117.9
11166,노원구,노원문화원 [11166],25,4779.0,2690.0,69,13263.0,7335.0,96.2
11167,노원구,노원문화원 [11167],27,4849.0,2723.0,72,13179.0,7391.0,98.4
11168,노원구,용원초등학교 [11168],18,3962.0,2622.0,66,13124.0,8210.0,11.1
11180,노원구,상계주공9단지 [11180],10,2652.0,2276.0,19,5937.0,4027.0,15.3
11181,노원구,노원고등학교 [11181],4,1839.0,1684.0,27,8986.0,7307.0,18.2
11183,노원구,상계주공7단지 [11183],13,2955.0,1934.0,38,7076.0,3502.0,9.5
11184,노원구,대림아파트상가 [11184],12,2819.0,1953.0,33,6779.0,3680.0,15.8
11185,노원구,도봉면허시험장 [11185],34,4331.0,1630.0,92,12458.0,5000.0,13.5
11186,노원구,도봉면허시험장 [11186],27,3942.0,1632.0,89,12299.0,5157.0,15.5
11188,노원구,상계주공7단지.광림교회앞 [11188],25,3278.0,631.0,107,12423.0,3285.0,11.7
11189,노원구,상계10동우체국 [11189],25,3300.0,592.0,108,12684.0,3248.0,15.4
11192,노원구,온곡중학교노원정보도서관 [11192],55,5724.0,607.0,173,16799.0,2854.0,19.1
11196,도봉구,수락산역3번출구 [11196],66,6609.0,1428.0,147,16022.0,4550.0,14.8
11197,도봉구,수락산역 [11197],73,6957.0,1471.0,146,16065.0,4827.0,15.3
11198,도봉구,노일초등학교 [11198],62,6819.0,1203.0,154,16818.0,2929.0,14.0
11199,도봉구,노원초등학교 [11199],53,6252.0,1179.0,140,15111.0,1985.0,6.4
11203,도봉구,수락리버시티아파트 [11203],6,2916.0,1832.0,20,9524.0,6082.0,10.3
11204,도봉구,수락중고등학교 [11204],17,4071.0,2348.0,34,9018.0,4595.0,7.0
11206,도봉구,은빛아파트2단지 [11206],25,4332.0,1582.0,78,11554.0,5035.0,3.8
11207,도봉구,홍파복지원미주아파트 [11207],23,3986.0,1397.0,76,11236.0,4936.0,11.7
11214,노원구,중앙하이츠2차아파트 [11214],47,5023.0,1068.0,124,14490.0,3282.0,14.1
11215,노원구,상계중학교정문 [11215],21,3405.0,1154.0,66,10340.0,3185.0,17.9
11219,노원구,상계119안전센터 [11219],28,4785.0,1066.0,73,11408.0,3084.0,14.0
11220,노원구,상계동주유소 [11220],58,6680.0,1507.0,164,17908.0,3761.0,13.4
11225,노원구,흥안운수종점 [11225],125,8943.0,1342.0,244,18405.0,2030.0,4.3
11244,노원구,상계주공3단지 [11244],17,3761.0,1505.0,52,9598.0,4338.0,12.3
11245,노원구,상계주공2단지 [11245],8,2685.0,1795.0,25,7240.0,3712.0,13.4
11248,노원구,마들근린공원.노원에코센터 [11248],12,3338.0,1996.0,37,9828.0,6746.0,17.3
11251,노원구,노원구청 [11251],22,3867.0,2304.0,59,11222.0,7420.0,69.3
11255,노원구,상계주공6단지 [11255],30,5090.0,1927.0,71,10604.0,4096.0,17.0
11256,노원구,상계주공4단지 [11256],9,2720.0,1630.0,33,8109.0,3506.0,15.6
11257,노원구,백병원 [11257],8,2814.0,1878.0,23,7336.0,4146.0,13.5
11267,도봉구,상계주공15단지 [11267],5,2254.0,1195.0,26,6571.0,2578.0,18.5
11268,도봉구,상계주공11단지 [11268],6,2469.0,1794.0,20,6049.0,4181.0,12.2
11269,노원구,상계주공10단지 [11269],10,2369.0,2194.0,22,6136.0,4095.0,17.1
11270,노원구,노원고등학교 [11270],4,1940.0,1784.0,31,9039.0,7184.0,22.9
11272,도봉구,상계주공14단지 [11272],11,2832.0,1193.0,31,6880.0,1980.0,14.4
11273,도봉구,상계주공12단지 [11273],7,2527.0,1633.0,12,5356.0,2929.0,16.9
11279,노원구,광운대역 [11279],42,3786.0,0.0,65,6728.0,0.0,564.4
11280,중랑구,월계현대아파트 [11280],15,1798.0,0.0,87,8861.0,0.0,540.1
11281,중랑구,월계현대아파트 [11281],18,2069.0,0.0,96,9318.0,17.0,483.7
11299,강북구,신창중학교후문 [11299],11,2733.0,548.0,35,7118.0,1501.0,89.7
11301,강북구,염광고등학교 [11301],7,2432.0,710.0,32,7155.0,1830.0,232.0
11302,노원구,월계주공1단지상가 [11302],6,2214.0,562.0,57,8378.0,1915.0,102.8
11307,노원구,월계주공1단지 [11307],12,2269.0,793.0,43,6989.0,1412.0,104.1
11310,노원구,월계주공108동앞롯데캐슬루나아파트 [11310],13,2868.0,585.0,66,8452.0,2013.0,6.4
11311,노원구,인덕대학 [11311],17,2481.0,901.0,44,7524.0,1693.0,14.4
11312,중랑구,한진한화그랑빌아파트 [11312],33,7642.0,5720.0,102,18286.0,11204.0,8.5
11315,중랑구,한천초등학교 [11315],21,4594.0,3811.0,83,14345.0,9598.0,16.0
11319,중랑구,월계미륭아파트 [11319],10,3248.0,2740.0,59,10792.0,6737.0,14.8
11321,노원구,월계삼호아파트 [11321],7,3035.0,2457.0,41,8823.0,5856.0,14.8
11323,노원구,월계삼호4차아파트 [11323],3,2009.0,1832.0,20,7267.0,5107.0,12.0
11329,노원구,월계역1번출구 [11329],36,5087.0,2367.0,53,11362.0,6773.0,107.6
11331,노원구,월계119안전센터 [11331],24,3350.0,1193.0,51,7748.0,1936.0,51.1
11332,노원구,신도브래뉴.한전노원변전소 [11332],20,3047.0,1210.0,56,8892.0,3610.0,178.2
11335,노원구,광운대학교 [11335],64,5663.0,0.0,111,12035.0,796.0,348.4
11340,노원구,월계보건지소 [11340],20,6831.0,5505.0,69,14413.0,8576.0,12.8
11347,노원구,상명고등학교.성원아파트 [11347],7,2587.0,1678.0,24,6547.0,2916.0,18.5
11349,노원구,은행사거리 [11349],9,2804.0,613.0,32,7140.0,1408.0,20.8
11350,노원구,양지근린공원 [11350],7,2117.0,587.0,20,5427.0,995.0,16.0
11354,노원구,중계주공10단지 [11354],4,1652.0,304.0,16,6267.0,2362.0,261.2
11355,노원구,롯데우성아파트 [11355],4,1712.0,344.0,15,6160.0,2301.0,242.6
11357,노원구,중계구민체육센터 [11357],5,1912.0,992.0,19,6376.0,2680.0,111.4
11359,노원구,을지중학교 [11359],12,2665.0,1311.0,32,8291.0,3124.0,11.7
11361,노원구,청암중.고등학교 [11361],15,3261.0,905.0,43,9383.0,2556.0,19.5
11364,노원구,중계주공5단지514동 [11364],11,2879.0,847.0,29,8066.0,2212.0,159.6
11366,노원구,중계역 [11366],13,3556.0,2072.0,26,8278.0,3494.0,13.2
11367,노원구,노원구민회관 [11367],14,3615.0,1617.0,36,8627.0,3527.0,15.9
11368,노원구,건영옴니백화점 [11368],8,2887.0,1366.0,24,7820.0,3742.0,11.5
11369,노원구,브라운스톤중계.우리은행앞 [11369],8,2925.0,1443.0,22,7618.0,3299.0,14.2
11370,노원구,서울아이티고등학교 [11370],11,3462.0,1534.0,24,7992.0,3271.0,10.1
11371,노원구,서울아이티고등학교 [11371],9,3428.0,1478.0,27,8621.0,3485.0,14.0
11372,노원구,어린이교통공원 [11372],15,3859.0,2001.0,25,8017.0,4175.0,12.9
11373,노원구,중계역 [11373],14,3709.0,1798.0,26,8507.0,3473.0,3.4
11375,노원구,중계건영2차아파트 [11375],11,3119.0,1672.0,24,7697.0,4306.0,21.4
11376,노원구,중계역2번출구 [11376],11,3375.0,1726.0,23,7827.0,4169.0,21.7
11377,노원구,상명초등학교 [11377],7,2193.0,1376.0,17,6683.0,3807.0,20.9
11378,노원구,중계3단지목련아파트 [11378],5,1949.0,1124.0,17,6688.0,3789.0,18.2
11379,노원구,상명고등학교 [11379],7,2587.0,1677.0,21,6337.0,2915.0,15.9
11380,노원구,목련아파트상가 [11380],3,1791.0,1056.0,17,6024.0,2346.0,16.1
11381,노원구,중계목화아파트4단지 [11381],8,2407.0,597.0,32,7227.0,1492.0,18.2
11382,노원구,용동초등학교 [11382],12,2866.0,371.0,39,8614.0,2417.0,259.2
11386,노원구,홈플러스중계점 [11386],22,3905.0,832.0,43,9448.0,3409.0,204.6
11395,노원구,중계주공2단지 [11395],7,1834.0,888.0,35,6095.0,1836.0,22.8
11398,노원구,중계1동주민센터 [11398],14,3135.0,633.0,41,7935.0,1617.0,20.0
11403,노원구,노원문화예술회관.불암초등학교 [11403],46,5088.0,0.0,65,9448.0,797.0,371.3
11404,노원구,영신여자고등학교입구 [11404],47,5005.0,0.0,65,9485.0,757.0,390.2
11408,노원구,노원우체국 [11408],12,2202.0,0.0,44,5748.0,302.0,474.4
11415,노원구,대림벽산아파트 [11415],7,2098.0,607.0,23,5763.0,995.0,17.7
11416,노원구,하계역 [11416],19,3903.0,2125.0,54,9808.0,3971.0,12.0
11417,노원구,하계미성아파트 [11417],24,4331.0,2397.0,67,11406.0,5066.0,11.4
11418,중랑구,서울과학기술대앞 [11418],11,1990.0,0.0,59,7510.0,1510.0,395.1
11419,노원구,중계주공9단지후문 [11419],3,1365.0,606.0,13,4009.0,1817.0,20.2
11420,노원구,중계주공9단지후문 [11420],3,1465.0,606.0,17,4420.0,1877.0,15.1
11421,노원구,삼익선경아파트후문.시립과학관 [11421],6,1762.0,1182.0,48,6378.0,2096.0,16.2
11425,노원구,하계미성아파트.을지병원 [11425],26,4230.0,1751.0,71,10965.0,4172.0,9.8
11426,노원구,하계역 [11426],28,4311.0,1731.0,74,11103.0,4137.0,13.7
11429,노원구,한성여객종점 [11429],38,4476.0,1206.0,79,11140.0,3540.0,22.4
11433,노원구,대진고등학교 [11433],43,4355.0,1077.0,78,9417.0,1952.0,9.9
11434,노원구,골마을근린공원 [11434],40,4051.0,1173.0,72,8988.0,2015.0,20.1
11440,노원구,동천학교 [11440],7,2423.0,817.0,23,5911.0,1816.0,200.5
11442,노원구,하계현대아파트 [11442],3,1669.0,601.0,19,6346.0,1853.0,20.3
11446,노원구,한천중학교 [11446],21,3726.0,1194.0,52,9454.0,2900.0,241.1
11447,노원구,하계역 [11447],18,3670.0,2245.0,50,9900.0,4372.0,10.5
11448,노원구,하계장미아파트 [11448],28,4938.0,2855.0,55,11481.0,6041.0,15.3
11451,노원구,중평초등학교 [11451],9,2747.0,1892.0,34,9309.0,5437.0,10.3
11452,노원구,하계극동아파트 [11452],9,4900.0,4217.0,41,12897.0,9737.0,14.4
11453,노원구,하계시영아파트 [11453],7,3298.0,2615.0,42,13137.0,9456.0,16.2
11455,노원구,하계장미아파트 [11455],13,3175.0,2581.0,47,11770.0,6788.0,21.6
11456,노원구,중평초등학교 [11456],6,2710.0,1693.0,32,8767.0,5078.0,9.1
11458,노원구,중계1동신안아파트 [11458],10,2747.0,1011.0,42,9295.0,3093.0,20.2
11464,중랑구,월계미성아파트 [11464],14,3578.0,3028.0,65,11526.0,7365.0,14.7
11469,노원구,하계1치안센터 [11469],20,3649.0,1092.0,75,10457.0,3658.0,232.8
11470,노원구,하계1치안센터 [11470],21,3793.0,1286.0,73,10694.0,3910.0,214.5
11503,도봉구,수락리버시티3.4단지 [11503],6,3853.0,1826.0,22,8417.0,3584.0,240.8
12106,은평구,연신내역 [12106],108,9889.0,2102.0,291,26424.0,3526.0,6.3
12107,은평구,선일하이츠빌라 [12107],137,11541.0,1490.0,305,26558.0,3633.0,10.8
12109,은평구,세명컴퓨터고등학교 [12109],96,9508.0,1544.0,227,21242.0,2624.0,8.0
12111,은평구,구파발역2번출구 [12111],10,3258.0,929.0,22,6916.0,1940.0,172.8
12113,은평구,구파발역.롯데몰 [12113],11,3257.0,1030.0,21,6854.0,1935.0,135.5
12119,은평구,연신내역 [12119],106,9880.0,1968.0,269,25582.0,3593.0,6.6
12128,은평구,서부병원 [12128],92,8370.0,1911.0,228,21525.0,4195.0,15.1
12129,은평구,신진과학기술고교.이마트은평점 [12129],108,8700.0,2029.0,267,23354.0,3920.0,21.9
12133,은평구,서부병원 [12133],96,8476.0,1643.0,227,21384.0,4115.0,19.5
12134,은평구,은평세무서 [12134],90,8175.0,1453.0,201,18749.0,3129.0,16.9
12138,은평구,역촌역역촌오거리 [12138],108,9160.0,1423.0,284,23656.0,2745.0,10.6
12139,은평구,삼성타운 [12139],105,8717.0,1004.0,290,23233.0,2800.0,15.1
12140,은평구,구산역1번출구.예일여고 [12140],95,8299.0,1688.0,258,23078.0,2727.0,11.7
12141,은평구,역촌중앙시장 [12141],72,8015.0,1588.0,248,22964.0,3542.0,19.7
12145,은평구,806의무경찰대.우남아파트 [12145],33,3725.0,632.0,106,10236.0,1141.0,17.6
12146,은평구,806의무경찰대.우남아파트 [12146],23,2998.0,611.0,72,7798.0,1219.0,15.5
12147,은평구,선정중고등학교 [12147],94,7723.0,608.0,183,16657.0,1497.0,12.6
12148,은평구,선진운수종점 [12148],110,9270.0,1148.0,236,21388.0,1936.0,10.3
12150,은평구,역촌중앙시장 [12150],69,7803.0,1430.0,244,22964.0,3584.0,14.1
12151,은평구,구산역2번출구.예일여고 [12151],101,8536.0,1712.0,265,23420.0,2743.0,13.3
12152,은평구,하나은행역촌동지점 [12152],112,8966.0,919.0,285,23183.0,2854.0,12.2
12154,은평구,녹번초등학교.은평세무서 [12154],74,7202.0,1552.0,253,22554.0,3829.0,16.3
12155,은평구,응암초등학교 [12155],95,7957.0,1037.0,235,20779.0,2188.0,9.0
12157,은평구,응암오거리 [12157],115,8726.0,1540.0,288,23395.0,3084.0,13.8
12158,은평구,신사초등학교 [12158],63,6038.0,1196.0,241,20429.0,3307.0,12.2
12159,은평구,신사동고개사거리 [12159],108,8671.0,1594.0,239,20320.0,3660.0,9.5
12160,은평구,신사동고개사거리 [12160],104,8253.0,1439.0,234,19675.0,3602.0,18.8
12163,은평구,은평문화예술정보학교 [12163],114,8718.0,1193.0,289,23307.0,2974.0,9.8
12165,은평구,대림시장 [12165],120,9588.0,1107.0,318,24751.0,2851.0,16.1
12166,은평구,대림시장 [12166],126,9768.0,1241.0,324,24849.0,2974.0,11.5
12172,마포구,증산종합시장.증산중학교입구 [12172],62,6663.0,909.0,151,17134.0,3041.0,17.1
12173,마포구,증산종합시장.증산중학교입구 [12173],65,6893.0,890.0,159,17723.0,3243.0,18.9
12175,은평구,와산교 [12175],108,8483.0,867.0,258,22168.0,3130.0,15.5
12177,은평구,신흥시장 [12177],96,8477.0,835.0,254,21985.0,3598.0,12.2
12181,은평구,구산역2번출구.예일여고 [12181],103,8527.0,1522.0,272,23831.0,2660.0,18.7
12182,은평구,구산역1번출구 [12182],88,7966.0,1731.0,250,23250.0,2849.0,14.4
12184,은평구,연신내역.로데오거리 [12184],96,9665.0,2044.0,290,26589.0,4076.0,19.7
12185,은평구,연서시장 [12185],108,9731.0,1942.0,308,27658.0,3520.0,14.9
12186,은평구,종로약국 [12186],119,9730.0,620.0,293,25321.0,2944.0,16.4
12187,은평구,불광지구대 [12187],124,9562.0,593.0,281,23232.0,1642.0,15.2
12189,은평구,은평경찰서 [12189],24,3097.0,819.0,94,9925.0,1673.0,14.8
12190,은평구,폭포동 [12190],2,1485.0,884.0,15,4847.0,1517.0,14.0
12192,은평구,신도중학교 [12192],5,2173.0,589.0,12,4663.0,1415.0,15.7
12195,은평구,은평노인종합복지관.신도중학교 [12195],4,1939.0,610.0,13,4681.0,1455.0,11.6
12197,은평구,폭포동.은평노인종합복지관 [12197],4,1758.0,886.0,12,4767.0,1515.0,9.7
12198,은평구,은평경찰서 [12198],16,2560.0,827.0,78,8789.0,1673.0,11.3
12199,은평구,연신초등학교 [12199],82,6785.0,845.0,172,15686.0,1621.0,14.7
12200,은평구,불광지구대 [12200],129,9894.0,614.0,293,23826.0,1600.0,13.5
12202,은평구,연서시장 [12202],111,9779.0,1921.0,318,27681.0,3490.0,15.6
12204,은평구,은평연세병원 [12204],87,8893.0,1204.0,246,24390.0,3270.0,9.3
12205,은평구,구산역4번출구 [12205],79,7587.0,1717.0,254,23501.0,2865.0,7.0
12207,은평구,역말사거리 [12207],119,9289.0,601.0,288,24513.0,1632.0,20.7
12208,은평구,역촌초등학교 [12208],110,9099.0,680.0,297,24988.0,2930.0,19.0
12209,은평구,응암역2번출구 [12209],108,8826.0,1725.0,273,23896.0,3143.0,17.8
12225,은평구,불광롯데캐슬아파트 [12225],64,6309.0,621.0,158,15859.0,3430.0,9.8
12227,은평구,진관초교입구 [12227],13,2764.0,592.0,29,6858.0,1546.0,10.8
12229,은평구,푸르지오625동앞.관음사입구 [12229],14,2840.0,613.0,27,6005.0,1014.0,13.1
12230,은평구,삼천리골입구56사단북한산부대 [12230],12,2531.0,1146.0,18,5130.0,1745.0,12.5
12232,은평구,흥국사 [12232],8,1804.0,611.0,22,4459.0,1000.0,16.2
12234,은평구,북한산성입구 [12234],8,1651.0,547.0,28,5131.0,764.0,10.4
12235,은평구,흥국사 [12235],7,1659.0,595.0,19,4178.0,1002.0,17.5
12236,은평구,백화사 [12236],15,3007.0,603.0,33,6485.0,1361.0,5.2
12237,은평구,삼천리골입구56사단북한산부대 [12237],8,2240.0,1009.0,20,4952.0,1713.0,6.6
12238,은평구,진관초교관음사입구 [12238],10,2600.0,614.0,36,7265.0,1040.0,10.2
12239,은평구,푸르지오618동앞.관음사입구 [12239],17,3013.0,590.0,28,5837.0,1014.0,12.1
12240,은평구,진관중고교약수사입구 [12240],14,2852.0,886.0,29,6576.0,1681.0,12.6
12243,은평구,이마트.은평점 [12243],107,8924.0,2030.0,271,23498.0,3903.0,15.2
12247,은평구,대조시장앞 [12247],101,8919.0,952.0,267,23659.0,3972.0,21.0
12249,은평구,불광역.불광1동주민센터 [12249],68,7004.0,2203.0,171,17790.0,4242.0,16.9
12250,은평구,독박골.북한산래미안APT앞 [12250],24,3133.0,620.0,26,3954.0,1041.0,17.2
12251,은평구,구기터널입구 [12251],3,984.0,848.0,14,2434.0,1454.0,13.4
12257,은평구,역촌오거리 [12257],98,8626.0,1279.0,265,22732.0,2770.0,17.7
12258,은평구,역촌역1번출구 [12258],98,8564.0,1596.0,297,24926.0,2682.0,17.5
12260,은평구,이마트.은평점 [12260],111,8900.0,1802.0,277,23757.0,3909.0,19.3
12264,은평구,백련산힐스테이트4차 [12264],42,4812.0,601.0,181,15772.0,2170.0,11.4
12266,서대문구,충암고교앞.대주피오레아파트 [12266],78,6675.0,998.0,193,17846.0,1599.0,12.3
