ARS,자치구,정류장이름,교차로수_300m,가로망연장_300m,간선도로연장_300m,교차로수_500m,가로망연장_500m,간선도로연장_500m,간선도로거리_m
15227,양천구,정랑고개.양천벤처타운 [15227],2,1145.0,586.0,18,4343.0,997.0,17.3
15228,양천구,신정학마을아파트 [15228],34,5588.0,2847.0,120,15306.0,4581.0,8.8
15229,양천구,양천고등학교 [15229],16,3524.0,2022.0,60,10912.0,4635.0,21.6
15230,양천구,계남초등학교 [15230],3,1349.0,597.0,39,6378.0,1904.0,15.1
15231,양천구,목동아파트11단지(1117동) [15231],22,3349.0,1175.0,61,9072.0,2209.0,16.2
15232,양천구,신정1동주민센터 [15232],18,3752.0,599.0,37,8413.0,2164.0,12.5
15233,양천구,양명초교.신서중 [15233],15,3191.0,1390.0,26,6818.0,2418.0,10.7
15236,양천구,양천문화회관.양천일자리센터 [15236],9,2200.0,1074.0,31,6788.0,2803.0,15.0
15237,양천구,목동10단지농협 [15237],17,3208.0,436.0,48,9655.0,2430.0,200.5
15242,양천구,신정1동우체국 [15242],38,5597.0,604.0,99,13963.0,2635.0,17.5
15247,양천구,우리은행신정동지점 [15247],48,6269.0,583.0,104,14719.0,1577.0,16.3
15251,양천구,신정네거리역 [15251],20,4312.0,1036.0,56,11074.0,1905.0,14.9
15252,양천구,길훈로즈빌아파트 [15252],26,3859.0,1980.0,73,12683.0,6286.0,14.8
15253,양천구,하이스트학원.종로학원 [15253],23,4376.0,2825.0,62,10181.0,5540.0,14.7
15255,양천구,목동8단지지하도 [15255],8,2979.0,2313.0,55,9696.0,5429.0,6.9
15256,양천구,양천구청.양천보건소 [15256],12,3876.0,3011.0,36,8215.0,5335.0,6.9
15257,양천구,목동8단지 [15257],13,3548.0,2837.0,55,9945.0,5614.0,13.2
15258,양천구,진명여고 [15258],40,5160.0,1819.0,82,12774.0,4845.0,11.5
15260,양천구,남부법원.검찰청교차로 [15260],19,3304.0,1892.0,69,11428.0,5307.0,14.6
15261,양천구,오목교역.청학스포츠타운 [15261],34,6058.0,3123.0,72,13563.0,7614.0,12.3
15262,양천구,현대아이파크아파트 [15262],29,4472.0,1263.0,81,13790.0,5945.0,14.8
15265,양천구,목동7단지 [15265],22,3539.0,2372.0,72,11500.0,5708.0,4.0
15268,양천구,서울남부지방법원.서울남부지방검찰청 [15268],39,5037.0,1115.0,89,13322.0,3641.0,10.8
15269,양천구,목동중학교 [15269],24,4326.0,2332.0,57,10859.0,5753.0,12.7
15270,양천구,진명여고 [15270],43,5735.0,1961.0,93,13626.0,4519.0,20.5
15271,양천구,우리은행신정동지점 [15271],48,6486.0,598.0,107,15495.0,1651.0,16.8
15280,양천구,신정네거리역 [15280],29,5162.0,1254.0,89,13810.0,2778.0,14.6
15283,양천구,신정4동경서농협 [15283],36,5673.0,996.0,103,15531.0,2664.0,16.9
15284,양천구,목동역.홍익병원 [15284],57,8194.0,4827.0,146,20727.0,8789.0,16.5
15295,양천구,신월문화체육센터 [15295],44,6079.0,1423.0,116,16672.0,3484.0,13.0
15306,양천구,서부트럭터미널.신정동일하이빌아파트 [15306],18,4974.0,3068.0,38,10332.0,5206.0,10.2
15307,양천구,강신중학교 [15307],39,6362.0,2513.0,66,13059.0,4207.0,4.6
15308,양천구,남명초교.신정3동주민센터 [15308],14,3104.0,1085.0,31,7703.0,2281.0,28.4
15310,양천구,양강중학교 [15310],57,7076.0,1623.0,155,20398.0,6860.0,17.9
15311,양천구,양강중학교 [15311],41,5752.0,1643.0,138,18686.0,5583.0,14.5
15313,양천구,강서초등학교 [15313],39,6289.0,597.0,124,18786.0,3494.0,9.0
15315,양천구,과학수사연구소입구 [15315],66,8600.0,2061.0,142,20903.0,6104.0,8.8
15317,양천구,신정동현대아파트 [15317],17,4657.0,3165.0,78,12222.0,4906.0,8.8
15320,양천구,신정현대아파트 [15320],15,4415.0,3150.0,51,10839.0,5011.0,15.3
15321,양천구,신정숲속마을아파트 [15321],4,1295.0,598.0,10,2898.0,1386.0,15.3
15323,양천구,푸른마을2단지아파트 [15323],11,2401.0,532.0,32,6616.0,977.0,128.6
15325,양천구,신월시영아파트.강월초등학교 [15325],16,2528.0,607.0,64,10708.0,2939.0,17.4
15326,양천구,신월시영아파트.강월초등학교 [15326],15,2400.0,588.0,65,10576.0,2813.0,13.6
15334,강서구,신월3동주민센터.신월3동우체국 [15334],89,9827.0,2303.0,210,23516.0,3993.0,19.6
15335,강서구,서부여성발전센터 [15335],83,9212.0,2363.0,214,23674.0,4398.0,11.5
15337,강서구,국민은행신월동지점 [15337],73,8850.0,2427.0,201,23115.0,4796.0,11.2
15338,강서구,서서울호수공원 [15338],59,6691.0,1467.0,163,19054.0,5288.0,17.6
15344,강서구,메디힐병원 [15344],56,7397.0,2717.0,159,19522.0,4952.0,11.8
15345,강서구,신화중학교 [15345],40,5868.0,602.0,137,17539.0,3608.0,16.4
15346,강서구,신월5동주민센터.신월중학교 [15346],41,5736.0,1820.0,95,13532.0,4264.0,10.4
15348,강서구,신월중학교입구 [15348],27,4063.0,1922.0,66,10382.0,3361.0,18.0
15350,강서구,광영고.신동아파밀리에아파트 [15350],20,3031.0,1484.0,49,9498.0,3404.0,14.8
15351,강서구,서울금융고등학교 [15351],56,6875.0,2688.0,147,18162.0,4923.0,19.6
15358,강서구,양서중학교 [15358],84,8994.0,1221.0,226,23415.0,3475.0,8.8
15360,영등포구,신목동역-서울지방식품의약품안전청 [15360],18,2872.0,1641.0,58,12025.0,9106.0,12.9
15363,양천구,대일관광고.푸른마을3단지 [15363],6,2127.0,0.0,22,6621.0,1331.0,476.1
15364,양천구,대일관광고.푸른마을3단지 [15364],8,2284.0,0.0,20,5456.0,307.0,482.9
15367,양천구,목동아파트1102동앞 [15367],3,1577.0,439.0,16,5073.0,2418.0,237.2
15399,양천구,푸른마을1단지앞 [15399],8,2237.0,0.0,35,7122.0,1153.0,329.1
15405,양천구,푸른마을1단지앞 [15405],10,2241.0,164.0,29,6653.0,796.0,289.5
15415,강서구,보람쉬움아파트.신영시장 [15415],88,9022.0,826.0,194,22414.0,4397.0,223.4
15416,양천구,신정이펜하우스2단지 [15416],11,2503.0,714.0,14,4402.0,1325.0,8.3
15419,양천구,이펜하우스1단지.어르신요양센터 [15419],3,1924.0,872.0,12,4098.0,1478.0,65.1
15421,양천구,신정이펜하우스3.4단지 [15421],3,1164.0,0.0,10,3685.0,974.0,333.1
15423,양천구,신정이펜하우스5단지.서남병원 [15423],7,1815.0,0.0,13,4489.0,513.0,421.5
16104,강서구,등촌중학교.한국임업진흥원 [16104],21,3695.0,1201.0,70,12025.0,3116.0,14.3
16112,강서구,발산역5번출구 [16112],42,6141.0,2001.0,86,14742.0,3217.0,17.0
16121,강서구,공항시장역.공항성산교회 [16121],43,5273.0,624.0,149,18835.0,4811.0,11.0
16126,강서구,국민은행방화동지점 [16126],63,7274.0,1423.0,131,16933.0,3131.0,10.8
16127,강서구,국민은행방화동지점 [16127],67,7324.0,1409.0,129,16643.0,2857.0,16.0
16130,강서구,방화역 [16130],27,4345.0,511.0,77,12796.0,2921.0,11.5
16133,강서구,방화도시7단지.국립국어원 [16133],14,3373.0,223.0,43,8993.0,1920.0,85.5
16136,강서구,가양역.마포중고등학교 [16136],21,3500.0,1214.0,70,12472.0,4632.0,14.4
16137,강서구,경복비즈니스고등학교 [16137],50,6573.0,2671.0,103,15205.0,4781.0,19.2
16139,강서구,강서구청 [16139],60,7339.0,698.0,151,17749.0,3429.0,16.6
16140,강서구,강서구청 [16140],59,7136.0,679.0,145,17448.0,3324.0,16.2
16141,강서구,우장초등학교 [16141],49,6272.0,607.0,138,16072.0,999.0,15.5
16142,강서구,우장초등학교 [16142],48,6159.0,605.0,143,16309.0,995.0,20.6
16145,강서구,화곡본동시장 [16145],49,6442.0,1040.0,148,17779.0,1980.0,17.8
16147,강서구,화곡역 [16147],60,7139.0,1251.0,157,19847.0,3398.0,17.1
16148,강서구,화곡역 [16148],53,6915.0,792.0,150,19251.0,3285.0,16.4
16149,강서구,강서구청소년상담복지센터 [16149],56,6891.0,604.0,146,19300.0,3162.0,16.7
16150,강서구,화곡푸르지오 [16150],48,6580.0,598.0,142,18097.0,2458.0,10.8
16151,강서구,외발산신광명마을 [16151],18,3994.0,1865.0,27,7550.0,4641.0,7.3
16152,강서구,외발산신광명마을 [16152],16,3897.0,1884.0,28,7639.0,4782.0,14.4
16153,강서구,강서면허시험장.메이필드호텔 [16153],13,3904.0,3586.0,45,9928.0,6738.0,4.9
16159,강서구,공항동송정중학교 [16159],47,6539.0,3474.0,116,14100.0,5628.0,15.3
16160,강서구,공항동천주교회 [16160],65,6518.0,1370.0,137,14794.0,3716.0,8.7
16161,강서구,국립항공박물관.공항동천주교회 [16161],61,5921.0,1450.0,134,14484.0,3889.0,12.5
16162,강서구,공항동지하도입구 [16162],48,5204.0,2287.0,125,13196.0,4697.0,9.5
16166,강서구,방화동도시개발11단지 [16166],18,3569.0,2733.0,75,10647.0,4857.0,4.7
16168,강서구,개화2치안센터 [16168],35,5815.0,3436.0,70,11020.0,5149.0,8.5
16169,강서구,개화검문소 [16169],44,6799.0,2583.0,70,11960.0,5286.0,10.1
16171,강서구,상사마을 [16171],41,6620.0,3692.0,57,12933.0,7677.0,8.8
16173,강서구,영일고등학교.강서도서관 [16173],45,7027.0,1788.0,88,14400.0,3589.0,12.8
16175,강서구,등촌2동주민센터.등촌동대림아파트 [16175],34,5017.0,1230.0,75,11001.0,2076.0,18.3
16176,강서구,대일고교.임광아파트.배광교회 [16176],32,5230.0,1224.0,110,15169.0,2038.0,11.7
16179,양천구,목동사거리 [16179],87,10899.0,4282.0,202,24790.0,7876.0,14.9
16192,강서구,까치산역4번출구 [16192],62,7514.0,673.0,150,19231.0,1749.0,22.5
16199,강서구,가로공원.나누리병원 [16199],60,7330.0,1313.0,165,20489.0,2717.0,13.6
16205,강서구,화곡역5번출구 [16205],66,7788.0,1657.0,157,19951.0,3270.0,20.8
16207,강서구,화곡역1번출구 [16207],52,6515.0,1300.0,136,17195.0,2182.0,15.9
16208,강서구,화곡역 [16208],56,6785.0,1245.0,127,16687.0,2171.0,22.7
16209,강서구,대원시장 [16209],48,5926.0,615.0,111,14888.0,2087.0,15.3
16211,강서구,화곡중고등학교 [16211],34,4278.0,600.0,72,10425.0,1018.0,9.5
16213,강서구,우장산역 [16213],33,4200.0,602.0,84,11276.0,1026.0,17.7
16214,강서구,우장산역 [16214],36,4795.0,603.0,84,11574.0,1011.0,9.5
16217,강서구,발산역.우장산힐스테이트 [16217],36,4861.0,1005.0,97,15287.0,3441.0,18.9
16219,강서구,발산역2번출구 [16219],42,6694.0,1871.0,76,14054.0,3762.0,18.1
16220,강서구,발산역3번출구 [16220],38,6390.0,1822.0,74,13838.0,3469.0,19.4
16221,강서구,서울호서전문학교.등촌주공3단지아파트 [16221],17,4458.0,603.0,56,11624.0,1801.0,15.9
16223,강서구,서울강서우체국 [16223],18,4244.0,588.0,46,10629.0,1587.0,17.5
16225,강서구,양천향교역.휴먼빌아파트 [16225],33,4529.0,1151.0,59,9848.0,2462.0,15.6
16226,강서구,양천향교입구 [16226],34,4551.0,1111.0,59,9965.0,2791.0,15.7
16228,강서구,가양한강타운아파트 [16228],20,3010.0,621.0,51,9989.0,4100.0,183.3
16229,강서구,가양2단지성지아파트.동양고등학교 [16229],6,2075.0,478.0,36,8395.0,3264.0,268.7
16230,강서구,가양2단지성지아파트.동양고등학교 [16230],4,2422.0,756.0,25,7227.0,2626.0,225.3
16231,강서구,한보구암마을아파트 [16231],7,2926.0,796.0,16,6262.0,2559.0,216.4
16232,강서구,가양동천주교.영등포공업고등학교 [16232],7,3050.0,836.0,14,6188.0,2572.0,209.9
16233,강서구,공진중학교 우체국앞 허준박물관 [16233],7,2619.0,496.0,22,8044.0,3236.0,269.1
16235,강서구,가양도시개발4단지아파트 [16235],6,1880.0,63.0,28,11402.0,6791.0,297.0
16236,강서구,대림경동아파트 [16236],7,2193.0,258.0,28,11121.0,6648.0,282.1
16237,강서구,가양도시개발5단지아파트 [16237],10,4135.0,2776.0,24,12545.0,8594.0,145.1
16238,강서구,가양2동강변아파트 [16238],9,4616.0,3357.0,28,12970.0,9016.0,102.8
16239,강서구,가양6단지아파트 [16239],11,5246.0,3533.0,27,12812.0,9128.0,110.8
16240,강서구,가양초등학교 [16240],6,2744.0,841.0,27,11589.0,7485.0,269.6
16241,강서구,강서구청별관 [16241],8,2240.0,371.0,29,11613.0,6788.0,237.5
16242,강서구,가양3동주민센터 [16242],10,2960.0,881.0,28,10939.0,6959.0,250.1
16243,강서구,가양3동도시개발9단지아파트 [16243],5,2240.0,978.0,29,8059.0,3823.0,190.3
16244,강서구,가양도시개발9단지.세현고등학교 [16244],4,2288.0,1066.0,29,7875.0,3802.0,170.3
16245,강서구,염창동아3차아파트.나이아가라호텔 [16245],43,6880.0,4686.0,97,18216.0,11844.0,12.3
16247,강서구,염창동새마을금고 [16247],22,4052.0,617.0,81,14550.0,5548.0,12.4
16249,강서구,염창동한마음.관음삼성아파트 [16249],24,4155.0,596.0,65,12893.0,3531.0,15.0
16250,강서구,염창동관음삼성아파트 [16250],22,4124.0,615.0,70,12901.0,3209.0,17.2
16251,강서구,태영.삼성한사랑아파트 [16251],22,3958.0,1130.0,52,10506.0,3373.0,21.5
16252,강서구,금호.한솔아파트 [16252],19,3800.0,1150.0,45,9654.0,3027.0,11.1
16253,강서구,블루나인비지니스센터.이마트 [16253],14,3288.0,1247.0,52,10108.0,2911.0,26.1
16255,강서구,이마트.강서소방서 [16255],18,3142.0,964.0,54,9640.0,1820.0,16.1
16256,강서구,강서소방서.이마트.증미역 [16256],19,3374.0,1052.0,56,10378.0,2553.0,29.7
16258,강서구,가양역.현대아파트 [16258],11,3459.0,1675.0,41,9657.0,3464.0,15.8
16259,강서구,가양역.우성아파트 [16259],11,3134.0,1766.0,38,9256.0,3373.0,25.3
16260,강서구,가양역.우성아파트 [16260],11,3404.0,1576.0,26,8527.0,3344.0,12.9
16261,강서구,SBS공개홀 [16261],9,2724.0,601.0,27,7734.0,1922.0,14.1
16265,강서구,등촌동대림아파트 [16265],8,2476.0,596.0,31,7516.0,993.0,23.5
16266,강서구,강서한강자이아파트 [16266],9,2523.0,602.0,28,7385.0,994.0,9.5
16267,강서구,가양동CJ주식회사 [16267],11,2541.0,595.0,40,8345.0,1685.0,18.2
16269,강서구,양천초등학교.겸재정선미술관 [16269],35,5133.0,1194.0,60,10156.0,2459.0,13.8
16270,강서구,양천향교역8번출구. 양천초교 [16270],34,5064.0,1181.0,63,10393.0,2409.0,14.4
16271,강서구,겸재정선미술관 [16271],24,4238.0,1167.0,53,9088.0,2396.0,14.4
16273,강서구,마곡실내배드민턴장 [16273],6,1887.0,891.0,13,4058.0,1494.0,10.9
16274,강서구,마곡실내배드민턴장 [16274],4,1340.0,699.0,9,3227.0,1414.0,12.2
16275,강서구,서남물재생센터 [16275],8,1860.0,849.0,17,4505.0,1468.0,15.6
16277,강서구,서남환경공원 [16277],8,1852.0,592.0,17,4315.0,1130.0,16.1
16278,강서구,서남환경공원 [16278],5,1810.0,607.0,28,5618.0,1566.0,12.7
16280,강서구,방화동도시개발2단지아파트 [16280],24,3957.0,1637.0,61,10278.0,2921.0,18.2
16287,강서구,개화산역 [16287],35,4744.0,1881.0,92,12865.0,4936.0,11.1
16295,강서구,등촌3동주공4단지아파트 [16295],8,2354.0,0.0,56,11246.0,1772.0,315.0
16296,강서구,등촌동부영아파트 [16296],8,2603.0,260.0,54,10850.0,1368.0,270.0
16297,강서구,등촌3동주공10단지아파트 [16297],14,3231.0,95.0,41,9367.0,1320.0,295.2
16298,강서구,등촌3동대림아파트 [16298],14,3152.0,371.0,35,8357.0,870.0,234.1
16301,강서구,마곡13단지힐스테이트아파트 [16301],59,6426.0,861.0,132,15822.0,3903.0,130.4
16303,강서구,강서공업고등학교 [16303],34,4983.0,1634.0,77,13008.0,3595.0,4.0
16304,강서구,방화동도시개발1.2단지아파트 [16304],34,5024.0,1715.0,80,12783.0,3596.0,5.9
16305,강서구,서울항공비즈니스고등학교 [16305],29,5290.0,1198.0,93,14230.0,2983.0,7.2
16307,강서구,공항중학교 [16307],25,4545.0,1841.0,72,11798.0,3829.0,14.7
16309,강서구,양천향교역 [16309],25,4698.0,1104.0,61,10935.0,2233.0,18.7
16342,강서구,가양7단지상가 [16342],7,2477.0,572.0,22,8799.0,4665.0,276.0
16348,강서구,가양7단지상가앞 [16348],6,2443.0,578.0,22,8760.0,4705.0,266.2
16385,강서구,"마곡나루역4번출구,서울식물원 [16385]",5,1832.0,605.0,18,5523.0,980.0,11.5
16386,강서구,"마곡나루역4번출구,서울식물원 [16386]",6,1970.0,605.0,18,5507.0,1001.0,18.4
16387,강서구,마곡역교차로 [16387],30,5180.0,2016.0,55,11217.0,4103.0,8.9
16388,강서구,이대서울병원 [16388],32,5796.0,2207.0,79,14203.0,4263.0,12.0
16393,강서구,발산역7번출구 [16393],40,5869.0,2012.0,91,15063.0,4015.0,12.7
16394,강서구,신방화역5번출구 [16394],27,4882.0,1192.0,55,10907.0,1970.0,66.0
16395,강서구,마곡엠밸리6.7단지.마곡중학교 [16395],4,1733.0,0.0,21,6226.0,1026.0,419.9
16396,강서구,마곡나루역 [16396],7,2425.0,488.0,16,5419.0,934.0,184.1
16397,강서구,마곡역 [16397],17,4332.0,1919.0,42,9404.0,3155.0,19.7
16399,강서구,마곡나루역1번출구 [16399],8,2757.0,548.0,16,5582.0,975.0,120.4
16400,강서구,마곡동로사거리 [16400],27,5472.0,1984.0,61,11759.0,4110.0,16.2
16410,강서구,한국공항공사 [16410],0,0.0,0.0,0,0.0,0.0,663.3
16416,강서구,마곡수명산파크7단지 [16416],16,3664.0,1731.0,28,7358.0,3846.0,12.9
16417,강서구,마곡수명산파크5단지6단지 [16417],7,2554.0,597.0,18,4852.0,1069.0,16.8
16418,강서구,마곡수명산파크2단지 [16418],8,1986.0,582.0,35,6836.0,1070.0,14.2
16420,강서구,마곡수명산파크3단지4단지 [16420],8,2607.0,615.0,16,4572.0,1045.0,14.8
16423,강서구,마곡역2번출구 [16423],19,4798.0,2069.0,47,9851.0,3535.0,12.6
16427,강서구,마곡엠밸리14단지아파트 [16427],21,3692.0,1509.0,45,9303.0,3010.0,16.7
16428,강서구,마곡엠밸리15단지아파트 [16428],21,3714.0,1511.0,45,9402.0,3012.0,13.4
16429,강서구,발산역9번출구 [16429],42,6472.0,2327.0,77,14360.0,4323.0,8.6
16432,강서구,신방화사거리 [16432],39,5523.0,1822.0,88,13741.0,3683.0,9.6
16453,강서구,송정중학교후문 [16453],79,8834.0,3010.0,133,15514.0,5105.0,10.1
16493,강서구,방화중학교 [16493],50,5984.0,2523.0,102,12581.0,5381.0,9.4
16532,강서구,다솔마을 [16532],81,9181.0,2249.0,138,15853.0,4618.0,15.8
16606,강서구,마곡나루역 [16606],11,2781.0,591.0,15,5544.0,997.0,16.7
16608,강서구,롯데R&D센터 [16608],12,3066.0,957.0,21,5874.0,1619.0,16.4
16700,강서구,롯데R&D센터 [16700],12,3422.0,818.0,23,6239.0,1622.0,9.5
16702,강서구,마곡엠밸리7단지.712동 [16702],4,1845.0,0.0,18,5910.0,609.0,389.3
16703,강서구,신방화역4번출구.마곡중학교 [16703],7,2575.0,206.0,31,7721.0,1610.0,284.6
16704,강서구,신방화역7번출구 [16704],28,5271.0,1182.0,67,12228.0,2534.0,11.9
16706,강서구,마곡엠밸리5단지 [16706],25,4871.0,1186.0,58,11361.0,2417.0,11.0
16844,양천구,✈️ 목동사거리 [16844],76,10502.0,4979.0,179,23412.0,8273.0,13.0
16975,강서구,강서농수산물도매시장 [16975],51,6359.0,2794.0,98,13353.0,5476.0,133.7
17101,구로구,신도림역 [17101],30,4623.0,1035.0,97,15997.0,6289.0,162.9
17105,구로구,한국SGI [17105],72,7855.0,2083.0,169,18660.0,4211.0,14.5
17107,구로구,거리공원 [17107],41,5903.0,2800.0,142,17787.0,5222.0,14.8
17108,구로구,구로도서관.대성스카이렉스 [17108],40,6174.0,2587.0,168,18932.0,5161.0,15.6
17111,구로구,구로구청 [17111],85,7640.0,848.0,208,19584.0,2262.0,21.7
17113,구로구,고대구로병원후문 [17113],85,7926.0,1619.0,257,23074.0,3106.0,14.0
17116,구로구,영서중학교 [17116],36,4816.0,0.0,125,15071.0,1441.0,319.6
17122,구로구,한국산업단지공단.이마트구로점 [17122],14,3073.0,533.0,84,13242.0,3978.0,127.0
17147,구로구,구로역.구로기계공구상가 [17147],19,3999.0,3136.0,74,11619.0,5584.0,22.8
17155,구로구,구로역 [17155],20,3272.0,1980.0,120,15144.0,5284.0,15.8
17170,양천구,오류1동주민센터.오류문화센터 [17170],58,5874.0,886.0,153,18490.0,5762.0,18.1
17171,양천구,오류동역 [17171],62,5886.0,1113.0,154,16549.0,3363.0,16.9
17172,양천구,오류동역 [17172],60,6093.0,1251.0,155,16217.0,2957.0,11.3
17173,양천구,씨티월드 [17173],59,6188.0,1529.0,144,15433.0,2882.0,23.5
17174,양천구,오류지구대.텃골 [17174],56,6226.0,1353.0,134,14842.0,2824.0,8.6
17175,양천구,서울가든빌라앞 [17175],19,3218.0,1642.0,63,9322.0,3062.0,11.9
17176,양천구,서울가든빌라앞 [17176],25,3609.0,1802.0,73,10038.0,3057.0,13.6
17177,양천구,성공회대학교유한공고앞 [17177],7,2011.0,608.0,15,5417.0,1802.0,17.3
17178,양천구,영풍마드레빌아파트.소공원사거리 [17178],25,4027.0,1401.0,83,10645.0,3489.0,10.9
17185,양천구,온수역 [17185],11,2880.0,556.0,36,7351.0,1462.0,10.3
17201,양천구,구로우체국.이펜하우스5단지후문 [17201],12,2293.0,1131.0,28,5876.0,1912.0,11.0
17202,양천구,천왕역4번출구 [17202],2,1454.0,860.0,22,4817.0,2435.0,17.4
17208,양천구,대원주유소 [17208],58,7414.0,599.0,123,16950.0,1017.0,20.4
17223,양천구,고척파크푸르지오아파트 [17223],21,3063.0,1170.0,62,9069.0,2199.0,20.2
17225,양천구,고척시장 [17225],34,4296.0,924.0,87,11975.0,2206.0,13.6
17227,양천구,고척중학교 [17227],28,4311.0,1122.0,89,13248.0,4812.0,11.5
17228,양천구,고척중학교 [17228],22,3733.0,599.0,84,12004.0,2923.0,16.4
17229,구로구,구로디지털단지역 [17229],52,7743.0,2568.0,115,18490.0,6614.0,12.1
17232,구로구,구일우성아파트 [17232],16,3779.0,2974.0,74,14887.0,10995.0,13.2
17233,양천구,개봉역 [17233],62,8384.0,4687.0,114,19226.0,8283.0,4.3
17234,양천구,개봉역 [17234],58,8367.0,4393.0,110,18405.0,7940.0,12.4
17237,구로구,구로1동우체국 [17237],14,5150.0,3877.0,49,13028.0,9758.0,13.2
17293,구로구,구로구청 [17293],67,6777.0,830.0,213,20444.0,2394.0,41.5
17296,구로구,대림역 [17296],40,5702.0,1192.0,129,16834.0,2836.0,21.1
17305,양천구,거성푸르뫼아파트 [17305],77,7164.0,587.0,200,19606.0,3912.0,10.8
17310,구로구,구로역.나인스애비뉴 [17310],120,9940.0,1361.0,232,21846.0,3474.0,80.3
17315,양천구,동부골든아파트후문 [17315],56,5284.0,616.0,167,16913.0,2691.0,17.2
17359,양천구,항동하버라인3단지 [17359],3,1888.0,571.0,9,3855.0,1192.0,113.4
17360,양천구,항동하버라인3단지 [17360],3,1966.0,571.0,7,3576.0,1055.0,89.8
17361,양천구,푸른수목원 [17361],2,1458.0,607.0,7,3509.0,1010.0,11.8
17362,양천구,항동복합행정센터 [17362],3,1784.0,591.0,8,4243.0,1095.0,9.6
17363,양천구,푸른수목원 [17363],2,1380.0,607.0,7,3392.0,1010.0,20.6
17364,양천구,항동복합행정센터 [17364],3,1865.0,591.0,8,4038.0,1114.0,12.8
17369,양천구,푸른수목원후문.저수지앞 [17369],6,1824.0,0.0,19,5228.0,988.0,326.2
17370,양천구,항동중흥S클래스 [17370],4,1630.0,509.0,13,5104.0,955.0,152.0
17371,양천구,항동하버라인2단지 [17371],4,1649.0,488.0,14,5248.0,935.0,164.1
17389,구로구,디지털단지오거리 [17389],37,5774.0,2289.0,84,14035.0,4375.0,20.7
17397,양천구,연지타운2단지 [17397],6,1656.0,932.0,15,4528.0,1811.0,17.2
17399,양천구,연지타운2단지 [17399],5,1502.0,972.0,16,4666.0,1938.0,15.7
17600,양천구,천왕역1번출구 [17600],2,1396.0,861.0,21,4833.0,2414.0,9.3
17700,양천구,천왕이펜하우스2단지 [17700],2,1221.0,764.0,21,4785.0,2410.0,109.8
17701,양천구,구로우체국.이펜하우스3단지후문 [17701],12,2390.0,1112.0,27,5837.0,1892.0,8.3
17704,양천구,금강수목원아파트 [17704],12,2287.0,1609.0,38,6733.0,3467.0,17.6
17717,구로구,구로중학교 [17717],78,7290.0,588.0,163,17645.0,2238.0,218.5
17834,구로구,신도림역 [17834],19,5561.0,3171.0,87,15381.0,5592.0,52.0
17848,양천구,천왕이펜하우스3단지입구 [17848],5,1633.0,178.0,15,4054.0,1294.0,276.5
17949,구로구,동아1차아파트102동 [17949],18,3729.0,0.0,97,15178.0,3387.0,378.7
17975,양천구,천왕이펜하우스3단지입구 [17975],7,1897.0,444.0,14,4021.0,1356.0,240.6
17982,양천구,천왕역2번출구 [17982],5,1626.0,925.0,22,4965.0,2598.0,46.1
17984,양천구,천왕이펜하우스4단지 [17984],7,1717.0,0.0,21,4413.0,1278.0,324.5
17985,양천구,천왕이펜하우스6단지 [17985],15,2531.0,608.0,25,5148.0,1585.0,195.9
17986,양천구,천왕이펜하우스5단지 [17986],16,2596.0,485.0,22,4978.0,1619.0,228.5
17987,양천구,천왕이펜하우스3.4단지 [17987],6,1682.0,0.0,21,4453.0,1276.0,309.7
17999,양천구,유한공고.성공회대학교 [17999],7,2215.0,607.0,18,5451.0,1842.0,10.5
18101,구로구,한일유엔아이아파트 [18101],36,6636.0,5281.0,93,17407.0,12800.0,14.0
18106,구로구,가산디지털단지역 [18106],12,3078.0,0.0,43,10727.0,1896.0,381.7
18108,구로구,디지털3단지.월드벤처센터 [18108],10,3008.0,886.0,34,11404.0,6417.0,252.6
18110,구로구,디지털3단지사거리 [18110],14,4332.0,2901.0,35,12625.0,8359.0,94.0
18112,구로구,디지털3단지사거리 [18112],14,4131.0,2679.0,34,12338.0,7884.0,23.5
18114,구로구,금천패션아울렛사거리.W몰 [18114],18,4206.0,1932.0,67,12018.0,3834.0,22.6
18115,구로구,금천패션아울렛사거리.현대아울렛 [18115],25,4756.0,2179.0,72,12401.0,3928.0,11.3
18120,구로구,가산동주민센터.금천글로벌센터 [18120],33,5104.0,1198.0,90,14384.0,3556.0,14.6
18122,금천구,구립가산도서관.두산위브아파트 [18122],30,4966.0,619.0,94,15394.0,2981.0,10.6
18124,금천구,독산사거리 [18124],33,5884.0,1496.0,96,16569.0,2838.0,9.6
18126,금천구,독산주공13단지 [18126],12,3968.0,2096.0,52,12644.0,6406.0,13.7
18127,금천구,독산1동한신코아 [18127],12,4273.0,2582.0,55,13354.0,6925.0,25.5
18128,금천구,독산주공14단지 [18128],8,3382.0,2101.0,46,10402.0,6112.0,24.4
18129,금천구,독산주공14단지 [18129],8,3541.0,2323.0,50,10948.0,6496.0,8.2
18130,금천구,독산근린공원 [18130],26,5034.0,4893.0,39,10356.0,8419.0,2.4
18133,금천구,독산동우시장.금천50플러스센터 [18133],54,6247.0,1488.0,127,16721.0,3148.0,10.6
18135,금천구,시흥사거리.금천파출소 [18135],51,6853.0,2180.0,145,17791.0,4441.0,4.5
18136,금천구,벽산아파트1단지.호압사입구 [18136],11,2747.0,1715.0,21,5719.0,3358.0,9.3
